시군명,관서명,지방청명,경찰서명,구분명,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도
안산시,신길,경기남부청,안산단원,파출소,14597,경기도 안산시 단원구 신길동 1697번지,경기도 안산시 단원구 도일로 45,37.3345810482,126.7838880553
안산시,선부3,경기남부청,안산단원,파출소,14516,경기도 안산시 단원구 선부동 1163번지,경기도 안산시 단원구 달미로 144,37.3486687943,126.8173096849
안성시,공도,경기남부청,안성,지구대,17168,경기도 안성시 공도읍 만정리 793-2번지,경기도 안성시 공도읍 공도4로 4,37.0007716534,127.1727519149
안성시,중앙,경기남부청,안성,지구대,17158,경기도 안성시 석정동 256-2번지,경기도 안성시 석정1길 15,37.0094670393,127.2621652087
안성시,대덕,경기남부청,안성,파출소,16833,경기도 안성시 대덕면 건지리 420-4번지,경기도 안성시 대덕면 중앙로 78,37.0125789856,127.2374482348
안성시,금광,경기남부청,안성,파출소,16859,경기도 안성시 금광면 금광리 93-5번지,경기도 안성시 금광면 금광초교길 38,37.0010004249,127.3228490265
안성시,보개,경기남부청,안성,파출소,16868,경기도 안성시 보개면 불현리 42-9번지,경기도 안성시 보개면 보개원삼로 220-1,37.0225724165,127.2900164537
안성시,내리,경기남부청,안성,지구대,17049,경기도 안성시 대덕면 내리 676-1번지,경기도 안성시 대덕면 대학6길 34,37.0035566526,127.2259588105
안성시,원곡,경기남부청,안성,파출소,16962,경기도 안성시 원곡면 외가천리 267-4번지,경기도 안성시 원곡면 가천중앙1길 44,37.0392429339,127.1291710907
안성시,양성,경기남부청,안성,파출소,17064,경기도 안성시 양성면 동항리 291-3번지,경기도 안성시 양성면 장터길 35,37.0587759748,127.1953243347
안성시,일죽,경기남부청,안성,파출소,17102,경기도 안성시 일죽면 송천리 20-6번지,경기도 안성시 일죽면 주래본죽로 28,37.0936809188,127.4776294685
안성시,죽산,경기남부청,안성,파출소,17028,경기도 안성시 죽산면 죽산리 432-7번지,경기도 안성시 죽산면 죽주로 241,37.0749796558,127.4218573036
안양시,평안,경기남부청,안양동안,지구대,14232,경기도 안양시 동안구 호계동 1051-2번지,경기도 안양시 동안구 평촌대로217번길 57,37.3898358417,126.9527911218
안양시,호계,경기남부청,안양동안,파출소,14208,경기도 안양시 동안구 평촌동 896-5번지,경기도 안양시 동안구 관평로138번길 43,37.3904120451,126.9644565947
안양시,명학,경기남부청,안양만안,지구대,14248,경기도 안양시 만안구 안양동 441-1번지,경기도 안양시 만안구 안양로170번길 20,37.3896048516,126.9305947165
안양시,안양,경기남부청,안양만안,지구대,12773,경기도 안양시 만안구 안양동 782-82번지,경기도 안양시 만안구 병목안로 56,37.3966165000,126.9156060133
안양시,박달,경기남부청,안양만안,지구대,12711,경기도 안양시 만안구 박달동 94-136번지,경기도 안양시 만안구 박달로 492,37.4022983553,126.9072009083
안양시,석수,경기남부청,안양만안,지구대,12815,경기도 안양시 만안구 안양동 42-17번지,경기도 안양시 만안구 경수대로 1161,37.4147298339,126.9184147389
안양시,인덕원,경기남부청,안양동안,지구대,14281,경기도 안양시 동안구 관양동 1730번지,경기도 안양시 동안구 동편로 190,37.4061303886,126.9701073408
안양시,비산,경기남부청,안양동안,지구대,14350,경기도 안양시 동안구 비산동 459-57번지,경기도 안양시 동안구 관악대로 125,37.3991139694,126.9380586502
안양시,갈산,경기남부청,안양동안,지구대,10354,경기도 안양시 동안구 호계동 1118-1번지,경기도 안양시 동안구 흥안대로223번길 30-1,37.3763495544,126.9662169268
안양시,범계,경기남부청,안양동안,지구대,14317,경기도 안양시 동안구 호계동 1006-9번지,경기도 안양시 동안구 경수대로508번길 17,37.3682489395,126.9588883459
양주시,은현,경기북부청,양주,파출소,18490,경기도 양주시 은현면 선암리 336-3번지,경기도 양주시 은현면 은현로55번길 6,37.8741869855,127.0233285539
양주시,옥정,경기북부청,양주,지구대,18384,경기도 양주시 옥정동 953-6번지,경기도 양주시 옥정로8길 62,37.8271614590,127.0943328344
양주시,회천,경기북부청,양주,지구대,12962,경기도 양주시 덕정동 206-3번지,경기도 양주시 회정로 133,37.8376944225,127.0680452215
양주시,고읍,경기북부청,양주,지구대,12910,경기도 양주시 만송동 695-3번지,경기도 양주시 고읍로 83,37.7965240058,127.0809384021
양주시,덕계,경기북부청,양주,지구대,13010,경기도 양주시 덕계동 681-31번지,경기도 양주시 평화로 1427,37.8182230808,127.0456737198
양주시,광적,경기북부청,양주,파출소,12990,경기도 양주시 광적면 가납리 741-2번지,경기도 양주시 광적면 가래비길 54,37.8232604630,126.9862280633
양주시,주내,경기북부청,양주,파출소,18362,경기도 양주시 마전동 163-3번지,경기도 양주시 부흥로 1613,37.7791367473,127.0513297725
양주시,남면,경기북부청,양주,파출소,18460,경기도 양주시 남면 신산리 285-183번지,경기도 양주시 남면 개나리길 50,37.8952221685,126.9743660891
양주시,장흥,경기북부청,양주,파출소,18472,경기도 양주시 장흥면 일영리 139-4번지,경기도 양주시 장흥면 호국로 179,37.7171486368,126.9407028716
양주시,백석,경기북부청,양주,파출소,18516,경기도 양주시 백석읍 오산리 36-5번지,경기도 양주시 백석읍 꿈나무로 142,37.7964558908,126.9904687198
양평군,개군,경기남부청,양평,파출소,17387,경기도 양평군 개군면 하자포리 223-1번지,경기도 양평군 개군면 하자포길 25,37.4253843834,127.5379303834
양평군,강상,경기남부청,양평,파출소,16009,경기도 양평군 강상면 교평리 449-7번지,경기도 양평군 강상면 양평대교길 91,37.4822481703,127.4849905853
양평군,양근,경기남부청,양평,지구대,16039,경기도 양평군 양평읍 양근리 280번지,경기도 양평군 양평읍 해오름길 11,37.4885583454,127.4907696331
양평군,옥천,경기남부청,양평,파출소,17348,경기도 양평군 옥천면 옥천리 746-2번지,경기도 양평군 옥천면 옥천길 27,37.5183950985,127.4569642792
양평군,단월,경기남부청,양평,파출소,11609,경기도 양평군 단월면 보룡리 92-1번지,경기도 양평군 단월면 재인동길 2-6,37.5329483756,127.6743835152
양평군,청운,경기남부청,양평,파출소,11809,경기도 양평군 청운면 용두리 659-3번지,경기도 양평군 청운면 용두로 140,37.5542187517,127.7087603460
양평군,양서,경기남부청,양평,파출소,11698,경기도 양평군 양서면 양수리 559-6번지,경기도 양평군 양서면 양수로152번길 6,37.5448096554,127.3192156253
양평군,서종,경기남부청,양평,파출소,11779,경기도 양평군 서종면 문호리 779-2번지,경기도 양평군 서종면 무내미길 45,37.6032541114,127.3520419501
양평군,지평,경기남부청,양평,파출소,11660,경기도 양평군 지평면 지평리 539번지,경기도 양평군 지평면 지평의병로 91,37.4753022880,127.6361130017
양평군,용문,경기남부청,양평,파출소,11812,경기도 양평군 용문면 다문리 795-2번지,경기도 양평군 용문면 용문역길 71,37.4805481534,127.5888896666
양평군,강하,경기남부청,양평,파출소,11714,경기도 양평군 강하면 운심리 34-4번지,경기도 양평군 강하면 운심길 46,37.4958624703,127.4112053755
양평군,양동,경기남부청,양평,파출소,17324,경기도 양평군 양동면 쌍학리 228-5번지,경기도 양평군 양동면 학둔지아래길 72,37.4204417006,127.7529501626
여주시,세종대왕,경기남부청,여주,파출소,17118,경기도 여주시 세종대왕면 번도리 499-39번지,경기도 여주시 세종대왕면 마장로 61,37.2992824555,127.5719991106
여주시,산북,경기남부청,여주,파출소,16900,경기도 여주시 산북면 상품리 27-6번지,경기도 여주시 산북면 금품1로 2,37.4047444393,127.4436059764
여주시,대신,경기남부청,여주,파출소,16919,경기도 여주시 대신면 율촌리 283-2번지,경기도 여주시 대신면 여양로 1436,37.3751054122,127.5883697724
여주시,북내,경기남부청,여주,파출소,17004,경기도 여주시 북내면 당우리 161-1번지,경기도 여주시 북내면 여양2로 300,37.3294548160,127.6796689004
여주시,강천,경기남부청,여주,파출소,16053,경기도 여주시 강천면 간매리 313번지,경기도 여주시 강천면 강문로 566,37.2736333275,127.7112428550
여주시,오학,경기남부청,여주,파출소,16082,경기도 여주시 현암동 217-7,경기도 여주시 도예로 10,37.3055780781,127.6385711385
여주시,금사,경기남부청,여주,파출소,17108,경기도 여주시 금사면 이포리 198번지,경기도 여주시 금사면 이포로 41,37.3931972082,127.5342537962
여주시,흥천,경기남부청,여주,파출소,17080,경기도 여주시 흥천면 효지리 376-23번지,경기도 여주시 흥천면 효자로 144,37.3326844215,127.5423990655
여주시,가남,경기남부청,여주,파출소,17136,경기도 여주시 가남읍 태평리 176번지,경기도 여주시 가남읍 태평2길 23,37.2037016275,127.5455723111
여주시,점동,경기남부청,여주,파출소,17178,경기도 여주시 점동면 청안리 128-2번지,경기도 여주시 점동면 청안로 118,37.2049521622,127.6616918352
여주시,홍문,경기남부청,여주,지구대,17035,경기도 여주시 홍문동 15-2번지,경기도 여주시 세종로 2,37.2976386325,127.6369769386
연천군,군남,경기북부청,연천,파출소,,경기도 연천군 군남면 삼거리 400-16번지,경기도 연천군 군남면 군남로 413-6,38.0845917846,127.0188298858
연천군,전곡,경기북부청,연천,파출소,,경기도 연천군 전곡읍 전곡리 328-40번지,경기도 연천군 전곡읍 선사로 410,38.0255895489,127.0736211370
연천군,청산,경기북부청,연천,파출소,,경기도 연천군 청산면 초성리 187-7번지,경기도 연천군 청산면 평화로 229,37.9940398273,127.0698177308
연천군,연천,경기북부청,연천,파출소,,경기도 연천군 연천읍 차탄리 649번지,경기도 연천군 연천읍 문화로 67-1,38.0996246152,127.0773313913
연천군,신서,경기북부청,연천,파출소,,경기도 연천군 신서면 도신리 285-11번지,경기도 연천군 신서면 연신로 1153,38.1847803432,127.1071673953
연천군,백학,경기북부청,연천,파출소,,경기도 연천군 백학면 두일리 370번지,경기도 연천군 백학면 청정로 532-1,38.0301190484,126.9172862074
연천군,왕징,경기북부청,연천,파출소,,경기도 연천군 왕징면 무등리 17-2번지,경기도 연천군 왕징면 왕산로28번길 3,38.0572593067,127.0130132181
오산시,중앙,경기남부청,오산,파출소,15245,경기도 오산시 오산동 903-4번지,경기도 오산시 오산로 221,37.1468197530,127.0682109340
오산시,오산,경기남부청,오산,지구대,14985,경기도 오산시 원동 813-13번지,경기도 오산시 운암로 11,37.1474244143,127.0758985334
오산시,궐동,경기남부청,오산,지구대,15038,경기도 오산시 궐동 13-7번지,경기도 오산시 오산로 371,37.1596574597,127.0661782567
오산시,세교,경기남부청,오산,지구대,15526,경기도 오산시 세교동 617-2번지,경기도 오산시 세마역로 5,37.1811627656,127.0439520588
용인시,중앙,경기남부청,용인동부,지구대,15202,경기도 용인시 처인구 김량장동 328-2번지,경기도 용인시 처인구 금령로 18,37.2345867892,127.1982258523
용인시,동백,경기남부청,용인동부,지구대,17519,경기도 용인시 기흥구 중동 872-2번지,경기도 용인시 기흥구 동백6로 37,37.2775480125,127.1554722016
용인시,고매,경기남부청,용인동부,파출소,17560,경기도 용인시 기흥구 고매동 산80-2번지,경기도 용인시 기흥구 동탄기흥로 715,37.2231872497,127.0990442917
용인시,동부,경기남부청,용인동부,파출소,17545,경기도 용인시 처인구 마평동 858-5번지,경기도 용인시 처인구 경안천로 16,37.2346628646,127.2106491406
용인시,포곡,경기남부청,용인동부,파출소,17535,경기도 용인시 처인구 포곡읍 삼계리 561-5번지,경기도 용인시 처인구 포곡읍 포곡로278번길 3,37.2792967413,127.2321478940
용인시,모현,경기남부청,용인동부,파출소,17546,경기도 용인시 처인구 모현읍 왕산리 805-1번지,경기도 용인시 처인구 모현읍 백옥대로 2372,37.3353114138,127.2495595156
용인시,양지,경기남부청,용인동부,파출소,17502,경기도 용인시 처인구 양지읍 양지리 445-3번지,경기도 용인시 처인구 양지읍 양지로 165,37.2343377479,127.2868376362
용인시,백암,경기남부청,용인동부,파출소,17529,경기도 용인시 처인구 백암면 백암리 459-3번지,경기도 용인시 처인구 백암면 백암로201번길 9,37.1644768098,127.3738850636
용인시,원삼,경기남부청,용인동부,파출소,14106,경기도 용인시 처인구 원삼면 고당리 71-6번지,경기도 용인시 처인구 원삼면 고당로15번길 1,37.1648802936,127.3112039484
용인시,이동,경기남부청,용인동부,파출소,13930,경기도 용인시 처인구 이동읍 송전리 682-3번지,경기도 용인시 처인구 이동읍 경기동로 688,37.1397809470,127.1964860478
용인시,남사,경기남부청,용인동부,파출소,14123,경기도 용인시 처인구 남사읍 봉무리 664-4번지,경기도 용인시 처인구 남사읍 처인성로185번길 13,37.1137911301,127.1500136323
용인시,보라,경기남부청,용인동부,파출소,14068,경기도 용인시 기흥구 보라동 609-2번지,경기도 용인시 기흥구 한보라1로 42-3,37.2514424662,127.1087161336
용인시,서천,경기남부청,용인동부,파출소,14008,경기도 용인시 기흥구 서천동 805번지,경기도 용인시 기흥구 서천로117번길 1,37.2376273853,127.0731614558
용인시,수지,경기남부청,용인서부,지구대,13958,경기도 용인시 수지구 풍덕천동 77-1번지,경기도 용인시 수지구 풍덕천로190번길 18,37.3251899544,127.1019568222
용인시,보정,경기남부청,용인서부,지구대,13922,경기도 용인시 기흥구 보정동 1255-3번지,경기도 용인시 기흥구 보정로 110,37.3195209878,127.1158237351
용인시,상현,경기남부청,용인서부,지구대,14072,경기도 용인시 수지구 상현동 197-3번지,경기도 용인시 수지구 심곡로 7,37.3062318359,127.0754709287
용인시,구성,경기남부청,용인서부,파출소,14033,경기도 용인시 기흥구 언남동 375-3번지,경기도 용인시 기흥구 구성로 68,37.2947003511,127.1169541446
용인시,신봉,경기남부청,용인서부,파출소,14002,경기도 용인시 수지구 신봉동 908번지,경기도 용인시 수지구 수지로 195,37.3186526114,127.0829740978
용인시,죽전,경기남부청,용인서부,지구대,11404,경기도 용인시 수지구 죽전동 1073-1번지,경기도 용인시 수지구 현암로 22,37.3311533500,127.1116669476
용인시,상갈,경기남부청,용인동부,파출소,17556,경기도 용인시 기흥구 신갈동 68-2번지,경기도 용인시 기흥구 중부대로 380,37.2716173708,127.1092095460
용인시,흥덕,경기남부청,용인동부,파출소,17509,경기도 용인시 기흥구 영덕동 967번지,경기도 용인시 기흥구 흥덕2로118번길 1,37.2784019374,127.0743751801
용인시,구갈,경기남부청,용인동부,지구대,17578,경기도 용인시 기흥구 신갈동 164-3번지,경기도 용인시 기흥구 관곡로 41,37.2833397682,127.1105026488
의왕시,의왕,경기남부청,의왕,지구대,12616,경기도 의왕시 오전동 839-8번지,경기도 의왕시 경수대로 352,37.3568876636,126.9679582240
의왕시,청계,경기남부청,의왕,파출소,12662,경기도 의왕시 청계동 992번지,경기도 의왕시 안양판교로 227,37.3894708429,126.9964217503
의왕시,부곡,경기남부청,의왕,파출소,12641,경기도 의왕시 삼동 460-95번지,경기도 의왕시 한백이길 3,37.3224221441,126.9489800839
의왕시,내손,경기남부청,의왕,지구대,11031,경기도 의왕시 내손동 759번지,경기도 의왕시 갈미로 77,37.3787900292,126.9757891935
의정부시,송산,경기북부청,의정부,지구대,17423,경기도 의정부시 민락동 743-1번지,경기도 의정부시 용민로 119,37.7400618645,127.0902005873
의정부시,가능,경기북부청,의정부,지구대,17394,경기도 의정부시 가능동 265-1번지,경기도 의정부시 호국로 1171,37.7434039658,127.0339184789
의정부시,금오,경기북부청,의정부,지구대,17303,경기도 의정부시 신곡동 804-1번지,경기도 의정부시 추동로108번길 1,37.7476289931,127.0664125691
의정부시,신곡,경기북부청,의정부,지구대,17312,경기도 의정부시 의정부동 368번지,경기도 의정부시 경의로 119,37.7335761871,127.0492783290
의정부시,민락,경기북부청,의정부,지구대,17408,경기도 의정부시 낙양동 751번지,경기도 의정부시 민락로 356,37.7529215684,127.1135711756
의정부시,녹양,경기북부청,의정부,지구대,17343,경기도 의정부시 녹양동 407-2번지,경기도 의정부시 체육로 260,37.7609724021,127.0366351665
의정부시,호원,경기북부청,의정부,지구대,17420,경기도 의정부시 호원동 465-3번지,경기도 의정부시 평화로 159,37.7060532640,127.0478568066
이천시,설성,경기남부청,이천,파출소,18106,경기도 이천시 설성면 금당리 126-5번지,경기도 이천시 설성면 설장로17번길 6-1,37.1328210442,127.5211661803
이천시,율면,경기남부청,이천,파출소,16845,경기도 이천시 율면 고당리 247-12번지,경기도 이천시 율면 고당로 144,37.0955937964,127.5469028676
이천시,창전,경기남부청,이천,지구대,11044,경기도 이천시 창전동 152-19번지,경기도 이천시 영창로 171,37.2816766466,127.4416561195
이천시,아미,경기남부청,이천,파출소,11006,경기도 이천시 부발읍 아미리 1076번지,경기도 이천시 부발읍 경충대로 2154,37.2565231089,127.4864676616
이천시,장호원,경기남부청,이천,파출소,11000,경기도 이천시 장호원읍 장호원리 99-4번지,경기도 이천시 장호원읍 장감로 70,37.1167327439,127.6305607566
이천시,부발,경기남부청,이천,파출소,11012,경기도 이천시 부발읍 무촌리 195-3번지,경기도 이천시 부발읍 무촌로 167-5,37.2868915895,127.4890005637
이천시,대월,경기남부청,이천,파출소,11023,경기도 이천시 대월면 초지리 310-2번지,경기도 이천시 대월면 대월로803번길 64,37.2246229945,127.4947020856
이천시,증포,경기남부청,이천,지구대,17154,경기도 이천시 증포동 157-4번지,경기도 이천시 갈산로 19,37.2895337653,127.4552785853
이천시,마장,경기남부청,이천,파출소,11048,경기도 이천시 마장면 오천리 455번지,경기도 이천시 마장면 오천로 101,37.2491005511,127.3573716200
이천시,신둔,경기남부청,이천,파출소,18115,경기도 이천시 신둔면 수광리 271-2번지,경기도 이천시 신둔면 경충대로 3162,37.3087378511,127.4024770836
이천시,모가,경기남부청,이천,파출소,18137,경기도 이천시 모가면 진가리 114-11번지,경기도 이천시 모가면 진상미로 1305,37.1724386607,127.4801069833
이천시,백사,경기남부청,이천,파출소,18139,경기도 이천시 백사면 현방리 99-38번지,경기도 이천시 백사면 현방로 62,37.3384606014,127.4912396014
이천시,호법,경기남부청,이천,파출소,16953,경기도 이천시 호법면 후안리 265-1번지,경기도 이천시 호법면 이섭대천로 547,37.2241776855,127.4281964003
파주시,파주,경기북부청,파주,파출소,11175,경기도 파주시 파주읍 파주리 431-1번지,경기도 파주시 파주읍 향교말길 26,37.8329213015,126.8158605072
파주시,법원,경기북부청,파주,파출소,11111,경기도 파주시 법원읍 법원리 449-9번지,경기도 파주시 법원읍 사임당로905번길 40,37.8490664984,126.8798634693
파주시,조리,경기북부청,파주,파출소,11129,경기도 파주시 조리읍 봉일천리 160-72번지,경기도 파주시 조리읍 봉천로 55,37.7438481724,126.8055806594
파주시,광탄,경기북부청,파주,파출소,11139,경기도 파주시 광탄면 신산리 221-12번지,경기도 파주시 광탄면 동거리길 25-7,37.7815000790,126.8489380119
파주시,적성,경기북부청,파주,파출소,11120,경기도 파주시 적성면 마지리 48-2번지,경기도 파주시 적성면 청송로 1003,37.9534094430,126.9169479684
파주시,탄현,경기북부청,파주,파출소,11149,경기도 파주시 탄현면 축현리 492-3번지,경기도 파주시 탄현면 방촌로 669,37.8038695412,126.7183464729
파주시,파평,경기북부청,파주,파출소,12954,경기도 파주시 파평면 금파리 303-1번지,경기도 파주시 파평면 청송로 198,37.9225835828,126.8398227263
파주시,월롱,경기북부청,파주,파출소,12932,경기도 파주시 월롱면 위전리 430-5번지,경기도 파주시 월롱면 휴암로 3,37.7956861972,126.7910796654
파주시,금촌,경기북부청,파주,지구대,11164,경기도 파주시 아동동 356-3번지,경기도 파주시 새꽃로 212,37.7657610926,126.7759699090
파주시,문산,경기북부청,파주,지구대,11101,경기도 파주시 문산읍 문산리 31-3번지,경기도 파주시 문산읍 개포래로 50-4,37.8540617764,126.7833710612
파주시,야당,경기북부청,파주,지구대,11189,경기도 파주시 동패동 1895번지,경기도 파주시 한울로 55-1,37.7116166987,126.7383653855
파주시,호수,경기북부청,파주,지구대,11134,경기도 파주시 목동동 657번지,경기도 파주시 해솔로 84,37.7282336659,126.7462749086
파주시,교하,경기북부청,파주,파출소,11152,경기도 파주시 교하동 산16-4번지,경기도 파주시 교하로 1431-2,37.7522623067,126.7504696719
평택시,신장,경기남부청,평택,파출소,14950,경기도 평택시 신장동 263-141번지,경기도 평택시 신서로 65,37.0724438037,127.0512524009
평택시,용이,경기남부청,평택,파출소,15063,경기도 평택시 용이동 448-5번지,경기도 평택시 현신4길 8,36.9984856639,127.1397761325
평택시,평택,경기남부청,평택,지구대,16464,경기도 평택시 통복동 73-1번지,경기도 평택시 중앙1로 23,36.9983539831,127.0856063957
평택시,서정,경기남부청,평택,지구대,16435,경기도 평택시 서정동 332-35번지,경기도 평택시 서정역로 34,37.0571109776,127.0561565570
평택시,팽성,경기남부청,평택,지구대,16249,경기도 평택시 팽성읍 객사리 47-3번지,경기도 평택시 팽성읍 동서촌로 93,36.9647289601,127.0626135805
평택시,진위,경기남부청,평택,파출소,16622,경기도 평택시 진위면 하북리 143-1번지,경기도 평택시 진위면 경기대로 1856,37.1102683466,127.0635675652
평택시,서탄,경기남부청,평택,파출소,16397,경기도 평택시 서탄면 금암리 251-2번지,경기도 평택시 서탄면 서탄로 280,37.1081362153,127.0338895323
평택시,포승,경기남부청,평택,파출소,16454,경기도 평택시 포승읍 방림리 산73-4번지,경기도 평택시 포승읍 서동대로 1150,36.9824153113,126.8821255039
평택시,비전,경기남부청,평택,지구대,15002,경기도 평택시 평택5로 189,,,
평택시,고덕,경기남부청,평택,지구대,15055,경기도 평택시 고덕동 2153-1번지,경기도 평택시 고덕여염9길 3,37.0405455621,127.0497309888
평택시,송탄,경기남부청,평택,지구대,15068,경기도 평택시 신장동 191-1번지,경기도 평택시 탄현로 343,37.0830105371,127.0565906627
평택시,안중,경기남부청,평택,파출소,14909,경기도 평택시 안중읍 현화리 823-3번지,경기도 평택시 안중읍 현화중앙길 71,36.9850789776,126.9205444083
평택시,현덕,경기남부청,평택,파출소,14992,경기도 평택시 현덕면 안현로 144,,,
평택시,청북,경기남부청,평택,파출소,15011,경기도 평택시 청북읍 현곡리 291-7번지,경기도 평택시 청북읍 신포길 38,37.0395464449,126.9342765084
평택시,오성,경기남부청,평택,파출소,14916,경기도 평택시 오성면 숙성리 35-3번지,경기도 평택시 오성면 숙성시장길 71,37.0088787786,126.9855341341
평택시,만호,경기남부청,평택,파출소,14940,경기도 평택시 포승읍 만호리 578-8번지,경기도 평택시 포승읍 평택항로 170,36.9743754233,126.8436544077
포천시,포천,경기북부청,포천,파출소,,경기도 포천시 신읍동 106-22번지,경기도 포천시 원모루로1길 32,37.8926238892,127.1962194045
포천시,군내,경기북부청,포천,파출소,,경기도 포천시 군내면 구읍리 214-3번지,경기도 포천시 군내면 청군로 3280,37.8876855807,127.2183023611
포천시,선단,경기북부청,포천,파출소,,경기도 포천시 선단동 834-2번지,경기도 포천시 송선로 279,37.8572645250,127.1503362552
포천시,창수,경기북부청,포천,파출소,,경기도 포천시 창수면 주원리 249-2번지,경기도 포천시 창수면 메치골로 174,37.9910182449,127.1892771323
포천시,내촌,경기북부청,포천,파출소,,경기도 포천시 내촌면 내리 389-3번지,경기도 포천시 내촌면 내촌로 62,37.7853900540,127.2274244891
포천시,일동,경기북부청,포천,파출소,,경기도 포천시 일동면 기산리 285-6번지,경기도 포천시 일동면 화동로 1023,37.9550971973,127.3155852431
포천시,관인,경기북부청,포천,파출소,,경기도 포천시 관인면 탄동리 664-2번지,경기도 포천시 관인면 관인로 15,38.1572337428,127.2507237144
포천시,신북,경기북부청,포천,파출소,,경기도 포천시 신북면 기지리 893-2번지,경기도 포천시 신북면 호국로 2059,37.9334366778,127.2263894204
포천시,가산,경기북부청,포천,파출소,,경기도 포천시 가산면 마산리 425-1번지,경기도 포천시 가산면 가산로309번길 13,37.8463921069,127.1845087918
포천시,화현,경기북부청,포천,파출소,,경기도 포천시 화현면 화현리 810-19번지,경기도 포천시 화현면 화동로 327,37.8970395116,127.3014672303
포천시,이동,경기북부청,포천,파출소,,경기도 포천시 이동면 장암리 219-2번지,경기도 포천시 이동면 화동로 2078,38.0331005694,127.3665077303
포천시,영북,경기북부청,포천,파출소,,경기도 포천시 영북면 운천리 505-2번지,경기도 포천시 영북면 운천로 4,38.0916952702,127.2738914266
포천시,영중,경기북부청,포천,파출소,,경기도 포천시 영중면 양문리 847-25번지,경기도 포천시 영중면 양문로 109,38.0025666320,127.2427283217
포천시,소흘,경기북부청,포천,지구대,,경기도 포천시 소흘읍 송우리 726-75번지,경기도 포천시 소흘읍 태봉로 144,37.8305374116,127.1402691736
하남시,창우,경기남부청,하남,파출소,12603,경기도 하남시 창우동 520-3번지,경기도 하남시 대청로 114,37.5392460510,127.2247121447
하남시,하남위례,경기남부청,하남,파출소,12604,경기도 하남시 학암동 650번지,경기도 하남시 위례학암로14번길 20,37.4870320030,127.1565711574
하남시,서부,경기남부청,하남,파출소,12667,경기도 하남시 감북동 327번지,경기도 하남시 감북로 43,37.5162519735,127.1620612937
하남시,하남,경기남부청,하남,지구대,12622,경기도 하남시 천현동 194-14번지,경기도 하남시 신장로 66,37.5357052761,127.2102936355
하남시,덕풍,경기남부청,하남,지구대,12639,경기도 하남시 덕풍동 225-5번지,경기도 하남시 덕풍로81번길 13,37.5512209732,127.2043692151
하남시,미사,경기남부청,하남,지구대,12613,경기도 하남시 망월동 952-1번지,경기도 하남시 아리수로 567,37.5675703616,127.1898556235
화성시,반월,경기남부청,화성동탄,파출소,15375,경기도 화성시 반월동 862-1번지,경기도 화성시 영통로27번길 25-19,37.2308367880,127.0624452376
화성시,정남,경기남부청,화성동탄,파출소,15259,경기도 화성시 정남면 괘랑리 901-1번지,경기도 화성시 정남면 만년로 582,37.1729753906,126.9839843606
화성시,동탄,경기남부청,화성동탄,지구대,15323,경기도 화성시 석우동 59-1번지,경기도 화성시 노작로 226-1,37.2074907147,127.0774108429
화성시,태안,경기남부청,화성동탄,지구대,15521,경기도 화성시 진안동 525-30번지,경기도 화성시 떡전골로 112-2,37.2083796320,127.0332624172
화성시,양감,경기남부청,화성서부,파출소,15335,경기도 화성시 양감면 신왕리 678-5번지,경기도 화성시 양감면 은행나무로 263,37.0816292473,126.9447535328
화성시,마도,경기남부청,화성서부,파출소,15473,경기도 화성시 마도면 석교리 228-2번지,경기도 화성시 마도면 석교로 179,37.2061750506,126.7743410596
화성시,비봉,경기남부청,화성서부,파출소,15367,경기도 화성시 비봉면 양노리 289-6번지,경기도 화성시 비봉면 양노로 56,37.2362116972,126.8674899422
화성시,팔탄,경기남부청,화성서부,파출소,15214,경기도 화성시 팔탄면 구장리 529-5번지,경기도 화성시 팔탄면 서촌길 9,37.1604988928,126.9031365040
화성시,우정,경기남부청,화성서부,파출소,15380,경기도 화성시 우정읍 조암리 265-3번지,경기도 화성시 우정읍 조암남로 31,37.0841524173,126.8184065692
화성시,서신,경기남부청,화성서부,파출소,15433,경기도 화성시 서신면 매화리 351-3번지,경기도 화성시 서신면 매화1길 31,37.1701919534,126.7055702356
화성시,송산,경기남부청,화성서부,파출소,15532,경기도 화성시 송산면 사강리 638-1번지,경기도 화성시 송산면 송산포도로 98,37.2141955499,126.7381538426
화성시,봉담,경기남부청,화성서부,지구대,15306,경기도 화성시 봉담읍 와우리 214-1번지,경기도 화성시 봉담읍 와우로15번길 17,37.2165988430,126.9707145733
화성시,매송,경기남부청,화성서부,파출소,15575,경기도 화성시 매송면 어천리 426-1번지,경기도 화성시 매송면 화성로 2249,37.2499525820,126.9119258701
화성시,발안,경기남부청,화성서부,지구대,15291,경기도 화성시 향남읍 평리 107번지,경기도 화성시 향남읍 3.1만세로 1095,37.1319365011,126.9073688674
화성시,동탄3,경기남부청,화성동탄,지구대,15220,경기도 화성시 목동 499-1번지,경기도 화성시 왕배산길 6,37.1812048921,127.1225637636
화성시,남양,경기남부청,화성서부,파출소,15495,경기도 화성시 남양읍 남양리 651-8번지,경기도 화성시 남양읍 남양시장로 47,37.2090835638,126.8147037371
화성시,안용,경기남부청,화성동탄,파출소,15582,경기도 화성시 안녕동 22번지,경기도 화성시 용주로32번길 4,37.2058477928,127.0133763841
