sigun_nm,bizplc_nm,licensg_ymd,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,licensg_rtrcn_ymd,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,xcrd_vl,ycrd_vl,parmacy_bsn_ar,apnt_ymd
,보광약국,19870812,경기도 평택시 탄현로 343,경기도 평택시 지산동 740-13,17753,37.0828096,127.0567846,,폐업,20121019,031-662-0729,,,,
,보광약국,20160722,경기도 이천시 호법면 이섭대천로 534,경기도 이천시 호법면 후안리 254-3번지,17394,37.2230504,127.4273407,,폐업,20181113,031-631-0974,237853.173949254,413545.30964604,,
,보광약국,20160727,경기도 평택시 둥구재길 12 (이충동),경기도 평택시 이충동 434번지 19호,17781,37.0583257,127.0604122,,폐업,20180108,,205303.113405105,395178.904746084,,
,보광온누리약국,20121029,경기도 오산시 오산로 209 (오산동),경기도 오산시 오산동 881-16번지,18137,37.1454044,127.0681851,,영업중,,031-373-1729,205987.218713327,404846.66220879,,
,보듬약국,20221223,"경기도 화성시 만세구 수노을중앙로 136, 106호 (새솔동)",경기도 화성시 만세구 새솔동 76-7,18244,37.2847303,126.8182261,,영업중,,031-8055-8669,183810.06575055,420321.93314303,,
,보라시민약국,20110704,"경기도 용인시 기흥구 사은로126번길 25 (보라동, 제일은행)",경기도 용인시 기흥구 보라동 555번지,17079,37.2540476,127.1198326,,영업중,,031-286-8681,210567.849202969,416906.338894804,,
,보라시민약국,20021105,경기도 용인시 기흥구 사은로126번길 25,용인시 기흥구 보라동 555번지,17079,37.2540476,127.1198326,,폐업,20110702,031-286-8681,,,,
,보라약국,19880328,,경기도 고양시덕양구 벽제동 341번지 5호,10271,,,,폐업,19970705,,,,,
,보라약국,20210930,"경기도 하남시 미사강변동로 100-1, 미사역 파라곤 스퀘어 B195호 (망월동)",경기도 하남시 망월동 1125 미사역 파라곤 스퀘어,12912,37.5641109,127.1939802,,영업중,,031-8027-8003,217057.174856799,451355.879802577,,
,보라약국,20140513,"경기도 군포시 삼성로 6, 105호 (부곡동, 웅신프라자)",경기도 군포시 부곡동 1219번지 웅신프라자 105호,15874,37.3363703,126.9345189,,영업중,,031-392-1002,194128.287293864,426042.206942525,,
,보라약국,19980824,,경기도 고양시덕양구 벽제동 341번지 5호,10271,,,,폐업,19990629,,,,,
,보라약국,19970721,,경기도 고양시덕양구 벽제동 341번지 5호,10271,,,,폐업,19980729,,,,,
,보라약국,20070109,경기도 수원시 권선구 경수대로370번길 23 (권선동),경기도 수원시 권선구 권선동 1030번지 14호,16566,37.2590329,127.0251349,,폐업,20180630,031-226-0083,202155.795199241,417462.308043336,,
,보라온누리약국,20080801,"경기도 용인시 기흥구 한보라1로 6, 106호 (보라동, 제일프라자)",용인시 기흥구 보라동 제일프라자 106호,17080,37.2542656,127.109254,,영업중,,031-285-8598,209622.889405806,416927.68061005,,
,보라온누리약국,20080331,경기도 용인시 기흥구 한보라1로 6,용인시 기흥구 보라동 제일프라자 106호,17080,37.2542656,127.109254,,직권폐업,20080901,,,,,
,보라품안에 약국,20170619,"경기도 용인시 기흥구 한보라1로 8, 104호 (보라동, 스카이프라자)",경기도 용인시 기흥구 보라동 573-6번지 스카이프라자 104호,17080,37.2540047,127.1094245,,영업중,,031-285-1673,209635.255673448,416899.226715275,,
,보라한사랑약국,20130319,"경기도 용인시 기흥구 한보라1로 8, 104호 (보라동, 스카이프라자)",경기도 용인시 기흥구 보라동 573번지 6호,17080,37.2540047,127.1094245,,폐업,20170619,031-285-1673,209635.255673448,416899.226715275,,
,보람약국,20130705,"경기도 고양시 일산동구 고봉로 20-5, 503호의 일부호 (장항동, 포오스프라자)",경기도 고양시 일산동구 장항동 740번지 포오스프라자 503호,10364,37.66426,126.7651313,,영업중,,031-919-8789,179208.843364039,462457.375096638,,
,보람약국,20090831,경기도 부천시 소사구 범안로 133 (범박동),경기도 부천시 소사구 범박동 44-16번지 (1층),14783,37.4698471,126.8093899,,폐업,20141102,032-349-9119,183073.547932821,440864.157090972,,
,보람약국,20180222,"경기도 수원시 권선구 동수원로242번길 22, 센타프라자 101호 (권선동)",경기도 수원시 권선구 권선동 1297번지 6호 센타프라자 101호,16553,37.2507191,127.0357527,,영업중,,,203099.847418543,416532.076028765,,
,보람약국,19910919,"경기도 광명시 시청로 100, 상가동 1-12호 (철산동, 철산자이브리에르)",경기도 광명시 철산동 105 철산자이브리에르,14228,37.4850153,126.8687237,,영업중,,02-2686-9333,188317.384005436,442603.984651742,,
,보람약국,20141030,경기도 부천시 소사구 범안로 133 (범박동),경기도 부천시 소사구 범박동 44-16번지,14783,37.4698471,126.8093899,,폐업,20151101,032-349-9119,183073.547932821,440864.157090972,,
,보람약국,20000824,경기도 안양시 만안구 안양로 259,경기도안양시만안구안양5동 627-202,13997,37.3957634,126.9236226,,폐업,,031-446-9008,,,,
,보람약국,20151101,"경기도 부천시 소사구 범안로 133 (범박동, 보람월드프라자)",경기도 부천시 소사구 범박동 130-3번지,14783,37.4698471,126.8093899,,폐업,20180502,032-349-9119,183068.846726431,440889.864455344,,
,보람온누리약국,19880908,"경기도 성남시 분당구 성남대로 170, 303호 (금곡동, 한국프라자)",경기도 성남시 분당구 금곡동 금곡동 159 한국프라자 303호,13618,37.351175,127.1095201,,영업중,,031-717-8532,209631.991430699,427685.482703527,,
,보령당약국,20120924,경기도 부천시 오정구 오정로220번길 39-19 (오정동),경기도 부천시 오정구 오정동 573-20번지,14437,37.5272877,126.7862372,,폐업,20120927,032-678-7512,181033.232315782,447249.416910043,,
,보령당약국,20120927,경기도 부천시 오정구 오정로220번길 39-19 (오정동),경기도 부천시 오정구 오정동 573-20번지,14437,37.5272877,126.7862372,,폐업,20130621,032-678-7512,181033.232315782,447249.416910043,,
,보령당약국,20070711,경기도 안양시 만안구 안양로 305,경기도 안양시 만안구 안양4동 676-10,14001,37.3991745,126.9207268,,폐업,20100112,031-448-3377,,,,
,보령당약국,20120711,경기도 부천시 오정구 오정로220번길 39-19 (오정동),경기도 부천시 오정구 오정동 573-20번지,14437,37.5272877,126.7862372,,폐업,20120924,,181033.232315782,447249.416910043,,
,보령약국,20161223,경기도 포천시 군내면 청군로 3285,경기도 포천시 군내면 구읍리 217-3번지,11152,37.887404,127.217405,,폐업,20170313,031-536-7880,219041.33500561,487205.553714829,,
,보령약국,20170314,경기도 포천시 군내면 청군로 3285,경기도 포천시 군내면 구읍리 217-3번지,11152,37.887404,127.217405,,폐업,20190326,031-536-7880,219041.33500561,487205.553714829,,
,보령약국,20020501,,경기도 가평군 가평읍 읍내리 470번지 3호,12418,,,,폐업,20100906,031-582-7639,245099.657913547,481009.247467016,,
,보령약국,20140729,경기도 화성시 효행구 정남면 발안로 1013,경기도 화성시 효행구 정남면 제기리 354번지,18515,37.1292021,127.0136424,,폐업,20161011,031-8059-0125,201141.581471292,403049.898994436,,
,보령약국,20140811,경기도 가평군 가평읍 가화로 123,경기도 가평군 가평읍 읍내리 470번지 3호,12418,37.8306083,127.5132047,,폐업,20180830,031-582-7639,245099.657913547,481009.247467016,,
,보령약국,20190819,경기도 화성시 효행구 정남면 발안로 1013,경기도 화성시 효행구 정남면 제기리 354번지,18515,37.1292021,127.0136424,,영업중,,031-8059-0125,,,,
,보령약국,20100906,경기도 가평군 가평읍 가화로 123,경기도 가평군 가평읍 읍내리 470번지 3호,12418,37.8306083,127.5132047,,폐업,20140811,,245099.657913547,481009.247467016,,
,보령약국,20161012,경기도 포천시 군내면 청군로 3285,경기도 포천시 군내면 구읍리 217-3번지,11152,37.887404,127.217405,,폐업,20161223,031-536-7880,219041.33500561,487205.553714829,,
,보령약국,20161013,경기도 화성시 효행구 정남면 발안로 1013,경기도 화성시 효행구 정남면 제기리 354번지,18515,37.1292021,127.0136424,,폐업,20190814,031-8059-0125,,,,
,보령온누리약국,20040316,"경기도 성남시 수정구 남문로 66, 1층 (태평동)","경기도 성남시수정구 태평3동 3798, 1층",13301,37.4459075,127.1341938,,폐업,20130429,031-753-3993,211804.370088111,438203.282906161,,
,보령온누리약국,20130429,"경기도 성남시 수정구 남문로 66, 1층 (태평동, 이수빌딩)",경기도 성남시 수정구 태평동 3798번지 1층,13301,37.4459075,127.1341938,,영업중,,031-753-3993,211804.370088111,438203.282906161,,
,보룡약국,20080714,경기도 의정부시 시민로131번길 64 (의정부동),경기도 의정부시 의정부동 159-17 외1번지,11695,37.7409962,127.0498462,,폐업,20090108,031-845-5566,204323.08327848,470951.464277675,,
,보룡약국,20031230,경기도 여주시 세종로 77(홍문동),읍 홍문리 269-3,12631,37.29097,127.6354191,,폐업,20180228,,256276.536839793,421187.290389576,,
,보룡약국,20090102,"경기도 고양시 덕양구 무원로 62 (행신동,1층)",경기도 고양시덕양구 행신동 735번지 4호 1층,10524,37.6184224,126.8325273,,폐업,20090529,,185146.623406513,457354.138265696,,
,보룡약국,20090731,"경기도 부천시 소사구 경인로 206-1, 1층 (심곡본동)",경기도 부천시 소사구 심곡본동 667번지 667-2(1층),14711,37.4832269,126.7783432,,영업중,,,180326.079533303,442362.033303226,,
,보룡약국,20100108,경기도 의정부시 시민로131번길 66 (의정부동),경기도 의정부시 의정부동 159번지 17호,11695,37.7410772,127.049823,,영업중,,031-845-5567,204321.243927421,470957.319601007,,
,보룡약국,20180228,"경기도 여주시 세종로 77, 1층 (홍문동)",경기도 여주시 홍문동 269-3번지 1층,12631,37.29097,127.6354191,,영업중,,031-886-5147,256276.536839793,421187.290389576,,
,보룡약국,20090529,"경기도 고양시 덕양구 무원로 62 (행신동,1층)",경기도 고양시 덕양구 행신2동 735번지 4호 1층,10524,37.6184224,126.8325273,,폐업,20100901,,185146.623406513,457354.138265696,,
,보룡약국,20100902,"경기도 고양시 덕양구 무원로 62 (행신동,(1층))",경기도 고양시 덕양구 행신1동 735번지 4호 (1층),10524,37.6184224,126.8325273,,폐업,20120702,031-972-6985,185146.623406513,457354.138265696,,
,보룡약국,20080530,경기도 고양시 덕양구 무원로 62,경기도 고양시 덕양구 행신동 735-4,10524,37.6184224,126.8325273,,폐업,20090102,031-972-6985,,,,
,보룡약국,20070828,"경기도 안산시 상록구 평안로1길 14 (사동, 삼성빌딩)",경기도 안산시 상록구 사동 1419번지,15629,37.2834913,126.8478945,,영업중,,031-409-4626,186440.461547164,420180.995133287,,
,보룡온누리약국,20080407,경기도 시흥시 함송로 24 (정왕동),경기도 시흥시 정왕동 1882-4 세종프라자302호,15020,37.3632151,126.7303936,,영업중,,031-433-8307,176034.146009185,429060.860673841,,
,보륭약국,19720804,"경기도 성남시 중원구 산성대로 586, 1층 (은행동)",경기도 성남시 중원구 은행1동 612번지 1층,13149,37.4617467,127.1685259,,영업중,,031-747-2083,214839.079923697,439965.532069077,,
,보름달약국,20230920,"경기도 오산시 경기대로 178, 비전탑 1동 305호 (원동)",경기도 오산시 원동 374-4 비전탑,18144,37.1406386,127.0739096,,영업중,,031-372-7566,206488.431965315,404319.476953997,,
,보리수약국,20080214,경기도 고양시 일산동구 동국로 30,경기도 고양시 일산동구 식사동662-9. 1층,10325,37.6767663,126.8076692,,폐업,20090223,031-965-2126,,,,
,보리수약국,20090224,"경기도 고양시 일산동구 동국로 30 (식사동, 1층)",경기도 고양시 일산동구 식사동 662번지 9호 1층,10325,37.6767663,126.8076692,,영업중,,031-965-2126,182980.206800987,463836.755390121,,
,보리약국,20120605,경기도 안산시 상록구 석호로 162 (사동),경기도 안산시 상록구 사동 1298번지 3호,15589,37.2974822,126.8497933,,폐업,20161128,031-406-4312,186613.353846489,421734.835228277,,
,보리약국,20120404,경기도 수원시 권선구 오목천로57번길 10-21 (오목천동),경기도 수원시 권선구 오목천동 213-1번지,16636,37.2406083,126.9698702,,폐업,20120514,031-292-0758,197255.673344555,415415.504274151,,
,보리약국,20120514,경기도 수원시 권선구 오목천로57번길 10-21 (오목천동),경기도 수원시 권선구 오목천동 213-1번지,16636,37.2406083,126.9698702,,폐업,20130612,,197255.673344555,415415.504274151,,
,보리약국,20250624,"경기도 부천시 원미구 길주로 91, 4층 413호 (상동, 비잔티움 상동)",경기도 부천시 원미구 상동 534-6 비잔티움 상동,14543,37.5063755,126.752573,,영업중,,032-326-3356,178049.45506952,444933.273313217,,
,보리약국,20110714,경기도 수원시 권선구 오목천로57번길 10-21 (오목천동),경기도 수원시 권선구 오목천동 213번지 1호,16636,37.2406083,126.9698702,,폐업,20120404,031-292-0758,197255.673344555,415415.504274151,,
,보림약국,20051031,경기도 이천시 서희로 57 (창전동),경기도 이천시 창전동 156번지 10호,17368,37.2806856,127.4426721,,영업중,,031-633-5574,239188.331944435,419952.45516589,,
,보명약국,20201201,"경기도 가평군 가평읍 가화로 123, 보령약국",경기도 가평군 가평읍 읍내리 470-3 보령약국,12418,37.8306083,127.5132047,,폐업,20231004,031-582-7639,245099.657913547,481009.247467016,,
,보명약국,20040326,경기도 용인시 처인구 금령로 100 (김량장동),경기도 용인시 처인구 김량장동 92번지 1호,17051,37.2354572,127.2074668,,폐업,20110211,031-335-2463,218343.886744477,414860.499031289,,
,보명약국,20231207,경기도 가평군 가평읍 가화로 123,경기도 가평군 가평읍 읍내리 470-3 보령약국,12418,37.8306083,127.5132047,,영업중,,031-582-7639,245099.657913547,481009.247467016,,
,보명약국,20010817,경기도 남양주시 경춘로 454,경기도 남양주시 지금동 129-59,12258,37.608988,127.1637721,,폐업,20080108,031-554-0221,,,,
,보명약국,20000923,경기도 고양시 덕양구 혜음로 9 (고양동),경기도 고양시 덕양구 고양동 240번지 8호,10275,37.7015527,126.9015474,,영업중,,031-962-9625,191248.635532077,466573.470133127,,
,보민약국,20021119,경기도 안양시 동안구 동안로 13,경기도 안양시 동안구 신촌동 1055번지 1호 건영상가 112호,14100,37.3805142,126.9564056,,폐업,20090819,031-383-0842,196001.540017726,430899.237058091,,
,보민약국,20161214,"경기도 파주시 청암로17번길 17, 2층 19호 (목동동, 파주운정홈플러스)",경기도 파주시 목동동 927번지 파주운정홈플러스 2층 19호,10892,37.7295694,126.736763,,폐업,20191101,031-949-5267,176725.26242028,469706.991119381,,
,보민약국,20010319,경기도 안양시 동안구 동안로 13,경기도 안양시 동안구 신촌동 1055-1 건영상가 112호,14100,37.3805142,126.9564056,,폐업,20021118,,,,,
,보민약국,19880716,경기도 수원시 영통구 영통로514번길 52,경기도 수원시 영통구 영통동 955-6 황골주공1단지@ 나상가 103호,16708,37.2644533,127.080837,,폐업,20090525,031-202-0879,,,,
,보민약국,19930413,경기도 안양시 동안구 동안로 13,경기도 안양시 동안구 신촌동 1055-1 무궁화상가 112호,14100,37.3805142,126.9564056,,폐업,20010319,,,,,
,보민약국,20090319,"경기도 시흥시 능곡로 174, 103호 (능곡동, 미래도프라자)",경기도 시흥시 능곡동 756번지 미래도프라자 103호,14995,37.3680609,126.8117244,,영업중,,031-435-8881,183253.065759354,429570.86915757,,
,보배약국,20200831,"경기도 화성시 동탄구 동탄대로 551-16, 동탄역푸르지오시티  B동 328호 (오산동)",경기도 화성시 동탄구 오산동 967-107,18478,37.2031687,127.0968738,,폐업,20220821,070-4647-1530,208514.644009169,411283.997984809,,
,보배약국,20220405,"경기도 남양주시 별내중앙로 59, 예스프라자프라이드 102호 (별내동)",경기도 남양주시 별내동 1018-1,12112,37.647632,127.1231519,,영업중,,,210799.643774111,460591.16811884,,
,보배약국,19810424,경기도 구리시 경춘로 216,경기도 구리시 수택동 383-10,11927,37.6002723,127.1394549,,폐업,20090302,031-563-4830,,,,
,보배약국,20140501,"경기도 안산시 단원구 선부광장1로 82, 113호 (선부동)",경기도 안산시 단원구 선부동 1076번지 6호 113호,15239,37.335608,126.8126641,,폐업,20140806,031-403-5543,183327.844625398,425967.024761098,,
,보배약국,20060620,"경기도 안산시 단원구 선부광장1로 82, 113호 (선부동, 서림빌딩)",경기도 안산시 단원구 선부동 1076-6 서림빌딩 113호,15239,37.335608,126.8126641,,폐업,20140501,031-403-5543,183327.844625398,425967.024761098,,
,보배약국,20090302,경기도 구리시 경춘로 216 (수택동),경기도 구리시 수택1동 383번지 10호,11927,37.6002723,127.1394549,,영업중,,,212245.669997108,455335.972795123,,
,보배약국,20220822,"경기도 화성시 동탄구 동탄대로 551-16, 동탄역 푸르지오시티 B동 328호 (여울동)",경기도 화성시 동탄구 여울동 967-107 동탄역 푸르지오시티,18478,37.2031687,127.0968738,,영업중,,070-4647-2494,208514.644009169,411283.997984809,,
,보생당한약국,20121011,"경기도 화성시 동탄구 동탄반송길 29-1, 2호 (반송동)",경기도 화성시 동탄구 반송동 5번지 2호,18434,37.2109146,127.0645663,,폐업,20130628,031-8015-1929,205659.20543152,412118.990003105,,
,보생당한약국,20130701,경기도 화성시 동탄구 동탄반송길 29-1 (반송동),경기도 화성시 동탄구 반송동 5번지 2호,18434,37.2109146,127.0645663,,폐업,20150930,031-8015-1929,205659.20543152,412118.990003105,,
,보생당한약국,20110712,"경기도 화성시 동탄구 동탄반송길 29-1, 2호 (반송동)",경기도 화성시 동탄구 반송동 5번지 2호,18434,37.2109146,127.0645663,,폐업,20121010,031-8015-1929,205659.20543152,412118.990003105,,
,보생한약국,20100201,경기도 화성시 동탄구 동탄반석로 212,경기도 화성시 동탄구 반송동 86번지 2호 센터타워104호,18453,37.2072323,127.0732425,,폐업,20100820,031-8015-1687,206429.727035268,411708.586110081,,
,보생한약국,20100916,경기도 화성시 동탄구 동탄반석로 212,경기도 화성시 동탄구 반송동 86번지 2호 센타타워 301호,18453,37.2072323,127.0732425,,폐업,20110718,80151929,206429.727035268,411708.586110081,,
,보생한약국,20180125,"경기도 화성시 동탄구 동탄반송길 29-1, 1층 (반송동)",경기도 화성시 동탄구 반송동 5번지 2호,18434,37.2109146,127.0645663,,영업중,,031-8015-1929,205659.20543152,412118.990003105,,
,보생한약국,20070430,경기도 수원시 영통구 영통로501번길 38-3,경기도 수원시 영통구 영통동 951-6 트리플렉스 132호,16706,37.2651875,127.0768969,,폐업,20081212,,,,,
,보생한약국,20081223,경기도 화성시 동탄구 동탄반석로 212,경기도 화성시 동탄구 반송동 86번지 2호 센터타워 104호,18453,37.2072323,127.0732425,,폐업,20100201,80151669,206429.727035268,411708.586110081,,
,보생한약국,20150925,"경기도 화성시 동탄구 동탄반송길 29-1, 1층 (반송동)",경기도 화성시 동탄구 반송동 5번지 2호,18434,37.2109146,127.0645663,,폐업,20180125,031-8015-1929,205659.20543152,412118.990003105,,
,보성약국,19741219,경기도 고양시 덕양구 삼송로 189-7 (삼송동),경기도 고양시 덕양구 삼송동 27번지 1호,10556,37.6538828,126.8947315,,영업중,,02-381-8484,190638.184087381,461288.040863928,,
,보성약국,20140925,"경기도 의왕시 포일로 81, 삼우상가 1층 102호 (포일동)",경기도 의왕시 포일동 539-10 삼우상가,16018,37.3915329,126.9813602,,영업중,,031-425-6343,198281.793435316,432159.158801914,,
,보성약국,19880806,경기도 의왕시 포일로 84 (내손동),경기도 의왕시 내손동 653번지 4호,,37.3909144,126.9810392,,폐업,20140928,,198300.54756666,432117.787601772,,
,보성약국,20151014,"경기도 남양주시 와부읍 덕소로97번길 7, 1층",경기도 남양주시 와부읍 덕소리 474번지 4호 1층,12209,37.5860341,127.2128396,,영업중,,,218729.862382524,453769.94469197,,
,보성약국,20030415,"경기도 수원시 장안구 경수대로 940, 3층 312호 (조원동, 일호골든타워)",경기도 수원시 장안구 조원동 894번지 3층 312호,16295,37.3031494,127.0080447,,영업중,,031-303-1566,200646.555851827,422349.677595296,,
,보세온누리약국,20120827,"경기도 안산시 상록구 광덕1로 355, 101,102호 (이동)",경기도 안산시 상록구 이동 714번지 3호 데코스포텔,15494,37.3072854,126.8490883,,폐업,20210627,031-415-7755,186549.925105847,422820.866954737,,
,보세온누리약국,20210628,"경기도 안산시 상록구 광덕1로 355, 데코스포텔 101,102호 (이동)",경기도 안산시 상록구 이동 714-3 데코스포텔,15494,37.3072854,126.8490883,,영업중,,031-415-7755,186549.925105847,422820.866954737,,
,보영약국,19921017,경기도 군포시 산본천로 176 (산본동),경기도 군포시 산본동 224-1,15810,37.368927,126.9380805,,폐업,19970924,,194443.988023363,429652.674932764,,
,보영약국,20110516,"경기도 고양시 일산서구 대화2로 137, 상가동 104호 (대화동, 대화마을)",경기도 고양시 일산서구 대화동 2570번지 대화마을 상가동  104호,10217,37.6731162,126.7361736,,영업중,,031-911-8961,176662.193805855,463526.782829388,,
,보영약국,20080414,"경기도 부천시 원미구 부일로 753, 102호 (역곡동, 로하스타워)",경기도 부천시 원미구 역곡동 111-8번지 로하스타워 102호,14670,37.486662,126.8132846,,영업중,,032-349-9777,183424.9,442737.785,,
,보원약국,20010102,"경기도 남양주시 와부읍 덕소로 93, 1층 (희빌딩)",경기도 남양주시 와부읍 덕소리 474번지 5호 희빌딩 1층,12209,37.5858618,127.2124212,,영업중,,031-577-4227,218690.759594566,453747.876208728,,
,보원약국,19970902,,경기도 용인시 수지구 풍덕천리 36블럭 692 보원아파트 상가 106호,,,,,폐업,20000824,031-261-0156,,,,
,보원약국,20061030,"경기도 여주시 세종로 18-1 (홍문동,외1필지 1층)",경기도 여주시 홍문동 35번지중앙빌딩 1층,12622,37.2962422,127.6363312,,폐업,20100721,,256351.288108837,421772.590479693,,
,보원약국,19851112,경기도 김포시 김포대로 835 (사우동),경기도 김포시 사우동 922번지,10110,37.6192505,126.720612,,영업중,,031-982-1047,175264.500080762,457470.411433601,,
,보원약국,20060424,"경기도 용인시 수지구 신봉2로 3 (신봉동, 홍천말프라자 102호)",경기도 용인시 수지구 신봉동 31번지 31 홍천말프라자 102호,16815,37.3233288,127.0773499,,폐업,20171220,031-264-7090,206782.829190756,424596.53515626,,
,보원약국,19921110,"경기도 고양시 일산서구 원일로 69, 씨티프라자 123호 (일산동)",경기도 고양시 일산서구 일산동 606번지 1호 씨티프라자 123호,10350,37.6867611,126.7701604,,영업중,,031-977-1919,179661.530305725,464960.066910531,,
,보원약국,20070220,경기도 수원시 권선구 세권로 197 (권선동),경기도 수원시 권선구 권선동 1049번지 12호,16568,37.255475,127.0257774,,영업중,,031-238-4767,202217.366463656,417061.252725804,,
,보윤약국,20160509,"경기도 남양주시 별내3로 324, 102호 (별내동)",경기도 남양주시 별내동 826-7번지 102호,12097,37.6663348,127.1175581,,폐업,20160923,031-554-5253,210304.075,462669.09,,
,보은약국,20140409,"경기도 안양시 동안구 경수대로 564, 1층 (호계동)",경기도 안양시 동안구 호계동 995번지 2호 1층,14112,37.3731668,126.9580963,,폐업,20140811,031-456-7360,196220.48867078,430123.048522378,,
,보은약국,20240729,"경기도 용인시 처인구 중부대로 1294, 1층 129호 (역북동)",경기도 용인시 처인구 역북동 802,17054,37.2354625,127.1883126,,영업중,,,216638.196171374,414851.808049304,,
,보은약국,20241007,"경기도 파주시 해올로 50-47, 1층 107호 (다율동)",경기도 파주시 다율동 1037-7,10865,37.7384623,126.7307359,,폐업,20250723,,,,,
,보은약국,20250820,"경기도 파주시 해올로 50-47, 운정 신성 프라자 107호 (다율동)",경기도 파주시 다율동 1037-7,10865,37.7384623,126.7307359,,영업중,,031-946-7102,,,,
,보인당약국,19860929,"경기도 광명시 모세로 40 (철산동, 마동종합상가 127호)","경기도 광명시 철산3동 240번지 , 마동종합상가 127호",14232,37.4805493,126.8696096,,영업중,,02-2683-8473,188384.451803221,442053.090434857,,
,보인당한약국,20100929,,경기도 부천시 원미구 원미동 114-1번지 풍림아파트상가 119호,14645,37.4913709,126.7910474,,폐업,20110117,,181490.482096115,443270.640637551,,
,보인당한약국,20110401,,경기도 부천시 원미구 원미동 114-1번지 풍림아파트 상가 119호,14645,37.4913709,126.7910474,,폐업,20110722,032-612-5567,,,,
,보인당한약국,20081212,,경기도 부천시 원미구 원미동 114-1번지,14645,37.4913709,126.7910474,,폐업,20090303,,,,,
,보인당한약국,20090318,,경기도 부천시 원미구 원미동 114-1번지 풍림상가 119호,14645,37.4913709,126.7910474,,폐업,20090519,,,,,
,보인당한약국,20100607,,경기도 부천시 원미구 원미동 114-1번지 풍림아파트상가 119호,14645,37.4913709,126.7910474,,폐업,20100920,,,,,
,보정 온누리약국,20170307,"경기도 용인시 기흥구 죽전로 20, 209호 (보정동, 죽전누리에뜰아파트)",경기도 용인시 기흥구 보정동 1263번지,16897,37.320053,127.1103809,,폐업,20200219,031-262-0771,209753.306645746,424231.599979607,,
,보정약국,20091026,"경기도 용인시 기흥구 신촌로47번길 2 (보정동,보정프라자 103호)",경기도 용인시 기흥구 보정동 1323번지 3호 보정프라자 103호,16904,37.3077128,127.1103205,,폐업,20140507,,209711.536745074,422862.811580771,,
,보정약국,20090302,"경기도 용인시 기흥구 신촌로47번길 2, 103호 (보정동, 보정프라자)",경기도 용인시 기흥구 보정동 1323번지 3호 보정프라자 103호,16904,37.3077128,127.1103205,,폐업,20171210,031-897-0700,209711.536745074,422862.811580771,,
,보정해맑은 약국,20171211,"경기도 용인시 기흥구 신촌로47번길 2, 보정프라자 1층 103호 (보정동)",경기도 용인시 기흥구 보정동 1323번지 3호 보정프라자,16904,37.3077128,127.1103205,,영업중,,031-897-0700,209711.536745074,422862.811580771,,
,보현약국,19970109,,경기도 군포시 당동 212-12,,,,,폐업,,,,,,
,보현약국,19921002,경기도 군포시 군포로539번길 8 (당동),경기도 군포시 당동 745-11,15860,37.3542716,126.9459244,,폐업,19970103,,195138.975324943,428027.930139517,,
,보현약국,20081008,"경기도 시흥시 월곶중앙로14번길 86-1 (월곶동,1층)",경기도 시흥시 월곶동 991번지 11호 1층,14968,37.3935116,126.7404096,,폐업,20101020,031-317-9115,176947.54,432416.15,,
,보혜약국,19830401,경기도 부천시 소사구 은성로68번길 59 (소사본동),경기도 부천시 소사구 소사본동 199-32번지,14765,37.4726039,126.7984512,,폐업,20170615,032-342-1558,182101.802438437,441176.802884332,,
,보화당약국,19950308,경기도 군포시 대야1로22번길 3 (대야미동),경기도 군포시 대야동 242-1,15887,37.3277156,126.9174945,,폐업,20030802,031-437-3821,192618.335441921,425078.759660088,,
,보화약국,20040520,경기도 시흥시 신현로 27 (포동),경기도 시흥시 포동 5번지 39호,14957,37.40667,126.7864679,,영업중,,031-315-8154,181025.211268759,433858.631096414,,
,복사골중앙약국,20110418,경기도 부천시 소사구 경인로10번길 25-32 (송내동),경기도 부천시 소사구 송내동 304-6번지,14743,37.4818255,126.7558488,,폐업,20140402,,178354.339486502,442138.247975415,,
,복음약국,20001028,경기도 성남시 수정구 산성대로 239 (신흥동),경기도 성남시수정구 신흥1동 4225,13345,37.4397266,127.1438665,,폐업,20140903,031-721-5140,212662.395185008,437520.184924099,,
,복지리약국,20090928,경기도 양주시 백석읍 양주산성로 556,경기도 양주시 백석읍 복지리 131번지 1호,11510,,,,폐업,20170906,,199271.790658806,476046.283519479,,
,복지리약국,19980406,,양주시백석읍복지리130-2,11510,,,,폐업,20090928,031-879-1180,,,,
,복지약국,19971006,경기도 성남시 중원구 제일로35번길 26,성남시 중원구 성남동3707,13368,37.4311428,127.1341075,,폐업,20100506,031-754-4461,,,,
,복지약국,20011231,,용인시 기흥구 농서동 산24회 8필지,,,,,폐업,20131221,031-209-2117,,,,
,본365약국,20260417,"경기도 성남시 분당구 성남대로926번길 6, 야탑 대덕프라자 2층 211호 (야탑동)",경기도 성남시 분당구 야탑동 361-5 야탑 대덕프라자 211호,13506,37.4121918,127.129883,,영업중,,031-705-7101,211425.537822823,434474.106083114,,
,본그린약국,20200821,"경기도 고양시 일산서구 일현로 91, 1층 일부(내부호수 102호)호 (탄현동)",경기도 고양시 일산서구 탄현동 142-84 1층 일부(내부호수 102호),10242,37.6951899,126.7645879,,영업중,,031-923-3858,179163.461148359,465891.700143354,,
