bizplc_nm,licensg_ymd,bsn_state_div,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,locplc_ar_info,roadnm_zipno,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,xcrd_vl,ycrd_vl,stockrs_idntfy_id,right_wk_pehs_have_id
숲속동물병원,20110722,0000,정상,,031-8003-5999,0,18436,경기도 화성시 동탄구 동탄공원로1길 27 (반송동),경기도 화성시 동탄구 반송동  61-1,18436,37.2032887084,127.059685656,,205227.780298847,411271.463661887,,000
메타 동물의료센터,20150417,0000,정상,,031-831-5508,0,18454,"경기도 화성시 동탄구 메타폴리스로 53, 스타프라자 4층 402~406호 (반송동)",경기도 화성시 동탄구 반송동 92-7 스타프라자 402~6호,18454,37.2022203977,127.0731918872,,206427.276441127,411149.170349989,,000
동탄중앙동물병원,20151020,0000,정상,,031-373-7524,0,18476,"경기도 화성시 동탄구 동탄대로시범길 146, 201호 (청계동)",경기도 화성시 동탄구 청계동  510-815,18476,37.2003204054,127.1131382572,,,,,000
밴스(vans)동물병원,20160311,0000,정상,,,0,18466,"경기도 화성시 동탄구 지산1길 18-24, 1층 (영천동)",경기도 화성시 동탄구 영천동  651-1348,18466,37.208407393,127.1135590374,,,,,000
퍼스트동물병원,20160527,0000,정상,,031-8003-7596,0,18436,경기도 화성시 동탄구 외삼미로 166 (반송동),경기도 화성시 동탄구 반송동  76-1,18436,37.1994743543,127.0617361226,,205410.585517593,410845.3356826,,000
파트너 동물의료센터,20170214,0000,정상,,031-8055-8440,0,18466,"경기도 화성시 동탄구 동탄순환대로 708, 1동 204호 (영천동)",경기도 화성시 동탄구 영천동  681-1,18466,37.2080005192,127.1104281412,,209731.902478797,411794.295446047,,000
24시동탄윌동물의료센터,20170526,0000,정상,,031-831-3531,0,18454,"경기도 화성시 동탄구 동탄반석로 156 (반송동, 동탄하이페리온)",경기도 화성시 동탄구 반송동  93-9,18454,37.2023227474,127.0715798696,,206282.047890313,411164.141856201,,000
동탄스케치동물병원,20171024,0000,정상,,031-373-6307,0,18473,"경기도 화성시 동탄구 지산2길 12-20, 101호 (영천동)",경기도 화성시 동탄구 영천동  701-10 101호,18473,37.2054294534,127.1125487156,,209922.366266496,411510.761789232,,000
나인동물의료센터,20171121,0000,정상,,031-376-9909,0,18496,경기도 화성시 동탄구 동탄산척로2가길 5 (산척동),경기도 화성시 동탄구 산척동  산 716-6,18496,37.1728015831,127.1135038892,,,,,000
24시핸즈동물의료센터,20180328,0000,정상,,031-8677-2115,0,18478,"경기도 화성시 동탄구 동탄대로 489, 201,202호 (오산동)","경기도 화성시 동탄구 오산동  969-3 201,202호",18478,37.197350355,127.0982682615,,208653.392715776,410613.194095692,,000
24시동탄시티동물의료센터,20180822,0000,정상,,031-8003-7533,0,18434,"경기도 화성시 동탄구 동탄지성로 126, 정일프라자 109호, 202호 (반송동)",경기도 화성시 동탄구 반송동 41-1 정일프라자,18434,37.2093540384,127.0618142295,,205416.501107917,411942.980332719,,000
S동물의료센터,20181231,0000,정상,,031-8003-3232,,18434,"경기도 화성시 동탄구 동탄지성로 112, 1층 (반송동)",경기도 화성시 동탄구 반송동  41-6,18434,37.2088181193,127.0631471626,,205536.777108235,411884.69431858,,000
아인스 동물병원,20190104,0000,정상,,031-8055-8565,0,18490,경기도 화성시 동탄구 왕배산3길 17 (목동),경기도 화성시 동탄구 목동  260,18490,37.1816570447,127.1258623841,,211044.630314981,408899.027131576,,000
이로운 동물병원,20190514,0000,정상,,031-8055-8075,,18501,"경기도 화성시 동탄구 동탄순환대로 253, 203호 (산척동)",경기도 화성시 동탄구 산척동  산 118,18501,37.1702574606,127.1184054545,,,,,000
동탄24시동물의료센터,20191104,0000,정상,,031-613-7579,0,18453,"경기도 화성시 동탄구 동탄지성로 2, 206호 (반송동, 동탄 플래티넘)",경기도 화성시 동탄구 반송동  90-9 동탄 플래티넘,18453,37.2049724672,127.073965235,,206491.146821923,411458.976720896,,000
리더스동물병원,20200112,0000,정상,,031-372-7550,0,18476,"경기도 화성시 동탄구 동탄대로시범길 148-22, 디스퀘어상가 203호 (청계동)",경기도 화성시 동탄구 청계동  535-6,18476,37.2004884201,127.1149065641,,210128.213563089,410963.227069751,,000
동탄호수동물병원,20200414,0000,정상,,031-376-7800,,18505,"경기도 화성시 동탄구 동탄순환대로 127-19, 동탄에스비타운 206호 (산척동)",경기도 화성시 동탄구 산척동  728-3 동탄에스비타운 206호,18505,37.1674086336,127.1072575021,,209456.590689976,407290.50724525,,000
24시 이음동물의료센터,20200508,0000,정상,,031-831-3513,0,18501,"경기도 화성시 동탄구 동탄대로6길 15, 201~204호 (산척동)",경기도 화성시 동탄구 산척동  727-4,18501,37.1687285858,127.108433375,,209559.943753593,407438.679446601,,000
뉴엘동물의료센터,20210708,0000,정상,,031-373-7588,,18477,"경기도 화성시 동탄구 동탄대로시범길 261, 리더스프라자 1층 102,103,104호 (청계동)",경기도 화성시 동탄구 청계동  514-4,18477,37.2017084042,127.1022004934,,209007.093748907,411100.377429725,,000
도하동물병원,20211027,0000,정상,,,0,18481,"경기도 화성시 동탄구 동탄역로 54, 112동 B1031호 (오산동, 동탄역 헤리엇)",경기도 화성시 동탄구 오산동  1023 동탄역 헤리엇 112동 B1031호,18481,37.1913556072,127.0981535491,,208613.927444808,409972.944095934,,000
쥬만지동물의료센터,20220112,0000,정상,,031-374-0275,,18474,"경기도 화성시 동탄구 동탄치동천로3길 42, 1층 (영천동)",경기도 화성시 동탄구 영천동  745-12,18474,37.2027161711,127.1237187922,,210913.621413828,411212.752118953,,000
메디스동물병원,20220211,0000,정상,,,0,18506,"경기도 화성시 동탄구 동탄대로4길 39, 2층 204호 (장지동)",경기도 화성시 동탄구 장지동  971-1,18506,37.1618297159,127.1102372265,,209721.874407526,406673.380942227,,000
해나동물병원,20230216,0000,정상,,031-378-7599,85.66,18490,"경기도 화성시 동탄구 동탄신리천로 406, 리더스퀘어 102, 103호 (목동)",경기도 화성시 동탄구 목동  496-2 102호,18490,37.1821526488,127.1229646181,,,,,000
이루동물병원,20230503,0000,정상,,031-378-7575,0,18497,"경기도 화성시 동탄구 동탄대로 181, 판매시설A동 214~216호 (송동, 동탄린스트라우스더레이크)",경기도 화성시 동탄구 송동  694 동탄린스트라우스더레이크 214호,18497,37.1719563822,127.105938569,,209253.387443815,407725.114639407,,000
여울동물병원,20230503,0000,정상,,031-373-0575,,18479,"경기도 화성시 동탄구 동탄광역환승로 73, 207동 1층 E025호 (오산동, 동탄역 반도유보라 아이비파크 8.0)",경기도 화성시 동탄구 오산동  973 동탄역 반도유보라 아이비파크 8.0 207동 E025호,18479,37.2023635535,127.0907704559,,207987.268517449,411169.459964605,,000
동탄원더스동물의료센터,20241230,0000,정상,,031-8019-8822,217,18495,"경기도 화성시 동탄구 동탄신리천로4길 47, B111~B113호 (신동, 힐스테이트 동탄포레)",경기도 화성시 동탄구 신동  561-1 힐스테이트 동탄포레 B111~B113호,18495,37.1761136563,127.1346200556,,211972.55862379,408153.44114525,,000
데이즈동물의료센터,20241230,0000,정상,,,188.84,18478,"경기도 화성시 동탄구 동탄대로 537, 1023,1024호 (오산동)","경기도 화성시 동탄구 오산동  1019 1023,1024호",18478,37.2022258061,127.0979268967,,208624.936086903,411151.948385108,,000
이프동물의료센터,20250304,0000,정상,,,175.27,18497,"경기도 화성시 동탄구 동탄대로5길 15, 그랑파사쥬 3층 3030,3031,3032호 (송동)",경기도 화성시 동탄구 송동 725-4 더샵 동탄센텀폴리스 1단지,18497,37.1670263464,127.1061443849,,209358.316672081,407254.706735502,,000
오디세이 동물심장내과,20250312,0000,정상,,031-378-7515,111.6,18478,"경기도 화성시 동탄구 동탄역로 150, 에이동 201호 (오산동, 동탄역 롯데캐슬)",경기도 화성시 동탄구 오산동  1089 동탄역 롯데캐슬,18478,37.1994996633,127.09678071,,,,,000
솜길동물의료센터,20250711,0000,정상,,,265,18484,"경기도 화성시 동탄구 동탄순환대로20길 124, 우성스타파크 A 201,202,203,204호 (목동)",경기도 화성시 동탄구 목동  487-8 우성스타파크 A 201호~204호,18484,37.1826629384,127.1246970331,,,,,000
플로동물병원,20251223,0000,정상,,031-831-8119,98.42,18476,"경기도 화성시 동탄구 동탄대로시범길 134, C동 43,44호 (청계동, 동탄역시범반도유보라아이비파크4.0)",경기도 화성시 동탄구 청계동  536 동탄역시범반도유보라아이비파크4.0,18476,37.1991732663,127.1151836858,,210075.319585403,410817.645865226,,000
24시동탄리더스동물의료원,20251230,0000,정상,,031-831-3655,,18478,"경기도 화성시 동탄구 동탄대로 551-16, 동탄역 푸르지오시티 B동 213-220호 (오산동)",경기도 화성시 동탄구 오산동  1088-1 동탄역 푸르지오시티,18478,37.2031687037,127.0968738822,,,,,000
신장가축병원,19981030,0000,정상,,,0,12814,경기도 광주시 도척면 도척로 376-64,경기도 광주시 도척면 진우리 381-1,12814,37.3191448726,127.3340347116,,229540.015625895,424174.7449582,,000
금강동물병원,20000526,0000,정상,,031-763-0170,733.77,12729,"경기도 광주시 초월읍 산수로 540, 호석빌딩 101호",경기도 광주시 초월읍 신월리 442-1 호석빌딩,12729,37.4087930924,127.3078025453,,227180.592900075,434120.091911408,,000
협동동물병원,20000513,0000,정상,,031-761-2259,0,12758,경기도 광주시 중앙로 96 (역동),경기도 광주시 역동 22-26,12758,37.4084153619,127.2590566923,,222867.95075877,434067.938039386,,000
우정동물병원,20020118,0000,정상,,,47,12801,경기도 광주시 곤지암읍 대석동길 73,경기도 광주시 곤지암읍 곤지암리 394,12801,37.3529432696,127.3445403461,,230457.440718531,427931.834750818,,000
분당에덴동물병원,20030709,0000,정상,,,396,12773,경기도 광주시 능평로 168 (능평동),경기도 광주시 능평동 175-9,12773,37.3462859637,127.1737987213,,,,,000
푸른동물병원,20030724,0000,정상,,,0,,경기도 광주시 고불로 54 (중대동),경기도 광주시 중대동 17-10,12768,37.3932862013,127.23205915,,220477.988292893,432377.976458336,,000
이솝동물병원,20030929,0000,정상,,031-768-8820,0,,경기도 광주시 초월읍 경충대로 1264,경기도 광주시 초월읍 대쌍령리 185-1,12735,37.3874766694,127.2874554228,,225386.463163815,431747.680878323,,000
그랜드24시동물병원,20050215,0000,정상,,,158,12755,경기도 광주시 경안안길 5 (경안동),경기도 광주시 경안동 123-7 3통,12755,37.414502856,127.2518839216,,222227.860488953,434738.68496788,,000
동현24시동물병원,20101222,0000,정상,,,353.39,,"경기도 광주시 경안천로 5 (송정동,1층)",경기도 광주시 송정동 64-29 1층,12741,37.4141697652,127.2608350467,,223021.068538776,434704.470700921,,000
24시 모란동물 메디컬센터,20120510,0000,정상,,031-765-1100,182.77,12791,경기도 광주시 경충대로 1448 (쌍령동),경기도 광주시 쌍령동 168-2,12791,37.3993943919,127.2736717091,,224164.085190632,433063.76759113,,000
나비누리 동물병원,20130221,0000,정상,,031-763-7583,79.8,12759,경기도 광주시 중앙로 69-4 (역동),경기도 광주시 역동 27-9,12759,37.4063546826,127.2607694956,,223020.657661684,433841.157632627,,000
곤지암행복동물병원,20140804,0000,정상,,,,12800,경기도 광주시 곤지암읍 경충대로 702,경기도 광주시 곤지암읍 6-1,12800,37.3533671872,127.3315656158,,229322.073530039,427981.29260808,,000
동탄동물심장병원,20260225,0000,정상,,031-377-8875,,18478,"경기도 화성시 동탄구 동탄역로 102, 2006, 2007호 (여울동, 동탄역 린스트라우스)","경기도 화성시 동탄구 여울동 1020 동탄역 린스트라우스 2006,호",18478,37.1965518481,127.0967175125,,,,,000
백운호수동물병원,20260504,0000,정상,,031-360-7076,0,16016,"경기도 의왕시 바라산로 16, 109,110,111호 (학의동)",경기도 의왕시 학의동 1083,16016,37.3740752072,127.0092535194,,200750.830643128,430225.656140495,,000
위례 다올동물병원,20260212,0000,정상,,031-8039-7553,,13642,"경기도 성남시 수정구 위례순환로4길 36, 아다지오 1층 (창곡동)",경기도 성남시 수정구 창곡동 523-2 아다지오,13642,37.4697122618,127.148903836,,213102.805,440846.072,,000
마필동물병원,20260212,0000,정상,,,17.64,14102,"경기도 안양시 동안구 관평로 76, 꿈마을한신아파트 한신상가동 지층 011호 (평촌동)",경기도 안양시 동안구 평촌동 932-4 꿈마을한신아파트 한신상가동,14102,37.384349524,126.9652791368,,196947.477869431,431338.683676833,,000
에이펙스 홀스 클리닉,20260219,0000,정상,,,32.85,13837,"경기도 과천시 별양상가1로 10, 과천타워 지하층 2호 (별양동)",경기도 과천시 별양동 1-17 과천타워 지하2호,13837,37.4269850323,126.9920000106,,199221.861086765,436093.052420272,,000
오른손동물병원,20260331,0000,정상,,02-6408-8580,72.98,13003,"경기도 하남시 감일백제로 155, 감일역 트루엘 211,212호 (감이동)",경기도 하남시 감이동 514-3 감일역 트루엘,13003,37.5067713904,127.1564128634,,213759.742703294,444963.220003654,,000
별내품은동물병원,20260309,0000,정상,,,101.92,12099,"경기도 남양주시 식송1로 184, 1층 (별내동)",경기도 남양주시 별내동 1150-1,12099,37.6645609814,127.1125784092,,209860.021675984,462467.114994478,,000
대한동물병원,20220926,0000,정상,,,36,18563,"경기도 화성시 만세구 우정읍 버들로 110, 107호",경기도 화성시 만세구 우정읍 조암리 533,18563,37.0805956226,126.803542567,,182460.022343801,397664.7142213,,000
이솝동물병원,20221107,0000,정상,,031-357-3776,48,18262,"경기도 화성시 만세구 남양읍 남양천로 17, 상가동 106호 (화성남양시티프라디움3차아파트)",경기도 화성시 만세구 남양읍 남양리 2251 화성남양시티프라디움3차아파트,18262,37.2088693006,126.8197544832,,184009.348890443,411948.936247179,,000
조이앤동물병원,20230314,0000,정상,,031-353-7522,194.77,18606,"경기도 화성시 만세구 향남읍 발안양감로 187, 1동 205호",경기도 화성시 만세구 향남읍 하길리 1465-2 1동 205호,18606,37.1163955833,126.9108668158,,192012.658168745,401627.876324313,,000
전동물병원,20240112,0000,정상,,,62.25,18617,"경기도 화성시 만세구 향남읍 상신하길로135번길 9-15, 101호",경기도 화성시 만세구 향남읍 상신리 1289 101호,18617,37.1055769681,126.8979743059,,190860.668563776,400429.311525123,,000
메이트 동물병원,20250313,0000,정상,,031-356-7975,69.29,18270,"경기도 화성시 만세구 남양읍 남양로 671, 105호",경기도 화성시 만세구 남양읍 남양리 2320-5,18270,37.1984850692,126.8260338737,,184483.696564592,410747.684917781,,000
수노을 산업동물병원,20251212,0000,정상,,,45.6,18552,"경기도 화성시 만세구 송산면 화성로330번길 1, 2층",경기도 화성시 만세구 송산면 육일리 306,18552,37.2066678283,126.7282336749,,175810.02037777,411669.787619519,,000
연동물병원,20251215,0000,정상,,,0,18552,"경기도 화성시 만세구 송산면 화성로330번길 1, 1층",경기도 화성시 만세구 송산면 육일리 306,18552,37.2066678283,126.7282336749,,175810.02037777,411669.787619519,,000
협동동물병원,19991126,0000,정상,,,0,18313,경기도 화성시 효행구 봉담읍 진등1길 66,경기도 화성시 효행구 봉담읍 동화리 425-24,18313,37.2211188393,126.9498305951,,195473.929669679,413245.083357261,,000
고려동물병원,20051116,0000,정상,,031-2250-0275,0,18338,경기도 화성시 효행구 봉담읍 효행로291번길 6-2,경기도 화성시 효행구 봉담읍 와우리 148-2,18338,37.2221325985,126.9745759229,,197662.27028232,413357.4241882,,000
서수원동물병원,20060116,0000,정상,,031-297-7556,0,18313,경기도 화성시 효행구 봉담읍 진등1길 72,경기도 화성시 효행구 봉담읍 동화리 425-19,18313,37.2213379932,126.9504376693,,195528.0711788,413271.606011373,,000
라파동물병원,20090323,0000,정상,,031-278-1275,0,18309,"경기도 화성시 효행구 봉담읍 상리2길 55, 어반센터프라자 103호",경기도 화성시 효행구 봉담읍 상리 690-1,18309,37.2250716783,126.9469725726,,195217.508597465,413703.332611066,,000
아마존동물병원,20100625,0000,정상,,,0,18321,"경기도 화성시 효행구 봉담읍 와우로 89, 토마토오피스텔2 106호",경기도 화성시 효행구 봉담읍 와우리 31-28 토마토오피스텔2 106호,18321,37.2141591049,126.975453972,,197750.157581816,412473.241137822,,000
정남동물병원,20130403,0000,정상,,031-354-8211,0,18517,경기도 화성시 효행구 정남면 서봉로 1119,경기도 화성시 효행구 정남면 발산리 250,18517,37.1652326788,126.9840707942,,198514.942348693,407032.845223514,,000
봉담우리애동물병원,20171115,0000,정상,,031-293-0075,0,18303,경기도 화성시 효행구 봉담읍 동화새터길 5,경기도 화성시 효행구 봉담읍 동화리 420-1,18303,37.2233499889,126.9527901685,,195740.839071689,413495.214594611,,000
뿌리동물병원,20240724,0000,정상,,031-546-0375,151.62,16476,"경기도 수원시 팔달구 세지로 178, 1,2층 (인계동)",경기도 수원시 팔달구 인계동 986-16,16476,37.2672150743,127.022252655,,201902.436425236,418363.500867324,,000
클리어동물병원,20250122,0000,정상,,031-895-6780,236.12,16402,"경기도 수원시 권선구 서수원로 435, 1층 (호매실동)",경기도 수원시 권선구 호매실동 1375-7,16402,37.2654613824,126.962241222,,196580.646330125,418170.824810782,,000
뿌리동물병원 치과센터,20250416,0000,정상,,,80.84,16476,"경기도 수원시 팔달구 세지로 178, 3층 (인계동)",경기도 수원시 팔달구 인계동 986-16,16476,37.2672150743,127.022252655,,201902.436425236,418363.500867324,,000
온새동물의료센터,20250602,0000,정상,,031-306-8275,165.24,16703,"경기도 수원시 영통구 봉영로 1587, 다모아프라자 201호 (영통동)",경기도 수원시 영통구 영통동 959-4 다모아프라자,16703,37.2533267474,127.072328659,,206343.756970653,416825.453773178,,000
한걸음 동물병원,20250602,0000,정상,,031-895-6008,73.06,16684,"경기도 수원시 영통구 덕영대로 1400, 상가에이동 104,105호 (망포동, 영통아이파크캐슬2단지)",경기도 수원시 영통구 망포동 760 영통아이파크캐슬2단지,16684,37.2435285575,127.043362318,,203682.901989481,415678.03854995,,000
엘로이 동물병원,20250623,0000,정상,,031-546-2804,53.74,16334,"경기도 수원시 장안구 대평로 80, 정연메이져1동 111,123호 (정자동)","경기도 수원시 장안구 정자동 877-4 정연메이져1동 111,123호",16334,37.2955258737,126.9936074645,,199363.753036764,421508.111841259,,000
LAB:BY,20251226,0000,정상,,,55.9,16508,"경기도 수원시 영통구 도청로66번길 6, 상가동 B3층 344호 (이의동, 힐스테이트광교중앙역퍼스트)",경기도 수원시 영통구 이의동 1333 힐스테이트광교중앙역퍼스트 상가동 B344호,16508,37.2888469558,127.0518206265,,,,,000
금광동물병원,19910118,0000,정상,,,108.5,13144,경기도 성남시 수정구 산성대로 431 (단대동),경기도 성남시 수정구 단대동 97-3,13144,37.4504795483,127.1589882243,,213996.980887388,438714.579516437,,000
분당헤르쯔 동물병원,19931221,0000,정상,,031-712-2795,0,13600,"경기도 성남시 분당구 돌마로 364, 현대제일상가 1층 17,18,19호 (수내동)",경기도 성남시 분당구 수내동 79-2 현대제일상가,13600,37.3699876639,127.1236529514,,210882.431070576,429773.840489957,,000
서울종합동물병원,19940624,0000,정상,,,0,13586,경기도 성남시 분당구 불정로 381 (서현동),경기도 성남시 분당구 서현동 305-1,13586,37.3745624711,127.1367204892,,212039.140522801,430287.699040041,,000
한국동물병원,19941220,0000,정상,,,67,13372,경기도 성남시 중원구 둔촌대로 155 (성남동),경기도 성남시 중원구 성남동 3794,13372,37.4295710484,127.1359236049,,211957.920631177,436390.399457418,,000
상록 동물병원,19950817,0000,정상,,,0,13612,경기도 성남시 분당구 정자로 78 (정자동),경기도 성남시 분당구 정자동 126-1,13612,37.3631586179,127.1135347915,,209985.560298564,429016.529206763,,000
우성동물병원,19960416,0000,정상,,,0,13589,"경기도 성남시 분당구 돌마로 481, 분당우성프라자 (서현동)",경기도 성남시 분당구 서현동 95 분당우성프라자,13589,37.3777415229,127.132887434,,211698.58855141,430637.359617296,,000
성남동물병원,20010424,0000,정상,,,0,13388,"경기도 성남시 중원구 둔촌대로 243, 3호 (하대원동)",경기도 성남시 중원구 하대원동 127-3 3호,13388,37.4286522934,127.1450267143,,212773.154834781,436296.35130343,,000
가나동물병원,20010714,0000,정상,,,38.88,13338,"경기도 성남시 수정구 수정로 160 (신흥동, 신흥상가)",경기도 성남시 수정구 신흥동 5536,13338,37.4424845762,127.1378393789,,212126.02157325,437823.445317378,,000
조은동물병원,20040114,0000,정상,,,54.88,13359,"경기도 성남시 중원구 광명로142번길 3, 미래타운 B101호 (성남동)",경기도 성남시 중원구 성남동 2759 미래타운,13359,37.4374832719,127.1442050312,,212689.737215681,437272.002273517,,000
신흥동물병원,20040409,0000,정상,,,0,13346,"경기도 성남시 수정구 수정로 226, 창진빌딩 (신흥동)",경기도 성남시 수정구 신흥동 3414 창진빌딩,13346,37.4451375036,127.1447340464,,212737.507757436,438118.698462974,,000
굿모닝펫 동물병원,20040503,0000,정상,,,0,13613,"경기도 성남시 분당구 정자일로 55, 108-110호 (금곡동, 분당두산위브아파트)",경기도 성남시 분당구 금곡동 192 분당두산위브아파트 108-110호,13613,37.3554075116,127.1055800248,,209250.850612618,428148.405552249,,000
엔젤동물병원,20040619,0000,정상,,031-713-5004,0,13615,"경기도 성남시 분당구 성남대로171번길 17, 씨티밸리 101호 (금곡동)",경기도 성남시 분당구 금곡동 172 씨티밸리 101호,13615,37.3511210231,127.1068105923,,209393.18973383,427682.385334697,,000
아이펫동물병원,20040720,0000,정상,,,0,13506,"경기도 성남시 분당구 장미로 78, 시그마3 105호 (야탑동)",경기도 성남시 분당구 야탑동 360-1 시그마3 105호,13506,37.4135068616,127.1295714415,,211400.205761988,434607.080135576,,000
강남동물병원,20040813,0000,정상,,,39.5,13177,경기도 성남시 중원구 광명로 341 (금광동),경기도 성남시 중원구 금광동 3661,13177,37.446049261,127.1636887306,,214413.274388095,438223.283606766,,000
아름동물병원,20050408,0000,정상,,,0,13523,"경기도 성남시 분당구 성남대로779번길 52, 신흥코아 102호 (이매동)",경기도 성남시 분당구 이매동 137-4 신흥코아 102호,13523,37.3994961506,127.1228162422,,210803.525,433051.775,,000
정자프라임동물병원,20051223,0000,정상,,,0,13607,"경기도 성남시 분당구 내정로 58, 스포라이프 스포츠센타 111호 (정자동)",경기도 성남시 분당구 정자동 117-1 스포라이프 스포츠센타 111호,13607,37.3653635126,127.1152287526,,210134.637941368,429264.635322598,,000
이플동물병원,20060221,0000,정상,,,0,13119,경기도 성남시 수정구 복정로 35 (복정동),경기도 성남시 수정구 복정동 694,13119,37.4561611166,127.1271337226,,211179.930693442,439340.291895228,,000
분당정자 동물병원,20070913,0000,정상,,,0,13559,"경기도 성남시 분당구 정자일로 120, 119호 (정자동, 아데나루체 상가 )",경기도 성남시 분당구 정자동 170-1 아데나 루체상가 119호,13559,37.3614590683,127.1065646881,,209368.718414303,428760.477145736,,000
세이브 동물병원,20080130,0000,정상,,,178.29,13248,경기도 성남시 중원구 산성대로 336-3 (중앙동),경기도 성남시 중원구 중앙동 241,13248,37.4430465137,127.1539121671,,213549.07660777,437889.744317875,,000
우리들 동물병원,20080417,0000,정상,,031-706-7588,0,13506,"경기도 성남시 분당구 야탑로 103, 노블리치2 오피스텔 2층 206호 (야탑동)",경기도 성남시 분당구 야탑동 367-6 노블리치2 오피스텔,13506,37.4101285256,127.1301530718,,211453.585480512,434232.899729905,,000
분당고은 동물병원,20080502,0000,정상,,,0,13504,"경기도 성남시 분당구 매화로 40 (야탑동, 동륜빌딩)",경기도 성남시 분당구 야탑동 291-4,13504,37.4111595799,127.1341708211,,211808.718801739,434346.577474808,,000
도촌 동물병원,20080528,0000,정상,,,106.14,13426,"경기도 성남시 중원구 도촌남로 37, 도촌프라자 2층 203호 (도촌동)",경기도 성남시 중원구 도촌동 568 도촌프라자 203호,13426,37.4146195644,127.1516472839,,213353.715319991,434733.786898392,,000
아프리카 동물병원,20081007,0000,정상,,,0,13590,"경기도 성남시 분당구 서현로 170, 풍림아이원플러스 108호 (서현동)",경기도 성남시 분당구 서현동 255-1 풍림아이원플러스 108호,13590,37.3889401776,127.122552825,,210776.048172188,431880.785795565,,000
분당중앙 동물병원,20090513,0000,정상,,031-708-8875,0,13588,"경기도 성남시 분당구 중앙공원로39번길 49, 서현 지엔느 108호 (서현동)",경기도 성남시 분당구 서현동 88 서현 지엔느 108호,13588,37.3838003602,127.1247700024,,210978.426728242,431309.232712768,,000
건국 동물병원,20090702,0000,정상,,031-721-4111,57.84,13305,"경기도 성남시 수정구 수정로 131, 109호 (태평동, 낙원스카이뷰)",경기도 성남시 수정구 태평동 3659 낙원스카이뷰 109호,13305,37.4420602457,127.1346874132,,211845.269218287,437775.729346423,,000
우리동물병원,20090728,0000,정상,,031-719-5725,0,13609,경기도 성남시 분당구 백현로156번길 17-2 (정자동),경기도 성남시 분당구 정자동 56-1,13609,37.3713085562,127.1139786318,,210025.345928291,429922.244784055,,000
서현동물병원,20091112,0000,정상,,,0,13588,"경기도 성남시 분당구 중앙공원로31번길 42, 서현파크플라자 1층 142호 (서현동)",경기도 성남시 분당구 서현동 89 서현파크플라자 142호,13588,37.3830995869,127.1254964279,,211043.779309531,431230.68949626,,000
판교종합 동물병원,20100118,0000,정상,,80167507,52.91,13527,경기도 성남시 분당구 동판교로 122 (백현동),경기도 성남시 분당구 백현동 545 백현마을 A21-2 나상가 104동,,,,,210456.926501159,432348.048301864,,000
판교 행복한 동물병원,20100204,0000,정상,,80175575,89.7,13491,"경기도 성남시 분당구 동판교로 226, 204, 205, 206호 (삼평동, 봇들마을4단지아파트)",경기도 성남시 분당구 삼평동 718 봇들마을4단지아파트,13491,37.4042010566,127.1171205601,,210373.102814042,433495.835505127,,000
정원 양한방동물병원,20100526,0000,정상,,,0,,"경기도 성남시 분당구 운중로 233, 201호 (판교동,한솔플라자)",경기도 성남시 분당구 판교동 621-2 한솔플라자 201호,13477,37.3900270209,127.0889617827,,207808.027719405,431998.317419819,,000
활기찬동물병원,20110105,0000,정상,,,0,13583,"경기도 성남시 분당구 장안로 35, 성창빌딩 201호 (분당동)",경기도 성남시 분당구 분당동 90-3 성창빌딩 201호,13583,37.3701201933,127.1431455495,,212608.570217845,429791.78846316,,000
광주동물병원,20140929,0000,정상,,,80,12795,경기도 광주시 양벌동 양벌로 212,경기도 광주시 양벌동 373-1,12795,37.3781088181,127.2536529511,,,,,000
영주동물병원,20150908,0000,정상,,,152,12755,경기도 광주시 파발로151번길 4-2 (경안동),경기도 광주시 경안동 97-11,12755,37.4140647999,127.2536143464,,222382.123140844,434690.228552469,,000
견우동물병원,20160330,0000,정상,,,50,12785,"경기도 광주시 태봉로 26, 101호 (태전동, 대한상가)",경기도 광주시 태전동 261-14 101호,12785,37.3910193616,127.2301354215,,220309.085911255,432128.237324711,,000
도그파파,20160512,0000,정상,,031-767-0175,188,12720,경기도 광주시 곤지암읍 광여로 779-2,경기도 광주시 곤지암읍 건업리 447-12,12720,37.382167141,127.4050139845,,235802.094717609,431194.605109832,,000
곤지암동물병원,20160728,0000,정상,,031-769-5675,66,12804,경기도 광주시 곤지암읍 곤지암로 70-14,경기도 광주시 곤지암읍 곤지암리 453-7,12804,37.350113685,127.3383926152,,229916.122096733,427616.189606234,,000
온바른동물의료센터,20160912,0000,정상,,031-762-8875,237.33,12756,"경기도 광주시 파발로 107, 남성빌딩 (경안동)",경기도 광주시 경안동 446-19 남성빌딩,12756,37.4135076545,127.2588143732,,222842.801247903,434626.14692477,,000
애플펫 동물병원,20161021,0000,정상,,031-726-4800,290,12771,경기도 광주시 신현동 태재로 21,경기도 광주시 신현동 709-10,12821,37.3600415143,127.1518093683,,,,,000
서울동물메디컬센터,20180115,0000,정상,,031-8022-7582,,12821,"경기도 광주시 신현로 89, 1, 2층 (신현동)",경기도 광주시 신현동 674,12821,37.3604164533,127.1567311425,,,,,000
