sigun_nm,medchek_inst_nm,medchek_inst_detail_telno_dtls,medchek_rom_detail_telno_dtls,medchek_rom_detail_faxno_dtls,refine_road_nm_addr,refine_lotno_addr,refine_zipno,genrl_medchek_div_nm,orcvt_medchek_div_nm,infant_medchek_div_nm,stcan_medchek_div_nm,cocan_medchek_div_nm,cvccan_medchek_div_nm,brstcan_medchek_div_nm,lican_medchek_div_nm,refine_wgs84_lat,refine_wgs84_logt
군포시,한솔치과의원,031-394-3560,031-394-3560,031-398-1539,경기도 군포시 광정로 119-1,경기도 군포시 산본동 1146번지 대림상가 207호,15825,없음,내원,없음,없음,없음,없음,없음,없음,37.3632094632,126.9262093601
군포시,한양치과의원,031-395-5846,031-395-5846,031-395-5844,경기도 군포시 산본로432번길 27,"경기도 군포시 산본동 1088번지 한양목련아파트 상가동 102,103호",15804,없음,내원,없음,없음,없음,없음,없음,없음,37.3700909704,126.9289013465
군포시,현대중앙의원,031-397-3500,031-397-3500,031-397-1005,경기도 군포시 수리산로 8,"경기도 군포시 산본동 1151-5번지 한양수리아파트 상가동 202호,203호",15823,내원,없음,없음,내원,없음,없음,없음,내원,37.3578790809,126.9236866651
군포시,홍기영내과의원,031-395-8221,031-395-8221,031-395-8230,경기도 군포시 광정로 68,경기도 군포시 산본동 1144-2번지 산본시네마타운 304호,15865,내원,없음,없음,내원,없음,없음,없음,내원,37.359254626,126.9303949917
군포시,화이트치과의원,031-398-7800,031-398-7800,031-398-7801,경기도 군포시 산본로 404,경기도 군포시 산본동 1098번지 대주빌딩 4층 404호,15818,없음,내원,없음,없음,없음,없음,없음,없음,37.3661175242,126.9292363809
군포시,효산의료재단 지샘병원,031-389-3000,031-389-3430,031-389-3789,경기도 군포시 군포로 591,경기도 군포시 당동 730번지 (G샘병원)군포샘병원,15839,내원+출장,내원+출장,내원,내원,내원,내원,내원,내원,37.3586407829,126.9473038902
김포시,365소아청소년과의원,031-981-3650,031-981-3650,0504-437-5857,경기도 김포시 김포한강4로 113,"경기도 김포시 장기동 1610번지 신한프라자 503,504호",10083,없음,없음,내원,없음,없음,없음,없음,없음,37.6439325991,126.6683606272
김포시,e-편한치과의원,031-982-7575,031-982-7575,031-985-2829,경기도 김포시 김포대로 835,경기도 김포시 사우동 922번지 이프라자 404호,10110,없음,내원,없음,없음,없음,없음,없음,없음,37.6192505699,126.7206120659
김포시,가온산부인과의원,031-984-3532,031-984-3532,031-984-3490,경기도 김포시 김포한강1로 227,경기도 김포시 운양동 1299-1번지 광장프라자1동 5층 507-1호,10073,없음,없음,없음,없음,없음,내원,없음,없음,37.6541357583,126.682576215
김포시,가자연세병원,031-998-8009,031-998-8009,031-998-1440,경기도 김포시 돌문로 43,경기도 김포시 사우동 237-2번지 2층,10108,내원,없음,없음,내원,내원,없음,없음,내원,37.6188535203,126.717817404
김포시,가지런한S치과의원,031-986-6030,031-986-6030,031-986-6032,경기도 김포시 김포대로 859,경기도 김포시 사우동 937번지 하나메디컬센타 602호,10108,없음,내원,없음,없음,없음,없음,없음,없음,37.620407749,126.7184130178
김포시,건강드림내과의원,031-986-6556,031-986-6556,031-981-6557,경기도 김포시 풍무로 76,경기도 김포시 풍무동 803번지 오성프라자 4층 401호,10115,내원,없음,없음,내원,내원,내원,내원,내원,37.6024317789,126.7219770859
김포시,걸리버소아청소년과의원,031-996-9030,031-996-9030,031-996-9031,경기도 김포시 걸포2로 33,경기도 김포시 걸포동 268-2번지 501호,10099,없음,없음,내원,없음,없음,없음,없음,없음,37.6332974115,126.7036919567
김포시,걸포탑치과의원,031-982-2887,031-982-2887,031-983-2888,경기도 김포시 걸포2로 33,"경기도 김포시 걸포동 268-2번지 502,503호",10099,없음,내원,없음,없음,없음,없음,없음,없음,37.6332974115,126.7036919567
김포시,고운여성의원,031-988-7582,031-988-7582,031-985-3582,경기도 김포시 김포한강4로 119,경기도 김포시 장기동 1607번지 승문프라자 504호,10083,없음,없음,없음,없음,없음,내원,없음,없음,37.644334005,126.6677667299
김포시,고촌더탑치과의원,031-991-2801,031-991-2801,031-991-2802,경기도 김포시 고촌읍 태리로 285,"경기도 김포시 고촌읍 신곡리 0번지 드림스퀘어 302,303호",10130,없음,내원,없음,없음,없음,없음,없음,없음,37.5932187258,126.763904842
김포시,고촌서울탑치과의원,031-985-3775,031-985-3775,031-985-9775,경기도 김포시 고촌읍 김포대로 342-1,경기도 김포시 고촌읍 신곡리 532-82번지,10125,없음,내원,없음,없음,없음,없음,없음,없음,37.6014537472,126.770654851
김포시,고촌하이치과의원,031-991-2879,031-991-2879,031-991-2881,경기도 김포시 고촌읍 수기로 109,경기도 김포시 고촌읍 신곡리 880-1번지 304~5호,10130,없음,내원,없음,없음,없음,없음,없음,없음,37.5938589156,126.7639438456
김포시,공감플러스치과의원,031-8048-9475,031-8048-9475,070-7543-7945,경기도 김포시 고촌읍 수기로 136,"경기도 김포시 고촌읍 신곡리 944-4번지 캐슬앤파밀리에시티2단지 225,226호",10130,없음,내원,없음,없음,없음,없음,없음,없음,37.5937196574,126.760411063
김포시,굿드림치과의원,031-984-7504,031-982-7504,031-982-9997,경기도 김포시 김포한강2로 106,경기도 김포시 장기동 2055-4번지 한강메디플러스 403호,10088,없음,내원,없음,없음,없음,없음,없음,없음,37.6393252859,126.6719822868
김포시,굿모닝내과의원,031-986-2199,031-986-2199,031-986-2198,경기도 김포시 김포한강4로 113,경기도 김포시 장기동 1610번지 신한프라자 602호,10083,내원,없음,없음,내원,내원,없음,없음,내원,37.6439325991,126.6683606272
김포시,김기택내과의원,031-989-9400,031-989-9400,031-989-9488,경기도 김포시 김포한강11로 139-33,경기도 김포시 운양동 1432-5번지 C&C 빌딩 5~7층,10077,내원,없음,없음,내원,내원,없음,없음,내원,37.6454832818,126.6800072733
김포시,김봉환내과의원,031-989-6256,031-989-6256,031-986-7846,경기도 김포시 김포한강2로 110,"경기도 김포시 장기동 2055-3번지 센타프라자 303,304호",10088,내원,없음,없음,내원,내원,없음,없음,내원,37.6394670992,126.6716406839
김포시,김앤오소아청소년과의원,031-988-6383,031-988-6383,0502-989-9638,경기도 김포시 김포한강1로 227,경기도 김포시 운양동 1299-1번지 광장프라자 307호,10073,없음,없음,내원,없음,없음,없음,없음,없음,37.6541357583,126.682576215
김포시,김포감동치과의원,031-991-2822,031-991-2822,031-991-2823,경기도 김포시 김포한강4로 110,경기도 김포시 장기동 1852번지 201호,10080,없음,내원,없음,없음,없음,없음,없음,없음,37.6446217022,126.6689423682
김포시,김포강심장내과의원,031-992-5500,031-992-5500,031-992-6600,경기도 김포시 김포한강4로 531,경기도 김포시 구래동 6879-2번지 3층 1~4호,10071,내원,없음,없음,내원,내원,없음,없음,내원,37.6455920539,126.6248942624
김포시,김포공감치과의원,996-2804,031-996-2804,031-996-2805,경기도 김포시 김포한강4로 117,경기도 김포시 장기동 1608번지 홍우프라자 4층,10083,없음,내원,없음,없음,없음,없음,없음,없음,37.6441822317,126.6679724536
김포시,김포다조은병원,031-996-9666,031-996-9666,031-992-0300,경기도 김포시 통진읍 김포대로 2214,경기도 김포시 통진읍 마송리 101-8번지,10018,내원,없음,없음,내원,내원,없음,없음,내원,37.6895974374,126.6001738151
김포시,김포더맑은치과의원,031-985-7573,031-985-7573,031-985-7574,경기도 김포시 김포한강4로 543,경기도 김포시 구래동 6879-5번지 지오프라자 2층 206~7호,10071,없음,내원,없음,없음,없음,없음,없음,없음,37.6453298622,126.6235711257
김포시,김포리더스치과의원,031-981-0428,031-981-0428,031-998-0928,경기도 김포시 김포한강8로 378,경기도 김포시 구래동 6885-3번지 웅신프라자 503호,10071,없음,내원,없음,없음,없음,없음,없음,없음,37.6436609124,126.6270138759
김포시,김포맥치과의원,031-982-2853,031-982-2853,031-982-2852,경기도 김포시 중봉1로 17,경기도 김포시 감정동 529-3번지 2층 201호,10102,없음,내원,없음,없음,없음,없음,없음,없음,37.6232904095,126.6993566298
김포시,김포베스트치과의원,031-983-2859,031-983-2859,031-983-2857,경기도 김포시 김포한강8로 410,경기도 김포시 구래동 6884-3번지 스타프라자 603~4호,10071,없음,내원,없음,없음,없음,없음,없음,없음,37.6429959061,126.6236325537
김포시,김포사과나무치과의원,031-997-5060,031-997-5060,031-997-5049,경기도 김포시 김포한강1로51번길 20,경기도 김포시 장기동 1618번지 산타마리아 1동 3층,10083,없음,내원,없음,없음,없음,없음,없음,없음,37.6439706261,126.667362725
김포시,김포성모의원,031-981-9990,031-981-9990,031-981-4029,경기도 김포시 대곶면 율생로 35,경기도 김포시 대곶면 율생리 434-4번지 래채프라자 205~207호,10039,내원,없음,없음,없음,없음,없음,없음,없음,37.6512411176,126.5877251202
김포시,김포아이제일병원,031-8083-7575,031-8083-7575,031-927-6530,경기도 김포시 김포한강8로 382,"경기도 김포시 구래동 6885-2번지 6,7,8,11층",10071,없음,없음,내원,없음,없음,없음,없음,없음,37.6435680201,126.6266409118
김포시,김포에이스치과의원,031-998-2754,031-998-2754,031-998-0013,경기도 김포시 김포한강2로 232,경기도 김포시 장기동 1886-5번지 한강노블레스 403호,10083,없음,내원,없음,없음,없음,없음,없음,없음,37.6455910301,126.6607248656
김포시,김포온어린이치과의원,031-983-2879,031-983-2879,031-984-2879,경기도 김포시 풍무1로 61,경기도 김포시 풍무동 1038번지 대우프라자 4층 402호,10113,없음,내원,없음,없음,없음,없음,없음,없음,37.6108609283,126.7318710043
김포시,김포정원내과의원,031-981-7070,031-981-7070,031-981-1717,경기도 김포시 걸포2로 21,경기도 김포시 걸포동 335-1번지 파인스타메디컬 605~6호,10099,내원,없음,없음,내원,내원,내원,내원,내원,37.6324761255,126.7048680466
김포시,김포쥬니어소아치과치과의원,031-986-7928,031-986-7928,031-986-7922,경기도 김포시 김포한강4로 129,"경기도 김포시 장기동 1603번지 하나썬시티 601,602호",10083,없음,내원,없음,없음,없음,없음,없음,없음,37.6448501691,126.6668314915
김포시,김포참조은내과의원,031-983-8818,031-983-8818,031-983-8618,경기도 김포시 양촌읍 양곡2로 50,"경기도 김포시 양촌읍 양곡리 1305-4번지 아름터프라자 303,304,601호",10060,내원,없음,없음,내원,내원,내원,내원,내원,37.6556882197,126.6275192643
김포시,김포치과의원,031-983-2875,031-983-2875,031-983-2876,경기도 김포시 북변중로 135,경기도 김포시 북변동 142-18번지 301호,10101,없음,내원,없음,없음,없음,없음,없음,없음,37.6304579096,126.7036429257
김포시,김현미소아청소년과의원,031-982-5412,031-982-5412,031-982-5412,경기도 김포시 봉화로182번길 26,경기도 김포시 북변동 757번지 산호프라자 304호,10101,없음,없음,내원,없음,없음,없음,없음,없음,37.6285967239,126.7029828254
김포시,나리여성병원,031-982-5700,031-982-5700,031-982-5705,경기도 김포시 돌문로 99,경기도 김포시 사우동 201-38번지 나리병원,10108,내원,없음,내원,내원,내원,내원,내원,내원,37.6219207878,126.712810666
김포시,누리내과의원,031-944-8828,031-944-8828,031-944-8838,경기도 김포시 봉화로182번길 26,"경기도 김포시 북변동 757번지 산호프라자 3층 302,303호",10101,내원,없음,없음,없음,없음,없음,없음,없음,37.6285967239,126.7029828254
김포시,누리연합소아청소년과의원,031-982-3993,031-982-3993,0504-363-9358,경기도 김포시 김포한강8로 163,경기도 김포시 마산동 648-5번지 한강스퀘어빌딩 3층 304호,10068,없음,없음,내원,없음,없음,없음,없음,없음,37.6370301595,126.6434009504
김포시,늘편한내과의원,031-996-7583,031-996-7583,031-996-7529,경기도 김포시 김포한강4로 521,"경기도 김포시 구래동 6880-5번지 한강메디프라자 3층 302,303호",10071,내원,없음,없음,내원,내원,내원,내원,내원,37.6458444628,126.6261155061
김포시,늘푸른소아청소년과의원,031-548-1010,031-548-1010,031-548-1011,경기도 김포시 고촌읍 상미1로 4,경기도 김포시 고촌읍 향산리 62번지 H스퀘어 3층 301호,10121,없음,없음,내원,없음,없음,없음,없음,없음,37.6181892775,126.7473419045
김포시,다나을치과의원,031-992-7575,031-992-7575,031-992-7522,경기도 김포시 김포한강4로 525,경기도 김포시 구래동 6879-1번지 3층,10071,없음,내원,없음,없음,없음,없음,없음,없음,37.645703901,126.6253916994
김포시,다담치과의원,031-987-7928,031-987-7928,031-987-7922,경기도 김포시 김포한강2로23번길 14,경기도 김포시 장기동 2019-1번지 강변프라자 204호,10090,없음,내원,없음,없음,없음,없음,없음,없음,37.6422754016,126.6788297211
김포시,다올치과의원,031-982-2888,031-982-2888,031-989-2887,경기도 김포시 김포한강2로 100,"경기도 김포시 장기동 2039-9번지 비호뉴팰리스 301,302호",10088,없음,내원,없음,없음,없음,없음,없음,없음,37.6390229159,126.6725636886
김포시,대디맘소아청소년과의원,031-984-0645,031-984-0645,031-984-0646,경기도 김포시 김포한강2로 232,경기도 김포시 장기동 1886-5번지 한강노블레스 303호,10083,없음,없음,내원,없음,없음,없음,없음,없음,37.6455910301,126.6607248656
김포시,더퀸즈산부인과의원,031-997-6700,031-997-6700,031-983-6701,경기도 김포시 김포대로 693,"경기도 김포시 풍무동 1009번지 2,3층",10113,없음,없음,내원,없음,없음,내원,없음,없음,37.6116553457,126.7334490497
김포시,더편한치과의원,031-998-2742,031-998-2742,031-998-2743,경기도 김포시 풍무로 104,경기도 김포시 풍무동 107-6번지 201호,10114,없음,내원,없음,없음,없음,없음,없음,없음,37.6048873327,126.7225746099
김포시,델타피부과의원,031-981-7565,031-981-7565,031-981-7566,경기도 김포시 김포한강1로 230,경기도 김포시 운양동 1306-6번지 현대센트럴스퀘어 6층 618~620호,10078,내원,없음,없음,없음,없음,없음,없음,없음,37.6531548868,126.6828023592
김포시,도담소아청소년과의원,031-984-5567,031-984-5567,0504-330-6563,경기도 김포시 고촌읍 수기로 115,경기도 김포시 고촌읍 신곡리 880-4번지 센트럴타워 4층 404호,10130,없음,없음,내원,없음,없음,없음,없음,없음,37.5934962849,126.7636075959
김포시,독일내과의원,031-998-9810,031-998-9810,031-998-9820,경기도 김포시 풍무로 25,경기도 김포시 풍무동 598-4번지 센트럴메디프라자 302호,10119,내원,없음,없음,내원,내원,없음,없음,내원,37.5980395806,126.7201990095
김포시,동감치과의원,031-987-2874,031-987-2874,031-997-2873,경기도 김포시 태장로 784,"경기도 김포시 장기동 2025-5번지 4층 410,411호",10090,없음,내원,없음,없음,없음,없음,없음,없음,37.6390629771,126.6795904732
김포시,든든한내과의원,031-986-7572,031-986-7572,031-986-7573,경기도 김포시 김포한강8로 386,"경기도 김포시 구래동 6885-1번지 김포센트럴프라자2 4-5층 401-402,405,501-504호",10071,내원,없음,없음,내원,내원,내원,내원,내원,37.64350166,126.6261996286
김포시,든든한치과의원,031-988-2872,031-988-2872,031-988-4872,경기도 김포시 김포한강8로 386,"경기도 김포시 구래동 6885-1번지 김포센트럴프라자2 5층 505,506호",10071,없음,내원,없음,없음,없음,없음,없음,없음,37.64350166,126.6261996286
김포시,디얼유치과의원,031-991-2750,031-991-2750,031-991-2775,경기도 김포시 고촌읍 수기로 115,경기도 김포시 고촌읍 신곡리 880-4번지 센트럴타워 303~4호,10130,없음,내원,없음,없음,없음,없음,없음,없음,37.5934962849,126.7636075959
김포시,디테일치과의원,031-987-2279,031-987-2279,031-987-7279,경기도 김포시 풍무로 176,경기도 김포시 풍무동 894번지 서래메디컬프라자 302호,10113,없음,내원,없음,없음,없음,없음,없음,없음,37.6107809556,126.725153147
김포시,라이온소아청소년과의원,031-987-7973,031-987-7973,031-987-7943,경기도 김포시 태장로 808,경기도 김포시 장기동 2079-3번지 송호프라자 4층 403호,10089,없음,없음,내원,없음,없음,없음,없음,없음,37.6375998104,126.6778611238
김포시,라인치과교정과치과의원,031-991-8888,031-991-8888,031-991-8800,경기도 김포시 김포한강1로 230,경기도 김포시 운양동 1306-6번지 603호,10078,없음,내원,없음,없음,없음,없음,없음,없음,37.6531548868,126.6828023592
김포시,리더스의원,031-996-7582,031-996-7582,031-990-6975,경기도 김포시 중봉로 15,경기도 김포시 감정동 506번지 1층 101호,10103,없음,없음,내원,없음,없음,없음,없음,없음,37.6236975994,126.6969385629
김포시,리본치과의원,031-526-2275,031-526-2275,031-526-2276,경기도 김포시 김포한강8로 398,"경기도 김포시 구래동 6884-6번지 지오플러스 5층 503,504호",10071,없음,내원,없음,없음,없음,없음,없음,없음,37.6432020884,126.6246956053
김포시,마송김내과의원,031-987-9119,031-987-9119,031-987-3137,경기도 김포시 통진읍 마송1로84번길 53,경기도 김포시 통진읍 마송리 521-3번지 4층,10031,내원,없음,없음,내원,내원,내원,내원,내원,37.6885951761,126.5987568693
김포시,마송오늘채움치과의원,031-991-7522,***-****-****,031-991-7520,경기도 김포시 통진읍 마송1로84번길 90,"경기도 김포시 통진읍 마송리 514-4번지 4층 3,4호",10031,없음,내원,없음,없음,없음,없음,없음,없음,37.6885568624,126.5972829105
김포시,마송제일치과의원,031-986-3666,031-986-3666,031-986-9666,경기도 김포시 통진읍 김포대로 2225,경기도 김포시 통진읍 마송리 515-4번지 통진메디칼타워 6층,10031,없음,내원,없음,없음,없음,없음,없음,없음,37.6891360851,126.5987730066
김포시,맞춤치과교정과치과의원,031-986-7528,031-986-7528,031-986-7524,경기도 김포시 김포한강1로 85,경기도 김포시 장기동 1911-5번지 6층,10080,없음,내원,없음,없음,없음,없음,없음,없음,37.6457474702,126.6700973556
김포시,모모어린이치과의원,031-8049-2040,031-8049-2040,070-4009-0891,경기도 김포시 김포한강4로 507,경기도 김포시 구래동 6880-2번지 M스퀘어 6층 606호,10071,없음,내원,없음,없음,없음,없음,없음,없음,37.6461163091,126.6275292303
김포시,모아제일산부인과의원,031-988-7004,031-988-7004,031-987-7811,경기도 김포시 김포한강11로 147,경기도 김포시 운양동 1432-2번지 은성프라자 2-6층,10077,내원,없음,내원,없음,없음,내원,내원,없음,37.6461229342,126.679966235
김포시,무지개소아청소년과의원,031-985-7517,031-985-7517,031-985-7527,경기도 김포시 김포한강4로 119,경기도 김포시 장기동 1607번지 승문프라자 303호,10083,없음,없음,내원,없음,없음,없음,없음,없음,37.644334005,126.6677667299
김포시,미더스메디칼의원,031-981-7533,031-981-7533,031-981-3663,경기도 김포시 양촌읍 양곡2로 25,경기도 김포시 양촌읍 구래리 431-6번지,10059,내원,없음,없음,없음,없음,없음,없음,없음,37.6536557369,126.6269082075
김포시,미래소아청소년과의원,031-982-4242,031-982-4242,031-985-2121,경기도 김포시 사우중로 77,경기도 김포시 북변동 824번지 삼정프라자 2층,10097,없음,없음,내원,없음,없음,없음,없음,없음,37.6216283365,126.7203492778
김포시,미소담은치과의원,031-984-2838,031-984-2838,0504-430-9487,경기도 김포시 김포한강8로 157,경기도 김포시 마산동 649-2번지 3층 301-302호,10068,없음,내원,없음,없음,없음,없음,없음,없음,37.6365679733,126.6430549078
김포시,미소지은치과의원,031-522-6500,031-522-6500,031-522-6501,경기도 김포시 김포한강9로 73,경기도 김포시 구래동 6884-8번지 김포센트럴프라자 3층 303~5호,10071,없음,내원,없음,없음,없음,없음,없음,없음,37.6433522547,126.6254986178
김포시,미소치과의원,031-985-7528,031-985-7528,031-985-7529,경기도 김포시 고촌읍 김포대로 340,"경기도 김포시 고촌읍 신곡리 532-78번지 김포뉴시티 3층 303,304호",10125,없음,내원,없음,없음,없음,없음,없음,없음,37.6013556566,126.7708257374
김포시,미소하나치과의원,031-987-2808,031-987-2808,031-982-2805,경기도 김포시 솔터로 22,경기도 김포시 구래동 6886-4번지 메트로타워 예미지 301동 222~225호,10066,없음,내원,없음,없음,없음,없음,없음,없음,37.6443790614,126.6302812895
김포시,바른아이치과의원,031-983-2822,031-983-2822,031-983-2885,경기도 김포시 걸포2로 21,경기도 김포시 걸포동 335-1번지 파인스타 306호,10099,없음,내원,없음,없음,없음,없음,없음,없음,37.6324761255,126.7048680466
김포시,박원종내과의원,031-996-3722,031-996-3722,031-996-3723,경기도 김포시 통진읍 김포대로2230번길 21-3,경기도 김포시 통진읍 마송리 104-6번지 1층,10018,내원,없음,없음,내원,내원,내원,내원,내원,37.6907033511,126.5986406181
김포시,밝은미소치과의원,031-982-7528,031-982-7528,031-989-7528,경기도 김포시 풍무로 105,경기도 김포시 풍무동 107-7번지 풍무프라자 204호,10116,없음,내원,없음,없음,없음,없음,없음,없음,37.6048375656,126.721861396
김포시,배원엽내과의원,031-986-7512,031-986-7512,031-986-7513,경기도 김포시 고촌읍 장차로 1,경기도 김포시 고촌읍 신곡리 533-30번지 범영빌딩 4층 403호,10126,내원,없음,없음,내원,내원,없음,없음,내원,37.6025651667,126.7696470689
김포시,베네치아치과의원,031-987-2842,031-987-2842,031-987-2817,경기도 김포시 김포한강11로 288-5,경기도 김포시 운양동 1297-1번지 한강베네치아 1동 214호,10073,없음,내원,없음,없음,없음,없음,없음,없음,37.6551944405,126.68187307
김포시,보스톤플란트치과의원,031-983-2883,031-983-2883,031-983-2804,경기도 김포시 김포한강1로 250,경기도 김포시 운양동 1307-3번지 골든타임 7층 701호,10078,없음,내원,없음,없음,없음,없음,없음,없음,37.6533137531,126.6849205271
김포시,본부부치과의원,031-986-2887,031-986-2887,031-986-2871,경기도 김포시 통진읍 김포대로 2231,경기도 김포시 통진읍 마송리 515-1번지 서진프라자 4층 402호,10031,없음,내원,없음,없음,없음,없음,없음,없음,37.6894535889,126.5978618162
김포시,봄소아청소년과의원,031-987-7502,031-987-7502,031-987-7511,경기도 김포시 김포한강1로51번길 12,경기도 김포시 장기동 1622번지 동서메디칼빌딩 3층,10083,없음,없음,내원,없음,없음,없음,없음,없음,37.6436398831,126.6677518046
김포시,부부치과의원,031-996-2828,031-996-2828,031-982-4267,경기도 김포시 김포대로 847,경기도 김포시 사우동 929번지 중앙프라자 501호,10110,없음,내원,없음,없음,없음,없음,없음,없음,37.6196858991,126.7196556897
김포시,비비드치과교정과치과의원,031-981-2885,031-981-2885,031-981-2812,경기도 김포시 양도로 23,경기도 김포시 풍무동 962번지 오성프라자6차 6층 603호,10113,없음,내원,없음,없음,없음,없음,없음,없음,37.6067330004,126.7250025427
김포시,사랑소아청소년과의원,070-4265-8911,070-4265-8911,02-6280-7958,경기도 김포시 김포한강4로 176,경기도 김포시 장기동 1868-8번지 현대프라자 2층,10082,없음,없음,내원,없음,없음,없음,없음,없음,37.6477428518,126.6629337542
김포시,사랑치과의원,031-996-2877,031-996-2877,031-600-0493,경기도 김포시 사우중로 45,경기도 김포시 사우동 934번지 코아센터 502호,10108,없음,내원,없음,없음,없음,없음,없음,없음,37.6192367059,126.7185159275
김포시,삼성메디칼의원,031-986-6667,031-986-6667,031-986-6609,경기도 김포시 김포한강9로76번길 37,경기도 김포시 구래동 6883-16번지 경서프라자 5층,10071,내원,없음,없음,내원,내원,없음,내원,내원,37.6442040044,126.6273248993
김포시,삼성산부인과의원,031-997-3575,031-997-3575,031-997-3581,경기도 김포시 걸포2로 21,"경기도 김포시 걸포동 335-1번지 파인스타메디칼 301,303호",10099,없음,없음,없음,없음,없음,내원,없음,없음,37.6324761255,126.7048680466
김포시,삼성송영봉내과의원,031-987-9940,031-987-9940,031-985-9940,경기도 김포시 김포한강8로 172,경기도 김포시 마산동 646-1번지 3층,10068,내원,없음,없음,내원,내원,없음,없음,내원,37.6374974423,126.6444496454
김포시,삼성탑내과의원,031-984-7571,031-984-7571,031-981-8222,경기도 김포시 김포한강4로 176,경기도 김포시 장기동 1868-8번지 현대프라자 1동 407호,10082,내원,없음,없음,내원,내원,내원,내원,내원,37.6477428518,126.6629337542
김포시,서울공감치과의원,031-982-7522,031-982-7522,031-982-7521,경기도 김포시 통진읍 김포대로 2226,경기도 김포시 통진읍 마송리 104-89번지 3층,10018,없음,내원,없음,없음,없음,없음,없음,없음,37.6898589724,126.5990137799
김포시,서울닥터윤치과의원,031-992-2125,031-992-2125,031-992-2126,경기도 김포시 청송로 8,경기도 김포시 장기동 1917-1번지 3층 302호,10080,없음,내원,없음,없음,없음,없음,없음,없음,37.6469485144,126.6653117743
김포시,서울리더스치과의원,031-998-0271,031-998-0271,0303-3441-0271,경기도 김포시 풍무로 112,경기도 김포시 풍무동 109-1번지 미산빌딩 3층,10114,없음,내원,없음,없음,없음,없음,없음,없음,37.6055191899,126.7227153129
김포시,서울마스터치과의원,031-989-2809,031-989-2809,031-989-2810,경기도 김포시 김포한강4로 515,경기도 김포시 구래동 6880-4번지 304~7호,10071,없음,내원,없음,없음,없음,없음,없음,없음,37.6459195839,126.6265226947
김포시,서울맑음내과의원,031-991-3210,031-991-3210,031-991-3211,경기도 김포시 고촌읍 태리로 285,경기도 김포시 고촌읍 신곡리 0번지 드림스퀘어 401동 404호,10130,내원,없음,없음,내원,내원,내원,내원,내원,37.5932187258,126.763904842
김포시,서울모담치과의원,031-991-2828,031-991-2828,031-991-2837,경기도 김포시 김포한강11로 288-24,경기도 김포시 운양동 1299-5번지 1동 2층 204호,10073,없음,내원,없음,없음,없음,없음,없음,없음,37.6542672726,126.683345659
김포시,서울바른치과교정과치과의원,031-9967-5223,031-996-7522,031-996-7524,경기도 김포시 사우중로 49,경기도 김포시 사우동 933번지 7층,10108,없음,내원,없음,없음,없음,없음,없음,없음,37.6194540598,126.7186722905
김포시,서울본치과의원,1833-7552,1833-7552,070-4633-6944,경기도 김포시 태장로 820,경기도 김포시 장기동 2080-2번지 엠프라자 2층 203호,10089,없음,내원,없음,없음,없음,없음,없음,없음,37.636836832,126.6770194885
김포시,서울산부인과의원,031-981-9936,031-981-9936,031-981-9967,경기도 김포시 고촌읍 김포대로 343,경기도 김포시 고촌읍 신곡리 567-8번지 지산빌딩 304호,10129,없음,없음,없음,없음,없음,내원,없음,없음,37.6012866141,126.7698634827
김포시,서울삼성의원,031-996-8861,031-996-8861,031-996-8862,경기도 김포시 봉화로182번길 42,경기도 김포시 북변동 690번지 산호 종합상가 308호,10101,내원,없음,없음,없음,없음,없음,없음,내원,37.6291067851,126.7037706706
김포시,서울세온치과의원,031-989-0428,031-989-0428,031-989-0488,경기도 김포시 풍무로 73,경기도 김포시 풍무동 421-8번지 퍼플오션 4층 406~9호,10116,없음,내원,없음,없음,없음,없음,없음,없음,37.6020926311,126.7211196398
김포시,서울센트럴치과의원,031-984-9828,031-984-9828,031-986-9828,경기도 김포시 김포한강4로 119,경기도 김포시 장기동 1607번지 승문프라자 4층,10083,없음,내원,없음,없음,없음,없음,없음,없음,37.644334005,126.6677667299
김포시,서울안심치과의원,031-480-2080,031-480-2080,031-480-2079,경기도 김포시 홍도평로 20,경기도 김포시 걸포동 1588번지 2층 5호,10096,없음,내원,없음,없음,없음,없음,없음,없음,37.6315571684,126.7129923547
김포시,서울여성병원,031-985-7582,031-985-7582,031-985-5365,경기도 김포시 김포대로 829,경기도 김포시 사우동 917번지 서울여성병원,10110,내원,없음,내원,없음,없음,내원,내원,내원,37.618876527,126.7212958431
김포시,서울연치과의원,031-983-2080,031-983-2080,031-983-2067,경기도 김포시 풍무로 20,"경기도 김포시 풍무동 595번지 스타프라자 2층 218,219호",10120,없음,내원,없음,없음,없음,없음,없음,없음,37.5976760447,126.7211090428
김포시,서울이좋은치과의원,031-981-2879,031-981-2879,031-981-2865,경기도 김포시 양촌읍 양곡2로 50,경기도 김포시 양촌읍 양곡리 1305-4번지 아름터프라자 503호,10060,없음,내원,없음,없음,없음,없음,없음,없음,37.6556882197,126.6275192643
김포시,서울자이치과의원,031-8049-7528,031-8049-7528,031-8049-7529,경기도 김포시 걸포2로 21,"경기도 김포시 걸포동 335-1번지 5층 503,4호",10099,없음,내원,없음,없음,없음,없음,없음,없음,37.6324761255,126.7048680466
김포시,서울조아치과의원,031-989-2272,031-989-2272,031-989-2271,경기도 김포시 걸포로 34,"경기도 김포시 걸포동 294-53번지 센터프라자 403,404호",10099,없음,내원,없음,없음,없음,없음,없음,없음,37.6349558771,126.7063716632
