fastvl_nm,opnmt_plc,fastvl_bgng_ymd,fastvl_end_ymd,fastvl_cont,sprvsn_inst_nm,host_inst_nm,suprt_inst_nm,sprvsn_inst_telno,hmpg_addr,relate_info,refine_road_nm_addr,refine_lotno_addr,refine_wgs84_lat,refine_wgs84_logt,dat_crtr_ymd
2016 제5회 안양공공예술프로젝트,안양예술공원,20161015,20161215,개막식+ 체험부스운영+ 공공예술작품 전시 및 공연,(재)안양문화예술재단,경기도 안양시,,031-687-0916,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 만안구 예술공원로 180(안양동),경기도 안양시 만안구 안양동 1351,37.419406,126.925606,20260227
2014 안양시민축제,평촌중앙공원+삼덕공원,20140926,20140928,시민공연마당+ 전시체험부스+ 특별기회전시+ 개폐막 축하공연+ 방송국 공개방송+ 거리공연 등,(재)안양문화예술재단,경기도 안양시+안양축제추진위원회,,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.961329,20260227
2017 안양충훈벚꽃축제,안양충훈2교일대,20170407,20170409,축하공연+ 안양꽃길걷기대회+ 안양꽃길그리기+ 어린이벼룩시장+ 거리공연+ 체험부스 등,(재)안양문화예술재단,경기도 안양시+안양충훈벚꽃축제추진위원회,티브로드abc방송,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 만안구 석수로 159,경기도 안양시 만안구 석수동 797,37.404615,126.896157,20260227
2017 광복기념음악회,안양아트센터 관악홀,20170815,20170815,안양필하모닉 오케스트라연주+ 안양시립합창단 공연 등 (우천으로 안양아트센터 관악홀 실내 진행),(재)안양문화예술재단,(재)안양문화예술재단,경기도 안양시+ 티브로드abc방송,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 만안구 문예로 36번길 16,경기도 안양시 만안구 안양동 549,37.384588,126.931365,20260227
2017 안양 시민축제,평촌중앙공원+병목안시민공원+범계로데오,20170915,20170917,시민공연마당+ 전시체험부스+ 개폐막 축하공연+ 방송국 공개방송+ 안양시민의날 기념식+ 안양시민가요제 등,(재)안양문화예술재단,경기도 안양시+안양축제추진위원회,,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.961329,20260227
2026 수원화성 미디어아트,화서문+장안문+장안공원 일대,20261003,20261018,수원화성 대표 건축물에 프로젝션 맵핑/인터렉티브 미디어아트/레이저 등 디지털 미디어 기술을 활용한 미디어아트쇼,(재)수원문화재단,경기도 수원시,,031-5191-3084,https://www.swcf.or.kr/hlfl/,,경기도 수원시 팔달구 정조로 825,경기도 수원시 팔달구 남창동 6-2,37.28188256,127.0143944,20260228
2026 정조대왕 능행차 공동재현,서울 경복궁~수원화성~화성 융릉(수원구간 : 노송지대~종합운동장~장안문~수원화성),20261004,20261004,1795년 정조대왕의 을묘년 원행을 완벽하게 재현하는 국내 최대 퍼레이드,경기도 수원시+(재)수원문화재단,경기도 수원시,,031-5191-2367,https://shfestival.com,,경기도 수원시 팔달구 정조로 825,경기도 수원시 팔달구 남창동 6-2,37.28188256,127.0143944,20260228
제63회 수원화성문화제,행궁광장 등 수원화성 일원,20261004,20261011,정조대왕의 효심과 부국강병의 원대한 꿈으로 축성된 세계문화유산 수원화성에서 펼쳐지는 8일간의 행사,경기도 수원시+(재)수원문화재단,경기도 수원시,,031-5191-3068,https://shfestival.com,,경기도 수원시 팔달구 정조로 825,경기도 수원시 팔달구 남창동 6-2,37.28188256,127.0143944,20260228
2025 제3회 안양일번가 넘버원 페스티벌,안양일번가 일대,20251017,20251018,넘버원 골든벨+랜덤플레이댄스+토크콘서트+체험부스+가수 및 동아리공연+버스킹+스탬프 투어 등,경기도 안양시,경기도 안양시,,031-8045-5496,https://www.anyang.go.kr/main/index.do,,경기도 안양시 만안구 만안로223번길 7 (안양동),경기도 안양시 만안구 안양동 674-10,37.400401,126.922389,20260227
2024 제2회 안양일번가 넘버원 페스티벌,안양일번가 일대,20241115,20241117,패션 버스킹+쓰면『이루어진달」+패션&amp;뷰티 체험부스+가수 및 동아리공연+스탬프 투어 등,경기도 안양시,경기도 안양시,,031-8045-5122,https://www.anyang.go.kr/main/index.do,,경기도 안양시 만안구 만안로223번길 7 (안양동),경기도 안양시 만안구 안양동 674-10,37.400401,126.922389,20260227
2025 안양충훈벚꽃축제,안양충훈2교일대,20250405,20250406,벚꽃콘서트+벚꽃체험부스+ 먹거리+ SNS이벤트 등,(재)안양문화예술재단,경기도 안양시+안양충훈벚꽃축제추진위원회,,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 만안구 석수로 159,경기도 안양시 만안구 석수동 797,37.404615,126.896157,20260227
2025 안양춤축제 ANYANG DANCE FESTIVAL,평촌중앙공원+삼덕공원,20250926,20250928,시민프린지공연 + 전시체험부스 + 개폐막 작품 + 가수 축하공연 + 댄스대회 + 안양시민의날 기념식 + 시민커뮤니티댄스 등,(재)안양문화예술재단,경기도 안양시+안양춤축제추진위원회,,031-687-0500,http://www.ayac.or.kr / www.aydf.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.961329,20260227
2026 김포 아라마린페스티벌,아라마리나 일원,20260619,20260621,수상레저체험 + 포리레이스 + 문화콘서트 등,㈜케이워터운영관리,경기도 김포시 + K-water,,031-999-7833,https://aramarinefestival.com,,,경기도 김포시 고촌읍 전호리 661,37.598696,126.787338,20260213
2026 김포 해병대문화축제,김포함상공원 일원,20261031,20261031,상륙작전 시연행사 + 공연 + 장비전시 및 탑승 + 체험부스 등,경기도 김포시 + 해병2사단,경기도 김포시 + 해병대 제2사단,,031-980-5110,,,경기도 김포시 대곶면 대명항1로 110-36,경기도 김포시 대곶면 대명리 551-1,37.640391,126.539805,20260213
2026 김포 라베니체축제,장기동 라베니체 일원,20261017,20261017,불꽃쇼 + 콘서트 + 수상 버스킹 + 체험프로그램 등,경기도 김포시,김포문화재단,,031-980-5113,,,,경기도 김포시 장기동 2001-1,37.643079,126.674778,20260213
2026 김포 벚꽃축제,계양천 산책길 일원,20260411,20260412,버스킹 + 포토존 + 벚꽃쉼터 + 체험프로그램 등,경기도 김포시,김포문화재단,,031-980-5113,,,,경기도 김포시 북변동 495,37.625343,126.718456,20260213
2026 김포 선셋 페스타,김포함상공원 일원,20261024,20261024,선상다이닝 + 셀프바비큐존 + 로컬푸드 쿠킹쇼 등,겸기도 김포시,겸기도 김포시,,031-980-5105,,,경기도 김포시 대곶면 대명항1로 110-36,경기도 김포시 대곶면 대명리 551-1,37.640391,126.539805,20260213
안산국제거리극축제,안산문화광장 일대,20260501,20260503,공연+퍼포먼스+예술프로그램,안산문화재단,경기도 안산시청,경기도청,031-481-0536,https://www.ansanart.com/index.do,안산문화광장,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,38.310742,126.829822,20260304
여르미오페스티벌,안산시 문화광장,20150808,20150808,물놀이프로그램+공연,안산문화재단,안산문화재단,,031-481-4030,https://www.ansanart.com//lay2/S1T54C56/contents.do,,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310742,126.829822,20260304
여르미오페스티벌,안산문화예술의전당 야외 광장 일대,20180804,20180804,물놀이프로그램+공연,안산문화재단,안산문화재단,,031-481-4030,https://www.ansanart.com//lay2/S1T54C56/contents.do,,경기도 안산시 단원구 화랑로 312,경기도 안산시 단원구 고잔동 817,37.318426,126.823108,20260304
여르미오페스티벌,안산문화예술의전당 야외 광장 일대,20190810,20190810,물놀이프로그램+공연,안산문화재단,안산문화재단,,031-481-4030,https://www.ansanart.com/index.do,,경기도 안산시 단원구 화랑로 312,경기도 안산시 단원구 고잔동 817,37.318426,126.823108,20260304
여르미오페스티벌,안산문화예술의전당 야외 광장 일대,20210731,20210814,물놀이프로그램+공연,안산문화재단,안산문화재단,,031-481-4030,https://www.ansanart.com/index.do,,경기도 안산시 단원구 화랑로 312,경기도 안산시 단원구 고잔동 817,37.318426,126.823108,20260304
여르미오페스티벌,안산문화예술의전당 야외 광장 일대,20220903,20220903,물놀이프로그램+공연,안산문화재단,안산문화재단,,031-481-4030,https://www.ansanart.com/index.do,,경기도 안산시 단원구 화랑로 312,경기도 안산시 단원구 고잔동 817,37.318426,126.823108,20260304
여르미오페스티벌,화랑유원지 대공연장,20230902,20230902,물놀이프로그램+공연,안산문화재단,안산문화재단,,031-481-0536,https://www.ansanart.com/index.do,,경기도 안산시 단원구 동산로 268,경기도 안산시 단원구 초지동 667,37.32507855,126.8099898,20260304
여르미오페스티벌,안산문화광장 일대,20250815,20250816,물놀이프로그램+공연,안산문화재단,경기도 안산시청,,031-481-0536,https://www.ansanart.com/index.do,,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,38.310742,126.829822,20260304
제1회 상록수문화제,상록수공원 및 샘골로 일대,20130831,20130831,기념음악회+체험박람회+작품발표회+사생대회 등,경기도 안산시청,경기도 안산시청,국가보훈처,031-481-3040,https://www.ansan.go.kr/choiyongshin,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,20260304
제2회 상록수문화제,상록수공원 및 샘골로 일대,20140927,20140927,기념음악회+체험박람회+작품발표회+사생대회 등,경기도 안산시청,경기도 안산시청,경기도청+국가보훈처,031-481-3040,https://www.ansan.go.kr/choiyongshin,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,20260304
제4회 상록수문화제,본오3동공영주차장+상록수공원 및 샘골로 일대,20160910,20160910,기념음악회+체험박람회+작품발표회+거리퍼레이드 등,경기도 안산시청,경기도 안산시청,국가보훈처,031-481-3040,https://www.ansan.go.kr/choiyongshin,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,20260304
제5회 상록수문화제,본오3동공영주차장+상록수공원 및 샘골로 일대,20170916,20170916,기념음악회+체험박람회+작품발표회+거리퍼레이드 등,경기도 안산시청,경기도 안산시청,국가보훈처,031-481-3040,https://www.ansan.go.kr/choiyongshin,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,20260304
제6회 상록수문화제,본오3동공영주차장+매화길+상록수역 앞 광장,20180915,20180915,기념음악회+체험박람회+작품발표회+거리퍼레이드 등,경기도 안산시청,경기도 안산시청,국가보훈처,031-481-3040,https://www.ansan.go.kr/choiyongshin,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,20260304
제8회 상록수문화제,최용신기념관+상록수공원,20211026,20211026,공연+체험 등,경기도 안산시청,경기도 안산시청,,031-481-3040,https://www.ansan.go.kr/choiyongshin,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,20260304
제9회 상록수문화제,최용신기념관+상록수공원,20221001,20221001,기념음악회+전시+체험 등,경기도 안산시청,경기도 안산시청,,031-481-3040,https://www.ansan.go.kr/choiyongshin,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,20260304
제10회 상록수문화제,최용신기념관+상록수공원,20231007,20231007,공연+전시+체험 등,경기도 안산시청,경기도 안산시청,,031-481-3040,https://www.ansan.go.kr/choiyongshin,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,20260304
제11회 상록수문화제,최용신기념관+상록수공원,20241012,20241012,공연+사생대회+체험,경기도 안산시청,경기도 안산시청,,031-481-3040,https://www.ansan.go.kr/choiyongshin,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,20260304
제12회 상록수문화제,최용신기념관+상록수공원,20250927,20250927,연극+공연+전시+체험,경기도 안산시청,경기도 안산시청,,031-481-3040,https://www.ansan.go.kr/choiyongshin,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,20260304
제40회 정약용문화제,남양주시 정약용유적지 일원,20261017,20261018,정약용 선생의 정신을 기리는 역사문화축제,경기도 남양주시,경기도 남양주시,경기도,031-590-2799,https://www.nyj.go.kr/thinkj/index.do,,경기도 남양주시 조안면 다산로747번길 11,경기도 남양주시 조안면 능내리 95-3,37.51627419,127.2990576,20260316
제21회 광릉숲축제,남양주시 광릉숲 일원,20261024,20261025,광릉숲길 걷기+숲속공연+환경경 체험프로그램 운영 등,경기도 남양주시,경기도 남양주시,경기도,031-590-2454,https://www.nyj.go.kr/gff/index.do,,경기도 남양주시 진접읍 봉선사길 32,경기도 남양주시 진접읍 부평리 255번지,37.7463984,127.1836293,20260316
군포철쭉축제,철쭉동산+철쭉공원 등,20260418,20260426,공연+전시+체험프로그램+ 먹거리 등,군포문화재단,경기도 군포시,군포농협 등,031-390-3552,http://gunpofestival.or.kr/,,,경기도 군포시 산본동 1152-14,37.3559845986,126.9247362008,20260309
2018 안양여성축제,평촌중앙공원,20180512,20180513,기념공연+ 여성동아리공연+ 미니올림픽+ 김장담그기대회+ 홍보체험부스 등,경인일보,(재)안양문화예술재단,경기도 안양시+ 안양시여성단체협의회,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.961329,20260227
2018 광복기념음악회,병목안시민공원,20180815,20180815,뮤지컬 그룹 플래티넘+ 안양시립합창단 공연 등,(재)안양문화예술재단,경기도 안양시+안양축제추진위원회,경기도 안양시+ 티브로드abc방송,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 만안구 병목안로 215,경기도 안양시 만안구 안양동 산 82-2,37.385289,126.907675,20260227
2018 안양 시민축제,평촌중앙공원+병목안시민공원+범계로데오,20180914,20180916,시민공연마당+ 전시체험부스+ 개폐막 축하공연+ 방송국 공개방송+ 안양시민의날 기념식+ 안양시민가요제 등,(재)안양문화예술재단,경기도 안양시+안양축제추진위원회,,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.961329,20260227
제18회 시민어울림한마당,잔디광장,20261008,20261008,퍼레이드+콘테스트,(사)한국예총부천지회,(사)한국예총부천지회,경기도 부천시,032-325-1566,artbucheon.com,,경기도 부천시 소사구 경인로92번길33,경기도 부천시 소사구 송내동 387-4번지,37.4825054606,126.7665645738,20260319
제41회 부천복사골예술제,잔디광장+차 없는 거리,20260502,20260505,공연+전시+경연+시민참여 프로그램,(사)한국예총부천지회,(사)한국예총부천지회,경기도 부천시,032-325-1565,artbucheon.com,,경기도 부천시 소사구 경인로92번길33,경기도 부천시 소사구 송내동 387-4번지,37.4825054606,126.7665645738,20260319
제26회 복사골청소년예술제,잔디광장,20261009,20261009,dodo경연대회,(사)한국예총부천지회,(사)한국예총부천지회,경기도 부천시+여성가족부+경기도+경기도교육청+경기도부천교육지원청,032-325-1566,artbucheon.com,,경기도 부천시 소사구 경인로92번길33,경기도 부천시 소사구 송내동 387-4번지,37.4825054606,126.7665645738,20260319
평택 원평나루 억새축제,군문교 아래 억새밭(노을생태문화공원),20261031,20261031,공연+상설공연+체험+먹거리,평택시문화재단+평택예총+평택 원평나루 억새축제 추진위원회,경기도 평택시청,,070-8874-3038,https://www.pccf.or.kr/,,,경기도 평택시 평택동 219-3,36.984436,127.081452,20260306
6월 마토예술제,안정리예술인광장,20260627,20260627,썸머 크리스마스 주제 행사(물놀이+공연+체험 등),평택시문화재단,경기도 평택시청,,070-8874-3026,https://www.pccf.or.kr/,,경기도 평택시 팽성읍 안정쇼핑로11,경기도 평택시 팽성읍 안정리 113-1,36.95956,127.043959,20260306
제16회 평택뮤직페스티벌&amp;전국밴드경연대회,평택남부문예회관(대공연장),20260725,20260725,밴드경연대회 및 가수 축하공연 등,평택시문화재단+평택자치신문,경기도 평택시청,,070-8874-3037,https://www.pccf.or.kr/,,경기도 평택시 중앙로 277,경기도 평택시 비전동 847,36.99113416,127.1140857,20260306
평택호 물빛축제,평택호 관광단지 일원(한국소리터+모래톱공원),20260912,20260912,공연+상설공연+체험+먹거리,평택시문화재단+평택예총+평택호 물빛축제 추진위원회,경기도 평택시청,,070-8874-1013,https://www.pccf.or.kr/,,경기도 평택시 현덕면 평택호길 147,경기도 평택시 현덕면 권관리 301-1,36.921209,126.920858,20260306
제13회 노을동요제,평택남부문예회관(대공연장),20260912,20260912,공연+경연대회,평택시문화재단+평택시사신문+노을문화재단(준)+SKbroadband기남방송,경기도 평택시청,경기도평택교육지원청+평택문화원+굿모닝병원,070-8874-3025,http://www.noel.or.kr/,,경기도 평택시 중앙로 277,경기도 평택시 비전동 847,36.991134,127.114086,20260306
10월 마토예술제,안정리예술인광장,20261024,20261024,뮤지컬을 테마로 한 프로그램 (공연+체험 등),평택시문화재단,경기도 평택시청,,070-8874-3026,https://www.pccf.or.kr/,,경기도 평택시 팽성읍 안정쇼핑로11,경기도 평택시 팽성읍 안정리 113-1,36.95956,127.043959,20260306
안산국제거리극축제,안산시 문화광장,20150501,20150503,공연+퍼포먼스+예술프로그램,경기도 안산시청,경기도 안산시청,경기도 안산시청,031-481-4030,https://www.ansanart.com/index.do,대부도,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310742,126.829822,20260304
광주왕실도자페스티벌,곤지암도자공원 일원,20250425,20250506,도자체험과 왕실문화체험 등 행사 운영,광주시문화재단,경기도 광주시청,,031-760-1725,https://www.gjcity.go.kr/tour/pottery/main.do?mId=0202010000&amp;token=1768265350673,,경기도 광주시 곤지암읍 경충대로 727,경기도 광주시 곤지암읍 삼리 72-1,37.352096,127.327398,20260224
남한산성문화제,남한산성도립공원 일원,20250919,20250921,남한산성의 천혜자연을 배경으로 다양한 행사 프로그램 진행,광주시문화재단,경기도 광주시청,,031-789-5743,https://www.gjcity.go.kr/tour/mountainfortress/main.do?mId=0201010000&amp;token=1768265327610,,,경기도 광주시 남한산성면 산성리 1048,37.476581,127.183442,20260224
동두천락페스티벌,신천교 하부 특설무대,20250912,20250914,전국락밴드경연 및 락 뮤지션 초청공연,동두천 락페스티벌 조직위원회,경기도 동두천시청 락페스티벌 조직위원회,문화체육관광부+경기도청+경기도 동두천시청,031-860-2105,https://www.ddc.go.kr/tour/contents.do?key=269,,,경기도 동두천시 상봉암동 8-7,37.94552847,127.0670441,20260219
도심재생 야간축제,보산동 한미우호광장,20251031,20251101,할로윈데이를 모티브로 한 젊은층 맞춤형 페스티벌,경기관광공사,경기도청+경기도 동두천시청,경기도 동두천시의회 등,031-860-2627,http://www.ddc.go.kr,,경기도 동두천시 상패로216번길 42,경기도 동두천시 보산동 429-4,37.91584622,127.0565068,20260219
2025 동두천무형문화대축제,동두천시 평생학습관,20251223,20251223,"동두천시 향토무형유산 제1호 동두천민요, 제2호 하봉암 도당굿, 제3호 이담 농악 공연 등",동두천민요보존회+하봉암도당굿보존회+이담농악보존회,동두천무형문화재연합회,경기도 동두천시청+경기도 동두천시의회+동두천노인지회,,http://www.ddc.go.kr,,경기도 동두천시 중앙로 110-18,경기도 동두천시 지행동 722-1,37.89101051,127.0532501,20260219
2026 과천공연예술축제,과천시민회관 옆 잔디마당,20260918,20260920,광장집중형 예술축제,과천문화재단,경기도 과천시청,농협은행㈜과천시지부 등,02-2009-9731,http://www.gcfest.or.kr,,경기도 과천시 통영로 5,경기도 과천시 중앙동 6-2,37.42819137,126.9891538,20260219
2026 헤이리 판 페스티벌,헤이리 예술마을,20261002,20261005,공연+전시+체험프로그램+직거래장터 등,(사)헤이리,(사)헤이리,경기도 파주시청,031-946-8551,https://www.heyri.net,,경기도 파주시 탄현면 헤이리마을길 70-21,경기도 파주시 탄현면 법흥리 1652-239,37.7881746279,126.6992403981,20260225
제18회 DMZ 국제다큐멘터리 영화제,임진각 평화누리 야외공연장,20260910,20260916,다큐멘터리 상영 및 시상 + 포럼 + 다큐강연 등,사단법인 DMZ국제다큐멘터리영화제,사단법인 DMZ국제다큐멘터리영화제,경기도+경기도 파주시청+문화체육관광부+영화진흥위원회,031-940-4723,https://dmzdocs.com,,경기도 파주시 문산읍 임진각로 177,경기도 파주시 문산읍 사목리 494-1,37.8895387556,126.7401858799,20260225
제3회 파주페어_북앤컬처,아시아출판문화정보센터 등 출판도시 일원,20261009,20261011,뮤지컬+연극+프린지공연+낭독공연+버스킹+동네책방+오픈하우스+전시 등,(재)출판도시문화재단,경기도 파주시청,,031-940-4721,https://pajufair.com,,경기도 파주시 회동길 145,경기도 파주시 문발동 524-3,37.7084811508,126.6867933238,20260225
2026년 파주포크페스티벌,임진각평화누리공원,20260905,20260905,파주의 대표 공연예술축제로 평화의 도시 파주에서 포크의 울림과 시대의 이야기를 전함,파주문화재단,경기도 파주시청,,031-950-8431,https://www.pajucf.or.kr/main/main.php,,경기도 파주시 문산읍 임진각로 148-40,경기도 파주시 문산읍 마정리 1175-1,37.8920434573,126.7447928585,20260225
2026년 제8회 운정호수공원 불꽃축제,운정호수공원,20261031,20261231,운정호수공원의 수변공간을 활용한 문화예술공연 불꽃쇼 및 빛조형물 전시 등,파주문화재단,경기도 파주시청,,031-950-8433,https://www.pajucf.or.kr/main/main.php,,경기도 파주시 경의로 1151,경기도 파주시 와동동 1412,37.7201079967,126.7601224029,20260225
제30회 파주장단콩축제,임진각광장,20261127,20261129,파주장단콩 전시 및 판매+농특산물 홍보 및 판매+각종 공연 및 체험행사 등,파주장단콩축제추진위원회,경기도 파주시청,,031-940-5281,,,경기도 파주시 문산읍 임진각로 177,경기도 파주시 문산읍 사목리 494-1,37.8895387556,126.7401858799,20260225
제19회 포천백운계곡 동장군 축제,백운계곡 일대,20231222,20240212,ICE BIG TREE 포토존+얼음조각작품 전시+튜브 눈썰매+송어얼음 낚시,백운계곡상인협동조합,경기도 포천시청,,,,,경기도 포천시 이동면 포화로 233,,38.0547745,127.383869,20250623
제20회 포천백운계곡 동장군 축제,백운계곡 일대,20241221,20250202,ICE BIG TREE 포토존+얼음조각작품 전시+튜브 눈썰매+송어얼음 낚시,백운계곡상인협동조합,경기도 포천시청,,,,,경기도 포천시 이동면 포화로 233,,38.0547745,127.383869,20250623
2025 포천 한탄강 가든페스타,한탄강 생태경관단지,20250503,20250615,Y출렁다리+계절 꽃 정원+ 전기자전거+반려견 놀이터 등,포천시농업재단,경기도 포천시청,Kwater,,,,경기도 포천시 관인면 창동로 832,경기도 포천시 관인면 중리 526-1번지,38.082926,127.208584,20250623
왕방산 국제MTB대회,왕방산 일원,20251019,20251019,생활체육 자전거 인구 저변 확대를 위한 국제MTB대회,동두천시자전거연맹,동두천시체육회,경기도 동두천시청+경기도 동두천시의회 등,031-860-2209,http://www.ddcsports.kr/main/index.php,,경기도 동두천시 어등로 45,경기도 동두천시 생연동 70,37.90083977,127.0704987,20260219
동두천시 자원봉사 축제,보산동 관광특구 한미우호의 광장,20251003,20251003,자원봉사자와 시민·청소년 모두가 하나되는 나눔의 장,(사)동두천시자원봉사센터,(사)동두천시자원봉사센터,경기도 동두천시의회 등,031-860-2089,http://www.ddc.go.kr,,경기도 동두천시 중앙로 125,경기도 동두천시 지행동 691-5,37.8927968,127.0517467,20260219
제37회 고양행주문화제,행주산성 행주산성역사공원,20250523,20250525,행주투석전 뮤지컬행주대첩 불꽃드론쇼 수상불꽃놀이 행주민속촌 왜적을잡아라미션게임 등,고양문화재단,경기도 고양시청,,031-960-9684,http://www.hjfestival.or.kr,,,경기도 고양시 덕양구 행주내동 산26-1,37.59610775,126.8287118,20250709
2025 고양호수예술축제,일산호수공원 일산문화광장,20250926,20250928,국내외 거리예술공연 및 시민참여프로그램,고양문화재단,경기도 고양시청,,031-960-9685,http://www.gylaf.kr,,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 장항동 906,37.65384593,126.7687814,20250709
의왕어린이철도축제,"왕송호수공원, 철도박물관 등",20250503,20250503,공연+전시+각종 체험프로그램 운영,경기도 의왕시청,경기도 의왕시청,,031-345-2548,https://www.uiwang.go.kr,,경기도 의왕시 왕송못동로 307,경기도 의왕시 월암동 543-3번지,37.30710763,126.9531458,20251106
의왕백운호수축제,백운호수공원 잔디광장,20250927,20250928,공연+개폐막식+시민참여 열린무대,경기도 의왕시청,경기도 의왕시청,,031-345-2548,https://www.uiwang.go.kr,,경기도 의왕시 학현로 199-8,,37.383079,127.008573,20251106
의왕왕송호수 겨울축제(날짜미정),왕송호수공원,20260109,20260125,눈썰매+겨울 체험 프로그램,경기도 의왕시청,경기도 의왕시청,,031-345-2548,https://www.uiwang.go.kr,,경기도 의왕시 왕송못동로 307,경기도 의왕시 월암동 543-3번지,37.30710763,126.9531458,20251106
오(oh)장미빛축제,고인돌공원,20250524,20250601,장미관광및공연,경기도 오산시청 문화예술과,경기도 오산시청 문화예술과,,031-8036-7608,https://www.osan.go.kr/main.do,장미및축제,경기도 오산시 수목원로 449,경기도 오산시 금암동 520번지,37.17234844,127.0489504,20251222
광명동굴빛축제,광명동굴 일원,20251024,20251025,드론쇼+공연+체험프로그램 등,광명도시공사,광명도시공사,"광명시, 광명시의회",02-2090-1413,,광명동굴,경기도 광명시 가학로85번길 134-21,경기도 광명시 가학동 산 7,37.4270371975,126.8654499658,20251217
제33회 오리문화제,광명시민체육관 등,20250509,20250510,오리이원익 영우참배+헌화식+시민 참여 이벤트+줄타기 공연 등 마당놀이+도전청렴골든벨+체험부스,광명문화원,광명시청,광명시의회,02-2618-5800,www.gmcc.or.kr/,광명문화원,경기도 광명시 철망산로 42,경기도 광명시 하안동 683번지,37.4674687,126.8732102,20251217
2025 페스티벌 광명,철산역 8차선도로,20251003,20251004,"GM 라이브(대중음악공연), 광명음악명예의전당어워즈, 2025 퍼레이드광명, 추억의 로라장, 레트로놀이존, 사회적경제존 등",광명시+광명문화재단,광명시청,광명시의회,02-2680-2162,https://festivalgm.or.kr/2025/,,경기도 광명시 철산로 13,경기도 광명시 철산동 526,37.4766078746,126.8690459955,20251217
안성맞춤 남사당 바우덕이축제,안성맞춤랜드+안성천 일대(작은미술관 부근),20251009,20251012,공식행사(개장식+개폐막식)+시립풍물단 상설공연+시민예술무대+바우덕이 국악콘서트+음악회+옛 장터 운영+농특산물 홍보판매 +체험프로그램+저탄소 프로그램+경관조명 운영 등+전야제(길놀이),안성맞춤남사당바우덕이축제위원회,경기도 안성시,문화체육관광부+경기도,031-678-5414,https://www.anseong.go.kr/festival/main.do,,경기도 안성시 보개면 남사당로 198,경기도 안성시 보개면 복평리 303-3번지,37.03286992,127.3078038,20250312
연천구석기축제,연천전곡리유적,20250502,20250505,선사문화체험+전시+이벤트,연천구석기축제추진위원회,경기도 연천군청,문화체육관광부+경기도+한국관광공사+경기관광공사,031-839-2378,https://www.yeoncheon.go.kr/festival/,,경기도 연천군 전곡읍 양연로 1510,경기도 연천군 전곡읍 전곡리 515,38.01564838,127.0614526,20251217
구름산예술제,시민체육관,20250920,20250921,예술 전시+부대행사,한국예술문화단체총연합회 광명지회,광명시청,광명시의회,02-2680-6229,,,경기도 광명시 철망산로 2,경기도 광명시 하안동 718-2,37.46676411,126.8699008,20251217
