bizplc_nm,licensg_ymd,licensg_rtrcn_ymd,bsn_state_div,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,roadnm_zipno,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,xcrd_vl,ycrd_vl,cultur_phstrn_indutype_nm,plvtinst_div_nm,insrnc_join_yn,buldng_tot_ar,mber_recrut_tot_psncnt,detls_indutype_nm
산마루 골프존,20190703,,13,영업중,,031-532-9885,11111,경기도 포천시 이동면 화동로 1962,경기도 포천시 이동면 장암리 283-11,11111,38.0226568661,127.3684521585,,232284.460743627,502251.923148137,골프연습장업,사립,,329.0,,
골프존파크 버디스크린,20191028,,13,영업중,,031-535-0755,11154,"경기도 포천시 군내면 포천로 1410-5, 2,3층",경기도 포천시 군내면 구읍리 427-2,11154,37.8852349981,127.2112609739,,218525.046804618,486985.801569879,골프연습장업,사립,,,,
몸에 좋은 골프,20191203,,13,영업중,,,11116,"경기도 포천시 일동면 화동로 1113-6, 지층",경기도 포천시 일동면 수입리 159-7,11116,37.9625407904,127.3207008433,,228119.528798792,495579.843097107,골프연습장업,사립,,831.0,,
골프킹 아카데미,20170421,,13,영업중,,031-722-0753,13642,"경기도 성남시 수정구 위례동로 153, 901,902호 (창곡동, 에이플타워)",경기도 성남시 수정구 창곡동 513,13642,37.4734922234,127.1499944798,,213196.788038769,441267.846008774,골프연습장업,사립,,,,
골프존파크 위례중앙광장점,20170504,,13,영업중,,,13640,"경기도 성남시 수정구 위례광장로 320, 908,909,910호 (창곡동, 아이에스센트럴타워)",경기도 성남시 수정구 창곡동 509-3,13640,37.4722444139,127.1426605976,,212518.559102908,441140.201730998,골프연습장업,사립,,,,
Yes골프연습장,20170609,,13,영업중,,,13565,"경기도 성남시 분당구 이매로 16, 상가동 지층 1~6호 (이매동, 아름마을효성아파트)",경기도 성남시 분당구 이매동 143,13565,37.3943395621,127.1225935372,,210740.060793158,432442.968775231,골프연습장업,사립,,,,
위너3차원골프연습장,20170921,,13,영업중,,031-706-0752,13466,"경기도 성남시 분당구 운중로 118, 스타타워 201호 (운중동)",경기도 성남시 분당구 운중동 948 스타타워,13466,37.3913786211,127.0760644532,,206665.253686911,432145.750723036,골프연습장업,사립,,,,
유명스크린 골프연습장,20171123,,13,영업중,,,13445,"경기도 성남시 수정구 설개로 60, 2층 (시흥동)",경기도 성남시 수정구 시흥동 71,13445,37.4176737629,127.1079998631,,209463.852094428,435026.341796198,골프연습장업,사립,,3767.0,,
마송 B.H스크린 골프존,20120509,,13,영업중,,,10016,경기도 김포시 통진읍 담터로 85-4,경기도 김포시 통진읍 서암리 789-1,10016,37.6947359022,126.5991249052,,164557.705817504,465887.748569505,골프연습장업,사립,,,,
삼삼골프,20121004,,13,영업중,,,10064,경기도 김포시 양촌읍 석모로45번길 16,경기도 김포시 양촌읍 석모리 990-1,415824,37.6516325617,126.6447862866,,168590.311086589,461090.173096239,골프연습장업,사립,,,,
스타스크린골프,20140321,,13,영업중,,031-981-5781,,,경기도 김포시 월곶면 갈산리 429-20,415871,,,,,,골프연습장업,사립,Y,,,
비앤아이 골프아카데미,20230210,,13,영업중,,031-395-5838,15825,"경기도 군포시 산본천로 43-6, 한숲 스포츠센타 지하2층 B201호 (산본동)",경기도 군포시 산본동 1146 한숲 스포츠센타 지하2층 B201호,15825,37.3606680696,126.9281710007,,193390.306538517,428855.170012922,골프연습장업,사립,,8588.0,,
에이스골프연습장,20230302,,13,영업중,,031-394-9797,15822,"경기도 군포시 고산로 529, 제AB동 지층 22~33호 (산본동, 금강2단지주상복합아파트)",경기도 군포시 산본동 1147 금강2단지주상복합아파트 제AB동 22~33호,,,,,193069.971071892,428759.005999406,골프연습장업,사립,,,,
행복골프훈련소 금정역점,20230516,,13,영업중,,031-427-0720,15807,"경기도 군포시 엘에스로 162, 103-2, 104~106호 (금정동)","경기도 군포시 금정동 1-50 103-2호, 104~106호",15807,37.3749176657,126.9449594575,,195062.494516223,430312.831057391,골프연습장업,사립,,5306.0,,
포일 골프 연습장,20030327,,13,영업중,,031-423-7373,16013,"경기도 의왕시 포일로 128, 1, 2층 (포일동)","경기도 의왕시 포일동 510-7 1, 2층",16013,37.3923479162,126.9863367251,,198735.234405125,432233.945351228,골프연습장업,사립,,,,
에프엠 스크린 골프존,20180726,,13,영업중,,,18602,경기도 화성시 만세구 향남읍 행정동로 13,경기도 화성시 만세구 향남읍 행정리 508-3,18602,37.1252691563,126.9263218818,,193381.547013423,402611.425807821,골프연습장업,사립,,,,
QED GOLF ACADEMY,20250314,,13,영업중,,,13560,"경기도 성남시 분당구 정자일로 121, 지하1층 I4~6호 (정자동, 더샵스타파크)",경기도 성남시 분당구 정자동 174-1 더샵스타파크,13560,37.3613295298,127.105560326,,209246.187569379,428774.799450215,골프연습장업,사립,,,,
담아드네 골프아카데미,20250317,,13,영업중,,,13544,"경기도 성남시 분당구 판교대장로8길 16, 클라우드베이 Ⅴ 2층 203호 (대장동)",경기도 성남시 분당구 대장동 616-2 클라우드베이 Ⅴ,13544,37.3715585248,127.0713986142,,,,골프연습장업,사립,,,,
석천실내골프연습장,19991223,,13,영업중,,031-874-1973,11624,경기도 의정부시 의정로40번길 11 (의정부동),경기도 의정부시 의정부동 526-1,480849,37.7366960883,127.035685631,,203068.257227842,470477.321171109,골프연습장업,사립,,,,
오션골프랜드,20020807,,13,영업중,,031-851-9797,11781,경기도 의정부시 산단로 99 (용현동),경기도 의정부시 용현동 379,480838,37.7444858303,127.0770095895,,206717.502370149,471331.501068957,골프연습장업,사립,,,,
명문골프스쿨,20030113,,13,영업중,,031-871-5400,11709,"경기도 의정부시 평화로 274, 지하1층 (호원동)",경기도 의정부시 호원동 442-3,11709,37.7164080966,127.0474875369,,204120.155334533,468214.636086157,골프연습장업,사립,,,,
맥켄리골프연습장,20060104,,13,영업중,,031-877-0759,11710,"경기도 의정부시 평화로 252, 1층 116호 (호원동, 미소프라자)",경기도 의정부시 호원동 450 미소프라자 1층 116호,11710,37.7142640778,127.047784224,,204151.131006174,467979.354480725,골프연습장업,사립,,,,
골프존파크 자금 라운지점,20060223,,13,영업중,,031-853-0036,11757,경기도 의정부시 부용로95번길 18 (금오동),경기도 의정부시 금오동 471-1 10층,480865,37.7519537733,127.0684419838,,205960.738543567,472165.452703356,골프연습장업,사립,Y,9377.0,,
임페리얼스크린골프,20071122,,13,영업중,,031-878-1872,11698,경기도 의정부시 태평로 6 (의정부동),경기도 의정부시 의정부동 99-2,480841,37.7336099379,127.0486766354,,204216.075274824,470124.229147649,골프연습장업,사립,,752.0,,
의정부골프연습장 제이제이골프연습장,20080319,,13,영업중,,031-837-7676,11650,"경기도 의정부시 둔야로 12, 3층,4층 (의정부동)","경기도 의정부시 의정부동 511-11 3층,4층",11650,37.7370827518,127.0400527254,,203458.355675898,470515.385295019,골프연습장업,사립,,,,
엠제이골프아카데미,20240621,,13,영업중,,,12438,"경기도 가평군 조종면 청군로 1379, 1층",경기도 가평군 조종면 현리 358,12438,37.821592872,127.3381541055,,229709.189584881,479930.986811968,골프연습장업,사립,,,,
OK스크린골프,20150206,,13,영업중,,,15457,"경기도 안산시 단원구 원포공원2로 16, 5001호 (초지동)",경기도 안산시 단원구 초지동 744-2 5001호,425856,37.3011488594,126.8111950812,,183191.895652736,422147.326451655,골프연습장업,사립,,,,
서종골프연습장,20000731,,13,영업중,,031-771-7009,,경기도 양평군 서종면 수대울길 199-1,경기도 양평군 서종면 문호리 1081-3,476813,37.5791441165,127.3604025473,,231760.352592736,453013.300051581,골프연습장업,사립,,,,
대한스크린골프,20071127,,13,영업중,,,,경기도 양평군 양평읍 마유산로 34,경기도 양평군 양평읍 양근리 100-8,476802,37.496427069,127.4883137549,,243109.385542921,443910.710183335,골프연습장업,사립,,494.0,,
양평힐스골프연습장,20080325,,13,영업중,,,12547,경기도 양평군 양평읍 경강로 2247,경기도 양평군 양평읍 백안리 242-2,12547,37.494720502,127.5290057704,,246708.339394755,443773.911733463,골프연습장업,사립,,799.0,,
무봉리스크린골프,20100211,,13,영업중,,,,경기도 포천시 소흘읍 호국로 475 (2층),경기도 포천시 소흘읍 이동교리 84-1 2층,487826,37.8152176975,127.1352536337,,211852.859917988,479190.374493223,골프연습장업,사립,,,,
JR스크린골프존,20110804,,13,영업중,,,13112,"경기도 성남시 수정구 복정로 107, 지하2층 (복정동)",경기도 성남시 수정구 복정동 663-6,13112,37.4626046535,127.1267398784,,211143.614912958,440056.245261241,골프연습장업,사립,,,,
아일랜드 골프존,20111021,,13,영업중,,,,"경기도 성남시 중원구 도촌로 12 (도촌동,대덕프라자 202.203호)",경기도 성남시 중원구 도촌동 563 대덕프라자 202.203호,462080,37.4152028165,127.1507518301,,213275.563722167,434797.825432696,골프연습장업,사립,,,,
골프존 아카데미,20111026,,13,영업중,,031-8016-0712,13466,"경기도 성남시 분당구 운중로 122, 1001호 (운중동, 골드클래스)",경기도 성남시 분당구 운중동 946 골드클래스 10층 1001호,13466,37.391362658,127.0766406931,,206716.061920381,432144.188594518,골프연습장업,사립,,,,
박제원 골프아카데미,20120110,,13,영업중,,031-8016-0432,13479,"경기도 성남시 분당구 서판교로 36, 2층 (판교동)",경기도 성남시 분당구 판교동 577-3 화영빌딩 2층,463410,37.3899675687,127.0978866238,,208600.25834555,431991.076676201,골프연습장업,사립,,,,
퍼니스크린,20120319,,13,영업중,,031-708-0027,13506,"경기도 성남시 분당구 성남대로916번길 7, 601호 (야탑동, 서일빌딩)",경기도 성남시 분당구 야탑동 366-3 서일빌딩 601호,463827,37.4111551936,127.1298655231,,211425.152737222,434345.493840413,골프연습장업,사립,,,,
이동준골프스쿨,20130807,,13,영업중,,031-716-0777,13626,"경기도 성남시 분당구 미금로 36, 지하1층 (구미동, 브리엘프라자)",경기도 성남시 분당구 구미동 205-5 브리엘프라자 지하1층,463871,37.3368668385,127.1167965651,,210279.433045204,426099.137425766,골프연습장업,사립,,1505.0,,
OK스크린 골프,20130905,,13,영업중,,,13179,"경기도 성남시 중원구 산성대로 386, 6,7층 (금광동, 금광타워)",경기도 성남시 중원구 금광동 4400 금광타워,462805,37.4463575633,127.1580459795,,213916.552139173,438256.790107325,골프연습장업,사립,,1630.0,,
판교스크린골프존,20131209,,13,영업중,,031-8016-2600,13535,"경기도 성남시 분당구 동판교로 58, 301~303호 (백현동, 나이스프라자)",경기도 성남시 분당구 백현동 602 나이스프라자 301~303호,463420,37.3879159994,127.1152151971,,210132.488001437,431763.317737377,골프연습장업,사립,Y,1702.0,,
골프랩,20140417,,13,영업중,,031-703-2527,13536,"경기도 성남시 분당구 판교역로10번길 23, 지하1층 (백현동)",경기도 성남시 분당구 백현동 564-4 엘타워 지하1층,463420,37.3856952483,127.1114310153,,209799.225995575,431519.323037349,골프연습장업,사립,Y,1279.0,,
애플스크린골프(2),20140617,,13,영업중,,031-714-0753,13550,"경기도 성남시 분당구 궁내로 8, 2층 (궁내동)",경기도 성남시 분당구 궁내동 344-1 2층,463470,37.3697133139,127.1004680989,,208837.660563088,429743.840309947,골프연습장업,사립,,,,
애플스크린골프(3),20140617,,13,영업중,,031-714-0753,13550,"경기도 성남시 분당구 궁내로 8, 지하1층 (궁내동)",경기도 성남시 분당구 궁내동 344-1 지하1층,463470,37.3697133139,127.1004680989,,208837.660563088,429743.840309947,골프연습장업,사립,,,,
스윙골프아카데미 연습장,20181011,,13,영업중,,,13523,"경기도 성남시 분당구 판교로 438, 경림빌딩 지하 1층 (이매동)",경기도 성남시 분당구 이매동 131-4 경림빌딩,13523,37.40515555,127.1224263016,,210768.444223463,433675.978038669,골프연습장업,사립,,4061.0,,
스마트골프아카데미 옥정,20210415,,13,영업중,,,11473,"경기도 양주시 회천남로 92, 센타프라자 10층 1006, 1007호 (옥정동)",경기도 양주시 옥정동 963-14,11473,37.818564629,127.0922097718,,208050.177635458,479559.824332482,골프연습장업,사립,,16803.0,,
탑 골프연습장,20211104,,13,영업중,,,11481,"경기도 양주시 고덕로 342, 2층 202호 (고읍동)",경기도 양주시 고읍동 439 202호,11481,37.8024190292,127.0785309857,,206844.813680698,477768.810623839,골프연습장업,사립,,1266.0,,
GDR양주옥정2호점,20220829,,13,영업중,,031-928-5088,11473,"경기도 양주시 옥정동로7가길 4, 4층 (옥정동)",경기도 양주시 옥정동 964-4,11473,37.8214200966,127.0943301738,,208237.236103788,479876.622762888,골프연습장업,사립,,8373.0,,
피지에이(PGA)양주,20230116,,13,영업중,,,11494,경기도 양주시 고삼로 10 (만송동),경기도 양주시 만송동 259-1,11494,37.7993266853,127.0859204891,,207493.98767612,477424.985106439,골프연습장업,사립,,699.0,,
화이트 골프연습장,20091105,,13,영업중,,031-8059-3893,18588,"경기도 화성시 만세구 향남읍 향봉로 40-8, 화이트 골프연습장",경기도 화성시 만세구 향남읍 도이리 317-1 화이트 골프연습장,18588,37.138119894,126.942618295,,194872.419780253,404023.038806705,골프연습장업,사립,,7363.0,,
베러댄QED골프아카데미스쿨,20230210,,13,영업중,,031-397-7161,15862,"경기도 군포시 번영로 504, 산본역 지하1층층 가호 (산본동)","경기도 군포시 산본동 1231 산본역, 지하1층 가호",15862,37.358105182,126.9331702202,,193729.872096481,428221.430499605,골프연습장업,사립,,38608.0,,
베스트 골프연습장,20201013,,13,영업중,,,17595,"경기도 안성시 알미산로 306-1, 1층 (도기동)",경기도 안성시 도기동 301-52,17595,36.9920653882,127.2647591427,,223489.712630951,387865.923140821,골프연습장업,사립,,969.0,,
VIP 골프아카데미,20180814,,13,영업중,,,18271,"경기도 화성시 만세구 남양읍 시청로 123, 601,602,603호",경기도 화성시 만세구 남양읍 남양리 2072-15,18271,37.2001661292,126.8268189822,,184552.080589945,410942.561112312,골프연습장업,사립,,,,
골프존파크 향남원 상신점,20181004,,13,영업중,,031-353-4433,18616,"경기도 화성시 만세구 향남읍 상신하길로 74, 5층",경기도 화성시 만세구 향남읍 상신리 1327-2,18616,37.1008728979,126.8964585232,,190724.156088064,399920.17784293,골프연습장업,사립,,,,
JK골프연습장,20190906,,13,영업중,,031-224-1722,18421,"경기도 화성시 병점구 효행로1156번길 14, 지1층 (병점동)",경기도 화성시 병점구 병점동  203-7,18421,37.2135436566,127.0516691079,,204517.684141714,412407.098652786,골프연습장업,사립,,,,
골프존 파크 역북 VIP점,20120919,,13,영업중,,031-338-0754,17057,경기도 용인시 처인구 명지로 81 (역북동),경기도 용인시 처인구 역북동 597,449070,37.2286924532,127.1881151097,,216651.21378849,414113.0812901,골프연습장업,사립,,,,
더스크린 SG골프 송산점,20191101,,13,영업중,,031-357-5622,18244,"경기도 화성시 만세구 수노을2로 11, 스타타워 10층 1001~1006호 (새솔동)",경기도 화성시 만세구 새솔동 0,18244,37.2852874583,126.8163597492,,,,골프연습장업,사립,,,,
그린힐골프,20191120,,13,영업중,,031-8001-8777,18411,"경기도 화성시 병점구 병점3로 34, 2,3층 (병점동)","경기도 화성시 병점구 병점동  348-25 2,3층",18411,37.2078820243,127.0373901669,,203250.469040666,411773.699134737,골프연습장업,사립,,,,
골프존파크 남양스카이점,20191122,,13,영업중,,031-356-5000,18258,"경기도 화성시 만세구 남양읍 남양성지로 217, 2층",경기도 화성시 만세구 남양읍 남양리 1373-8,18258,37.2132737692,126.825474075,,184420.160036121,412393.434884135,골프연습장업,사립,,,,
버들골프,20201201,,13,영업중,,,18559,"경기도 화성시 만세구 우정읍 버들로 979, B동 2층",경기도 화성시 만세구 우정읍 주곡리 838-12,18559,37.1179540327,126.8244859137,,184327.796101324,401815.065479237,골프연습장업,사립,,,,
동탄골프랜드,20210720,,13,영업중,,031-223-7711,18416,경기도 화성시 병점구 서동탄로 7-25 (능동),경기도 화성시 병점구 능동 697-16,18416,37.2028249796,127.0466727853,,204093.490841848,411221.384238624,골프연습장업,사립,,16605.0,,
라온골프,20211020,,13,영업중,,,18589,"경기도 화성시 만세구 향남읍 발안로 303, 마루타운 2층",경기도 화성시 만세구 향남읍 동오리 556-4,18589,37.1342470407,126.9413857353,,194734.464854784,403612.905001567,골프연습장업,사립,,,,
선스포츠타운,20230823,,13,영업중,,031-533-3337,11104,경기도 포천시 영북면 영북로 98,경기도 포천시 영북면 운천리 308-2,11104,38.0828123783,127.2758116299,,224126.557720419,508933.945335519,골프연습장업,사립,,,,
에이스 골프연습장,20240416,,13,영업중,,,11153,"경기도 포천시 군내면 청군로 3377, 2층",경기도 포천시 군내면 구읍리 591-7,11153,37.8906888267,127.2079870059,,218219.431212287,487579.326557897,골프연습장업,사립,,,,
패밀리,20250122,,13,영업중,,,,경기도 포천시 군내면 반월산성로 24,경기도 포천시 군내면 하성북리 538-1,11151,37.9041823862,127.2157824757,,218904.432890017,489077.197749425,골프연습장업,사립,,,,
아하농원(이글파3),20250224,,13,영업중,,,11183,경기도 포천시 소흘읍 거친봉이길 48,경기도 포천시 소흘읍 무봉리 381-5,11183,37.791565313,127.1288846685,,211374.497368915,476532.637754328,골프연습장업,사립,,,,
일동 SDR 골프 아카데미,20250305,,13,영업중,,,,경기도 포천시 일동면 화동로 1192-20,경기도 포천시 일동면 화대리 672-10,11117,37.9660847312,127.3279783786,,228772.614044043,496002.8172659,골프연습장업,사립,,,,
힐마루 포천 PAR3 연습장,20250410,,13,영업중,,,11130,경기도 포천시 영중면 금화봉4길 77,경기도 포천시 영중면 거사리 산 105,11130,37.989158139,127.2240302397,,219669.219684006,498452.263271918,골프연습장업,사립,,,,
GDR 골프아카데미 포천군내점,20250617,,13,영업중,,031-531-0753,11151,경기도 포천시 군내면 반월산성로 24,경기도 포천시 군내면 하성북리 538-1,11151,37.9041823862,127.2157824757,,218904.432890017,489077.197749425,골프연습장업,사립,,,,
애플골프클럽,20130312,,13,영업중,,031-282-5698,17079,"경기도 용인시 기흥구 한보라2로 5-5, 401호 (보라동)",경기도 용인시 기흥구 보라동 578-3 401호,446904,37.2546022547,127.1101995822,,209706.037963395,416967.412533059,골프연습장업,사립,,3895.0,,
해솔리아골프연습장,20130318,,13,영업중,,,17126,"경기도 용인시 처인구 이동읍 백자로 369, 해솔리아컨트리클럽",경기도 용인시 처인구 이동읍 천리 산 27-1 해솔리아컨트리클럽,17126,37.2027065424,127.1853259527,,216207.289214763,411811.811569829,골프연습장업,사립,,6060.0,,
레이크 골프 클럽,20130411,,13,영업중,,031-273-8520,17099,경기도 용인시 기흥구 덕영대로 1811-1 (하갈동),경기도 용인시 기흥구 하갈동 477-1,446930,37.2502000159,127.0878958666,,207682.66703311,416485.598315156,골프연습장업,사립,Y,2110.0,,
태경스크린골프,20130809,,13,영업중,,031-217-0753,16950,"경기도 용인시 기흥구 흥덕3로 25, 2층 (영덕동)",경기도 용인시 기흥구 영덕동 1052-3 2층,446908,37.2710548484,127.0817592089,,207179.000851058,418792.382510684,골프연습장업,사립,Y,1993.0,,
곤지암 골프존 스크린,20080905,,13,영업중,,,,경기도 광주시 초월읍 경충대로 854 (2층),경기도 광주시 초월읍 산이리 2-1 2층,464861,37.3604938046,127.3171630475,,228030.457644155,428764.983819855,골프연습장업,사립,,794.0,,
J투스크린골프,20090626,,13,영업중,,031-763-3303,,경기도 광주시 양벌로 154,경기도 광주시 양벌동 272-9,464896,37.3826350682,127.254282006,,,,골프연습장업,사립,,,,
리더스골프,20030802,,13,영업중,,,15858,"경기도 군포시 금당로 39, 자유로운 삶 아파트 상가 2층 (당동)",경기도 군포시 당동 950-1 자유로운 삶 아파트 상가,15858,37.3510689251,126.9395799352,,194562.445562689,427661.844467383,골프연습장업,사립,,,,
맥시움 골프스쿨,20050221,,13,영업중,,031-429-6789,,"경기도 군포시 고산로 150, 701호 (당정동,맥시움 빌딩)",경기도 군포시 당정동 545-6 맥시움 빌딩 701호,435833,37.3490841423,126.9546338518,,195910.289819069,427455.791551821,골프연습장업,사립,,,,
마스터즈스크린골프,20070713,,13,영업중,,,,"경기도 군포시 용호1로2번길 47-4, B01,105,106호 (당동, 홍솔주상복합아파트)",경기도 군포시 당동 961-4,435012,37.3468967127,126.9417335291,,194764.652138085,427200.637515414,골프연습장업,사립,,,,
JMS 골프,20130826,,13,영업중,,031-286-1000,17114,경기도 용인시 기흥구 삼성2로 168 (농서동),경기도 용인시 기흥구 농서동 38-2,446920,37.2222078551,127.0894346423,,207859.154457832,413310.873674066,골프연습장업,사립,,9986.0,,
안성골프클럽,20240730,,13,영업중,,031-677-0720,17595,경기도 안성시 안성맞춤대로 827 (계동),경기도 안성시 계동 120-1,17595,36.9878131153,127.2660420362,,223675.458890052,387393.397586847,골프연습장업,사립,,2494.0,,
지티에스골프 평택캠퍼스,20160913,,13,영업중,,031-618-9010,17854,"경기도 평택시 비전5로 20-37, 6층 (비전동, 파크에비뉴)",경기도 평택시 비전동 1109-1 파크에비뉴 6층,17854,36.9996339902,127.1150452294,,210170.172281289,388671.898918524,골프연습장업,사립,,4694.0,,
갤러리 스크린골프존,20090608,,13,영업중,,031-385-5582,14072,"경기도 안양시 동안구 시민대로 214, 701호 (호계동, 다운타운빌딩)",경기도 안양시 동안구 호계동 1043-1 다운타운빌딩 701호,14072,37.3919182692,126.9547981635,,195924.29062895,432204.553682233,골프연습장업,사립,Y,,,
오거스타 골프클럽,20030728,,13,영업중,,,13565,"경기도 성남시 분당구 이매로 16, 지층 1~6호 (이매동, 아름마을효성아파트)","경기도 성남시 분당구 이매동 143 아름효성강사지하1,2,3,4,6호",,,,,210740.060793158,432442.968775231,골프연습장업,사립,,,,
분당그린피아골프,20051114,,13,영업중,,031-606-9974,13574,"경기도 성남시 분당구 새마을로 255 (율동, 분당 그린피아 골프)",경기도 성남시 분당구 율동 200-3 외 5필지,13574,37.3896990917,127.1556148471,,213701.849959854,432038.754801312,골프연습장업,사립,,,,
J.S 스크린 골프,20061211,,13,영업중,,031-701-7477,13577,"경기도 성남시 분당구 새마을로 6, 4층 (서현동, 금성빌딩)",경기도 성남시 분당구 서현동 99-1 4층,13577,37.3839019485,127.1312759682,,211558.431033945,431323.464652516,골프연습장업,사립,,,,
해원골프연습장,20061019,,13,영업중,,,14548,"경기도 부천시 원미구 중동로248번길 33, 601호 (중동, 신풍프라자)",경기도 부천시 원미구 중동 1146-7 신풍프라자 601호,420852,37.5017577954,126.7708564374,,179668.282061054,444418.179602867,골프연습장업,사립,,,,
서정비전골프존,20140228,,13,영업중,,031-663-0033,17772,경기도 평택시 송탄로 271 (서정동),경기도 평택시 서정동 823-3,459813,37.0680186759,127.0586915051,,205151.68,396262.055,골프연습장업,사립,,770.0,,
큐이디골프아카데미 별내점,20190603,,13,영업중,,031-571-2261,12105,"경기도 남양주시 두물로 19, 3층 301-1호 (별내동)",경기도 남양주시 별내동 936-4,12105,37.6558091944,127.1266137726,,211100.780108692,461499.258113904,골프연습장업,사립,Y,,,
MVM휘트니스,20140120,,13,영업중,,031-261-8822,16860,"경기도 용인시 수지구 심곡로 87, 지하1층 B101,B105호 (성복동, 골드프라자2)","경기도 용인시 수지구 성복동 33-5 수지제일아이조움 지하1층 B101,B105호",16860,37.3107161657,127.08177659,,207166.174549831,423226.500114633,골프연습장업,사립,,,,
버들스크린골프,20170705,,13,영업중,,,18559,"경기도 화성시 만세구 우정읍 버들로 979, A동 201호",경기도 화성시 만세구 우정읍 주곡리 838-12,18559,37.1179540327,126.8244859137,,184327.796101324,401815.065479237,골프연습장업,사립,,,,
월드스타스크린골프,20070823,,13,영업중,,,14543,"경기도 부천시 원미구 길주로77번길 19-27, 301호 (상동, 광장프라자)",경기도 부천시 원미구 상동 531-3 광장프라자 301호,420861,37.5069141569,126.7493770313,,177769.142169539,444995.868809661,골프연습장업,사립,,,,
BD골프아카데미,20180129,,13,영업중,,031-292-2882,18295,경기도 화성시 효행구 봉담읍 삼천병마로 1220,경기도 화성시 효행구 봉담읍 상리 459-6,18295,37.2158854262,126.9448305632,,195049.870297914,412656.497164268,골프연습장업,사립,,,,
에이스 스크린골프,20090709,,13,영업중,,,13558,"경기도 성남시 분당구 느티로 16, 501호 (정자동, 젤존타워1)",경기도 성남시 분당구 정자동 17-1 젤존타워 5층 501호,13558,37.3681645175,127.1063150979,,209344.872072563,429572.831324256,골프연습장업,사립,,,,
홀인원골프연습장,20070919,,13,영업중,,032-329-5858,14582,"경기도 부천시 원미구 부흥로303번길 56, 701호 (중동, 우성프라자)",경기도 부천시 원미구 중동 1128-1 우성프라자 701호,420851,37.4970756159,126.7760379807,,180124.539313548,443897.857761453,골프연습장업,사립,,,,
훼밀리골프클럽,20060825,,13,영업중,,031-667-5995,17743,경기도 평택시 경기대로 1096 (장당동),경기도 평택시 장당동 411-8,17743,37.0446652761,127.0618180234,,205437.249084448,393659.080597676,골프연습장업,사립,,326.0,,
조일골프랜드,20061031,,13,영업중,,031-691-7338,17875,경기도 평택시 청룡길 166 (청룡동),경기도 평택시 청룡동 157-11,17875,37.0274343319,127.1263503067,,211209.077490271,391787.092937628,골프연습장업,공립,Y,5435.0,,
홍진골프연습장,20071116,,13,영업중,,031-657-7676,17895,경기도 평택시 평택1로 48 (비전동),경기도 평택시 비전동 630-12 비전빌딩 지2층호,17895,36.9962447199,127.0882251368,,207784.053567699,388298.029304403,골프연습장업,사립,Y,9120.0,,
골프존,20080509,,13,영업중,,031-662-1700,17828,경기도 평택시 평택로163번길 27 (신대동),경기도 평택시 신대동 126,17828,37.0009350445,127.0762302755,,206719.444020851,388817.576976985,골프연습장업,사립,,646.0,,
평택 베스트탑 골프연습장,20080714,,13,영업중,,1577-9973,17723,경기도 평택시 도일로 165 (도일동),경기도 평택시 도일동 281-3,17723,37.0541086173,127.1125883428,,209902.273010104,394760.811563224,골프연습장업,사립,,8568.0,,
동성골프,20090206,,13,영업중,,031-659-1460,17877,경기도 평택시 서동대로 3844 (소사동),경기도 평택시 소사동 2-2,18034,36.9911700449,127.1352032131,,211964.823512543,387797.337232683,골프연습장업,사립,,2605.0,,
라온 스크린골프,20090218,,13,영업중,,,17944,"경기도 평택시 안중읍 현화중앙길 1, 2층",경기도 평택시 안중읍 현화리 833-2 세현빌딩 2층,451885,36.9786795345,126.9206940584,,192865.353813606,386344.430461067,골프연습장업,사립,,,,
[평택]동진골프앤피트니스클럽,20091014,,13,영업중,,031-666-0707,17725,경기도 평택시 도일유통길 95-50 (도일동),경기도 평택시 도일동 995-8,17725,37.0410995205,127.1012633096,,208867.58466537,393274.200866396,골프연습장업,사립,,10867.0,1000,
킹스크린골프연습장,20100303,,13,영업중,,031-374-5707,17705,경기도 평택시 진위면 야막길 108-104,경기도 평택시 진위면 야막리 158-4 장명빌딩,17705,37.1318846721,127.056373203,,204945.418980503,403344.878037062,골프연습장업,사립,,1527.0,,
(주)헬스보이짐,20100902,,13,영업중,,,17885,"경기도 평택시 경기대로 271, 9층 (비전동, 패밀리타운)",경기도 평택시 비전동 830-2 패밀리타운 9층,17885,36.9950110282,127.1127085162,,209964.342611658,388157.59866905,골프연습장업,사립,,19560.0,,
팀스크린골프장,20100916,,13,영업중,,031-665-0782,17752,경기도 평택시 목천로17번길 115 (신장동),경기도 평택시 신장동 397-15,17752,37.0872036003,127.0521780569,,204570.610955475,398384.864187516,골프연습장업,사립,,399.0,,
시튼하우스,20101108,,13,영업중,,031-662-3345,17755,경기도 평택시 경기대로 1589 (독곡동),경기도 평택시 독곡동 360-17,17755,37.0861768775,127.0620742497,,205427.777092488,398279.997432147,골프연습장업,사립,,368.0,,
박성만골프아카데미,20101214,,13,영업중,,,17944,"경기도 평택시 안중읍 현화중앙길 1, 2층",경기도 평택시 안중읍 현화리 833-2 세연프라자 202호,451885,36.9786795345,126.9206940584,,192865.353813606,386344.430461067,골프연습장업,사립,,,,
