sigun_nm,faclt_nm,telno,dat_crtr_ymd,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt
안성시,남사당바우덕이풍물단,031-687-2518,20210305,경기도 안성시 보개면 남사당로 196-31 남사당전수관,경기도 안성시 보개면 복평리 34-3번지 남사당전수관,17508,37.0315019,127.3091734
안산시,안산문화원,031-415-0041,20210305,경기도 안산시 상록구 석호로 144,경기도 안산시 상록구 사동 1586-1번지,15585,37.2993271,126.8476224
시흥시,시흥문화원,031-317-0827,20210305,경기도 시흥시 연성로13번길 3,경기도 시흥시 하중동 875-1번지,14976,37.3904462,126.8047643
성남시,성남문화원,031-756-1082,20210305,경기도 성남시 수정구 산성대로215번길 7 (신흥동),경기도 성남시 수정구 신흥동 6926번지,13343,37.4390594,127.1408289
부천시,부천문화원,032-651-3739,20210305,경기도 부천시 경인로92번길 33 (송내동),경기도 부천시 소사구 송내동 387-4번지,14727,37.4825054,126.7665645
부천시,부천향토역사관,032-625-8385,20210305,경기도 부천시 소사로 638 부천옹기박물관,경기도 부천시 오정구 여월동 318번지 부천옹기박물관,14474,37.5137431,126.8017551
남양주시,남양주문화원,031-592-0667,20210305,경기도 남양주시 경춘로 883-36,경기도 남양주시 금곡동 754-5번지,12235,37.6330655,127.1980498
김포시,김포문화원,031-982-1110,20210305,경기도 김포시 사우중로 26,경기도 김포시 사우동 259-4번지,10110,37.6171786,126.7180615
김포시,통진두레문화센터,031-983-7225,20210305,경기도 김포시 통진읍 김포대로 2347-8,경기도 김포시 통진읍 마송리 160-27번지,10029,37.6957781,126.5869754
군포시,군포시문화예술회관,031-390-3500,20210305,경기도 군포시 고산로 599,경기도 군포시 산본동 1101번지,15820,37.3657844,126.9274658
안양시,안양문화원,031-449-4451,20210305,경기도 안양시 만안구 현충로 53,경기도 안양시 만안구 안양동 472-9번지,14089,37.3904291,126.9258325
안양시,김중업 건축박물관 (옛 유유산업 공장),031-687-0909,20210305,경기도 안양시 만안구 예술공원로103번길 4 (석수동),경기도 안양시 만안구 석수동 214번지,13912,37.4183798,126.9183187
구리시,구리문화원,031-557-6383,20210305,경기도 구리시 동구릉로 217-14 (인창동),경기도 구리시 인창동 56-36번지,11910,37.6184044,127.1384835
광주시,광주문화원,031-764-0686,20210305,경기도 광주시 문화로85번길 19-12,경기도 광주시 경안동 157-26번지,12762,37.4100087,127.2494127
광명시,광명문화원,02-2618-5800,20210305,경기도 광명시 철망산로 42,경기도 광명시 하안동 683번지,14245,37.4674358,126.8732253
광명시,광명문화의집,02-2687-0556,20210305,경기도 광명시 너부대로 32번길 15-3,,14289,,
광명시,광명시민회관,02-2680-2562,20210305,경기도 광명시 시청로 20,경기도 광명시 철산동 222-1번지,14234,37.4778909,126.8646668
과천시,과천문화원,02-504-6513,20210305,경기도 과천시 문원로 40-1 (문원동),경기도 과천시 문원동 31-7번지,13828,37.4283426,127.0017901
과천시,안보교육관,02-731-3652,20210305,경기도 과천시 관문로 69,경기도 과천시 중앙동 1-3번지,13806,37.4285636,126.9881012
과천시,과천시민회관,02-504-7300,20210305,경기도 과천시 통영로 5 (중앙동),경기도 과천시 중앙동 6-2번지,13807,37.4282074,126.9891095
고양시,고양문화원,031-963-0600,20210305,경기도 고양시 일산서구 한류월드로 280 (대화동),경기도 고양시 일산서구 대화동 1050-176번지,10392,37.6650157,126.75628
고양시,고양시문예회관,031-965-2957,20210305,경기도 고양시 덕양구 고양시청로 10 (주교동),경기도 고양시 덕양구 주교동 600번지,10460,37.6584112,126.8319654
가평군,가평문화예술회관,031-8078-8076,20210305,경기도 가평군 가평읍 문화로 131,경기도 가평군 가평읍 대곡리 316번지,12416,37.8256697,127.5047043
가평군,가평문화원,031-582-2016,20210305,경기도 가평군 가평읍 문화로 131,경기도 가평군 가평읍 대곡리 316번지,12416,37.8256697,127.5047043
안양시,안양문화예술재단,031-389-5200,20210305,경기도 안양시 만안구 문예로36번길 16,경기도 안양시 만안구 안양동 549번지,14093,37.3846057,126.9313328
용인시,용인문화원,031-324-9600,20210305,경기도 용인시 처인구 중부대로 1199,경기도 용인시 처인구 삼가동 556번지,17019,37.2407024,127.179215
용인시,처인홀문예회관(구.용인시문예회관),031-335-0455,20210305,경기도 용인시 처인구 중부대로1392번길 15 용인시문예회관,경기도 용인시 처인구 김량장동 346번지 용인시문예회관,17062,37.2317489,127.1988571
수원시,수원청소년문화센터,031-218-0400,20210305,경기도 수원시 팔달구 권광로 293 수원청소년종합복지관,경기도 수원시 팔달구 인계동 333번지 수원청소년종합복지관,16486,37.2742363,127.0356985
수원시,수원시무형문화재전수회관,031-228-4613,20210305,경기도 수원시 팔달구 수원천로 372,경기도 수원시 팔달구 매향동 117-1번지,16254,37.2866953,127.0180907
수원시,수원문화원,031-244-2161,20210305,경기도 수원시 팔달구 팔달산로 28,경기도 수원시 팔달구 매산로3가 산3번지,16444,37.2735973,127.0113164
포천시,포천 아트밸리,031-538-3485,20210305,경기도 포천시 신북면 아트밸리로 234,경기도 포천시 신북면 기지리 282번지,11139,37.9234463,127.2364959
평택시,평택문화원,031-655-2002,20210305,경기도 평택시 중앙로 277 평택문화예술회관,경기도 평택시 비전동 847번지 평택문화예술회관,17901,36.9911212,127.1140767
평택시,평택서부(안중)문화예술회관,031-8024-8321,20210305,경기도 평택시 안중읍 서동대로 1531,경기도 평택시 안중읍 학현리 572번지,17816,36.990134,126.9201464
양주시,양주문화예술회관,031-828-9723,20210305,경기도 양주시 광적면 부흥로618번길 303,경기도 양주시 광적면 광석리 132번지,11502,37.8133018,126.9721412
양주시,양주별산대놀이전수회관,031-840-9986,20210305,경기도 양주시 부흥로1399번길 47,경기도 양주시 유양동 262번지,11498,37.7862072,127.0315714
안성시,태평무전수관,031-676-0141,20210305,경기도 안성시 태평무길 42,경기도 안성시 사곡동 31번지,17539,37.0358067,127.2665582
수원시,수원시립아이파크미술관,031-228-3800,20210305,경기도 수원시 팔달구 정조로 833,경기도 수원시 팔달구 신풍동 238-1번지,16252,37.2827916,127.0157241
성남시,미누현대미술관,031-754-9696,20210305,경기도 성남시 수정구 공원로 360,경기도 성남시 수정구 신흥동 2024번지 두산아파트,13269,37.445584,127.1493783
파주시,한향림옹기박물관,070-4161-7275,20210305,경기도 파주시 탄현면 헤일리마을길 63,경기도 파주시 탄현면 법흥리 1652-208번지,10859,37.789117,126.6984906
파주시,탄탄스토리하우스갤러리,031-942-6608,20210305,경기도 파주시 회동길 130,경기도 파주시 문발동 519-1번지,10881,37.7080352,126.6879064
파주시,갤러리박영,031-955-4071,20210305,경기도 파주시 회동길 37-9,경기도 파주시 문발동 526-6번지,10881,37.705739,126.6843126
이천시,시립월전미술관,031-637-0033,20210305,경기도 이천시 경충대로 2709번길 185,경기도 이천시 관고동 378번지,17379,37.2801703,127.4240484
이천시,해강도자미술관,031-634-2266,20210305,경기도 이천시 신둔면 경충대로3150번길 44,경기도 이천시 신둔면 수광리 330-1번지,17303,37.3087939,127.4049032
이천시,이천세계도자센터(이천세라피아),031-645-0730,20210305,경기도 이천시 경충대로2697번길 167-29,경기도 이천시 관고동 432-3번지,17379,37.274069,127.4259269
연천군,석장리미술관,031-835-2859,20210305,경기도 연천군 백학면 백왕로225번길 240,경기도 연천군 백학면 석장리 875번지,11048,38.0539683,126.9176214
여주시,죽포미술관,031-881-5905,20210305,경기도 여주시 산북면 고촌길 26-10,경기도 여주시 산북면 명품리 267번지,12600,37.410035,127.4426415
여주시,반달미술관 (여주세계생활도자관),031-884-8644,20210305,경기도 여주시 신륵사길 7,경기도 여주시 천송동 297-1번지,12636,37.3001409,127.6545498
양평군,마나스아트센터,031-774-5121,20210305,경기도 양평군 강상면 강남로 743,경기도 양평군 강상면 병산리 300-3번지,12571,37.493708,127.4609265
양평군,바탕골예술관,031-774-0745,20210305,경기도 양평군 강하면 강남로 50,,12574,,
양평군,닥터박갤러리,031-775-5600,20210305,경기도 양평군 강하면 강남로 469,경기도 양평군 강하면 전수리 470-5번지,12575,37.5061272,127.4364469
안성시,아트센터마노,031-676-7815,20210305,경기도 안성시 보개면 남사당로 196-33,경기도 안성시 보개면 복평리 34번지,17508,37.0319151,127.3082841
안산시,너리굴문화마을,031-675-2171,20210305,경기도 안산시 보개면 너구리굴길100,,,,
안성시,대안미술공간소나무,031-673-0904,20210305,경기도 안성시 미양면 이박골길 75-33,경기도 안성시 미양면 계륵리 232-8번지,17598,36.98126,127.2486122
안산시,정문규미술관,032-881-2753,20210305,경기도 안산시 단원구 대부황금로 153-9,경기도 안산시 단원구 선감동 680-9번지,15652,37.2053248,126.6442704
안산시,경기도미술관,031-481-7007,20210305,경기도 안산시 단원구 동산로 268,경기도 안산시 단원구 초지동 667번지,15385,37.3250733,126.8099722
시흥시,소전미술관,031-313-1211,20210305,경기도 시흥시 소래산길 41,경기도 시흥시 대야동 420-106번지,14902,37.4519575,126.7855178
남양주시,서호미술관,031-592-1865,20210305,경기도 남양주시 화도읍 북한강로 1344,경기도 남양주시 화도읍 금남리 571-17번지,12193,37.6327094,127.3514962
남양주시,모란미술관,031-594-8001,20210305,경기도 남양주시 화도읍 경춘로 2110번길 8,경기도 남양주시 화도읍 월산리 246-1번지,12190,37.6504097,127.3237778
김포시,보름산미술관,031-985-0005,20210305,경기도 김포시 고촌읍 수기로 100-78,경기도 김포시 고촌읍 신곡리 893-1번지,10129,37.5963726,126.7608945
광주시,영은미술관,031-761-0137,20210305,경기도 광주시 청석로 300,경기도 광주시 쌍령동 7-13번지,12791,37.4135545,127.2687473
과천시,선바위미술관,02-507-8588,20210305,경기도 과천시 무네미길 34,경기도 과천시 과천동 449-1번지,13813,37.4517676,126.9992831
과천시,국립현대미술관 과천,02-2188-6000,20210305,경기도 과천시 광명로 313,경기도 과천시 막계동 산58-4번지,13829,37.4309778,127.0199705
과천시,가원미술관,02-504-3730,20210305,경기도 과천시 새빛로 24,경기도 과천시 문원동 226번지,13826,37.4239601,126.9992197
고양시,김내현화랑,031-963-3262,20210305,경기도 고양시 덕양구 내유길 265,경기도 고양시 덕양구 내유동 136-58번지,10264,37.7275154,126.8662057
고양시,롯데갤러리 일산점,031-909-2688,20210305,경기도 고양시 일산동구 중앙로 1283 롯데백화점 일산점 별관 B1F,경기도 고양시 일산동구 장항동 784번지 롯데백화점 일산점 별관 B1F,10401,37.6604725,126.7720959
가평군,가일미술관,031-584-4722,20210305,경기도 가평군 청평면 북한강로 1549,경기도 가평군 청평면 삼회리 609-6번지,12458,37.6604125,127.379434
가평군,남송미술관,031-581-0772,20210305,경기도 가평군 북면 백둔로 322,경기도 가평군 북면 백둔리 198-9번지,12406,37.9045132,127.4722674
가평군,취옹예술관,031-585-8649,20210305,경기도 가평군 상면 수목원로 300,경기도 가평군 상면 행현리 563번지,12448,37.7536338,127.3597234
용인시,이영미술관,031-213-8223,20210305,경기도 용인시 기흥구 흥덕4로 63,경기도 용인시 기흥구 영덕동 55-4번지,16949,37.2773126,127.0900943
용인시,백남준아트센터,031-201-8500,20210305,경기도 용인시 기흥구 백남준로 10,경기도 용인시 기흥구 상갈동 496번지,17068,37.2691333,127.1103615
수원시,수원미술전시관,031-228-4118,20210305,경기도 수원시 장안구 송정로 19,경기도 수원시 장안구 송죽동 409-2번지,16302,37.297038,126.9994531
안양시,안양박물관,031-687-0909,20210305,경기도 안양시 만안구 안양예술공원로103번길 4 (석수동),,,,
파주시,갤러리 모자이크,031-949-8946,20210305,경기도 파주시 탄현면 헤이리마을길 18-28,경기도 파주시 탄현면 법흥리 1652-337번지,10859,37.7871465,126.6963427
파주시,도도헌,031-949-8278,20210305,경기도 파주시 탄현면 헤이리마을길 59-118,경기도 파주시 탄현면 법흥리 1652번지,10859,37.7922982,126.6957872
파주시,93뮤지엄가족미술관,031-948-6677,20210305,경기도 파주시 탄현면 헤이리마을길 59-58,경기도 파주시 탄현면 법흥리 1652-115번지,10859,37.7897691,126.6963143
파주시,고막원,031-941-0340,20210305,경기도 파주시 탄현면 헤이리마을길 59-45,경기도 파주시 탄현면 법흥리 1652-157번지,10859,37.7893397,126.6954671
파주시,포네티브 스페이스,031-949-8056,20210305,경기도 파주시 탄현면 헤이리마을길 34,경기도 파주시 탄현면 법흥리 1652-345번지,10859,37.7871152,126.6970358
파주시,열화당갤러리로터스,031-955-7020,20210305,경기도 파주시 광인사길 25,경기도 파주시 문발동 520-10번지,10881,37.7089682,126.6846743
파주시,갤러리MOA,031-949-3272,20210305,경기도 파주시 탄현면 헤일리마을길 48-37,경기도 파주시 탄현면 법흥리 1652-469번지,10859,37.7876958,126.7002322
양평군,갤러리와,031-771-5454,20210305,경기도 양평군 강하면 전수샛골2길 3,경기도 양평군 강하면 전수리 468-10번지,12575,37.5054407,127.4338
용인시,한국미술관,031-283-6418,20210305,경기도 용인시 기흥구 마북로 244-2,경기도 용인시 기흥구 마북동 73-1번지,16891,37.3089718,127.1319468
용인시,호암미술관,031-320-1801,20210305,경기도 용인시 처인구 포곡읍 에버랜드로 562번길 38,경기도 용인시 처인구 포곡읍 가실리 산12-8번지,17021,37.2932166,127.192328
용인시,마가미술관,031-334-0365,20210305,경기도 용인시 처인구 모현읍 문형동림로101번길 37,경기도 용인시 처인구 모현읍 동림리 263번지,16888,37.3317703,127.1927917
이천시,토아트갤러리,031-634-3496,20210305,경기도 이천시 신둔면 경충대로 3189,경기도 이천시 신둔면 수광리 386-12번지,17303,37.3106834,127.400793
양평군,C아트뮤지엄,031-775-6945,20210305,경기도 양평군 양동면 다락근이길 57-13,경기도 양평군 양동면 단석리 415-6번지,12538,37.3948839,127.7373299
여주시,목아박물관,031-885-9952,20210305,경기도 여주시 강천면 이문안길 21,경기도 여주시 강천면 이호리 395-2번지,12615,37.2885092,127.6881568
여주시,한얼테마박물관,031-881-6319,20210305,경기도 여주시 대신면 대신1로 298,경기도 여주시 대신면 옥촌리 831-1번지,12609,37.3986591,127.6092426
광주시,경기도자박물관,031-799-1500,20210305,경기도 광주시 곤지암읍 경충대로 727,경기도 광주시 곤지암읍 삼리 72-1번지,12805,37.3502799,127.3347904
이천시,돼지테마파크,031-641-7540,20210305,경기도 이천시 율면 임오산로 372번지 129-7,경기도 이천시 율면 월포리 64번지,17423,37.0857838,127.5839371
화성시,누에박물관,031-353-6223,20210305,경기도 화성시 향남읍 은행나무로 591,경기도 화성시 만세구 향남읍 하길리 569-5번지,18608,37.108422,126.9320088
화성시,용주사 효행박물관,031-234-0040,20210305,경기도 화성시 용주로 136,경기도 화성시 병점구 송산동 188번지,18347,37.2117829,127.0056181
하남시,하남역사박물관,031-790-7990,20210305,경기도 하남시 덕풍동로 30,경기도 하남시 덕풍동 694-1번지,12934,37.5454565,127.2060787
포천시,국립수목원 산림박물관,031-540-2000,20210305,경기도 포천시 소흘읍 광릉수목원로 415,경기도 포천시 소흘읍 직동리 산50-18번지,11186,37.7562444,127.1656611
파주시,파주나비나라박물관,031-955-3727,20210305,경기도 파주시 광인사길 161,경기도 파주시 문발동 500-8번지,10881,37.7148512,126.6869017
파주시,뮤지엄카페타임캡슐,031-949-9408,20210305,경기도 파주시 탄현면 헤이리마을길 59-63,경기도 파주시 탄현면 법흥리 1652-144번지,10859,37.7902526,126.6958434
파주시,영집궁시박물관,031-944-6800,20210305,경기도 파주시 탄현면 국원말길 168,경기도 파주시 탄현면 법흥리 242-5번지,10860,37.7848409,126.711256
이천시,청강만화역사박물관,031-639-5790,20210305,경기도 이천시 마장면 청강가창로 389-94 청강홀 3층,경기도 이천시 마장면 해월리 33번지 청강홀 3층,17390,37.2064539,127.356494
이천시,이천시립박물관,031-645-6377,20210305,경기도 이천시 경충대로 2697번길 172,경기도 이천시 관고동 418-1번지,17379,37.2748991,127.4273248
의왕시,코레일 철도박물관,031-461-3610,20210305,경기도 의왕시 철도박물관로 142,경기도 의왕시 월암동 374-1번지,16106,37.3133567,126.9514613
여주시,여주시립폰박물관,031-887-3548,20210305,경기도 여주시 강변유원지길 105,경기도 여주시 연양동 304-8번지,12634,37.2936438,127.6663831
여주시,여성생활사박물관,031-882-8100,20210305,경기도 여주시 강천면 강천로 324-20,경기도 여주시 강천면 굴암리 9-3번지,12664,37.2425224,127.7081456
양평군,양평친환경농업박물관,031-772-3370,20210305,경기도 양평군 용문면 용문산로 670,경기도 양평군 용문면 신점리 508-9번지,12510,37.5476061,127.5812485
양주시,청암민속박물관,031-855-5100,20210305,경기도 양주시 장흥면 권율로 83-5,경기도 양주시 장흥면 일영리 36-7번지,11520,37.7220577,126.9457721
양주시,아름다운돌박물관,031-871-2233,20210305,경기도 양주시 백석읍 권율로 937,경기도 양주시 백석읍 기산리 224-3번지,11518,37.7808054,126.9554065
광주시,광주시문화스포츠센터,031-760-4466,20210305,경기도 광주시 회안대로 891 남한산성아트홀,경기도 광주시 송정동 598번지 남한산성아트홀,12746,37.4269117,127.2547251
오산시,유엔군초전기념관,031-377-1625,20210305,경기도 오산시 경기도대로 742,,,,
수원시,지동벽화마을,031-228-7609,20210305,경기도 수원시 팔달구 창룡문로 56 (기준주소: 지동시립어린이집),경기도 수원시 팔달구 지동 297-3번지 (기준주소: 지동시립어린이집),16243,37.2820004,127.0228811
수원시,생태교통마을벽화,031-228-7603,20210305,경기도 수원시 팔달구 신풍로23번길 40 (기준주소: 행궁동주민센터),경기도 수원시 팔달구 신풍동 100번지 (기준주소: 행궁동주민센터),16251,37.2840499,127.0126476
수원시,행궁동벽화골목,031-228-7603,20210305,경기도 수원시 팔달구 화서문로 82-6,경기도 수원시 팔달구 북수동 232-3번지,16253,37.2858149,127.0166185
수원시,축구박물관,031-259-2070,20210305,경기도 수원시 팔달구 월드컵로 310,경기도 수원시 팔달구 우만동 228번지,16230,37.2886121,127.0399537
수원시,광교박물관,031-228-4175,20210305,경기도 수원시 영통구 광교로 182,경기도 수원시 영통구 이의동 403-2번지,16228,37.296345,127.0514263
수원시,화성박물관,031-228-4242,20210305,경기도 수원시 팔달구 창룡대로 21 (매향동),경기도 수원시 팔달구 매향동 49번지,16255,37.2826878,127.0189962
군포시,군포문화원,031-397-0195,20210305,경기도 군포시 한세로56번길 12 군포문화원,경기도 군포시 당정동 969-2번지 군포문화원,15853,37.3472281,126.9548279
군포시,군포책마을,031-390-3080,20210305,경기도 군포시 수리산로 112,경기도 군포시 산본동 1151-10번지,15823,37.3590119,126.9194208
군포시,밸류브릿지공터,031-396-1693,20210305,경기도 군포시 금산로 84 4층 공감문화공간 공터,경기도 군포시 산본동 216-13번지 4층 공감문화공간 공터,15806,37.3695652,126.9376918
양평군,문호리리버마켓,010-5267-2768,20210305,경기도 양평군 서종면 북한강로 941,경기도 양평군 서종면 문호리 655-2번지,12502,37.6213622,127.352108
화성시,엄미술관,031-222-9188,20210305,경기도 화성시 봉담읍 오궁길37,경기도 화성시 효행구 봉담읍 수기리 1-1번지,18327,37.2055319,126.979379
화성시,소다미술관,070-8915-9127,20210305,경기도 화성시 효행로707번길 30,경기도 화성시 병점구 안녕동 138-109번지,18362,37.201626,127.0060675
화성시,홍사용문학관,031-8015-0880,20210305,경기도 화성시 노작로 206,경기도 화성시 동탄구 석우동 63번지,18459,37.2053656,127.0755069
화성시,동탄복합문화센터,031-8015-8100,20210305,경기도 화성시 노작로 134,경기도 화성시 동탄구 반송동 108번지,18459,37.2007035,127.0750146
화성시,유앤아이센터,031-267-8800,20210305,경기도 화성시 태안로 145,경기도 화성시 병점구 병점동 734번지,18372,37.2029621,127.0332619
화성시,반석아트홀,031-8015-8100,20210305,경기도 화성시 노작로 134,경기도 화성시 동탄구 반송동 108번지,18459,37.2007035,127.0750146
화성시,화성아트홀,031-1588-5234,20210305,경기도 화성시 태안로 145,경기도 화성시 병점구 병점동 734번지,18372,37.2029621,127.0332619
안산시,단원미술관,031-481-0505,20210305,경기도 안산시 상록구 충장로 422,경기도 안산시 상록구 성포동 727번지,15294,37.3160523,126.8517438
양주시,양주시립장욱진미술관,,20210305,경기도 양주시 장흥면 권율로 193,경기도 양주시 장흥면 석현리 산1번지,11519,37.7328178,126.9492554
가평군,이정웅스페이스,,20210305,경기도 가평군 청평면 북한강로 1921,경기도 가평군 청평면 삼회리 271-5번지,12458,37.6892273,127.3875424
가평군,청심평화월드센터,031-589-5200,20210305,경기도 가평군 설악면 미사리로 258 청심평화월드센터,경기도 가평군 설악면 송산리 583-2번지 청심평화월드센터,12461,37.6838441,127.5204371
가평군,노랑다리미술관,031-585-8887,20210305,경기도 가평군 청평면 양진길 42-12,경기도 가평군 청평면 고성리 720-5번지,12456,37.7175822,127.4869175
의왕시,원터아트홀,031-444-8837,20210305,경기도 의왕시 원터아랫길 89 원뮤직악기사 2층 원터아트홀,경기도 의왕시 청계동 192번지 원뮤직악기사2층원터아트홀,16011,37.3949784,127.0225387
과천시,경기소리전수관,02-507-5825,20210305,경기도 과천시 문원로 40-2,경기도 과천시 문원동 89-12번지,13828,37.4278538,127.0012961
구리시,구리아트홀,031-550-8800,20210305,경기도 구리시 아차산로 453,경기도 구리시 교문동 390번지,11954,37.5955466,127.1298603
화성시,화성시 어린이 문화센터,031-5183-3211,20210305,경기도 화성시 봉담읍 동화길 146,경기도 화성시 효행구 봉담읍 동화리 590번지,18316,37.21229,126.9607028
용인시,뮤지엄그라운드 미술관,070-4245-3020,20210305,경기도 용인시 수지구 샘말로 122(고기동),경기도 용인시 수지구 고기동 400-5번지,16800,37.3564484,127.0440906
광명시,광명업사이클아트센터,02-2680-6952,20210305,경기도 광명시 가학로85번길 142,경기도 광명시 가학동 27번지,14341,37.4246861,126.863444
동두천시,경기북부어린이박물관,031-860-2860,20210305,경기도 동두천시 평화로 2910번길 46,경기도 동두천시 상봉암동 162번지,11307,37.9445934,127.0644496
부천시,부천아트벙커B39,032-321-3901,20210305,경기도 부천시 삼작로 53,경기도 부천시 오정구 삼정동 363-4번지,14449,37.5219011,126.7676615
수원시,해우재,031-271-9777,20210305,경기도 수원시 장안구 장안로458번길 9,경기도 수원시 장안구 이목동 186-3번지,16209,37.319318,126.978076
수원시,광교호수공원애견놀이터,031-228-4196,20210305,경기도 수원시 영통구 하동 1008-9,경기도 수원시 영통구 하동 1008-9,,37.285831,127.0786354
양평군,추억의 청춘뮤지엄,031-775-8907,20210305,경기도 양평군 용문면 용문산로 620,경기도 양평군 용문면 신점리 369-32번지,12510,37.5445746,127.5853997
이천시,예스파크,031-638-1994,20210305,경기도 이천시 신둔면 도자예술로 57,경기도 이천시 신둔면 고척리 597-5번지,17306,37.2937231,127.3852003
평택시,이충 반려견 동반 시민 쉼터,031-8024-3806,20210305,경기도 평택시 장안웃길 149,경기도 평택시 이충동 700번지,17731,37.0660526,127.0707164
포천시,한탄강지질공원센터,031-538-3030,20210305,경기도 포천시 영북면 비둘기낭길 55,경기도 포천시 영북면 대회산리 298번지,11108,38.0732222,127.2246723
용인시,용인어린이상상의숲,031-332-7500,20210305,경기도 용인시 처인구 동백죽전대로61,경기도 용인시 처인구 삼가동 28-6번지,16997,37.2496234,127.1651613
김포시,김포반려견놀이터,031-997-6868,20210305,경기도 김포시 하성면 하성로 585,경기도 김포시 하성면 석탄리 491-1번지,10008,37.7243692,126.6301183
연천군,연천고랑포구역사공원,031-835-2002,20210305,경기도 연천군 장남면 장남로 270,경기도 연천군 장남면 고랑포리 209-2번지,11050,37.9878944,126.8469816
포천시,포천한탄강하늘다리,031-538-3124,20210305,경기도 포천시 영북면 비둘기낭길 207,,11108,,
이천시,이천 세라피아,031-631-6501,20210305,경기도 이천시 경충대로 2697번길 167-29,경기도 이천시 관고동 432-3번지,17379,37.274069,127.4259269
가평군,가평 쁘띠프랑스,031-584-8200,20210305,경기도 가평군 청평면 호반로 1063,경기도 가평군 청평면 고성리 616-2번지,12456,37.7141033,127.4896638
수원시,수원 해우재,031-271-9777,20210305,경기도 수원시 장안구 장안로 463 (이목동),경기도 수원시 장안구 이목동 184-6번지,16210,37.3186593,126.9779
파주시,파주 헤이리 예술마을,,20210305,경기도 파주시 탄현면 법흥리 헤이리마을,경기도 파주시 탄현면 법흥리 헤이리마을,,,
