bizplc_nm,licensg_ymd,licensg_rtrcn_ymd,bsn_state_div,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,roadnm_zipno,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,xcrd_vl,ycrd_vl,cultur_phstrn_indutype_nm,plvtinst_div_nm,insrnc_join_yn,buldng_tot_ar,mber_recrut_tot_psncnt,detls_indutype_nm
월드스포츠센타(골프),20021112,,03,폐업,20140401,40488012,,경기도 시흥시 연성로 95 (하상동),경기도 시흥시 하상동 377-2,429270,37.3909698602,126.8141585219,,183464.121501032,432114.12514358,골프연습장업,사립,,264.0,,
(주)화인골프클럽,20121004,,03,폐업,20130114,,,경기도 시흥시 산기대학로 105 (정왕동),경기도 시흥시 정왕동 2166-1,429921,37.3479730957,126.7221379802,,175261.167079369,427301.238354067,골프연습장업,사립,,,,
그린골프연습장,20130321,,03,폐업,20170612,,14912,경기도 시흥시 비둘기공원6길 8 (대야동),"경기도 시흥시 대야동 534-3 이산프라자 402,403호",429874,37.4432858715,126.7913996659,,181468.458446694,437924.408845517,골프연습장업,사립,,,,
드림스크린골프,20130828,,03,폐업,20241018,,14912,경기도 시흥시 비둘기공원6길 19 (대야동),경기도 시흥시 대야동 541-19 601호,429874,37.4419679306,126.7910729593,,181441.089864589,437780.105280215,골프연습장업,사립,,,,
라이브스크린골프,20140808,,03,폐업,20200724,031-499-5979,15040,"경기도 시흥시 옥구상가2길 4, 5층 504,505호 (정왕동)","경기도 시흥시 정왕동 1861-4 504,5호",429865,37.3539162976,126.7239961677,,175472.915781436,428022.928984483,골프연습장업,사립,,,,
타임스크린골프,20150427,,03,폐업,20211008,031-432-1417,15066,"경기도 시흥시 중심상가4길 32, 지하1층 (정왕동, 제일빌딩)",경기도 시흥시 정왕동 1744-7 제일빌딩,429861,37.3428034401,126.7366194052,,176589.455060778,426784.652164851,골프연습장업,사립,,2763.0,,
24시 골프,20160126,,03,폐업,20211008,,14902,"경기도 시흥시 서해안로 1613, 2층 (대야동)",경기도 시흥시 대야동 333-19,14902,37.4484977806,126.7872466111,,181105.331013932,438503.156591043,골프연습장업,사립,,866.0,,
킹골프존,20161026,,03,폐업,20211008,,15010,"경기도 시흥시 배곧3로 86, 센터프라자2 7층 701,702,703-1,703-2호 (배곧동)",경기도 시흥시 배곧동 194-2 센터프라자2,15011,37.3702222869,126.7295541408,,175971.233747393,429834.311801204,골프연습장업,사립,,1741.0,,
GV골프 아카데미,20170517,,03,폐업,20210831,031-439-2323,14984,"경기도 시흥시 수인로 2323, 3층 (목감동)",경기도 시흥시 목감동 235-2,14984,37.3866531893,126.8626473949,,187769.784491336,431626.799467535,골프연습장업,사립,,15176.0,,
드림골프,20171107,,03,폐업,20210329,031-475-5599,14988,"경기도 시흥시 목감남서로 9-7, 6층 601,602,603,604호 (조남동)",경기도 시흥시 조남동 659 더 드림,14988,37.3775973944,126.851587277,,186784.457651183,430625.692333627,골프연습장업,사립,,5840.0,,
목감골프앤헬스,20180412,,03,폐업,20210831,031-405-1741,14984,"경기도 시흥시 목감초등길 14-22, 가야상가 지층 (조남동)",경기도 시흥시 조남동 171-18 가야상가,14984,37.3852378798,126.8592818605,,187468.461378283,431470.670342224,골프연습장업,사립,Y,1997.0,,
골프존파크 정왕 중앙 배곧점,20180718,,03,폐업,20210831,031-319-0708,15011,"경기도 시흥시 서울대학로264번길 26-32, 배곧중앙프라자 7층 725~730호 (정왕동)",경기도 시흥시 정왕동 1771-24 배곧중앙프라자,15011,37.3666139281,126.7277276688,,175810.848650867,429428.537944057,골프연습장업,사립,Y,,,
타미나골프크럽,20020419,,03,폐업,20210831,,15002,"경기도 시흥시 장곡로 23, 4층 402,403,406,407,405일부호 (장곡동)",경기도 시흥시 장곡동 823-3,15002,37.3790954387,126.7861645217,,180990.945,430801.077,골프연습장업,사립,,,,
그린골프연습장,20020403,,03,폐업,20040219,,,"경기도 시흥시 은행로 151  (은행동,드림빌딩 2층)",경기도 시흥시 은행동 530-2 드림빌딩 2층,429837,37.4445221709,126.7991996946,,182160.736922267,438060.818115298,골프연습장업,사립,0,218.0,,
포인트 골프 아카데미,20180828,,03,폐업,20210831,,14995,"경기도 시흥시 승지로60번길 17, 현대프라자 4층 402~404호 (능곡동)",경기도 시흥시 능곡동 758 현대프라자,14995,37.3687417605,126.8125426628,,183330.199662767,429662.426283644,골프연습장업,사립,,,,
GDR아카데미 시흥점,20181220,,03,폐업,20210208,,14910,"경기도 시흥시 복지로 15, 상가동 지하층 B116~117호 (신천동, 시흥5차푸르지오)",경기도 시흥시 신천동 709-32 시흥5차푸르지오,14910,37.4416793445,126.7865538933,,181072.038040894,437733.801613505,골프연습장업,사립,,,,
싱싱골프연습장,20190513,,03,폐업,20210928,031-497-2427,15036,"경기도 시흥시 중심상가로 150, 세은프라자 5층 (정왕동)",경기도 시흥시 정왕동 1731-4 세은프라자,15036,37.346489661,126.7323821519,,176215.725023367,427195.259339524,골프연습장업,사립,,1661.0,,
은계골프아카데미,20191105,,03,폐업,20211008,031-404-7774,14923,"경기도 시흥시 은계번영길 23, 은계타운 7층 701~707호 (은행동)",경기도 시흥시 은행동 646-10 은계타운,14922,37.4371409352,126.8039256944,,182573.835154492,437236.355663787,골프연습장업,사립,,,,
골프타임,20191227,,03,폐업,20220207,031-498-0011,15062,"경기도 시흥시 평안상가4길 21, 시흥관광호텔 지하2층 (정왕동)",경기도 시흥시 정왕동 1622-6 시흥관광호텔,15062,37.3377771272,126.7498217877,,177773.535192366,426231.72750915,골프연습장업,사립,,,,
길산 스크린골프,20200608,,03,폐업,20210310,031-498-9994,15079,"경기도 시흥시 경기과기대로 219, 9층 910호 (정왕동)",경기도 시흥시 정왕동 1277-14,15079,37.3344491118,126.7326514434,,176235.489714091,425857.068686951,골프연습장업,사립,,,,
메가스크린골프,20080226,,03,폐업,20180405,,15080,경기도 시흥시 협력로 281 (정왕동),경기도 시흥시 정왕동 2164-2 메가폴리스 B동 129호,429450,37.3516251323,126.7155402835,,174676.932901493,427814.339690803,골프연습장업,사립,,,,
노블리스,20080305,,03,폐업,20150406,,,경기도 시흥시 중심상가로 34 (정왕동),경기도 시흥시 정왕동 1855-2 2층,429864,37.3527956038,126.722167258,,175313.468693189,427898.023614759,골프연습장업,사립,,,,
오토반스크린골프,20080401,,03,폐업,20210928,031-318-1122,14905,경기도 시흥시 복지로 87 (대야동),경기도 시흥시 대야동 454-6 은수빌딩 3층,429809,37.4469246388,126.7909470515,,181431.859770655,438331.999836621,골프연습장업,사립,,,,
디온스크린골프,20080708,,03,폐업,20171226,,14998,경기도 시흥시 시청로68번길 30 (장현동),"경기도 시흥시 장현동 548-3 이주라이프 104,106,107호",429844,37.3820403906,126.8023569656,,182415.491870149,431131.442819099,골프연습장업,사립,,,,
해비치골프클럽,20080811,,03,폐업,20240105,,14921,경기도 시흥시 시흥대로1074번길 5 (은행동),경기도 시흥시 은행동 288-1 스페이스타워 601호,429836,37.4320543214,126.7936643149,,181674.382588185,436674.054225284,골프연습장업,사립,,,,
테스골프연습장,20081013,,03,폐업,20140203,,,경기도 시흥시 은행로 86 (은행동),경기도 시흥시 은행동 547-4 1002호,429839,37.4392911141,126.7971459146,,181977.351795671,437476.202959602,골프연습장업,사립,,,,
방산스크린,20090313,,03,폐업,20110411,,,"경기도 시흥시 신현로 450  (방산동,1층)",경기도 시흥시 방산동 281-2 1층,429030,37.4204728257,126.7677915991,,179376.611031167,435397.169932341,골프연습장업,사립,,,,
리더스스크린골프,20090427,,03,폐업,20171205,,14950,경기도 시흥시 시흥대로 1114 (신천동),경기도 시흥시 신천동 83-59 4층,429882,,,,181531.015084676,437019.820481721,골프연습장업,사립,,,,
능곡스크린골프,20090629,,03,폐업,20210831,031-317-8597,14995,경기도 시흥시 승지로60번길 12 (능곡동),경기도 시흥시 능곡동 747 6층 601호 602호,429240,37.3687817033,126.8116614024,,183247.368969468,429651.877455461,골프연습장업,사립,,,,
탱크스크린골프,20090709,,03,폐업,20171211,,14998,경기도 시흥시 새재로7번길 6 (장현동),경기도 시흥시 장현동 544-6 4층,429844,37.3807344228,126.80100233,,182306.469682906,430980.262578437,골프연습장업,사립,,,,
블랙홀스크린골프,20100310,,03,폐업,20191223,,14995,경기도 시흥시 장현능곡로 178 (능곡동),"경기도 시흥시 능곡동 719 능곡타운 601호, 602호",429240,37.3696097976,126.8099146126,,183094.315546217,429741.225241601,골프연습장업,사립,,,,
귀빈골프스크린,20100316,,03,폐업,20171207,,15070,경기도 시흥시 도일로 119 (거모동),경기도 시흥시 거모동 1545-1 501호,429873,37.3411140523,126.7835663699,,180746.105554783,426585.253937887,골프연습장업,사립,,,,
홀인원스크린 골프,20101104,,03,폐업,20180412,,15036,경기도 시흥시 서촌상가4길 10 (정왕동),"경기도 시흥시 정왕동 1731-21 한솔빌딩301,302,303,304호",429862,37.34543447,126.7322912842,,176212.905739837,427077.15494044,골프연습장업,사립,,1339.0,,
인골프,20101222,,03,폐업,20140728,,,경기도 시흥시 장곡로 17 (장곡동),"경기도 시흥시 장곡동 823-6 B02,B03호",429842,37.3790542572,126.7868087306,,181038.815105195,430797.133977585,골프연습장업,사립,,,,
조인스크린골프,20110525,,03,폐업,20250523,031-496-0753,15062,"경기도 시흥시 평안상가5길 7-4, 2층 (정왕동)",경기도 시흥시 정왕동 1782-9,15062,37.3365340591,126.7471135827,,177516.4720659,426087.849581176,골프연습장업,사립,,590.0,,
정왕 리얼 골프존,20110610,,03,폐업,20220707,031-319-1872,15066,경기도 시흥시 마유로 320 (정왕동),경기도 시흥시 정왕동 1740-2 5층,429861,37.344755531,126.734623913,,176417.689594759,427000.138154803,골프연습장업,사립,,,,
골프존 세븐 스크린,20110630,,03,폐업,20240320,031-316-0753,14910,경기도 시흥시 호현로22번길 6 (신천동),경기도 시흥시 신천동 707-10 5층,429828,37.4416783838,126.7849034498,,180894.055110561,437747.254976061,골프연습장업,사립,,,,
we 스크린골프존,20111108,,03,폐업,20250725,031-311-0064,14950,"경기도 시흥시 수인로 3299, 3층 (신천동)",경기도 시흥시 신천동 83-81,14950,37.4383417619,126.7921245255,,181525.156881214,437377.828704985,골프연습장업,사립,,4869.0,,
브라보퍼블릭스크린골프장 시흥정왕점,20220531,,03,폐업,20260203,031-434-0709,15036,"경기도 시흥시 정왕대로 178, 광개토빌딩2 3층 301~301-1호 (정왕동)",경기도 시흥시 정왕동 1726-2 광개토빌딩2,15036,37.3478159641,126.7339718777,,176352.574988974,427337.809330146,골프연습장업,사립,,,,
TIP스크린골프,20110712,,03,폐업,20260422,,15073,"경기도 시흥시 산기대학로 237, TIP 6층 (정왕동)",경기도 시흥시 정왕동 2121-1 한국공학대학교,15073,37.3397369385,126.7335459329,,176322.519491451,426494.047049911,골프연습장업,사립,,,,
프렌즈 스크린 시흥센터,20171013,,03,폐업,20260422,031-498-8023,15066,"경기도 시흥시 중심상가1길 9, 지하1층 (정왕동)",경기도 시흥시 정왕동 1741-4,15066,37.3438827941,126.7348698561,,176438.124351869,426906.808118059,골프연습장업,사립,,,,
해원골프연습장,20190625,,03,폐업,20210928,,15011,"경기도 시흥시 서해안로 529, 배곧두손지젤타워  A동 2층 214~216호 (배곧동)",경기도 시흥시 배곧동 252 배곧두손지젤타워,15011,37.3680122208,126.7320612827,,175775.542,429261.157666667,골프연습장업,사립,,,,
진주스크린,20200414,,03,폐업,20210329,031-411-0755,14988,"경기도 시흥시 목감둘레로 59-9, 4층 (조남동)",경기도 시흥시 조남동 666,14988,37.3736670705,126.8482441168,,186489.462537687,430188.815394757,골프연습장업,사립,,,,
"아이원헬스,골프클럽",20030619,,03,폐업,20150727,,,경기도 시흥시 월곶중앙로 64 (월곶동),경기도 시흥시 월곶동 1009-1,429834,37.3891728802,126.7385104453,,176774.667584733,431931.35510576,골프연습장업,사립,,,,
오리진골프휘트니스,20040319,,03,폐업,20130625,031-497-6548,,경기도 시흥시 군자로 507 (거모동),경기도 시흥시 거모동 1757-1 군자프라자 403호,429873,37.3447661065,126.7853041907,,180908.228585348,426991.219427269,골프연습장업,사립,Y,,,
필스크린골프,20050401,,03,폐업,20151105,031-503-9221,14912,경기도 시흥시 비둘기공원5길 23-1 (대야동),경기도 시흥시 대야동 540-3 SK프라자 7층,429874,37.4419441374,126.7901123002,,181354.534585169,437775.194121622,골프연습장업,사립,,,,
아지트 스크린골프,20200729,,03,폐업,20211008,031-499-2989,15049,"경기도 시흥시 마유로418번길 10, 롯데시네마 시화점 3층 301,302호 (정왕동)",경기도 시흥시 정왕동 2327-2 롯데시네마 시화점,15049,37.3514000851,126.7418503694,,177047.288867388,427744.556498783,골프연습장업,사립,Y,,,
PGS 골프 스튜디오,20210406,,03,폐업,20240325,,15010,"경기도 시흥시 서울대학로278번길 19-14, 배곧프라자 4층 405호 (배곧동)",경기도 시흥시 배곧동 193-1 배곧프라자,15011,37.3701623935,126.7286625518,,175894.079233629,429822.55268777,골프연습장업,사립,,,,
스크린골프투어(시화점),20080613,,03,폐업,20140804,,,경기도 시흥시 옥구상가2길 4 (정왕동),경기도 시흥시 정왕동 1861-4 504호,429864,37.3539162976,126.7239961677,,175472.915781436,428022.928984483,골프연습장업,사립,,,,
필드스크린,20070213,,03,폐업,20140228,,,경기도 시흥시 월곶중앙로70번길 11 (월곶동),"경기도 시흥시 월곶동 1010-4 풍림1차상가 203호, 204호, 205호",429901,37.3902457487,126.735754493,,176679.463152938,432080.027950486,골프연습장업,사립,,,,
클럽하우스스크린골프,20070830,,03,폐업,20220511,,15040,경기도 시흥시 정왕대로 64 (정왕동),경기도 시흥시 정왕동 1861-2 메가쇼핑몰 504호,429864,37.3542557561,126.7235297297,,175417.656719379,428065.936335703,골프연습장업,사립,,,,
이글스크린,20080201,,03,폐업,20171207,,,경기도 시흥시 마유로 416 (정왕동),경기도 시흥시 정왕동 2327-1 월드프라자 201호호,429450,37.3515947539,126.7412838659,,177008.290220172,427759.661440291,골프연습장업,사립,,,,
정원스크린골프,20090508,,03,폐업,20210831,,15020,경기도 시흥시 함송로14번길 13-4 (정왕동),경기도 시흥시 정왕동 1885-2,429866,37.3629506265,126.7285331108,,175886.130969903,429020.96066529,골프연습장업,사립,,,,
홀인원스크린골프연습장,20090923,,03,폐업,20120125,,,경기도 시흥시 중심상가4길 24-1 (정왕동),경기도 시흥시 정왕동 1744-2 4층,429861,37.3433296956,126.7371559822,,176637.285,426845.771,골프연습장업,사립,,,,
시네마골프아카데미,20100408,,03,폐업,20150423,,,경기도 시흥시 복지로 90 (대야동),"경기도 시흥시 대야동 568-1 502호, 503호, 504호, 506호",429874,37.4470010817,126.7916698675,,181498.496061507,438335.225716623,골프연습장업,사립,,9126.0,,
오이도스크린골프,20110413,,03,폐업,20180126,,15015,경기도 시흥시 오이도로 225 (정왕동),"경기도 시흥시 정왕동 2031-12 1층, 2층",429867,37.3413529379,126.6866786684,,172165.321839871,426637.044037,골프연습장업,사립,,474.0,,
필드로스크린,20111006,,03,폐업,20171226,031-433-7024,15040,경기도 시흥시 옥구상가2길 4 (정왕동),경기도 시흥시 정왕동 1861-4 지하1층,429864,37.3539162976,126.7239961677,,175472.915781436,428022.928984483,골프연습장업,사립,,673.0,,
