secrtlgt_loc_nm_info,instl_tnf,refine_road_nm_addr,refine_lotno_addr,refine_wgs84_lat,refine_wgs84_logt,instl_yr,instl_div_nm,mnginst_telno,mnginst_nm,dat_crtr_ymd
매화동24082,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동24083,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야동20002,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신천동20009,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕본동21U160,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동N171,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동20S005,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동20S006,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동20S002,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동20S001,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동20S003,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동20S004,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동20007,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동N170,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동20S006,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동20S005,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동20S003,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동20S001,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
과림동N206,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
과림동20005,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
은행동N117,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동20018,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동N177,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동N173,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동N174,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동N175,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동N179,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동N178,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동N176,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
과림동20004,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동24072,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동N115,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동N114,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕본동20U229,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕본동20U236,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
은행동N115,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동19S237,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동19S239,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동N156,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동N155,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동N154,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동N153,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신현동N251,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동20007,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동20008,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동20004,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동20005,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동20006,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕본동N266,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신천동19S032,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕본동N[미등록],1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕본동 미등록,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕본동21U004,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신현동19S385,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야동N204,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
과림동N201,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U049,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U050,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U051,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U052,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U053,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U012,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U013,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U014,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U015,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U016,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U017,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U018,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U019,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U020,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U022,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U023,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U024,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U025,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U026,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U027,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U028,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U029,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U030,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U031,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U032,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U033,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야047B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야121B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야122B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야035B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야089B-1,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야039B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야034B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야033B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야B2,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야동B126,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야동B128,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야029B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U001,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U002,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U003,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U004,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
수인로 3409번길 2-13,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
수인로 3409번길 2-12,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
수인로 3409번길 2-11,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
수인로 3409번길 2-10,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
수인로 3409번길 2-4,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
수인로 3409번길 2-5,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
표찰무-04,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
수인로 3409번길 2-2,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
수인로 3409번길 2-9,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
수인로 3409번길 2-7,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
표찰무-05,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
수인로 3409번길 2-6,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
신천동19S166-1,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
김표찰무4,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
신천동19S799,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
신천동19S797,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
김표찰무9,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
김표찰무11,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
신천동20006,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
군자동19U054,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U055,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U056,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U057,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U058,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U059,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U060,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U061,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U062,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U063,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U064,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U065,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U066,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U067,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U068,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U069,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U035,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U036,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U037,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U038,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U039,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U040,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U041,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U042,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U043,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U044,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U045,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U046,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U047,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U048,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
계수동20U240[1326],1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
능곡동N21,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
능곡동N022,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신천동19S046,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신천동19S045,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신천동19S044,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신천동19S047,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U238,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신천동 19S084,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U150,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U211,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U010,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U023,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U038,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U041,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U054,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동20S012,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신천동 19S413 - 2,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
김표찰무33,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
김표찰무34,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
김표찰무35,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
대야동053,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
대야동N133,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
신천천서로 1-3,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
신천천서로 1-3 -1,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
신천동19S450-1,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
김표찰무26,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
김표찰무27,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
김표찰무13,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
대야동664,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
수인로3409번길 1-1,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
수인로3409번길 2-1,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
김표찰무18,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
대야동181,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
신천동 18012,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
수인로 3409번길 1-2,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
김표찰무20,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
신천동 18092,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신천동 18093,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신천동 18094[램프 안정기이상],1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신천동 18095,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신천동 N104,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신천동 18097,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신천동 18098,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신천동 18099,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신천동 180100,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야106B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야107B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야105B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동24099,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동24150(고소),1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신현동N246,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신현동N247,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신현동N249,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동19S181,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕본동21U080,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신현동N244,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신현동N245,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신천동 18052,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신천동 18055,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신천동 18062,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신천동 18063,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신천동 18065,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신천동 18077,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신천동18003,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
신천동19S004,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕1동N012,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U151,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
군자동N022,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
월곶동18010,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
군자동N021,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
신현동N055,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
은행동N010,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U114,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U131,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
과림동N026,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
과림동N027,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
목감동18003,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
장곡동18001,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕본동18004,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕본동18005,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
목감동N021,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
대야동18005,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
대야동18006[표찰무],1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
대야동N064,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
대야동N066,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕3동N011,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕3동N012,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕본동N028,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕본동N027,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
과림동N023,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
신현동N054,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
은행동18005,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
군자동N008,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
신천동19S552,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕1동N007,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕3동N010,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
대야동[표찰무],1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
과림동N021(과림282),1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
과림동N022,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
군자동18003,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
신현동N050,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
신현동N051,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
월곶동18009,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
과림동N020,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
신천동19S206,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
신천동19S210,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
신천동19S238,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
신천동19S331,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
신천동19S749,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
월곶동N008,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
과림동N029,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕본동N040,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕본동N041,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕본동N042,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕본동N043,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕본동N045,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕본동N046,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕본동N047,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕본동20U200,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕본동21U059,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕본동21U081,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕본동21U167,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
과림동N028,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
군자585,1,,,,,2015,,031-310-3144,경기도 시흥시청,20260224
군자588,1,,,,,2015,,031-310-3144,경기도 시흥시청,20260224
군자600,1,,,,,2015,,031-310-3144,경기도 시흥시청,20260224
신천521,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
신천522,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
신천523,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
신천524,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
신천528,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행132,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행133,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행134,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행136,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행137,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행138,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행139,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행140,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행141,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행143,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행144,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행145,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행147,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행148,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행149,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행150,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
정왕본동21U064,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
계수동20S051,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
은행동N009,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
군자동N012,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
군자동N011,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
군자동N010,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
목감동18004,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
은행동18006,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕본동18006,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
목감동18002,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U233,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U252,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U256,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U287,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U174,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U108,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U145,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U154,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U158,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
과림633,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
과림636,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
과림637,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
과림16001,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
과림640,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
과림641,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
과림642,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
과림643,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
과림622,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
매화529,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
매화537,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
과림619,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
과림620,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
매화525,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
매화526,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
매화527,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
매화528,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
매화514,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
매화515,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
매화517,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
매화532,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
목감620,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행동19S110,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행396,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행397,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
목감601,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
목감605,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
목감606,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
목감609,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
목감610,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
목감동N145,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
매화동22007(매화희망),1,,,,,2012,,031-310-3144,경기도 시흥시청,20260224
매화동22006(매화희망),1,,,,,2012,,031-310-3144,경기도 시흥시청,20260224
신천동19S478,1,,,,,2012,,031-310-3144,경기도 시흥시청,20260224
신천동19S477 - 표찰무,1,,,,,2012,,031-310-3144,경기도 시흥시청,20260224
매화동22003(매화희망),1,,,,,2012,,031-310-3144,경기도 시흥시청,20260224
매화동22002(매화희망),1,,,,,2012,,031-310-3144,경기도 시흥시청,20260224
신천동19S466,1,,,,,2012,,031-310-3144,경기도 시흥시청,20260224
신천동19S289,1,,,,,2012,,031-310-3144,경기도 시흥시청,20260224
신천동19S374,1,,,,,2012,,031-310-3144,경기도 시흥시청,20260224
신천동19S565,1,,,,,2012,,031-310-3144,경기도 시흥시청,20260224
신천623,1,,,,,2012,,031-310-3144,경기도 시흥시청,20260224
신천동19S314,1,,,,,2012,,031-310-3144,경기도 시흥시청,20260224
신천동19S156,1,,,,,2012,,031-310-3144,경기도 시흥시청,20260224
신천동19S295,1,,,,,2012,,031-310-3144,경기도 시흥시청,20260224
신천동19S553,1,,,,,2012,,031-310-3144,경기도 시흥시청,20260224
신천동19S563,1,,,,,2012,,031-310-3144,경기도 시흥시청,20260224
신천337,1,,,,,2012,,031-310-3144,경기도 시흥시청,20260224
신천341,1,,,,,2012,,031-310-3144,경기도 시흥시청,20260224
신천356,1,,,,,2012,,031-310-3144,경기도 시흥시청,20260224
신천520,1,,,,,2012,,031-310-3144,경기도 시흥시청,20260224
신천508,1,,,,,2012,,031-310-3144,경기도 시흥시청,20260224
신천804,1,,,,,2012,,031-310-3144,경기도 시흥시청,20260224
