indutype_nm,cmpnm_nm,signgu_nm,emd_nm,roadnm_addr,lotno_addr,detail_addr,rprs_telno_info,opr_hr_info,sat_opr_hr,sun_opr_hr,restday_info,image_nm,dat_crtr_ymd,refine_wgs84_lat,refine_wgs84_logt
동물미용업,멍토피아,시흥시,배곧동,"경기도 시흥시 서울대학로278번길 26, 시흥배곧 아브뉴프랑 센트럴 오렌지 (배곧동)",경기도 시흥시 배곧동 215번지 시흥배곧 아브뉴프랑 센트럴 오렌지 (배곧동),3층,0507-1399-0625,11:00~20:00,11:00~20:00,11:00~20:00,목요일,313115073085_1.jpeg,20221122,37.368904127,126.7278397154
동물위탁관리업,레인바우 시흥점경기도,시흥시,포동,경기도 시흥시 신현로 127 (포동),,,1877-1722,14:00~20:00,11:00~20:00,11:00~20:00,연중무휴,323115053049_1.jpeg,20221121,37.4029159467,126.7768432025
동물위탁관리업,메종드 로이,시흥시,산현동,"경기도 시흥시 목감전원로 32, 레이크문 3층 (산현동)",경기도 시흥시 산현동 492-1번지,3층,0507-1303-6386,10:00~21:00,10:00~21:00,10:00~21:00,월요일,323115056041_1.jpeg,20221124,37.3769652872,126.8432119872
동물미용업,개들의집,시흥시,은행동,"경기도 시흥시 은계중앙로 238, 호수의 아침 3층 304호 (은행동)",경기도 시흥시 은행동 608-6번지,3층,***-****-****,10:30~20:00,10:30~20:00,10:30~20:00,연중무휴,313115054094_1.jpeg,20221103,37.445371883,126.8041885946
동물미용업,발톱깎개~냥,시흥시,정왕동,"경기도 시흥시 중심상가로 228, 영남 6차아파트  제상가동 제지하층 (정왕동)",경기도 시흥시 정왕동 1790번지,,0507-1309-0598,10:00~19:00,10:00~19:00,10:00~19:00,연중무휴,313115065072_1.jpeg,20221118,37.3415937297,126.7391266115
동물미용업,은계동물병원,시흥시,은행동,"경기도 시흥시 은계번영길 19, 은계 디스퀘어큐브 (은행동)",경기도 시흥시 은행동 646-8번지,2층,031-315-7588,09:30~19:00,09:30~19:00,,일요일,313115054028_1.jpeg,20221111,37.4372709361,126.8030427925
동물위탁관리업,봉쥬르멍멍,시흥시,은행동,"경기도 시흥시 은계번영길 23, 은계타운 5층 509호 (은행동)",경기도 시흥시 은행동 646-10번지,5층,***-****-****,08:00~20:00,08:00~20:00,08:00~20:00,유동적,323115054008_1.jpeg,20221111,37.4371409352,126.8039256944
동물미용업,9DOG,시흥시,산현동,"경기도 시흥시 산현마을길 29-4, 102호 (산현동)",경기도 시흥시 산현동 510-6번지,,0507-1332-9050,10:00~19:30,10:00~19:30,10:00~19:30,월요일,313115056073_1.jpeg,20221124,37.3757781709,126.8453231356
동물위탁관리업,캣살롱코코,시흥시,장곡동,"경기도 시흥시 인선길 39, B동 2층 209호 (장곡동, 엘에이치17단지)",경기도 시흥시 장곡동 355-12,2층,0507-1391-2531,10:00~20:00,10:00~20:00,10:00~20:00,연중무휴,323115071030_1.jpeg,20221109,37.3762886636,126.7840903194
동물위탁관리업,시흥24시센트럴동물의료센터,시흥시,정왕동,"경기도 시흥시 정왕대로 174, 광개토빌딩110 , 203호 (정왕동)",경기도 시흥시 정왕동 1726-1번지,,031-432-2475,00:00~24:00,00:00~24:00,00:00~24:00,연중무휴,323115061050_1.jpeg,20221118,37.3481553901,126.7334942325
동물미용업,멍블멍블,시흥시,장곡동,"경기도 시흥시 진말로 10, 상가동 2층, 205호 (장곡동, 연성3차 대우아파트)",경기도 시흥시 장곡동 824,2층,***-****-****,10:00~19:00,10:00~19:00,,일요일,313115071037_1.jpeg,20221109,37.3782471116,126.7859918433
동물미용업,시화종합동물병원,시흥시,정왕동,경기도 시흥시 정왕대로 64 (정왕동),경기도 시흥시 정왕동 1861-2번지,,031-507-0082,10:00~19:30,10:00~16:00,,"일요일,공휴일",313115062014_1.jpeg,20221122,37.3542557561,126.7235297297
동물미용업,유폴24시애견셀프목욕 시흥점,시흥시,배곧동,경기도 시흥시 서울대학로264번길 12,경기도 시흥시 배곧동 221번지,,***-****-****,00:00~24:00,00:00~24:00,00:00~24:00,연중무휴,313115073025_1.jpeg,20221122,37.3674878259,126.724906683
동물미용업,그루밍,시흥시,배곧동,"경기도 시흥시 서울대학로278번길 19-13, A동 226호 (배곧동, 시흥배곧 C1블럭 호반 써밋플레이스 아파트)",경기도 시흥시 배곧동 191번지,2층,***-****-****,10:00~19:00,10:00~19:00,10:00~19:00,월요일,313115073032_1.jpeg,20221122,37.3709989287,126.7270163836
동물위탁관리업,펫 하우스,시흥시,월곶동,"경기도 시흥시 월곶중앙로 38, 마린월드상가 129 - 1호 (월곶동)",경기도 시흥시 월곶동 995-1번지,,031-318-0304,10:00~19:00,10:00~19:00,10:00~19:00,월요일,323115069039_1.jpeg,20221123,37.3880373624,126.7413460252
동물미용업,강아지와 산책,시흥시,정왕동,"경기도 시흥시 옥구천동로 422, 영남아파트 상가동 2층 207호 (정왕동)",경기도 시흥시 정왕동 1873-2번지,2층,***-****-****,10:00~19:00,10:00~19:00,10:00~19:00,화요일,313115061089_1.jpeg,20221122,37.3581663617,126.7316083122
동물미용업,펫밀리샵,시흥시,대야동,"경기도 시흥시 수인로3312번길 16, 티동 211호 (대야동, 시흥 센트럴 푸르지오)",경기도 시흥시 대야동 693번지,,031-520-9904,10:00~20:00,10:00~20:00,10:00~20:00,연중무휴,313115051088_1.jpeg,20221110,37.4411091608,126.7891593156
동물미용업,숲속동물병원,시흥시,신천동,"경기도 시흥시 삼미시장1길 39, 리앤신빌딩 (신천동)",경기도 시흥시 신천동 743번지,1층,031-317-8275,09:30~07:30,09:30~06:30,,일요일,313115052007_1.jpeg,20221107,37.4412632357,126.7818439067
동물위탁관리업,레인바우,시흥시,포동,경기도 시흥시 신현로 127 (포동),경기도 시흥시 포동 20-4번지,,031-1877-1722,14:00~20:00,11:00~20:00,11:00~20:00,,323115053007_1.jpeg,20221121,37.4029159467,126.7768432025
동물미용업,바나몽,시흥시,장곡동,경기도 시흥시 장곡로 23 (장곡동),경기도 시흥시 장곡동 823-3,1층,***-****-****,10:00~19:00,10:00~19:00,10:00~19:00,월요일,313115071044_1.jpeg,20221109,37.3790954387,126.7861645217
동물미용업,어울리개,시흥시,배곧동,"경기도 시흥시 배곧3로 27-7, 시흥배곧 에스케이뷰  (배곧동, 시흥배곧 에스케이뷰)",경기도 시흥시 배곧동 135번지,,***-****-****,10:00~19:00,10:00~19:00,10:00~19:00,화요일,313115073034_1.jpeg,20221123,37.3763506741,126.725278565
동물위탁관리업,그루밍펫살롱,시흥시,배곧동,경기도 시흥시 서울대학로 278번길 34 (배곧동),경기도 시흥시 배곧동 216번지,4층,***-****-****,10:00~20:00,10:00~20:00,,일요일,323115073017_1.jpeg,20221123,37.3682081085,126.7289197215
동물위탁관리업,드린겐 애견테마파크,시흥시,미산동,경기도 시흥시 시흥대로 1031-4(미산동),경기도 시흥시 미산동 163-1번지,,031-315-1733,11:00~19:00,11:00~19:00,11:00~19:00,연중무휴,323115053011_1.jpeg,20221121,37.4273364559,126.790668442
동물미용업,메리그루밍,시흥시,정왕동,"경기도 시흥시 서울대학로278번길 19-13, 265동 (정왕동, 시흥배곧 C1블럭 호반 써밋플레이스 아파트)",경기도 시흥시 배곧동 191번지,2층,***-****-****,10:00~19:00,10:00~19:00,10:00~19:00,연중무휴,313115073081_1.jpeg,20221122,37.3705080067,126.7277555139
동물위탁관리업,위드미펫살롱,시흥시,은행동,"경기도 시흥시 은계중앙로 220, 302호 (은행동)",경기도 시흥시 은행동 608-13번지,,***-****-****,"10:00~19:00,화요일 11:00~21:00",10:00~19:00,10:00~19:00,월요일,323115054033_1.jpeg,20221103,37.4441258467,126.8053532289
동물미용업,복터진강아지 씨오엠,시흥시,정왕동,경기도 시흥시 정왕천로411번길 36 (정왕동),경기도 시흥시 정왕동 1188-11번지,,031-432-2979,,,,,313115064050_1.jpeg,20221118,37.3462981783,126.748890259
동물위탁관리업,쁘띠숑,시흥시,정왕동,"경기도 시흥시 오이도로 247, 3층 (정왕동)",경기도 시흥시 정왕동 2042-17번지,3층,***-****-****,10:00~22:00,10:00~22:00,10:00~22:00,수요일,323115062046_1.jpeg,20221122,37.3407658824,126.6891347679
동물위탁관리업,소풍애견호텔,시흥시,정왕동,"경기도 시흥시 서울대학로264번길 44-4, 에스프라자 (정왕동)",경기도 시흥시 배곧동 231번지,6층,0507-1360-5009,,,,,323115073028_1.jpeg,20221122,37.3671759068,126.7282075179
동물미용업,청안동물병원,시흥시,신천동,"경기도 시흥시 삼미시장1길 19, 늘푸른교회  (신천동)",경기도 시흥시 신천동 738-2번지,1층,031-311-4148,,,,,313115052012_1.jpeg,20221108,37.4405908634,126.7839303247
동물위탁관리업,9DOG,시흥시,산현동,"경기도 시흥시 산현마을길 29-4, 102호 (산현동)",경기도 시흥시 산현동 510-6번지,,0507-1332-9050,10:00~19:30,10:00~19:30,10:00~19:30,월요일,323115056054_1.jpeg,20221124,37.3757781709,126.8453231356
동물미용업,바른마음동물병원,시흥시,능곡동,"경기도 시흥시 장현능곡로 178, 능곡타운 204호 (능곡동)",경기도 시흥시 능곡동 719,2층,031-778-7512,10:00~20:00,10:00~20:00,휴무,일요일,313115067076_1.jpeg,20221104,37.3696097976,126.8099146126
동물미용업,펫마루,시흥시,배곧동,"경기도 시흥시 배곧전원로 40-49, 1층 (배곧동)",경기도 시흥시 배곧동 114-4번지,,031-433-0102,10:00~22:00,10:00~22:00,10:00~22:00,연중무휴,313115073017_1.jpeg,20221123,37.3769376945,126.7309763529
동물미용업,굿모닝동물병원,시흥시,거모동,"경기도 시흥시 군자로 511, 삼익아트빌 (거모동, 삼익아트빌)",경기도 시흥시 거모동 1757-7번지,,031-508-0555,,,,,313115068008_1.jpeg,20221104,37.3444775477,126.7852843459
동물미용업,루비펫살롱,시흥시,장현동,"경기도 시흥시 시청로68번길 30, 1층 (장현동, 이즈라이프)",경기도 시흥시 장현동 548-3,1층,***-****-****,09:00~19:00,09:00~19:00,09:00~19:00,연중무휴,313115070023_1.jpeg,20221109,37.3820403906,126.8023569656
동물미용업,보드레도그,시흥시,조남동,"경기도 시흥시 목감둘레로 258, 메트로타워1 (조남동)",경기도 시흥시 조남동 711-2,1층,031-411-3123,"10:00~19:00,수요일10:00~17:00",10:00~17:00,휴무,일요일,313115056060_1.jpeg,20221101,37.3809982663,126.862028829
동물미용업,개ST하우스,시흥시,신천동,"경기도 시흥시 신천3길 23-1, 2층 (신천동)",경기도 시흥시 신천동 761-1번지,2층,031-315-6235,11:00~20:00,11:00~20:00,11:00~20:00,"화요일,수요일",313115052039_1.jpeg,20221107,37.4387769793,126.7835745759
동물위탁관리업,큐티펫,시흥시,능곡동,"경기도 시흥시 장현능곡로 184, 능곡프라자 (능곡동)",경기도 시흥시 능곡동 733,1층,031-318-4789,09:30~19:30,09:30~19:30,09:30~19:30,목요일,323115067059_1.jpeg,20221104,37.3693978929,126.8106732268
동물미용업,쁘띠숑,시흥시,정왕동,"경기도 시흥시 오이도로 247, 3층 (정왕동)",경기도 시흥시 정왕동 2042-17번지,3층,***-****-****,10:00~22:00,10:00~22:00,10:00~22:00,수요일,313115062064_1.jpeg,20221122,37.3407658824,126.6891347679
동물미용업,큐티펫,시흥시,능곡동,"경기도 시흥시 장현능곡로 184, 능곡프라자 (능곡동)",경기도 시흥시 능곡동 733,1층,031-318-4789,09:30~19:30,09:30~19:30,09:30~19:30,목요일,313115067024_1.jpeg,20221104,37.3693978929,126.8106732268
