인허가일자,사업장명,통합영업상태명,영업상태명,폐업일자,소재지시설전화번호,소재지면적,소재지도로명주소,소재지지번주소,소재지우편번호,위도,경도,업태구분명정보,X좌표값,Y좌표값,위생업태명,건물지상층수,건물지하층수,사용시작지상층수,사용끝지상층수,사용시작지하층수,사용끝지하층수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,세탁기수,여성종사자수,남성종사자수,회수건조수,침대수,다중이용업소여부
20030715,대야세탁전문점,폐업,폐업,20050906,031-313-5725,32.20,경기도 시흥시 복지로43번길 10-1,경기도 시흥시 대야동 489-20 101호,14909,37.4438787871,126.7880704619,일반세탁업,181175.1834090260,437991.4360320880,일반세탁업,,,,,,,,,,,,,,,,N
20010716,대야제일세탁소,폐업,폐업,20021004,031-313-6560,1.00,경기도 시흥시 대골길 54,경기도 시흥시 대야동 465-10,14905,37.4465898088,126.7877282265,일반세탁업,181146.7775552110,438292.8373398930,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19990920,대영세탁소,영업/정상,영업,,031-433-9260,18.00,"경기도 시흥시 정왕대로143번길 6 (정왕동,주공5단지상가 101호)",경기도 시흥시 정왕동 1844-1 주공5단지상가 101호,15033,37.3505973569,126.7319903154,일반세탁업,176184.6448217820,427651.7674166490,일반세탁업,,,,,,,,,,,,,,,,N
19970212,대우1차세탁소,영업/정상,영업,,031-313-3374,17.82,경기도 시흥시 은행로 120 (은행동),경기도 시흥시 은행동 546 대우@상가 207호,14916,37.4418978236,126.7989641677,일반세탁업,182167.0619018990,437743.2310329690,일반세탁업,0,0,0,0,0,0,,,,,0,,,0,,N
20010616,대우삼호(아)세탁소,폐업,폐업,20030303,031-317-6878,1.00,,경기도 시흥시 하상동 0 대우삼호(아)상가201호,,,,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
20090914,대우세탁,영업/정상,영업,,031-318-3335,21.00,경기도 시흥시 승지로 7 (능곡동),경기도 시흥시 능곡동 782 신안인스빌 상가 104호,14995,37.3655032474,126.8090036085,일반세탁업,183071.7241038700,429217.9679294190,일반세탁업,0,0,0,0,0,0,,,,,2,,,1,,N
20230206,대우세탁박사,영업/정상,영업,,,22.68,"경기도 시흥시 은행로 280, 대우3차아파트 상가1동 1층 1109호 (은행동)",경기도 시흥시 은행동 549-1 대우3차아파트(유치원),14918,37.4425825003,126.7973864385,일반세탁업,181988.1558732280,437766.6949495910,일반세탁업,,,,,,,,,,,,,,,,N
19991231,대우세탁박사,폐업,폐업,20230206,031-318-5579,22.68,경기도 시흥시 은행로 107 (은행동),경기도 시흥시 은행동 549-1 은행단지대우3차상가 1동 1106호,14918,37.4414596943,126.7980412908,일반세탁업,181988.1558732280,437766.6949495910,일반세탁업,,,,,,,,,,,,,,,,N
20030305,대우세탁소,영업/정상,영업,,031-317-6878,30.60,경기도 시흥시 관곡지로 222 (하상동),경기도 시흥시 하상동 368 대우삼호아파트상가 202호,14977,37.3948892410,126.8123378127,일반세탁업,183318.9583432630,432638.1786130990,일반세탁업,,,,,,,,,,,,,,,,N
20000314,대우세탁전문점,폐업,폐업,20220622,,23.76,경기도 시흥시 대은로 62 (은행동),경기도 시흥시 은행동 550 대우(아)상가 2동 202호,14923,,,일반세탁업,181896.6901241480,437910.0104541500,일반세탁업,,,,,,,,,,,,,,,,N
20151130,대우팔팔세탁소,영업/정상,영업,,,62.00,"경기도 시흥시 대은로 16-20, 1층 일부호 (은행동)",경기도 시흥시 은행동 558-3 1층일부호,14919,37.4397042705,126.7938751426,일반세탁업,181687.5637389100,437527.3477667470,일반세탁업,0,0,,,,,,,,,2,0,0,1,,N
20060420,대우팔팔세탁소,폐업,폐업,20151126,031-435-7799,33.80,"경기도 시흥시 대은로 16-20 (은행동,103호)",경기도 시흥시 은행동 558-3 103호,14919,37.4397042705,126.7938751426,일반세탁업,181687.5637389100,437527.3477667470,일반세탁업,,,,,,,,,,,,,,,,N
20041117,대우푸르지오세탁소,폐업,폐업,20050916,031-317-5213,31.39,경기도 시흥시 은행로 93,경기도 시흥시 은행동 599-1 시흥은행4차푸르지오상가 205호,14919,37.4402097086,126.7970129760,일반세탁업,181862.0138687690,437582.1276875230,일반세탁업,,,,,,,,,,,,,,,,N
19891006,대웅세탁소,영업/정상,영업,,031-311-8054,19.20,경기도 시흥시 신천3길 28-8 (신천동),경기도 시흥시 신천동 760-4,14948,37.4390630669,126.7831875100,일반세탁업,180742.6884780890,437457.7956826180,일반세탁업,0,0,0,0,0,0,,,,,0,,,0,,N
19930212,대호세탁소,폐업,폐업,20020424,,1.00,경기도 시흥시 호현로34번길 11-1,경기도 시흥시 대야동 497-20,14909,37.4426697568,126.7863749200,일반세탁업,181025.1356335810,437857.9958634830,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19990830,대흥세탁소,폐업,폐업,20000817,031-499-2102,1.00,경기도 시흥시 서촌상가4길 16-8,경기도 시흥시 정왕동 1731-7 대영상가201,15036,37.3460573257,126.7324317136,일반세탁업,176218.1521647130,427148.8526129330,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20001106,대흥세탁소,폐업,폐업,20020124,031-499-2102,1.00,경기도 시흥시 군서로18번길 8-1,경기도 시흥시 정왕동 1199-14,15052,37.3449724715,126.7502018065,일반세탁업,177795.8384008260,427022.3338166090,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19960415,동광세탁소,폐업,폐업,20010915,031-694-6756,1.00,,경기도 시흥시 신천동 274-25,,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20231227,동남세탁소,영업/정상,영업,,,36.32,"경기도 시흥시 정왕대로28번길 31, 동남아파트 상가동 109호 (정왕동)",경기도 시흥시 정왕동 1862 동남아파트,15041,37.3539081067,126.7186442005,일반세탁업,175095.4586504870,427968.2358280810,일반세탁업,0,0,,,,,,,,,2,0,0,0,,N
20220218,동남세탁소,폐업,폐업,20231227,,.00,"경기도 시흥시 정왕대로28번길 31, 동남아파트 상가동 1층 109호 (정왕동)",경기도 시흥시 정왕동 1862 동남아파트,15041,37.3539081067,126.7186442005,일반세탁업,175095.4586504870,427968.2358280810,일반세탁업,0,0,,,,,,,,,1,0,0,1,,N
20140620,동보2층세탁소,폐업,폐업,20210602,031-431-3458,24.40,"경기도 시흥시 군자로335번길 11, 202호 (거모동)",경기도 시흥시 거모동 612-1 202호,15044,37.3580317890,126.7745301497,일반세탁업,179891.7399374030,428450.1429143490,일반세탁업,0,0,0,0,0,0,,,,,2,,,0,,N
20010516,동보세탁편의점,폐업,폐업,20160203,031-431-3458,25.20,경기도 시흥시 군자로 319,경기도 시흥시 군자동 612-1 동보(아)상가202호,15044,37.3581456290,126.7725190924,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
20010516,동보지하세탁소,영업/정상,영업,,031-431-9797,25.20,"경기도 시흥시 군자로 319, 상가동 B09호 (거모동, 동보아파트)",경기도 시흥시 거모동 612-1 동보(아) 상가동 B09호,15044,37.3581456290,126.7725190924,일반세탁업,179891.7399374030,428450.1429143490,일반세탁업,,,,,,,,,,,,,,,,N
20021023,동산세탁,폐업,폐업,20050120,031-433-0235,.00,경기도 시흥시 봉우재로57번길 1,경기도 시흥시 정왕동 1837-1,15053,37.3475492028,126.7457616699,일반세탁업,177401.3905499850,427309.5255638180,일반세탁업,,,,,,,,,,,,,,,,N
20041217,동산세탁,폐업,폐업,20060523,031-433-0235,28.88,경기도 시흥시 봉우재로57번길 6,경기도 시흥시 정왕동 1824-4 102호,15053,37.3479448441,126.7456109373,일반세탁업,177388.9599440130,427353.6725577320,일반세탁업,,,,,,,,,,,,,,,,N
20041224,동산세탁나라,폐업,폐업,20130315,031-434-8252,44.60,경기도 시흥시 봉우재로57번길 1,경기도 시흥시 정왕동 1837-1 105호(일부),15053,37.3475492028,126.7457616699,일반세탁업,177401.3905499850,427309.5255638180,일반세탁업,,,,,,,,,,,,,,,,N
20010915,동신세탁,영업/정상,영업,,031-317-4112,24.00,경기도 시흥시 대은로103번길 4 (대야동),경기도 시흥시 대야동 639,14915,37.4459479792,126.7994803282,일반세탁업,182151.4344074090,438273.8207793100,일반세탁업,,,,,,,,,,,,,,,,N
20010616,동아세탁소,폐업,폐업,20140623,031-317-6880,26.50,경기도 시흥시 하중로133번길 3 (하중동),경기도 시흥시 하중동 826-1 동아아파트 상가내 103호,14975,37.3990507049,126.8010920980,일반세탁업,182340.1458024220,433091.8750225290,일반세탁업,,,,,,,,,,,,,,,,N
20110824,동양세탁소,폐업,폐업,20130903,031-317-4244,24.00,경기도 시흥시 인선길 109 (장곡동),경기도 시흥시 장곡동 804 동양아파트 상가 104호,15002,37.3806880566,126.7797562831,일반세탁업,180364.2540394390,430933.8991533330,일반세탁업,,,,,,,,,,,,,,,,N
20011212,동양세탁소,폐업,폐업,20110609,031-317-4244,.00,경기도 시흥시 인선길 109,경기도 시흥시 장곡동 804 동양덱스빌(아)상가 104호,15002,37.3806880566,126.7797562831,일반세탁업,180364.2540394390,430933.8991533330,일반세탁업,,,,,,,,,,,,,,,,N
20070423,동우세탁소,폐업,폐업,20151119,,37.60,경기도 시흥시 큰솔로 34 (정왕동),경기도 시흥시 정왕동 1407-13,15060,37.3405772674,126.7521759717,일반세탁업,177969.2288695500,426533.9383988950,일반세탁업,,,,,,,,,,,,,,,,N
19930210,동원세탁소,영업/정상,영업,,031-495-8430,43.68,경기도 시흥시 도일로112번안길 22 (거모동),경기도 시흥시 거모동 1769-1 101호,15069,37.3418644006,126.7854220071,일반세탁업,180945.2664299930,426688.8670097680,일반세탁업,,,,,,,,,,,,,,,,N
19980612,동원세탁소,폐업,폐업,20000427,031-431-3230,1.00,,경기도 시흥시 거모동 1632-1 105호,15069,,,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
20000427,동원세탁소,폐업,폐업,20090827,031-431-3230,1.00,경기도 시흥시 봉화로 18,경기도 시흥시 정왕동 1878-5 동원(아)상가105,15017,37.3671098369,126.7360795788,일반세탁업,176485.6730997890,429436.8160963840,일반세탁업,,,,,,,,,,,,,,,,N
20230613,동원운동화세탁,영업/정상,영업,,,27.00,"경기도 시흥시 시흥대로 404, 201동 1층 102호 (광석동, 시흥시청역 동원로얄듀크)",경기도 시흥시 광석동 542 시흥시청역 동원로얄듀크,14994,37.3767999075,126.8109782143,운동화전문세탁업,183098.6674094330,430510.7155014610,운동화전문세탁업,0,0,,,,,,,,,1,0,0,0,,N
20040807,동진세탁소,폐업,폐업,20071105,031-494-6620,36.60,경기도 시흥시 도일로112번길 9-1,경기도 시흥시 거모동 1772-10,15069,37.3405902644,126.7848921934,일반세탁업,180868.3617121770,426528.3948220250,일반세탁업,,,,,,,,,,,,,,,,N
20021005,동진컴퓨터크리닝,폐업,폐업,20041215,031-494-6620,.00,경기도 시흥시 도일로112번길 9-1,경기도 시흥시 거모동 0 58블럭 8-2롯트 건영타운 B동 101호,15069,37.3405902644,126.7848921934,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
19940407,동호세탁소,폐업,폐업,19970407,,1.00,,경기도 시흥시 대야동 370-9,,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19990322,두산세탁소,폐업,폐업,20210705,031-313-8978,22.23,경기도 시흥시 대은로104번길 25 (은행동),경기도 시흥시 은행동 542-0 두산A상가동 201호,14916,37.4432238453,126.8006588073,일반세탁업,182346.0733316100,437944.3302227760,일반세탁업,0,0,0,0,0,0,,,,,0,,,0,,N
19960628,두산컴퓨터세탁,폐업,폐업,19990211,031-549-0846,1.00,,경기도 시흥시 정왕동 0-0 50-4-1두산A상가202호,15119,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20010516,두산형제세탁소,폐업,폐업,20110418,031-431-1113,1.00,경기도 시흥시 중심상가로 288,경기도 시흥시 정왕동 1786 두산(아)상가 113호,15063,37.3387737456,126.7449576052,일반세탁업,177240.5873290940,426298.3640229700,일반세탁업,,,,,,,,,,,,,,,,N
20110513,두산형제세탁소,폐업,폐업,20230808,031-431-1113,18.90,경기도 시흥시 중심상가로 286 (정왕동),경기도 시흥시 정왕동 1786 두산(아)상가 113호,15063,37.3387737456,126.7449576052,일반세탁업,177240.5873290940,426298.3640229700,일반세탁업,,,,,,,,,,,,,,,,N
20030404,드림세탁,영업/정상,영업,,031-317-1471,22.50,"경기도 시흥시 월곶중앙로14번길 27, 월곶4차상가 103호 (월곶동)",경기도 시흥시 월곶동 994 월곶4차상가,14967,37.3890720433,126.7438660226,일반세탁업,177211.6829049850,431843.8784234820,일반세탁업,5,1,1,1,0,0,,,,임대,1,,,1,,N
20160921,디앤비세탁마트,영업/정상,영업,,031-509-8890,89.30,"경기도 시흥시 도일로 90, 102호 (거모동)",경기도 시흥시 거모동 1778-13,15069,37.3383863311,126.7841341514,일반세탁업,180799.7124018410,426284.9057474080,일반세탁업,0,0,,,,,,,,,4,0,0,1,,N
20060721,딩동뎅 세탁소,폐업,폐업,20120309,031-432-6647,34.40,경기도 시흥시 봉우재로69번길 29-1,경기도 시흥시 정왕동 1813-6 1층,15053,37.3497454512,126.7438654522,일반세탁업,177235.1379366570,427553.9142750360,일반세탁업,,,,,,,,,,,2,,,,,N
20010516,또바기세탁명가,영업/정상,영업,,031-313-2800,44.25,"경기도 시흥시 승지로 75 (능곡동, 101호)",경기도 시흥시 능곡동 542,14994,37.3707763217,126.8105589696,일반세탁업,183149.2723584320,429874.7111652030,일반세탁업,,,,,,,,,,,,,,,,N
20040226,로뎀세탁소,폐업,폐업,20060727,031-492-6855,39.59,,경기도 시흥시 거모동 1632-1 동원(아)상가 105호,15069,,,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
20040518,로얄세탁소,폐업,폐업,20060623,031-499-4888,30.10,경기도 시흥시 정왕천로 436,경기도 시흥시 정왕동 1500-11,15051,37.3459966262,126.7539399304,일반세탁업,178126.4300000000,427135.5900000000,일반세탁업,,,,,,,,,,,,,,,,N
20240108,로얄손세탁,영업/정상,영업,,,64.31,"경기도 시흥시 역전로 351, 118~121, 124, 125, 127호 (정왕동)",경기도 시흥시 정왕동 1872-4,15026,37.3560132830,126.7359662256,일반세탁업,176472.7841412650,428247.9523409510,일반세탁업,0,0,,,,,,,,,2,0,0,0,,N
20080314,마스터크리너,폐업,폐업,20110902,031-505-8720,49.98,경기도 시흥시 하상로8번길 3,경기도 시흥시 하상동 371-11 1층,14977,37.3917024495,126.8130334468,일반세탁업,183373.1501273940,432194.3594750550,일반세탁업,,,,,,,,,,,,,,,,N
20060322,맑은 세탁소,폐업,폐업,20090803,031-435-8875,27.75,경기도 시흥시 하중로117번길 10-7,경기도 시흥시 하중동 822-9 103호,14975,37.4004980133,126.8004346541,일반세탁업,182260.4914105090,433174.4591058800,일반세탁업,,,,,,,,,,,,,,,,N
20230109,매트케어,폐업,폐업,20230707,,.00,"경기도 시흥시 비둘기공원7길 27, 서해아파트 상가동 2층 203호 (대야동)",경기도 시흥시 대야동 563 서해아파트,14913,37.4435571338,126.7930476021,세탁업 기타,181683.0754425880,437985.9699356170,세탁업 기타,0,0,,,,,,,,,0,0,0,0,,N
19880706,매화기계세탁소,폐업,폐업,19900720,,1.00,경기도 시흥시 매화1로 8,경기도 시흥시 매화동 247-5,14940,37.4156841603,126.8139671237,일반세탁업,183464.5017185940,434857.8559079790,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19900906,매화컴퓨터세탁소,폐업,폐업,20030905,031-693-8046,1.00,경기도 시흥시 매화로 46,경기도 시흥시 매화동 199-2,14940,37.4155072402,126.8145450656,일반세탁업,183507.8780133560,434845.1388984580,일반세탁업,,,,,,,,,,,,,,,,N
20211228,맵시세탁소,영업/정상,영업,,031-432-1711,65.62,"경기도 시흥시 서울대학로264번길 12, 208동 제B-101호 (배곧동, 시흥배곧 C2블럭 호반 써밋플레이스 아파트)",경기도 시흥시 배곧동 221 시흥배곧 C2블럭 호반 써밋플레이스 아파트,,,,일반세탁업,175567.5034974100,429607.5639406260,일반세탁업,0,0,,,,,,,,,0,0,0,0,,N
20050329,메가 세탁소,영업/정상,영업,,031-433-4177,40.00,"경기도 시흥시 협력로 281, C동 127호 (정왕동)",경기도 시흥시 정왕동 2164-2 C동 127호,15080,37.3520978048,126.7147788697,일반세탁업,174676.9329014930,427814.3396908030,일반세탁업,0,0,0,0,0,0,,,,,0,,,0,,N
19890304,명동세탁,폐업,폐업,19900103,,1.00,,경기도 시흥시 신천동 303-1,,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19910906,명동세탁소,폐업,폐업,20160120,031-312-9254,30.37,경기도 시흥시 신천7길 12 (신천동),경기도 시흥시 신천동 834-26,14948,37.4369794288,126.7799745087,일반세탁업,180457.8755610070,437228.0191265270,일반세탁업,,,,,,,,,,,,,,,,N
20140324,명성실업,폐업,폐업,20191010,,91.60,"경기도 시흥시 수인로 3350, 101호 (신천동)",경기도 시흥시 신천동 710-3 101호,14910,37.4401743005,126.7865907913,일반세탁업,181045.2569412880,437577.7001524120,일반세탁업,0,0,,,,,,,,,1,,,0,,N
20190103,명성크린,영업/정상,영업,,,194.40,"경기도 시흥시 새미길 49, 1층 일부호 (조남동)",경기도 시흥시 조남동 290-15,14987,37.3750866914,126.8639650858,일반세탁업,187878.9322892150,430342.9790463170,일반세탁업,0,0,,,,,,,,,1,0,0,1,,N
20090814,명품세탁,영업/정상,영업,,031-432-3698,23.74,경기도 시흥시 중심상가로 224 (정왕동),경기도 시흥시 정왕동 1790 영남아파트 제상가동 108호,15065,37.3422258091,126.7393008664,일반세탁업,176741.6493270200,426686.7531979790,일반세탁업,0,0,0,0,0,0,,,,,0,,,1,,N
20090209,명품세탁소,폐업,폐업,20210914,031-498-3698,36.11,"경기도 시흥시 오동마을로5번길 16 (정왕동,102호)",경기도 시흥시 정왕동 2311-1 102호,15049,37.3530158375,126.7436181180,일반세탁업,177217.4298658150,427916.1433368890,일반세탁업,0,0,,,,,,,,,2,,,1,,N
20130927,명품세탁소,영업/정상,영업,,070-8770-0013,36.08,"경기도 시흥시 오동마을로5번길 16, 만당빌딩 1층 102호 (정왕동)",경기도 시흥시 정왕동 2311-1 만당빌딩,15049,37.3530158375,126.7436181180,일반세탁업,177217.4298658150,427916.1433368890,일반세탁업,0,0,,,,,,,,,3,,,0,,N
20041101,모닝세탁,폐업,폐업,20170501,031-473-1137,49.58,경기도 시흥시 정왕천로375번길 23 (정왕동),경기도 시흥시 정왕동 1569-8,15058,37.3427004778,126.7472778146,일반세탁업,177535.1539572070,426770.9207706060,일반세탁업,,,,,,,,,,,,,,,,N
20070702,모닝세탁소,폐업,폐업,20081029,031-433-0815,41.80,경기도 시흥시 봉우재로69번길 6-1,경기도 시흥시 정왕동 1820-3,15053,37.3487418127,126.7462013590,일반세탁업,177441.8504467870,427441.7576837060,일반세탁업,,,,,,,,,,,,,,,,N
20160401,모닝세탁소,영업/정상,영업,,031-497-1137,53.80,경기도 시흥시 정왕천로375번길 23 (정왕동),경기도 시흥시 정왕동 1569-8,15058,37.3427004778,126.7472778146,일반세탁업,177535.1539572070,426770.9207706060,일반세탁업,0,0,,,,,,,,,3,0,0,1,,N
20081029,모닝세탁소,폐업,폐업,20150722,031-433-0815,25.55,경기도 시흥시 큰솔로22번길 14 (정왕동),경기도 시흥시 정왕동 1420-4,15060,37.3392150412,126.7534199875,일반세탁업,178077.8772747400,426382.5361842160,일반세탁업,,,,,,,,,,,,,,,,N
20111212,모아세탁소,폐업,폐업,20210106,032-442-3222,.00,"경기도 시흥시 장현순환로 81, 근린생활시설1동 지하1층 16호 (장현동, 시흥능곡역 모아미래도 에듀포레)",경기도 시흥시 장현동 산 34 시흥능곡역 모아미래도 에듀포레,14996,37.3744096409,126.7969159919,일반세탁업,182107.0849075840,430291.2164367540,일반세탁업,0,0,1,1,,,,,,,1,,,1,,N
20231106,모아세탁소,영업/정상,영업,,031-312-2114,51.30,"경기도 시흥시 장현순환로 81, 상가1동 지1층 5호 (장현동, 시흥능곡역 모아미래도 에듀포레)",경기도 시흥시 장현동 608 시흥능곡역 모아미래도 에듀포레,14996,37.3744096409,126.7969159919,일반세탁업,182008.0382416500,430256.6649341130,일반세탁업,0,0,,,,,,,,,1,0,0,0,,N
19980206,모아세탁소,폐업,폐업,20211209,,31.59,경기도 시흥시 함송로 36 (정왕동),경기도 시흥시 정왕동 1876-2 모아(아)상가 106호,15022,37.3624584155,126.7318468628,일반세탁업,176122.2093417910,428925.7711733270,일반세탁업,,,,,,,,,,,,,,,,N
20010507,무지개세탁소,폐업,폐업,20130409,031-499-1732,50.35,"경기도 시흥시 중심상가로 104, 102호 (정왕동, 진로아파트상가)",경기도 시흥시 정왕동 1848-4 진로아파트 상가 102호,15038,37.3490411068,126.7283141670,일반세탁업,175843.7264000790,427386.2997720680,일반세탁업,,,,,,,,,,,,,,,,N
19900417,무지개세탁소,폐업,폐업,20010915,031-693-4852,1.00,경기도 시흥시 수인로3395번길 11,경기도 시흥시 신천동 741,14948,37.4404945847,126.7814329941,일반세탁업,180587.8139834240,437616.6507012220,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19960902,무진세탁소,영업/정상,영업,,,33.60,경기도 시흥시 중심상가로 350 (정왕동),경기도 시흥시 정왕동 1629 무진A상가동 202호,15062,37.3355166891,126.7501377704,일반세탁업,177730.0374639960,425923.7022717110,일반세탁업,,,,,,,,,,,,,,,,N
20031210,문영세탁소,폐업,폐업,20071109,031-432-7005,24.46,경기도 시흥시 봉우재로30번길 4-1,경기도 시흥시 정왕동 1579-3,15057,37.3450887013,126.7443863290,일반세탁업,177280.8500000000,427037.3910000000,일반세탁업,,,,,,,,,,,,,,,,N
19900906,미광세탁소,폐업,폐업,19950727,031-693-1363,1.00,경기도 시흥시 복지로 105-3,경기도 시흥시 대야동 345-15,14906,37.4483281008,126.7920078250,일반세탁업,181525.4901336750,438484.4172348240,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19900906,미래세탁소,폐업,폐업,19940808,,1.00,경기도 시흥시 신천2길 31,경기도 시흥시 신천동 751-19,14947,37.4390560683,126.7790728945,일반세탁업,180378.9577532150,437457.5955546610,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20090430,미미세탁,영업/정상,영업,,031-505-3313,42.21,"경기도 시흥시 역전로302번길 12, 1층 (정왕동)",경기도 시흥시 정왕동 2298-10 1층,15024,37.3531716358,126.7398001454,일반세탁업,176876.9249503150,427936.2213939920,일반세탁업,0,0,,,,,,,,,0,,,0,,N
19891006,미미세탁소,폐업,폐업,20021004,031-692-5286,1.00,경기도 시흥시 문화마을로16번길 69-1,경기도 시흥시 대야동 463-8,14905,37.4468343320,126.7864258048,일반세탁업,181030.1939849710,438319.4513834400,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19890309,미미세탁소,폐업,폐업,19911209,,1.00,,경기도 시흥시 대야동 375-10,,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19900216,미산세탁소,폐업,폐업,20130222,031-311-0983,36.05,경기도 시흥시 미산로143번길 15,경기도 시흥시 미산동 320-18,14944,37.4172589091,126.7936226038,일반세탁업,181660.4667909700,435036.1629336290,일반세탁업,,,,,,,,,,,,,,,,N
19970626,미선세탁소,영업/정상,영업,,031-313-7434,18.36,경기도 시흥시 시흥대로1074번길 17 (은행동),경기도 시흥시 은행동 289-47,14921,37.4314900096,126.7949017607,일반세탁업,181775.8578129580,436616.0719054580,일반세탁업,0,0,0,0,0,0,,,,,0,,,0,,N
20140324,미소진산업,영업/정상,영업,,,91.60,"경기도 시흥시 신천로104번길 20, 국제천막기업 1층 일부호 (신천동)",경기도 시흥시 신천동 776-4 국제천막기업,14950,37.4386904638,126.7886509058,일반세탁업,181223.9689692300,437415.4271738390,일반세탁업,0,0,,,,,,,,,1,,,0,,N
20121026,미소천사,폐업,폐업,20121108,,.00,경기도 시흥시 월곶중앙로30번안길 10-4 (월곶동),경기도 시흥시 월곶동 997-7 101호,14966,37.3897739510,126.7422774429,일반세탁업,177106.5650000000,431996.5750000000,일반세탁업,0,0,,,,,,,,,2,,,1,,N
20260224,미앤미기업,영업/정상,영업,,,102.83,"경기도 시흥시 신천6길 50, 1층 (신천동)",경기도 시흥시 신천동 815-23 슈퍼드,14947,37.4374822406,126.7767028835,세탁업 기타,180166.4660096510,437282.7839073980,세탁업 기타,0,0,,,,,,,,,1,0,0,2,,N
19970423,미주세탁소,폐업,폐업,20220908,031-432-2711,27.06,경기도 시흥시 정왕신길로49번길 26 (정왕동),경기도 시흥시 정왕동 1875-2 미주(아)상가 201호,15028,37.3601278449,126.7283022875,일반세탁업,175907.0314307260,428658.1003693020,일반세탁업,,,,,,,,,,,,,,,,N
20000719,믿음세탁,폐업,폐업,20100720,031-491-9921,1.00,경기도 시흥시 군자로481번길 12,경기도 시흥시 거모동 1717-11 102호,15068,37.3476933492,126.7849377334,일반세탁업,180873.5874174750,427316.1274789360,일반세탁업,,,,,,,,,,,,,,,,N
19890501,믿음세탁소,폐업,폐업,20120706,031-312-0042,19.50,경기도 시흥시 수인로3409번길 33-1,경기도 시흥시 신천동 752-21,14948,37.4388721689,126.7799563741,일반세탁업,180456.5577853130,437437.6606501520,일반세탁업,,,,,,,,,,,,,,,,N
20080328,바다 세탁소,폐업,폐업,20090810,031-403-9275,24.96,경기도 시흥시 월곶중앙로14번길 27,경기도 시흥시 월곶동 994 상가 103호,14967,37.3890720433,126.7438660226,일반세탁업,177211.6829049850,431843.8784234820,일반세탁업,,,,,,,,,,,,,,,,N
20090827,바다세탁소,폐업,폐업,20201229,,24.95,경기도 시흥시 월곶중앙로14번길 9 (월곶동),경기도 시흥시 월곶동 994 풍림4차 상가내 103호,14967,37.3890720433,126.7438660226,일반세탁업,177211.6829049850,431843.8784234820,일반세탁업,0,0,0,0,0,0,,,,,2,,,1,,N
20041007,바다세탁소,폐업,폐업,20160830,031-319-9788,27.60,경기도 시흥시 오이도로157번길 22-9 (정왕동),경기도 시흥시 정왕동 1993-10,15015,37.3455797861,126.6905394098,일반세탁업,172509.1051547210,427105.4293616100,일반세탁업,,,,,,,,,,,,,,,,N
20200420,바다세탁소,영업/정상,영업,,031-319-9788,27.60,"경기도 시흥시 오이도로157번길 22-9, 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1993-10,15015,37.3455797861,126.6905394098,일반세탁업,172509.1051547210,427105.4293616100,일반세탁업,0,0,0,0,0,0,,,,,3,0,0,2,,N
20061219,바다세탁소,폐업,폐업,20080828,031-317-8272,.00,,경기도 시흥시 월곶동 994 풍림4차아파트 단지내상가동 204호,,,,일반세탁업,177211.6829049850,431843.8784234820,일반세탁업,2,,,,,,,,,,,,,,,N
19880530,바울세탁소,폐업,폐업,20220927,031-312-1628,37.44,경기도 시흥시 삼미시장3길 48 (신천동),경기도 시흥시 신천동 745-20,14948,37.4410184441,126.7801279824,일반세탁업,180471.8406533420,437670.9673337100,일반세탁업,,,,,,,,,,,,,,,,N
19890705,백광사,폐업,폐업,20000208,031-691-2060,1.00,경기도 시흥시 신천2길 13,경기도 시흥시 신천동 752-13,14948,37.4390500225,126.7810398607,일반세탁업,180552.5762760560,437457.0449904320,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19910917,백광세탁소,폐업,폐업,20110914,031-312-8609,25.40,경기도 시흥시 신천로44번길 4,경기도 시흥시 신천동 865-1,14950,37.4350876171,126.7890806285,일반세탁업,181264.5131727170,437012.2889008030,일반세탁업,,,,,,,,,,,,,,,,N
