기관명,분류,종별,주소,좌표X,좌표Y,전화번호,출처
쉼,소형마트,슈퍼마켓,경기도 시흥시 오이도로 105,126.69264652488,37.3477150634407,,공공데이터포털(상가업소정보)
현푸드,소형마트,슈퍼마켓,경기도 시흥시 매화산단로 24,126.82600580117,37.4098416394467,,공공데이터포털(상가업소정보)
까까아이스,소형마트,슈퍼마켓,경기도 시흥시 정왕신길로49번길 21,126.72771251228,37.3601450233782,,공공데이터포털(상가업소정보)
49번가디저트,소형마트,슈퍼마켓,경기도 시흥시 중심상가로 187,126.736097148351,37.3446753879548,,공공데이터포털(상가업소정보)
성심중국식품,소형마트,슈퍼마켓,경기도 시흥시 큰솔로45번길 7-1,126.751974097247,37.3418174403977,,공공데이터포털(상가업소정보)
시화과자,소형마트,슈퍼마켓,경기도 시흥시 옥구상가2길 4,126.723999011973,37.3539193430361,,공공데이터포털(상가업소정보)
코스모스슈퍼,소형마트,슈퍼마켓,경기도 시흥시 정왕천로423번길 10,126.75216446673,37.3457012689501,,공공데이터포털(상가업소정보)
설아아이스크림할인점,소형마트,슈퍼마켓,경기도 시흥시 새재로 11,126.801650606422,37.380736361013,,공공데이터포털(상가업소정보)
은성슈퍼,소형마트,슈퍼마켓,경기도 시흥시 금오로 630-3,126.833490602632,37.4575701853741,,공공데이터포털(상가업소정보)
간식조아용,소형마트,슈퍼마켓,경기도 시흥시 은행로173번길 7,126.797614997037,37.4454676613949,,공공데이터포털(상가업소정보)
제이제이중국식품,소형마트,슈퍼마켓,경기도 시흥시 정왕신길로229번길 24,126.744046919704,37.3499368321019,,공공데이터포털(상가업소정보)
비엘유통,소형마트,슈퍼마켓,경기도 시흥시 정왕대로 64,126.723523740363,37.3542516126616,,공공데이터포털(상가업소정보)
철이네아이스께끼은계,소형마트,슈퍼마켓,경기도 시흥시 은계중앙로 65,126.800667552405,37.4364356814241,,공공데이터포털(상가업소정보)
픽미픽미배곧점,소형마트,슈퍼마켓,경기도 시흥시 서울대학로264번길 12,126.72489768162,37.3674638368602,,공공데이터포털(상가업소정보)
K－할인마트,소형마트,슈퍼마켓,경기도 시흥시 연성로29번길 32,126.805784134404,37.393474662378,,공공데이터포털(상가업소정보)
국제산업CO,소형마트,슈퍼마켓,경기도 시흥시 미산로143번길 11,126.793386422014,37.4174567970067,,공공데이터포털(상가업소정보)
윈플러스마트서부시화점,소형마트,슈퍼마켓,경기도 시흥시 옥구공원로 183,126.732033150097,37.345008642816,,공공데이터포털(상가업소정보)
대명유통,소형마트,슈퍼마켓,경기도 시흥시 오이도로 21,126.700737545955,37.3451408521667,,공공데이터포털(상가업소정보)
드루와아이스크림패키지,소형마트,슈퍼마켓,경기도 시흥시 도일로 114,126.783925860825,37.3406186712515,,공공데이터포털(상가업소정보)
응응스크르시흥서해점,소형마트,슈퍼마켓,경기도 시흥시 옥구천서로373번길 40,126.723838847776,37.3575861425285,,공공데이터포털(상가업소정보)
소나르메디나할랄푸드,소형마트,슈퍼마켓,경기도 시흥시 오이도중앙로 61-1,126.689180160699,37.3426152084259,,공공데이터포털(상가업소정보)
워터캐슬,소형마트,슈퍼마켓,경기도 시흥시 정왕대로 174,126.733489094399,37.348174536351,,공공데이터포털(상가업소정보)
달콤달콤,소형마트,슈퍼마켓,경기도 시흥시 신현로38번길 23-1,126.783755923426,37.4077085817617,,공공데이터포털(상가업소정보)
엘유통,소형마트,슈퍼마켓,경기도 시흥시 장현장곡로 15,126.789862522466,37.3808331357397,,공공데이터포털(상가업소정보)
올잇마켓배곧점,소형마트,슈퍼마켓,경기도 시흥시 해송십리로 472-11,126.730517246632,37.3839024136027,,공공데이터포털(상가업소정보)
아이피컴퍼니,소형마트,슈퍼마켓,경기도 시흥시 장곡로70번길 7-2,126.780955263413,37.380366462056,,공공데이터포털(상가업소정보)
요정이네채소마을,소형마트,슈퍼마켓,경기도 시흥시 군서로46번길 9,126.747736866149,37.3467731433258,,공공데이터포털(상가업소정보)
배곧매점,소형마트,슈퍼마켓,경기도 시흥시 서울대학로264번길 26-32,126.72773432376,37.3666054177899,,공공데이터포털(상가업소정보)
순풍슈퍼,소형마트,슈퍼마켓,경기도 시흥시 정왕천로423번길 32,126.750162693239,37.3469675069589,,공공데이터포털(상가업소정보)
마이프엉,소형마트,슈퍼마켓,경기도 시흥시 복지로43번길 20,126.787142821004,37.4441968575717,,공공데이터포털(상가업소정보)
나이스비젼,소형마트,슈퍼마켓,경기도 시흥시 거북섬둘레길 1,126.675645172549,37.3251620096476,,공공데이터포털(상가업소정보)
어반스테이시흥거북섬,소형마트,슈퍼마켓,경기도 시흥시 거북섬둘레길 7,126.676355392123,37.3252991087334,,공공데이터포털(상가업소정보)
응응스크르배곧,소형마트,슈퍼마켓,경기도 시흥시 서울대학로264번길 74,126.728288936223,37.366201232418,,공공데이터포털(상가업소정보)
케이행창배곧점,소형마트,슈퍼마켓,경기도 시흥시 서울대학로264번길 26-18,126.726142376279,37.366664814246,,공공데이터포털(상가업소정보)
경기두레소비자생활협동조합,소형마트,슈퍼마켓,경기도 시흥시 능곡로 174,126.811720008914,37.3680573920015,,공공데이터포털(상가업소정보)
디에스,소형마트,슈퍼마켓,경기도 시흥시 신현로 470-1,126.766634608594,37.4216327843265,,공공데이터포털(상가업소정보)
롯데쇼핑롯데슈퍼시흥조남점,소형마트,슈퍼마켓,경기도 시흥시 목감중앙로 47,126.85476613961,37.3735332424538,,공공데이터포털(상가업소정보)
중간마을음료수,소형마트,슈퍼마켓,경기도 시흥시 서해안로 1465,126.774272164027,37.4402175301419,,공공데이터포털(상가업소정보)
베트남ASIAN,소형마트,슈퍼마켓,경기도 시흥시 큰솔로12번길 2,126.75172554421,37.3384741040877,,공공데이터포털(상가업소정보)
햇빛촌오,소형마트,슈퍼마켓,경기도 시흥시 오이도로157번길 24,126.6907564032,37.3462684960259,,공공데이터포털(상가업소정보)
에이치에이치엔터프라이즈,소형마트,슈퍼마켓,경기도 시흥시 정왕천로369번길 23-7,126.746556012561,37.342175378958,,공공데이터포털(상가업소정보)
퍼스트에비뉴2차310호,소형마트,슈퍼마켓,경기도 시흥시 거북섬2길 25,126.676820499542,37.3273457154328,,공공데이터포털(상가업소정보)
별이네야채과일가게,소형마트,슈퍼마켓,경기도 시흥시 군서마을로 10-3,126.750240197177,37.3440123005722,,공공데이터포털(상가업소정보)
군자플러스마트,소형마트,슈퍼마켓,경기도 시흥시 군자로477번길 6,126.784041541662,37.3475117485422,,공공데이터포털(상가업소정보)
정원상사,소형마트,슈퍼마켓,경기도 시흥시 범안로266번길 32,126.810520350855,37.4589411663467,,공공데이터포털(상가업소정보)
수인매점,소형마트,슈퍼마켓,경기도 시흥시 과림저수지길 47-60,126.826059081772,37.4502883135305,,공공데이터포털(상가업소정보)
시흥그린슈퍼,소형마트,슈퍼마켓,경기도 시흥시 시흥대로1074번길 26,126.795642558,37.4310930933495,,공공데이터포털(상가업소정보)
사볼래아이스크림세계과자,소형마트,슈퍼마켓,경기도 시흥시 목감중앙로 36,126.85355608714,37.3745769388856,,공공데이터포털(상가업소정보)
옛날과자,소형마트,슈퍼마켓,경기도 시흥시 옥구상가2길 4,126.723999011973,37.3539193430361,,공공데이터포털(상가업소정보)
삼호할인마트,소형마트,슈퍼마켓,경기도 시흥시 호현로73번길 5,126.786152755412,37.4466278050027,,공공데이터포털(상가업소정보)
아이스월드365,소형마트,슈퍼마켓,경기도 시흥시 새재로7번길 22,126.799773935514,37.3816252112048,,공공데이터포털(상가업소정보)
다잡아낚시슈퍼,소형마트,슈퍼마켓,경기도 시흥시 오이도로 21,126.700737545955,37.3451408521667,,공공데이터포털(상가업소정보)
아이스헌터정왕1,소형마트,슈퍼마켓,경기도 시흥시 정왕대로266번길 4,126.741406590676,37.3431553659349,,공공데이터포털(상가업소정보)
아이스크림팔아다이스소래고점,소형마트,슈퍼마켓,경기도 시흥시 수인로3287번길 25,126.795590285967,37.4378506126987,,공공데이터포털(상가업소정보)
코코아이스크림,소형마트,슈퍼마켓,경기도 시흥시 하상로 36,126.813360024268,37.3941446079085,,공공데이터포털(상가업소정보)
카르도매점,소형마트,슈퍼마켓,경기도 시흥시 능곡번영길 33,126.806816950779,37.3694550841865,,공공데이터포털(상가업소정보)
아이스크림스토리시흥,소형마트,슈퍼마켓,경기도 시흥시 시청로 76,126.799402841465,37.3810569379774,,공공데이터포털(상가업소정보)
중국식품,소형마트,슈퍼마켓,경기도 시흥시 오동마을로6번안길 32,126.745305628427,37.3515253555406,,공공데이터포털(상가업소정보)
춘화슈퍼,소형마트,슈퍼마켓,경기도 시흥시 군서로18번길 25-1,126.751315545094,37.3464563504717,,공공데이터포털(상가업소정보)
다석슈퍼,소형마트,슈퍼마켓,경기도 시흥시 산기대학로 77,126.717503400466,37.3493898695208,,공공데이터포털(상가업소정보)
빨강마트,소형마트,슈퍼마켓,경기도 시흥시 군서로46번길 17,126.748197960445,37.3472606803331,,공공데이터포털(상가업소정보)
바다마트,소형마트,슈퍼마켓,경기도 시흥시 오이도로 193,126.687302603998,37.3436284206512,,공공데이터포털(상가업소정보)
아름다운할인마트,소형마트,슈퍼마켓,경기도 시흥시 수인로3413번길 4-2,126.779240032435,37.4416144737436,,공공데이터포털(상가업소정보)
영광슈퍼,소형마트,슈퍼마켓,경기도 시흥시 큰솔로7번안길 4,126.75030076241,37.3393541134916,,공공데이터포털(상가업소정보)
LJ로직스,소형마트,슈퍼마켓,경기도 시흥시 동서로707번길 40-2,126.82810136438,37.3874723647786,,공공데이터포털(상가업소정보)
"간식,사가게",소형마트,슈퍼마켓,경기도 시흥시 서울대학로278번길 61,126.730675060522,37.3681889420436,,공공데이터포털(상가업소정보)
슈퍼마켓,소형마트,슈퍼마켓,경기도 시흥시 거북섬1길 22,126.676257091332,37.3271729797812,,공공데이터포털(상가업소정보)
농심가할인마트,소형마트,슈퍼마켓,경기도 시흥시 군자로315번길 13,126.773783365241,37.3585211444172,,공공데이터포털(상가업소정보)
사랑슈퍼,소형마트,슈퍼마켓,경기도 시흥시 매화1로47번길 1,126.809840920826,37.414781355895,,공공데이터포털(상가업소정보)
스터디매점,소형마트,슈퍼마켓,경기도 시흥시 산기대학로 237,126.733541499126,37.3397320279433,,공공데이터포털(상가업소정보)
이팩,소형마트,슈퍼마켓,경기도 시흥시 금오로152번길 9,126.840684601264,37.417629108649,,공공데이터포털(상가업소정보)
민이네집,소형마트,슈퍼마켓,경기도 시흥시 오이도중앙로 61-1,126.689180160699,37.3426152084259,,공공데이터포털(상가업소정보)
지에스더프레시배곧,소형마트,슈퍼마켓,경기도 시흥시 배곧1로 27-15,126.712770528124,37.3652275009804,,공공데이터포털(상가업소정보)
삼양마트,소형마트,슈퍼마켓,경기도 시흥시 공단1대로 13,126.7077409173,37.3493481333051,,공공데이터포털(상가업소정보)
마린마트,소형마트,슈퍼마켓,경기도 시흥시 거북섬1길 18,126.676496078055,37.3266960882063,,공공데이터포털(상가업소정보)
아이스크림나라,소형마트,슈퍼마켓,경기도 시흥시 배곧4로 81-29,126.734302898218,37.3766487434053,,공공데이터포털(상가업소정보)
설빙고24장곡점,소형마트,슈퍼마켓,경기도 시흥시 장곡1로 5,126.78479625227,37.3796436853889,,공공데이터포털(상가업소정보)
성호상회,소형마트,슈퍼마켓,경기도 시흥시 매화산단2길 17,126.821461118094,37.4115017484159,,공공데이터포털(상가업소정보)
선진유통,소형마트,슈퍼마켓,경기도 시흥시 거북섬둘레길 4,126.676144001162,37.3246047379967,,공공데이터포털(상가업소정보)
샵아이스크림,소형마트,슈퍼마켓,경기도 시흥시 정왕신길로49번길 39,126.727647216635,37.362595659966,,공공데이터포털(상가업소정보)
타이삼란,소형마트,슈퍼마켓,경기도 시흥시 신천로 89-20,126.784628144814,37.4383897756379,,공공데이터포털(상가업소정보)
밀담푸릇장곡점,소형마트,슈퍼마켓,경기도 시흥시 장현장곡로 10,126.790591107022,37.3786899935783,,공공데이터포털(상가업소정보)
한아름마트하상점,소형마트,슈퍼마켓,경기도 시흥시 연성로 87,126.813085485414,37.3910086202391,,공공데이터포털(상가업소정보)
이글루은계,소형마트,슈퍼마켓,경기도 시흥시 은계중앙로 151,126.807324198623,37.4403300907659,,공공데이터포털(상가업소정보)
경기두레소비자생활협동조합연성점,소형마트,슈퍼마켓,경기도 시흥시 진말로9번길 2,126.785273830436,37.3784642134263,,공공데이터포털(상가업소정보)
마켓101,소형마트,슈퍼마켓,경기도 시흥시 시흥대로 1144,126.791651470961,37.4361408186764,,공공데이터포털(상가업소정보)
행운슈퍼,소형마트,슈퍼마켓,경기도 시흥시 옥구천동로374번길 10,126.728704863712,37.3541464752849,,공공데이터포털(상가업소정보)
마마트시흥,소형마트,슈퍼마켓,경기도 시흥시 만해로 43,126.747211483375,37.3317969308129,,공공데이터포털(상가업소정보)
더빅,소형마트,슈퍼마켓,경기도 시흥시 장현능곡로 119,126.80376398935,37.3713151790932,,공공데이터포털(상가업소정보)
올댓스윗산현,소형마트,슈퍼마켓,경기도 시흥시 산현마을길 29-2,126.845368644167,37.3756117059629,,공공데이터포털(상가업소정보)
장터마트,소형마트,슈퍼마켓,경기도 시흥시 비둘기공원7길 53,126.791749958185,37.4413758831022,,공공데이터포털(상가업소정보)
지마트,소형마트,슈퍼마켓,경기도 시흥시 은행로 104,126.798181048527,37.4408824714109,,공공데이터포털(상가업소정보)
영수네,소형마트,슈퍼마켓,경기도 시흥시 정왕시장길 51,126.748563976676,37.3458017946653,,공공데이터포털(상가업소정보)
종합유통센타,소형마트,슈퍼마켓,경기도 시흥시 복지로 47,126.789144068036,37.443822019227,,공공데이터포털(상가업소정보)
이글루,소형마트,슈퍼마켓,경기도 시흥시 배곧3로 27-8,126.727125668789,37.3756953382401,,공공데이터포털(상가업소정보)
오아시스매점,소형마트,슈퍼마켓,경기도 시흥시 마유로 415,126.740586367534,37.3519475933392,,공공데이터포털(상가업소정보)
다사랑마트,소형마트,슈퍼마켓,경기도 시흥시 정왕천로359번길 54,126.743729461153,37.3437190576357,,공공데이터포털(상가업소정보)
더달달오,소형마트,슈퍼마켓,경기도 시흥시 오이도로157번길 16,126.69007852054,37.3464469272944,,공공데이터포털(상가업소정보)
코사마트능곡주공점,소형마트,슈퍼마켓,경기도 시흥시 시흥대로268번길 51,126.812633709553,37.3638060033783,,공공데이터포털(상가업소정보)
용마트,소형마트,슈퍼마켓,경기도 시흥시 봉우재로 23-17,126.741927224385,37.3460127597667,,공공데이터포털(상가업소정보)
리빙홈벤처스,소형마트,슈퍼마켓,경기도 시흥시 조남길 19,126.860179394493,37.3828022929051,,공공데이터포털(상가업소정보)
와인갤러리,소형마트,슈퍼마켓,경기도 시흥시 장현능곡로 155,126.807320981627,37.3710146789167,,공공데이터포털(상가업소정보)
쿱스토어부산시흥,소형마트,슈퍼마켓,경기도 시흥시 은행로 178,126.797906027606,37.446504324223,,공공데이터포털(상가업소정보)
해피딜,소형마트,슈퍼마켓,경기도 시흥시 동서로811번길 46,126.840082895543,37.3871467857646,,공공데이터포털(상가업소정보)
엘에프푸드모노마트,소형마트,슈퍼마켓,경기도 시흥시 복지로 126,126.792483198213,37.4500178861521,,공공데이터포털(상가업소정보)
연희할인매장,소형마트,슈퍼마켓,경기도 시흥시 신천로79번길 11,126.784846061595,37.437263905059,,공공데이터포털(상가업소정보)
무인플러스마트,소형마트,슈퍼마켓,경기도 시흥시 은계호수로 49,126.802055119983,37.4458716267193,,공공데이터포털(상가업소정보)
나린매점,소형마트,슈퍼마켓,경기도 시흥시 군자천로119번길 25,126.717128096737,37.3320982544225,,공공데이터포털(상가업소정보)
두산할인마트,소형마트,슈퍼마켓,경기도 시흥시 군자로 498,126.78439686858,37.3456022175749,,공공데이터포털(상가업소정보)
까치매점,소형마트,슈퍼마켓,경기도 시흥시 수인로2107번길 146,126.866405650416,37.3674019703044,,공공데이터포털(상가업소정보)
디에스빌리어드판매점,소형마트,슈퍼마켓,경기도 시흥시 은계번영길 13,126.802563448114,37.4373488879081,,공공데이터포털(상가업소정보)
아시안마트,소형마트,슈퍼마켓,경기도 시흥시 큰솔로7번길 20,126.74975852772,37.3395241632201,,공공데이터포털(상가업소정보)
행복슈퍼,소형마트,슈퍼마켓,경기도 시흥시 부라위길 1,126.833572219033,37.4360360834922,,공공데이터포털(상가업소정보)
더샤벳아이스크림시흥,소형마트,슈퍼마켓,경기도 시흥시 은행로 104,126.798181048527,37.4408824714109,,공공데이터포털(상가업소정보)
녹원유통,소형마트,슈퍼마켓,경기도 시흥시 신천로19번길 24-4,126.790444036336,37.4315164790697,,공공데이터포털(상가업소정보)
포리상회,소형마트,슈퍼마켓,경기도 시흥시 새우개4길 4,126.773774080491,37.4029595556915,,공공데이터포털(상가업소정보)
담풀,소형마트,슈퍼마켓,경기도 시흥시 시청로72번길 15-5,126.800349279628,37.3818153986759,,공공데이터포털(상가업소정보)
훼미리슈퍼,소형마트,슈퍼마켓,경기도 시흥시 수인로3402번길 20,126.781053649442,37.4435730457715,,공공데이터포털(상가업소정보)
응응스크르시흥포동점,소형마트,슈퍼마켓,경기도 시흥시 신현로38번길 21,126.784062698461,37.4070784294308,,공공데이터포털(상가업소정보)
선사유적지매점,소형마트,슈퍼마켓,경기도 시흥시 서해안로 113-27,126.696164075772,37.3430298026544,,공공데이터포털(상가업소정보)
설아아이스크림,소형마트,슈퍼마켓,경기도 시흥시 은계남로 11,126.801735131529,37.4343741535547,,공공데이터포털(상가업소정보)
밝은빛상회,소형마트,슈퍼마켓,경기도 시흥시 금오로118번길 33,126.84342740018,37.4132898654628,,공공데이터포털(상가업소정보)
엠마트,소형마트,슈퍼마켓,경기도 시흥시 매화1로 60,126.808754871171,37.4154193266847,,공공데이터포털(상가업소정보)
최고진,소형마트,슈퍼마켓,경기도 시흥시 서해안로 1597,126.785810519205,37.4477534509622,,공공데이터포털(상가업소정보)
지에스25시화영남,소형마트,슈퍼마켓,경기도 시흥시 중심상가로 228,126.739299450962,37.3422226828465,,공공데이터포털(상가업소정보)
열매유통,소형마트,슈퍼마켓,경기도 시흥시 정왕대로 64,126.723523740363,37.3542516126616,,공공데이터포털(상가업소정보)
롯데프레시시흥,소형마트,슈퍼마켓,경기도 시흥시 은계로338번길 40,126.796265879697,37.4512318236912,,공공데이터포털(상가업소정보)
롯데쇼핑롯데슈퍼시흥거북섬점,소형마트,슈퍼마켓,경기도 시흥시 거북섬남로 47,126.687389908332,37.3225626157029,,공공데이터포털(상가업소정보)
롯데프레시시흥거북섬점,소형마트,슈퍼마켓,경기도 시흥시 거북섬남로 47,126.687389908332,37.3225626157029,,공공데이터포털(상가업소정보)
행운매점,소형마트,슈퍼마켓,경기도 시흥시 수인로3395번길 18-1,126.781075082567,37.4400951741942,,공공데이터포털(상가업소정보)
동북중국식품,소형마트,슈퍼마켓,경기도 시흥시 큰솔로12번안길 11-1,126.752557855119,37.3393138042669,,공공데이터포털(상가업소정보)
부천축산농협축산물프라자,소형마트,슈퍼마켓,경기도 시흥시 계수로 94,126.809969558966,37.4488038983675,,공공데이터포털(상가업소정보)
민회아시안마트,소형마트,슈퍼마켓,경기도 시흥시 삼미시장1길 37,126.782552861249,37.4409628750488,,공공데이터포털(상가업소정보)
해양상사,소형마트,슈퍼마켓,경기도 시흥시 거북섬둘레길 5-7,126.675429525671,37.3254587578685,,공공데이터포털(상가업소정보)
용천농수산물,소형마트,슈퍼마켓,경기도 시흥시 군서로10번길 33,126.752602154449,37.3464500378123,,공공데이터포털(상가업소정보)
대길식당,소형마트,슈퍼마켓,경기도 시흥시 소망공원로 159,126.717614273501,37.3378659976327,,공공데이터포털(상가업소정보)
베트남ASIANMART,소형마트,슈퍼마켓,경기도 시흥시 큰솔로 59,126.753765750172,37.3426411184576,,공공데이터포털(상가업소정보)
프로젝트7,소형마트,슈퍼마켓,경기도 시흥시 금오로 490,126.831403969698,37.4455657404216,,공공데이터포털(상가업소정보)
그린슈퍼,소형마트,슈퍼마켓,경기도 시흥시 옥구천동로374번길 67,126.734291432246,37.3510866568327,,공공데이터포털(상가업소정보)
대림슈퍼,소형마트,슈퍼마켓,경기도 시흥시 함송로29번길 37,126.733800540345,37.3654478948023,,공공데이터포털(상가업소정보)
목감유통,소형마트,슈퍼마켓,경기도 시흥시 동서로 1106,126.861300110727,37.3873717991596,,공공데이터포털(상가업소정보)
안양식품,소형마트,슈퍼마켓,경기도 시흥시 신현로12번길 30,126.785164530324,37.4088554431039,,공공데이터포털(상가업소정보)
위드아이스매화점,소형마트,슈퍼마켓,경기도 시흥시 매화2로 22,126.812569160172,37.4169571652996,,공공데이터포털(상가업소정보)
이글루고,소형마트,슈퍼마켓,경기도 시흥시 월동중앙로 20,126.764486008964,37.3790103084219,,공공데이터포털(상가업소정보)
리더마트,소형마트,슈퍼마켓,경기도 시흥시 서해안로 81-44,126.698299614292,37.3423775183742,,공공데이터포털(상가업소정보)
"목자무인아이스크림,커피",소형마트,슈퍼마켓,경기도 시흥시 큰솔로12번길 17,126.753409393598,37.3377297718937,,공공데이터포털(상가업소정보)
지에스더프레시시흥,소형마트,슈퍼마켓,경기도 시흥시 은계중앙로 115,126.802827165314,37.4401965326027,,공공데이터포털(상가업소정보)
우리끼리키즈카페스포츠마을시흥배곧점,소형마트,슈퍼마켓,경기도 시흥시 서울대학로278번길 61,126.730675060522,37.3681889420436,,공공데이터포털(상가업소정보)
아이스큐브,소형마트,슈퍼마켓,경기도 시흥시 서울대학로 172-20,126.718561849889,37.3621418999384,,공공데이터포털(상가업소정보)
케이에스글로벌,소형마트,슈퍼마켓,경기도 시흥시 장현서4길 18,126.798827762237,37.3723160332315,,공공데이터포털(상가업소정보)
호수매점,소형마트,슈퍼마켓,경기도 시흥시 은계중앙로 238,126.804192275398,37.4453706193501,,공공데이터포털(상가업소정보)
아이스365시흥,소형마트,슈퍼마켓,경기도 시흥시 대은로104번길 25,126.80072758271,37.4436258732212,,공공데이터포털(상가업소정보)
피.피.엘로직스,소형마트,슈퍼마켓,경기도 시흥시 황고개로 283-11,126.785231961953,37.3575063048342,,공공데이터포털(상가업소정보)
지에스더프레시시흥배곧파크점,소형마트,슈퍼마켓,경기도 시흥시 배곧4로 81-48,126.733981907538,37.3748279563202,,공공데이터포털(상가업소정보)
전담스타일,소형마트,슈퍼마켓,경기도 시흥시 중심상가로 183,126.735735096447,37.3449358776737,,공공데이터포털(상가업소정보)
마리나베이215호,소형마트,슈퍼마켓,경기도 시흥시 거북섬로 104,126.677771625364,37.3212753729437,,공공데이터포털(상가업소정보)
군자농업협동조합하나로마트,소형마트,슈퍼마켓,경기도 시흥시 장현능곡로 7,126.791273035336,37.3729967304887,,공공데이터포털(상가업소정보)
아이스크림할인점,소형마트,슈퍼마켓,경기도 시흥시 거북섬로 120,126.678969734825,37.3207560322918,,공공데이터포털(상가업소정보)
영기유통,소형마트,슈퍼마켓,경기도 시흥시 엠티브이28로 17-7,126.692468513091,37.327711791275,,공공데이터포털(상가업소정보)
케이엔,소형마트,슈퍼마켓,경기도 시흥시 서울대학로 77,126.709343995432,37.3580199471888,,공공데이터포털(상가업소정보)
대성,소형마트,슈퍼마켓,경기도 시흥시 공단1대로 334,126.735131163121,37.3305180734776,,공공데이터포털(상가업소정보)
이마트24시흥다싸다,소형마트,슈퍼마켓,경기도 시흥시 시흥대로 959,126.788617619571,37.4220705826111,,공공데이터포털(상가업소정보)
동원푸드,소형마트,슈퍼마켓,경기도 시흥시 하중로 207,126.80547973904,37.3932759374102,,공공데이터포털(상가업소정보)
농심가슈퍼,소형마트,슈퍼마켓,경기도 시흥시 중심상가로 228,126.739299450962,37.3422226828465,,공공데이터포털(상가업소정보)
피유라운지,소형마트,슈퍼마켓,경기도 시흥시 산기대학로 237,126.733541499126,37.3397320279433,,공공데이터포털(상가업소정보)
아이스크림에빠지다,소형마트,슈퍼마켓,경기도 시흥시 월곶중앙로70번길 3,126.738175586256,37.3896140692701,,공공데이터포털(상가업소정보)
신보유통,소형마트,슈퍼마켓,경기도 시흥시 장곡로 50,126.783158881047,37.3797127763916,,공공데이터포털(상가업소정보)
롯데슈퍼정왕역점,소형마트,슈퍼마켓,경기도 시흥시 오동마을로 14,126.743134652698,37.3526829853908,,공공데이터포털(상가업소정보)
호호중국식품,소형마트,슈퍼마켓,경기도 시흥시 큰솔로56번길 1,126.753688372186,37.3421453919905,,공공데이터포털(상가업소정보)
핑거커피앤아스24,소형마트,슈퍼마켓,경기도 시흥시 서울대학로 59-21,126.705993301828,37.3575791746182,,공공데이터포털(상가업소정보)
에이치스퀘어드,소형마트,슈퍼마켓,경기도 시흥시 정왕대로 210,126.736871415303,37.3459475609903,,공공데이터포털(상가업소정보)
아이스헌터배곧,소형마트,슈퍼마켓,경기도 시흥시 서울대학로 100,126.714293359823,37.3595727573948,,공공데이터포털(상가업소정보)
GS25정왕큰솔점,소형마트,슈퍼마켓,경기도 시흥시 큰솔로96번길 23,126.75769155933,37.34309973824,,공공데이터포털(상가업소정보)
달월상회,소형마트,슈퍼마켓,경기도 시흥시 군자로10번길 2,126.76162972303,37.3824915421385,,공공데이터포털(상가업소정보)
서우리테일시흥식자재,소형마트,슈퍼마켓,경기도 시흥시 함송로13번길 27,126.732108433443,37.36511069556,,공공데이터포털(상가업소정보)
월곶식자재,소형마트,슈퍼마켓,경기도 시흥시 배곧1로 27-16,126.717305895952,37.3629318062305,,공공데이터포털(상가업소정보)
하모니마트죽율점,소형마트,슈퍼마켓,경기도 시흥시 죽율로 36,126.76066158247,37.3460341243223,,공공데이터포털(상가업소정보)
금강마트,소형마트,슈퍼마켓,경기도 시흥시 정왕대로266번길 4,126.741406590676,37.3431553659349,,공공데이터포털(상가업소정보)
반값마트시흥,소형마트,슈퍼마켓,경기도 시흥시 은계로338번길 13,126.796923926851,37.4502868934596,,공공데이터포털(상가업소정보)
예림중국식품,소형마트,슈퍼마켓,경기도 시흥시 정왕시장길 51,126.748563976676,37.3458017946653,,공공데이터포털(상가업소정보)
은마트,소형마트,슈퍼마켓,경기도 시흥시 은계번영길 9,126.801625141038,37.4375185095977,,공공데이터포털(상가업소정보)
아시안몰,소형마트,슈퍼마켓,경기도 시흥시 경기과기대로 110,126.725803388382,37.3264061504158,,공공데이터포털(상가업소정보)
웰빙신선시흥,소형마트,슈퍼마켓,경기도 시흥시 장현능곡로 155,126.807320981627,37.3710146789167,,공공데이터포털(상가업소정보)
씨에이치에스,소형마트,슈퍼마켓,경기도 시흥시 범안로 281,126.8147624697,37.4574882535446,,공공데이터포털(상가업소정보)
시흥YMCA소비자생활협동조합,소형마트,슈퍼마켓,경기도 시흥시 함송로 21,126.730713449341,37.3637650018133,,공공데이터포털(상가업소정보)
모구모구,소형마트,슈퍼마켓,경기도 시흥시 목감남서로 92-15,126.842189182066,37.3735171296656,,공공데이터포털(상가업소정보)
안양원예농협경제사업소,소형마트,슈퍼마켓,경기도 시흥시 수인로 2411,126.856670194588,37.3934031264983,,공공데이터포털(상가업소정보)
응응스크르시흥군서초교점,소형마트,슈퍼마켓,경기도 시흥시 군서로10번길 23,126.751994826006,37.3458090367359,,공공데이터포털(상가업소정보)
로고스마트삼도점,소형마트,슈퍼마켓,경기도 시흥시 오이도6길 25,126.688120586106,37.3423150811079,,공공데이터포털(상가업소정보)
목감슈퍼마켓,소형마트,슈퍼마켓,경기도 시흥시 동서로 1092,126.860387581325,37.3862264265082,,공공데이터포털(상가업소정보)
한아름슈퍼,소형마트,슈퍼마켓,경기도 시흥시 군자로315번길 7,126.772959369629,37.358519565723,,공공데이터포털(상가업소정보)
성한큐앤씨주,소형마트,슈퍼마켓,경기도 시흥시 정왕대로 64,126.723523740363,37.3542516126616,,공공데이터포털(상가업소정보)
