검색카테고리,id,place_name,category_name,세부분류,category_group_code,phone,address_name,road_address_name,x,y,place_url,법정동코드,법정동명,법정동_시도,법정동_시군구,법정동_읍면동,법정동_리,행정동코드,행정동명,행정동_시도,행정동_시군구,행정동_읍면동
병원,1930995574,삼성새봄안과의원,"의료,건강 > 병원 > 안과",기타,HP8,031-507-0990,경기 시흥시 은행동 646-5,경기 시흥시 은계번영길 11,126.80216104026172,37.43740407795659,http://place.map.kakao.com/1930995574,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,1063147716,새론산부인과의원,"의료,건강 > 병원 > 산부인과",산부인과,HP8,031-311-0345,경기 시흥시 은행동 646-10,경기 시흥시 은계번영길 23,126.80400793518403,37.437191812338405,http://place.map.kakao.com/1063147716,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,1439236517,서울더좋은치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-311-3877,경기 시흥시 은행동 535,경기 시흥시 대은로 86,126.7979636,37.44441047,http://place.map.kakao.com/1439236517,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,1941383682,서울라이프치과,"의료,건강 > 병원 > 치과",치과,HP8,031-316-2879,경기 시흥시 은행동 646-4,경기 시흥시 은계번영길 9,126.80176421977507,37.43748270235944,http://place.map.kakao.com/1941383682,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,920337037,서울바른정치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-404-2804,경기 시흥시 은행동 646-8,경기 시흥시 은계번영길 19,126.8030405,37.43726499,http://place.map.kakao.com/920337037,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,27564385,서울열린내과의원,"의료,건강 > 병원 > 내과",내과,HP8,031-404-7533,경기 시흥시 은행동 528-1,경기 시흥시 대은로 100,126.7993806,37.44529227,http://place.map.kakao.com/27564385,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,1069839233,성모퍼스트내과의원,"의료,건강 > 병원 > 내과",내과,HP8,031-311-7511,경기 시흥시 은행동 646-4,경기 시흥시 은계번영길 9,126.8016354,37.43747077,http://place.map.kakao.com/1069839233,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,187474126,세영한방병원,"의료,건강 > 병원 > 한방병원",기타,HP8,031-315-5995,경기 시흥시 은행동 529-6,경기 시흥시 은행로 154,126.7995934,37.44474211,http://place.map.kakao.com/187474126,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,11984436,소망치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-318-2873,경기 시흥시 은행동 536-3,경기 시흥시 대은로 80,126.79739,37.44425451,http://place.map.kakao.com/11984436,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,9158968,수치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-311-2879,경기 시흥시 은행동 547-7,경기 시흥시 은행로 92,126.7975107,37.43971722,http://place.map.kakao.com/9158968,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,1012398029,숨앤소리이비인후과의원,"의료,건강 > 병원 > 이비인후과",내과,HP8,031-507-5123,경기 시흥시 은행동 646-8,경기 시흥시 은계번영길 19,126.8030179,37.43727937,http://place.map.kakao.com/1012398029,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,1899755680,시흥본치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-311-2872,경기 시흥시 은행동 530-3,경기 시흥시 은행로 149,126.799261,37.44439457,http://place.map.kakao.com/1899755680,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,10757653,시흥사과나무치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-315-2845,경기 시흥시 은행동 532-1,경기 시흥시 대은로 90,126.7983654,37.44460577,http://place.map.kakao.com/10757653,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,13011117,시흥조아치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-318-9916,경기 시흥시 은행동 547-4,경기 시흥시 은행로 86,126.7971368,37.43925525,http://place.map.kakao.com/13011117,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,10603018,신이비인후과의원,"의료,건강 > 병원 > 이비인후과",내과,HP8,031-318-6577,경기 시흥시 은행동 532-2,경기 시흥시 대은로 90,126.7983743,37.44467427,http://place.map.kakao.com/10603018,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,571359773,에코이비인후과의원,"의료,건강 > 병원 > 이비인후과",내과,HP8,031-504-3838,경기 시흥시 은행동 646-5,경기 시흥시 은계번영길 11,126.80215986762228,37.43742029425086,http://place.map.kakao.com/571359773,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,737089489,연세드림내과의원,"의료,건강 > 병원 > 내과",내과,HP8,031-316-8275,경기 시흥시 은행동 646,경기 시흥시 은계번영길 1,126.80158236938455,37.436599403205456,http://place.map.kakao.com/737089489,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,962743793,연세디에이지의원,"의료,건강 > 병원 > 피부과",피부과,HP8,031-318-1013,경기 시흥시 은행동 646-4,경기 시흥시 은계번영길 9,126.8016342,37.43751492,http://place.map.kakao.com/962743793,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,10657841,연세화이트치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-404-7575,경기 시흥시 은행동 528-1,경기 시흥시 대은로 100,126.7993626,37.44529224,http://place.map.kakao.com/10657841,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,1845217670,올스마일치과 시흥점,"의료,건강 > 병원 > 치과",치과,HP8,031-313-2804,경기 시흥시 은행동 646-6,경기 시흥시 은계번영길 13,126.8025634,37.43735339,http://place.map.kakao.com/1845217670,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,1451771374,은계두리이비인후과,"의료,건강 > 병원 > 이비인후과",내과,HP8,031-365-4750,경기 시흥시 은행동 646-10,경기 시흥시 은계번영길 23,126.8039709,37.43710796,http://place.map.kakao.com/1451771374,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,1834166830,은계바른정형외과의원,"의료,건강 > 병원 > 정형외과",정형외과,HP8,031-312-8252,경기 시흥시 은행동 646-4,경기 시흥시 은계번영길 9,126.8016252,37.4375095,http://place.map.kakao.com/1834166830,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,1427247128,은계새미소치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-311-1434,경기 시흥시 은행동 646-10,경기 시흥시 은계번영길 23,126.8039222,37.43712229,http://place.map.kakao.com/1427247128,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,1294584898,은계성모정형외과의원,"의료,건강 > 병원 > 정형외과",정형외과,HP8,031-503-7575,경기 시흥시 은행동 646-10,경기 시흥시 은계번영길 23,126.8039222,37.43712229,http://place.map.kakao.com/1294584898,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,268690002,은계스마트치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-504-5445,경기 시흥시 은행동 646,경기 시흥시 은계번영길 1,126.80160959246535,37.43655980426645,http://place.map.kakao.com/268690002,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,466113708,은계아이빛주니어치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-311-2275,경기 시흥시 은행동 646-8,경기 시흥시 은계번영길 19,126.8030405,37.43726499,http://place.map.kakao.com/466113708,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,465444367,은계연세이비인후과의원,"의료,건강 > 병원 > 이비인후과",내과,HP8,031-504-3100,경기 시흥시 은행동 646,경기 시흥시 은계번영길 1,126.80161645768729,37.43652737927039,http://place.map.kakao.com/465444367,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,1490193918,은계이엠365의원,"의료,건강 > 병원 > 일반의원",기타,HP8,031-317-9111,경기 시흥시 은행동 93-3,경기 시흥시 은행고길 28,126.7993283,37.44076369,http://place.map.kakao.com/1490193918,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,1104568313,은계코아이비인후과의원,"의료,건강 > 병원 > 이비인후과",내과,HP8,031-506-2772,경기 시흥시 은행동 646-6,경기 시흥시 은계번영길 13,126.80257477124171,37.437339896686154,http://place.map.kakao.com/1104568313,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,674207787,은계탑내과의원,"의료,건강 > 병원 > 내과",내과,HP8,031-509-7577,경기 시흥시 은행동 611,경기 시흥시 은계로 260,126.80313245058645,37.44486969754077,http://place.map.kakao.com/674207787,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,206267070,은계퍼스트치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-504-7528,경기 시흥시 은행동 646-5,경기 시흥시 은계번영길 11,126.80218432804494,37.43757170557772,http://place.map.kakao.com/206267070,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,564438353,은계하나내과의원,"의료,건강 > 병원 > 내과",내과,HP8,031-317-2111,경기 시흥시 은행동 646-8,경기 시흥시 은계번영길 19,126.8030405,37.43726499,http://place.map.kakao.com/564438353,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,14552451,이바로치과교정과치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-315-2885,경기 시흥시 은행동 646-4,경기 시흥시 은계번영길 9,126.80163419013735,37.43751492073528,http://place.map.kakao.com/14552451,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,118505966,클리어치과교정과치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-314-2822,경기 시흥시 은행동 649,경기 시흥시 수인로 3245,126.7980072,37.43830527,http://place.map.kakao.com/118505966,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,1539155091,클리어치과의원,"의료,건강 > 병원 > 치과",치과,HP8,0507-1402-2822,경기 시흥시 은행동 649,경기 시흥시 수인로 3245,126.7980071751229,37.43830527469701,http://place.map.kakao.com/1539155091,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,786923314,프렌즈의원,"의료,건강 > 병원 > 소아청소년과",기타,HP8,031-314-3377,경기 시흥시 은행동 618-1,경기 시흥시 수인로 3244,126.7984632,37.43889982,http://place.map.kakao.com/786923314,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,499779175,피오라의원,"의료,건강 > 병원 > 피부과",피부과,HP8,031-317-3117,경기 시흥시 은행동 646-8,경기 시흥시 은계번영길 19,126.80301561547864,37.43727756118248,http://place.map.kakao.com/499779175,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,14648388,하늘빛요양원 1호점,"의료,건강 > 병원 > 노인,요양병원",기타,HP8,031-313-2280,경기 시흥시 은행동 536-3,경기 시흥시 대은로 80,126.7974036,37.44424733,http://place.map.kakao.com/14648388,4139010600,경기도 시흥시 은행동,경기도,시흥시,은행동,,4139054000,경기도 시흥시 은행동,경기도,시흥시,은행동
병원,222223194,늘편한의원,"의료,건강 > 병원 > 일반의원",기타,HP8,031-503-6500,경기 시흥시 매화동 368-6,경기 시흥시 매화2로 34,126.8111361,37.41721798,http://place.map.kakao.com/222223194,4139010800,경기도 시흥시 매화동,경기도,시흥시,매화동,,4139055000,경기도 시흥시 매화동,경기도,시흥시,매화동
병원,9022129,매화 가정의학과의원,"의료,건강 > 병원 > 가정의학과",기타,HP8,031-313-2202,경기 시흥시 매화동 199-1,경기 시흥시 매화1로 3,126.8147402757681,37.41560635787504,http://place.map.kakao.com/9022129,4139010800,경기도 시흥시 매화동,경기도,시흥시,매화동,,4139055000,경기도 시흥시 매화동,경기도,시흥시,매화동
병원,1846174211,매화치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-313-3545,경기 시흥시 매화동 199-2,경기 시흥시 매화로 46,126.8144795,37.41554738,http://place.map.kakao.com/1846174211,4139010800,경기도 시흥시 매화동,경기도,시흥시,매화동,,4139055000,경기도 시흥시 매화동,경기도,시흥시,매화동
병원,9019838,박애의원,"의료,건강 > 병원 > 일반의원",기타,HP8,031-315-4115,경기 시흥시 매화동 247-2,경기 시흥시 매화2로 3,126.8138551,37.41588518,http://place.map.kakao.com/9019838,4139010800,경기도 시흥시 매화동,경기도,시흥시,매화동,,4139055000,경기도 시흥시 매화동,경기도,시흥시,매화동
병원,1680175658,예스플러스치과,"의료,건강 > 병원 > 치과",치과,HP8,031-315-5772,경기 시흥시 매화동 199-1,경기 시흥시 매화1로 3,126.8146917,37.41560898,http://place.map.kakao.com/1680175658,4139010800,경기도 시흥시 매화동,경기도,시흥시,매화동,,4139055000,경기도 시흥시 매화동,경기도,시흥시,매화동
병원,1371405811,365이지힐링의원,"의료,건강 > 병원 > 내과",내과,HP8,031-413-0365,경기 시흥시 산현동 506,경기 시흥시 산현마을길 58,126.8452314,37.37645038,http://place.map.kakao.com/1371405811,4139012300,경기도 시흥시 산현동,경기도,시흥시,산현동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,2075242817,목감호수치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-8088-7528,경기 시흥시 산현동 506,경기 시흥시 산현마을길 58,126.8452314,37.37645038,http://place.map.kakao.com/2075242817,4139012300,경기도 시흥시 산현동,경기도,시흥시,산현동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,2036388203,건강한정형외과의원,"의료,건강 > 병원 > 정형외과",정형외과,HP8,031-411-7333,경기 시흥시 목감동 408,경기 시흥시 목감우회로 51,126.8619939,37.38220614,http://place.map.kakao.com/2036388203,4139012400,경기도 시흥시 조남동,경기도,시흥시,조남동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,410159072,목감365치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-475-0365,경기 시흥시 목감동 403-2,경기 시흥시 목감우회로 45,126.86088089021831,37.38202643804845,http://place.map.kakao.com/410159072,4139012400,경기도 시흥시 조남동,경기도,시흥시,조남동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,364984916,목감마음속내과의원,"의료,건강 > 병원 > 내과",내과,HP8,031-504-4020,경기 시흥시 목감동 408,경기 시흥시 목감우회로 51,126.86176352047785,37.382213083874106,http://place.map.kakao.com/364984916,4139012400,경기도 시흥시 조남동,경기도,시흥시,조남동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,1524871745,목감맑은피부과의원,"의료,건강 > 병원 > 피부과",피부과,HP8,031-439-0209,경기 시흥시 목감동 408,경기 시흥시 목감우회로 51,126.8619577,37.38225656,http://place.map.kakao.com/1524871745,4139012400,경기도 시흥시 조남동,경기도,시흥시,조남동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,140967131,목감바른치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-481-9975,경기 시흥시 조남동 657,경기 시흥시 목감남서로 9-27,126.85342533905242,37.37794661,http://place.map.kakao.com/140967131,4139012400,경기도 시흥시 조남동,경기도,시흥시,조남동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,71610808,목감연세내과의원,"의료,건강 > 병원 > 내과",내과,HP8,031-411-0818,경기 시흥시 조남동 657-1,경기 시흥시 목감남서로 9-19,126.85276516637575,37.37777909816154,http://place.map.kakao.com/71610808,4139012400,경기도 시흥시 조남동,경기도,시흥시,조남동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,1944256646,목감연세치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-439-2080,경기 시흥시 목감동 408,경기 시흥시 목감우회로 51,126.86195878090827,37.38225566004467,http://place.map.kakao.com/1944256646,4139012400,경기도 시흥시 조남동,경기도,시흥시,조남동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,1715025035,서울감동치과의원 목감점,"의료,건강 > 병원 > 치과",치과,HP8,031-504-2750,경기 시흥시 목감동 396-20,경기 시흥시 목감우회로 39,126.8601339,37.38177507,http://place.map.kakao.com/1715025035,4139012400,경기도 시흥시 조남동,경기도,시흥시,조남동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,1975763872,서울미소치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-503-3377,경기 시흥시 조남동 659,경기 시흥시 목감남서로 9-7,126.8516287,37.3775299,http://place.map.kakao.com/1975763872,4139012400,경기도 시흥시 조남동,경기도,시흥시,조남동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,909623278,서울아산이비인후과,"의료,건강 > 병원 > 이비인후과",내과,HP8,031-411-0871,경기 시흥시 목감동 408,경기 시흥시 목감우회로 51,126.86195878090741,37.38225566005348,http://place.map.kakao.com/909623278,4139012400,경기도 시흥시 조남동,경기도,시흥시,조남동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,305368428,성모날개정형외과의원,"의료,건강 > 병원 > 정형외과",정형외과,HP8,031-411-7588,경기 시흥시 조남동 654,경기 시흥시 목감남서로 9-33,126.8533252,37.37833933,http://place.map.kakao.com/305368428,4139012400,경기도 시흥시 조남동,경기도,시흥시,조남동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,663468449,시흥코아이비인후과의원,"의료,건강 > 병원 > 이비인후과",내과,HP8,031-411-9111,경기 시흥시 조남동 657,경기 시흥시 목감남서로 9-27,126.85343775692978,37.37794752404528,http://place.map.kakao.com/663468449,4139012400,경기도 시흥시 조남동,경기도,시흥시,조남동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,289040512,심편한내과의원,"의료,건강 > 병원 > 내과",내과,HP8,031-484-7700,경기 시흥시 조남동 711,경기 시흥시 수풀안길 14-22,126.862008,37.38124837,http://place.map.kakao.com/289040512,4139012400,경기도 시흥시 조남동,경기도,시흥시,조남동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,849682290,아이조은 행복쑥쑥 소아청소년과의원,"의료,건강 > 병원 > 소아청소년과",기타,HP8,031-439-0045,경기 시흥시 조남동 657-2,경기 시흥시 목감남서로 9-15,126.8524142,37.37771108,http://place.map.kakao.com/849682290,4139012400,경기도 시흥시 조남동,경기도,시흥시,조남동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,1128885599,아이조은365연합소아청소년과의원,"의료,건강 > 병원 > 소아청소년과",기타,HP8,031-439-8838,경기 시흥시 조남동 677,경기 시흥시 목감중앙로 47,126.85472437040866,37.37353138911487,http://place.map.kakao.com/1128885599,4139012400,경기도 시흥시 조남동,경기도,시흥시,조남동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,590488143,엠에스안과 목감점,"의료,건강 > 병원 > 안과",기타,HP8,031-604-1001,경기 시흥시 목감동 408,경기 시흥시 목감우회로 51,126.86195313694733,37.38225475244204,http://place.map.kakao.com/590488143,4139012400,경기도 시흥시 조남동,경기도,시흥시,조남동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,670194349,연세엘소아청소년과의원,"의료,건강 > 병원 > 소아청소년과",기타,HP8,031-414-1010,경기 시흥시 조남동 657-1,경기 시흥시 목감남서로 9-19,126.85269180424801,37.37776549144758,http://place.map.kakao.com/670194349,4139012400,경기도 시흥시 조남동,경기도,시흥시,조남동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,1162670775,연세은혜산부인과의원,"의료,건강 > 병원 > 산부인과",산부인과,HP8,031-364-8175,경기 시흥시 조남동 657-1,경기 시흥시 목감남서로 9-19,126.85276516813708,37.377778197139726,http://place.map.kakao.com/1162670775,4139012400,경기도 시흥시 조남동,경기도,시흥시,조남동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,1074865665,우리들치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-475-2828,경기 시흥시 조남동 657-1,경기 시흥시 목감남서로 9-19,126.85277192661444,37.37778631,http://place.map.kakao.com/1074865665,4139012400,경기도 시흥시 조남동,경기도,시흥시,조남동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,1995270948,정샘소아청소년과의원,"의료,건강 > 병원 > 소아청소년과",기타,HP8,031-413-5575,경기 시흥시 조남동 657,경기 시흥시 목감남서로 9-27,126.8534344,37.37794662,http://place.map.kakao.com/1995270948,4139012400,경기도 시흥시 조남동,경기도,시흥시,조남동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,1691649646,호소아청소년과의원,"의료,건강 > 병원 > 소아청소년과",기타,HP8,031-403-0077,경기 시흥시 목감동 403-1,경기 시흥시 목감우회로 39,126.8603369,37.38189785,http://place.map.kakao.com/1691649646,4139012400,경기도 시흥시 조남동,경기도,시흥시,조남동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,10336556,목감성모의원,"의료,건강 > 병원 > 일반의원",기타,HP8,031-482-6965,경기 시흥시 논곡동 160-31,경기 시흥시 수인로2421번길 109,126.86052443446032,37.387325835714414,http://place.map.kakao.com/10336556,4139012500,경기도 시흥시 논곡동,경기도,시흥시,논곡동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,9333048,이선수치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-482-2875,경기 시흥시 논곡동 160-31,경기 시흥시 수인로2421번길 109,126.8604984,37.38735464,http://place.map.kakao.com/9333048,4139012500,경기도 시흥시 논곡동,경기도,시흥시,논곡동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,9007322,목감열린치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-480-7528,경기 시흥시 목감동 240-5,경기 시흥시 동서로 1086,126.86023591111231,37.38581177685779,http://place.map.kakao.com/9007322,4139012600,경기도 시흥시 목감동,경기도,시흥시,목감동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,1167636774,목감정형외과의원,"의료,건강 > 병원 > 정형외과",정형외과,HP8,031-480-0911,경기 시흥시 목감동 202-23,경기 시흥시 동서로 1106,126.86128878553693,37.38738980633751,http://place.map.kakao.com/1167636774,4139012600,경기도 시흥시 목감동,경기도,시흥시,목감동,,4139057000,경기도 시흥시 목감동,경기도,시흥시,목감동
병원,22728236,SJ길비뇨기과의원,"의료,건강 > 병원 > 비뇨기과",기타,HP8,031-494-7282,경기 시흥시 거모동 1733-8,경기 시흥시 군자로 502,126.7845468,37.3452601,http://place.map.kakao.com/22728236,4139012700,경기도 시흥시 거모동,경기도,시흥시,거모동,,4139058100,경기도 시흥시 군자동,경기도,시흥시,군자동
병원,9661965,권내과의원,"의료,건강 > 병원 > 내과",내과,HP8,031-493-2007,경기 시흥시 거모동 1733-8,경기 시흥시 군자로 502,126.78455587729992,37.3452493,http://place.map.kakao.com/9661965,4139012700,경기도 시흥시 거모동,경기도,시흥시,거모동,,4139058100,경기도 시흥시 군자동,경기도,시흥시,군자동
병원,8692209,김경범소아과,"의료,건강 > 병원 > 소아청소년과",기타,HP8,031-491-5275,경기 시흥시 거모동 1754-5,경기 시흥시 도일로135번길 4,126.7845319,37.3425714,http://place.map.kakao.com/8692209,4139012700,경기도 시흥시 거모동,경기도,시흥시,거모동,,4139058100,경기도 시흥시 군자동,경기도,시흥시,군자동
병원,8208356,김정수 이비인후과의원,"의료,건강 > 병원 > 이비인후과",내과,HP8,031-491-4550,경기 시흥시 거모동 1742-5,경기 시흥시 군자로 514,126.7848742,37.34444256,http://place.map.kakao.com/8208356,4139012700,경기도 시흥시 거모동,경기도,시흥시,거모동,,4139058100,경기도 시흥시 군자동,경기도,시흥시,군자동
병원,13516545,도일마취통증의학과의원,"의료,건강 > 병원 > 통증클리닉",기타,HP8,031-495-1583,경기 시흥시 거모동 1754-5,경기 시흥시 도일로135번길 4,126.7845997,37.3425427,http://place.map.kakao.com/13516545,4139012700,경기도 시흥시 거모동,경기도,시흥시,거모동,,4139058100,경기도 시흥시 군자동,경기도,시흥시,군자동
병원,8893039,도일아나파 치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-439-2500,경기 시흥시 거모동 1742-1,경기 시흥시 군자로504번길 1,126.7843988,37.34493906,http://place.map.kakao.com/8893039,4139012700,경기도 시흥시 거모동,경기도,시흥시,거모동,,4139058100,경기도 시흥시 군자동,경기도,시흥시,군자동
병원,9793223,도일의원,"의료,건강 > 병원 > 일반의원",기타,HP8,031-495-8738,경기 시흥시 거모동 1742-4,경기 시흥시 군자로 514,126.7848881,37.34430924,http://place.map.kakao.com/9793223,4139012700,경기도 시흥시 거모동,경기도,시흥시,거모동,,4139058100,경기도 시흥시 군자동,경기도,시흥시,군자동
병원,9877511,미래치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-492-2888,경기 시흥시 거모동 1756-7,경기 시흥시 도일로 143,126.7851175,37.34301938,http://place.map.kakao.com/9877511,4139012700,경기도 시흥시 거모동,경기도,시흥시,거모동,,4139058100,경기도 시흥시 군자동,경기도,시흥시,군자동
병원,11062813,미소드림치과,"의료,건강 > 병원 > 치과",치과,HP8,031-492-6222,경기 시흥시 거모동 1756-6,경기 시흥시 군자로 526,126.7852022,37.34338355,http://place.map.kakao.com/11062813,4139012700,경기도 시흥시 거모동,경기도,시흥시,거모동,,4139058100,경기도 시흥시 군자동,경기도,시흥시,군자동
