개방자치단체코드,관리번호,안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,부가기능,안전비상벨설치연도,최종점검일자,최종점검결과구분,관리기관명,관리기관전화번호,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점,학교급
4010000,202640100000902163,A-0313,방범용,기타,매화소공원,,경기도 시흥시 매화동 203,37.4163446,126.8146197,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902164,A-0314,방범용,기타,세우아파트 일원,,경기도 시흥시 조남동 172-52,37.384355,126.8583834,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902165,A-0315,방범용,기타,도일어린이공원,,경기도 시흥시 거모동 1775-2,37.3400005,126.7857892,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902166,A-0316,방범용,기타,오이도어린이공원,,경기도 시흥시 정왕동 2040-1,37.3416754,126.6898807,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902167,A-0317,방범용,기타,서해어린이공원,,경기도 시흥시 정왕동 1867-4,37.3547777,126.7246442,양방향,N,N,N,,2019,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902168,A-0318,방범용,기타,새싹어린이공원,,경기도 시흥시 정왕동 1412-9,37.3400157,126.7509358,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902169,A-0319,방범용,기타,별어린이공원(피카소어린이집),,경기도 시흥시 정왕동 1192-1,37.3456432,126.751239,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902170,A-0320,방범용,기타,무지개어린이공원,,경기도 시흥시 정왕동 1207-1,37.3466922,126.747127,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902171,A-0321,방범용,기타,정왕3어린이공원(새롬어린이공원),,경기도 시흥시 정왕동 2299-4,37.3531621,126.7403833,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902172,A-0322,방범용,기타,정왕4어린이공원(교육어린이공원),,경기도 시흥시 정왕동 2307-3,37.3535264,126.7430603,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902173,A-0323,방범용,기타,정왕동 1445도,,경기도 시흥시 정왕동 1445,37.3422122,126.746036,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902174,A-0324,방범용,기타,정왕동 1668도,,경기도 시흥시 정왕동 1668,37.3431504,126.7469362,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902175,A-0325,방범용,기타,행복한마트 앞,,경기도 시흥시 정왕동 2314 일원,37.3525048,126.7472229,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902176,A-0326,방범용,기타,과림동 글로벌중학교 일원(한국조리과학고),,경기도 시흥시 과림동 18-2,37.4579923,126.8327419,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,중학교
4010000,202640100000902177,A-0327,방범용,기타,성마루어린이공원,,경기도 시흥시 하중동 880-2,37.3908672,126.8051848,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902178,A-0328,방범용,기타,새재어린이공원,,경기도 시흥시 장현동 529-1,37.3826174,126.8014266,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902179,A-0329,방범용,기타,매꼴어린이공원,,경기도 시흥시 장곡동 798-2,37.3811937,126.7808239,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902180,A-0330,방범용,기타,장곡어린이공원,,경기도 시흥시 장곡동 815,37.3785398,126.783859,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902181,A-0331,방범용,기타,중앙공원,,경기도 시흥시 능곡동 766,37.3680116,126.813675,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902182,A-0332,방범용,기타,대야어린이공원,,경기도 시흥시 대야동 459,37.4468971,126.7884506,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902183,A-0333,방범용,기타,은계어린이공원,,경기도 시흥시 대야동 569-2,37.4474485,126.7958439,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902184,A-0334,방범용,기타,산호어린이공원,,경기도 시흥시 신천동 870-1,37.433093,126.7894167,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902185,A-0335,방범용,기타,신천동 체육시설,,경기도 시흥시 신천동 518-5,37.4354958,126.7751874,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902186,A-0336,방범용,기타,해가든어린이공원,,경기도 시흥시 미산동 350-16,37.4202533,126.7954338,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902187,A-0337,방범용,기타,비둘기공원1,,경기도 시흥시 은행동 551,37.4409714,126.7942186,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902188,A-0338,방범용,기타,비둘기공원2,,경기도 시흥시 은행동 551,37.4404207,126.793233,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902189,A-0339,방범용,기타,웃터골근린공원,,경기도 시흥시 은행동 600,37.4445712,126.8014543,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902190,A-0340,방범용,기타,내곡어린이공원,,경기도 시흥시 거모동 1722-2,37.3481068,126.7833855,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902191,A-0341,방범용,기타,거모소공원(파코스소공원),,경기도 시흥시 거모동 산 27-1 일원,37.3451804,126.7853898,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902192,A-0342,방범용,기타,시화1소공원,,경기도 시흥시 정왕동 876-131,37.347924,126.7485969,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902193,A-0343,방범용,기타,소망공원1,,경기도 시흥시 정왕동 1368,37.3342484,126.7260066,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902194,A-0344,방범용,기타,소망공원2,,경기도 시흥시 정왕동 1368,37.3333106,126.7251084,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902195,A-0345,방범용,기타,중앙공원1 (함체내부 키보관),,경기도 시흥시 정왕동 1845-1,37.3493999,126.7361351,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902196,A-0346,방범용,기타,중앙공원2,,경기도 시흥시 정왕동 1845-1,37.3489679,126.7357468,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902197,A-0347,방범용,기타,사랑어린이공원,,경기도 시흥시 정왕동 1872-7,37.355381,126.7338333,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902198,A-0348,방범용,기타,관곡어린이공원,,경기도 시흥시 하중동 826-2,37.3996609,126.8006741,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902199,A-0349,방범용,기타,연성1지구 소공원(범배소공원),,경기도 시흥시 하상동 산 11-3,37.3906724,126.8109017,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902200,A-0350,방범용,기타,영모재 근린공원,,경기도 시흥시 능곡동 617,37.3693425,126.8170071,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902201,A-0351,방범용,기타,목실어린이공원,,경기도 시흥시 능곡동 495,37.3737548,126.8131217,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902202,A-0352,방범용,기타,정왕역1번출구,,경기도 시흥시 정왕동 2327-4,37.3516735,126.7427445,양방향,N,N,N,,2019,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902203,A-0353,방범용,기타,정왕역2번출구,,경기도 시흥시 정왕동 2327-4,37.3519811,126.7428636,양방향,N,N,N,,2019,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902204,A-0354,방범용,기타,진말어린이공원,,경기도 시흥시 장곡동 825-2,37.3778446,126.7872349,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902205,A-0355,방범용,기타,안골어린이집,,경기도 시흥시 거모동 1715-1,37.3489766,126.785656,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902206,A-0356,방범용,기타,실개울어린이집,,경기도 시흥시 능곡동 777,37.3657062,126.8102116,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902207,A-0357,방범용,기타,연못어린이집,,경기도 시흥시 정왕동 1825-2,37.348707,126.7446237,양방향,N,N,N,,2012,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902208,A-0358,방범용,기타,복음공원1(복음어린이공원),,경기도 시흥시 신천동 947(1),37.4352657,126.7904795,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902209,A-0359,방범용,기타,복음공원2(복음어린이공원),,경기도 시흥시 신천동 947(2),37.4350125,126.7903932,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902210,A-0365,방범용,기타,산들공원2,,경기도 시흥시 거모동 1349-1(2),37.3470032,126.7803167,양방향,N,N,N,,2021,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902211,A-0367,방범용,기타,샛말근린공원,,경기도 시흥시 하중동 848,37.3959866,126.8044369,양방향,N,N,N,,2011,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902212,A-0369,방범용,기타,경기도 시흥시 신천동 산 15-21,,경기도 시흥시 신천동 산 15-21,37.4442283,126.7796786,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902213,A-0370,방범용,기타,경기도 시흥시 신천동 701,,경기도 시흥시 신천동 701,37.4448884,126.7816569,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902214,A-0371,방범용,기타,새서울카센터앞,,경기도 시흥시 신천동 835-22,37.4364769,126.7811942,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:13,
4010000,202640100000902215,A-0372,방범용,기타,경기도 시흥시 신천동 558-5,,경기도 시흥시 신천동 558-5,37.4382568,126.7755493,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902216,A-0373,방범용,기타,만복식당앞,,경기도 시흥시 신천동 793,37.4406056,126.7857605,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902217,A-0374,방범용,기타,산호부동산 앞,,경기도 시흥시 신천동 874-1,37.432193,126.7887097,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902218,A-0375,방범용,기타,글로벌아름나라어린이집,,경기도 시흥시 신천동 875-21,37.4316288,126.7899278,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902219,A-0376,방범용,기타,은혜어린이집 앞,,경기도 시흥시 신천동 887-5,37.4314294,126.7915694,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902220,A-0377,방범용,기타,상산골드빌라(가동) 앞,,경기도 시흥시 신천동 890-9,37.430674,126.7917171,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902221,A-0378,방범용,기타,신천부영빌라(나동앞),,경기도 시흥시 신천동 824-21,37.4365082,126.7754986,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902222,A-0379,방범용,기타,예촌 빌라 B동앞,,경기도 시흥시 신천동 815-17,37.4379805,126.7767177,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902223,A-0380,방범용,기타,대동빌라앞,,경기도 시흥시 신천동 823-10,37.4369301,126.777085,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902224,A-0381,방범용,기타,애드워드 미용실앞,,경기도 시흥시 신천동 818-6,37.4386198,126.7784136,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902225,A-0382,방범용,기타,강남맨션앞,,경기도 시흥시 신천동 840-5,37.4382298,126.7825444,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902226,A-0383,방범용,기타,신천지역아동센타맞은편,,경기도 시흥시 신천동 748-1,37.4405968,126.7794913,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902227,A-0384,방범용,기타,잠실감자탕 앞,,경기도 시흥시 신천동 743-2,37.4410695,126.7830851,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902228,A-0385,방범용,기타,금수강산곱창구이앞,,경기도 시흥시 신천동 741-14,37.4399228,126.7824492,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902229,A-0386,방범용,기타,삼성교회 앞,,경기도 시흥시 신천동 859-1,37.4357239,126.7885851,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902230,A-0387,방범용,기타,수협 앞,,경기도 시흥시 신천동 779,37.4387999,126.7889198,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902231,A-0388,방범용,기타,하우고개,,경기도 시흥시 대야동 7-352,37.4661536,126.7843418,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902232,A-0389,방범용,기타,연진아파트 입구,,경기도 시흥시 대야동 420-80,37.4530538,126.7876392,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902233,A-0390,방범용,기타,연쇄슈퍼 앞,,경기도 시흥시 대야동 59-6,37.4578439,126.7862435,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902234,A-0391,방범용,기타,소래산 살림욕장 입구,,경기도 시흥시 대야동 332-80,37.4507294,126.7858509,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902235,A-0392,방범용,기타,한영발라 옆,,경기도 시흥시 대야동 318-2,37.4515942,126.7868752,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902236,A-0393,방범용,기타,극동아파트 101동 옆,,경기도 시흥시 대야동 332-108,37.448815,126.7858427,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902237,A-0394,방범용,기타,SK텔레콤앞,,경기도 시흥시 대야동 487-11,37.4447971,126.7876818,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902238,A-0395,방범용,기타,정자나무 앞,,경기도 시흥시 매화동 238-13,37.4149583,126.8120546,양방향,N,N,N,,2019,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902239,A-0396,방범용,기타,은하수어린이집앞,,경기도 시흥시 대야동 469,37.4450858,126.789474,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902240,A-0397,방범용,기타,대야생고기앞,,경기도 시흥시 대야동 489-1,37.4441778,126.7879178,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902241,A-0398,방범용,기타,영풍건재앞,,경기도 시흥시 대야동 296-21,37.4497568,126.7907098,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902242,A-0399,방범용,기타,현대아파트 101동 뒤,,경기도 시흥시 대야동 344-14,37.4493086,126.7918133,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902243,A-0400,방범용,기타,시흥어린이집 맟은편,,경기도 시흥시 대야동 344-9,37.4488105,126.7917257,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902244,A-0401,방범용,기타,행복한도담 어린이집(조율생식 앞),,경기도 시흥시 대야동 444-5,37.4490586,126.7902803,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902245,A-0402,방범용,기타,파라다이스 B동 옆,,경기도 시흥시 대야동 446,37.448451,126.7898945,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902246,A-0403,방범용,기타,이룸 공인중개사 앞,,경기도 시흥시 대야동 491,37.4437011,126.7879933,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902247,A-0404,방범용,기타,영남아파트 14동 입구,,경기도 시흥시 대야동 274-23,37.4559709,126.7874652,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902248,A-0405,방범용,기타,무봉리순대 앞,,경기도 시흥시 대야동 282-1,37.4487919,126.7926702,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902249,A-0406,방범용,기타,영남아파트 14동 뒤,,경기도 시흥시 대야동 274-22,37.4493637,126.7923611,양방향,N,N,N,,2013,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902250,A-0407,방범용,기타,은행중학교 뒷편 삼거리(은행고),,경기도 시흥시 은행동 587,37.4433334,126.8023287,양방향,N,N,N,,2019,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,중학교
4010000,202640100000902251,A-0408,방범용,기타,솔빛어린이집,,경기도 시흥시 은행동 540-7,37.4430252,126.8003672,양방향,N,N,N,,2019,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902252,A-0409,방범용,기타,웃터공원 앞,,경기도 시흥시 은행동 540-1,37.4441873,126.8003374,양방향,N,N,N,,2019,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902253,A-0410,방범용,기타,은행하이츠 B동 옆,,경기도 시흥시 은행동 323-37,37.4303085,126.7929884,양방향,N,N,N,,2019,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902254,A-0411,방범용,기타,중앙탑스빌 101동 앞,,경기도 시흥시 은행동 318-6,37.4294424,126.7946519,양방향,N,N,N,,2019,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902255,A-0412,방범용,기타,소래고 뒤(소래고),,경기도 시흥시 은행동 109-103,37.4376185,126.7941142,양방향,N,N,N,,2019,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902256,A-0413,방범용,기타,솔빛마을 7차 1동 앞,,경기도 시흥시 은행동 245-1,37.4351952,126.7959383,양방향,N,N,N,,2019,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902257,A-0414,방범용,기타,소래중학교 정문 옆,,경기도 시흥시 은행동 107,37.437492,126.7958564,양방향,N,N,N,,2019,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,중학교
4010000,202640100000902258,A-0415,방범용,기타,현대마트 옆,,경기도 시흥시 포동 341-2,37.4082314,126.787559,양방향,N,N,N,,2019,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902259,A-0416,방범용,기타,석원홈타운 108앞,,경기도 시흥시 미산동 325-1,37.4166483,126.7938401,양방향,N,N,N,,2019,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
4010000,202640100000902260,A-0417,방범용,기타,동신화학옆,,경기도 시흥시 미산동 204-8,37.4230443,126.7866426,양방향,N,N,N,,2019,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:14,
