정류장아이디,정류장명,Y좌표,X좌표,GPSX좌표,GPSY좌표,링크아이디,정류장유형,환승정류장유무,중앙차로여부,정류장영문명,ARS아이디,기관코드,데이터표출유무,등록아이디,등록일자,비고,표지판유형,행정동코드,권역코드,사용구분,정류장중국어명,정류장일본어명,정류장베트남명,DRT유무,정류장유형명,환승역타입명,표지판유형명
236000236,좌의2리,218029.0000000000,484444.0000000000,,,2360045500,1000,N,N,Jwaui 2-ri ,41213,4165000000,Y,ckdejr12 ,2015-06-15 00:00:00.0,,1,4165031000,236,Y,左？2里,チュアウィ12リ,Jwaui-ri 2,N,시내,일반,표지판 있음
236000237,유교2리.청량동,217717.3679000000,484025.9005200000,,,2360045600,1000,N,N,Yugyo 2-ri /Cheongnyang-dong,41190,4165000000,Y,ckdejr12 ,2015-03-24 00:00:00.0,,1,4165031000,236,Y,柳？2里、？凉洞,ユギョ2リ、チョンリャン洞,Yugyo-ri 2. Ph？？ng Cheongnyang-dong ,N,시내,일반,표지판 있음
236000238,덕둔1리.신북온천,208852.3738700000,496703.2268800000,,,2360099300,1000,N,N,Deokdun 1-ri / Sinbuk Hot Spring,41006,4165000000,Y,ckdejr12 ,2014-10-08 00:00:00.0,,1,4165034000,236,Y,德屯1里、新北？泉,トクトゥン1リ、シンブク？泉,Deokdun-ri 1. Su？i n？？c nong Sinbuk,N,시내,일반,표지판 있음
236000240,덕둔2리목장,210237.0062300000,495276.9540000000,,,2360099300,1000,N,N,Deokdun 2-ri Farm,41010,4165000000,Y,ckdejr12 ,2014-10-08 00:00:00.0,,2,4165034000,236,Y,德屯2里牧？,トクトゥン2リ牧場, nong tr？i ch？n nuoi Deokdun-ri 2,N,시내,일반,쉘터
235000014,신암아파트,196682.9614800000,488742.5871800000,,,2350122300,1000,N,N,Sinam Apartment ,39109,4163000000,Y,00000000 ,2014-03-12 00:00:00.0,,2,4163032000,235,Y,新岩公寓,シナムアパ？ト,Chung c？ Sinam ,N,시내,일반,쉘터
235000015,신암리,196626.0042600000,489015.6751600000,,,2350122400,1100,N,N,Sinam-ri,39101,4163000000,Y,,2019-03-25 00:00:00.0,,2,4163032000,235,Y,神岩里,シナムリ,Sinam-ri ,N,"시내,마을",일반,쉘터
235000017,상수공단,198229.7036600000,485755.2702000000,,,2350184000,1100,N,N,Sangsu Industrial Complex,39236,4163000000,Y,ckdejr12 ,2016-03-15 00:00:00.0,,2,4163032000,235,Y,湘水工？,サンス工？,Khu cong nghi？p Sangsu,N,"시내,마을",일반,쉘터
235000019,상수검문소,199066.9783600000,485503.5272300000,,,2350017400,1100,N,N,Sangsu Check Point,39296,4163000000,Y,ckdejr12 ,2015-11-25 00:00:00.0,,2,4163032000,235,Y,湘水？？站,サンス？問所,Tr？m ki？m soat Sangsu,N,"시내,마을",일반,쉘터
235000021,부검마을,201880.4154700000,487617.9029100000,12701.3270000000,3753.4700000000,2350014100,1100,N,N,Bugeom Maeul ,39918,4163000000,Y,smchoi,2021-05-13 00:00:00.0,,2,4163031000,235,Y,富？村,プゴムマウル,Lang Bugeom maeul,N,"시내,마을",일반,쉘터
235000022,낙낙골,201576.5422800000,487986.2916500000,,,2350014300,1100,N,N,Naknakgol,39828,4163000000,Y,00000000 ,2014-03-13 00:00:00.0,,0,4163031000,235,Y,？？谷,ナンナッコル,Naknakgol,N,"시내,마을",일반,표지판 없음
235000025,운암1리마을회관,201069.0787800000,485137.0021300000,,,2350020500,1100,N,N,Unam 1-ri Community Center,39376,4163000000,Y,,2019-03-25 00:00:00.0,,2,4163031000,235,Y,云岩1里？村？？,ウナム1リ公民館,Nha v？n hoa thon Unam-ri 1,N,"시내,마을",일반,쉘터
235000027,갓바위.상수2리마을회관,200117.4861900000,485295.4834600000,,,2350136400,1100,N,N,Gatbawi / Sangsu 2-ri Community Center,39348,4163000000,Y,,2019-01-03 00:00:00.0,,2,4163032000,235,Y,笠岩、湘水2里？村？？,カッパウィ、サンス2リ公民館,Gatbawi. Nha v？n hoa thon Sangsu-ri 2,N,"시내,마을",일반,쉘터
235000029,은남통합지소,200556.0163700000,485215.8031100000,,,2350103800,1100,N,N,Eunnam Community Health Center ,39363,4163000000,Y,,2019-01-03 00:00:00.0,,2,4163032000,235,Y,？南？合分所,ウンナム統合支所,Chi nhanh tr？m y t？ t？ng h？p Eunnam,N,"시내,마을",일반,쉘터
235000032,운암1리마을회관,201122.5954100000,485178.3215900000,,,2350104200,1100,N,N,Unam 1-ri Community Center,39377,4163000000,Y,,2018-06-27 00:00:00.0,,2,4163031000,235,Y,云岩1里？村？？,ウナム1リ公民館,Nha v？n hoa thon Unam-ri 1,N,"시내,마을",일반,쉘터
235000034,화학대,201976.6665000000,484981.5366500000,,,2350030600,1100,N,N,Chemical Battalion,39395,4163000000,Y,ckdejr12 ,2015-11-25 00:00:00.0,,2,4163031000,235,Y,化？台,ファハクテ,Ti？u đoan hoa h？c,N,"시내,마을",일반,쉘터
235000038,사귀부대,205185.0000000000,484582.0000000000,,,2350032800,1000,N,N,Sagwi Military Corps,39501,4163000000,Y,,2017-07-04 00:00:00.0,,2,4163053000,235,Y,四？部？,サグィ部隊,Doanh tr？i Sagwi,N,시내,일반,쉘터
235000039,가래비시장,198654.3536300000,480092.6680500000,3749.4023000000,12659.1200000000,2350016500,1100,N,N,Garaebi Market,39251,4163000000,Y,smchoi,2021-07-14 00:00:00.0,,1,4163033000,235,Y,？？比市？,カレビ市場,Ch？ Garaebi,N,"시내,마을",일반,표지판 있음
235000042,신사래.조양빌라.형제빌라,198333.9995100000,480580.7615300000,,,2350016800,1100,N,N,Sinsarae / Joyang Villa / Hyeongje Villa,39240,4163000000,Y,ckdejr12 ,2016-03-08 00:00:00.0,,2,4163033000,235,Y,新沙？、朝？？元？、兄弟？元？,シンサレ、チョヤンヴィラ、ヒョンジェヴィラ,Sinsarae. Khu nha ？ Joyang Villa. Khu nha ？ Hyeongje Villa,N,"시내,마을",일반,쉘터
235000045,돌모루입구,199057.2708700000,481917.5837300000,12659.4020000000,3750.3880000000,2350108700,0100,N,N,Domoru,39287,4163000000,Y,smchoi,2021-07-14 00:00:00.0,,2,4163033000,235,Y,多末？入口,トルモル入口,L？i vao Dolmoru,N,마을,일반,쉘터
235000047,못말낚시터,199085.8803500000,483332.5416000000,,,2350109200,1100,N,N,Motmal Fishery ,39292,4163000000,Y,ckdejr12 ,2015-11-25 00:00:00.0,,2,4163032000,235,Y,摩？？台,モッマル釣り場,Khu cau ca Motmal,N,"시내,마을",일반,쉘터
235000049,덕도삼거리,195830.6058800000,483825.4519400000,,,2350127500,1100,N,N,Deokdo Samgeori,39054,4163000000,Y,00000000 ,2014-03-13 00:00:00.0,,2,4163033000,235,Y,德道三？路,トクトサムゴリ(三叉路),Nga ba Deokdo,N,"시내,마을",일반,쉘터
235000050,우러리.공병대앞,195293.7838800000,483845.0421500000,,,2350169800,1100,N,N,Ureo-ri / Engineer Battalion,39042,4163000000,Y,00000000 ,2014-03-13 00:00:00.0,,2,4163033000,235,Y,吾？里、工兵？前,ウロリ、コンビョンデ(工兵隊)前,Ureo-ri. Tr？？c ti？u đoan cong binh,N,"시내,마을",일반,쉘터
235000052,덕도삼거리,195853.7795700000,483833.5702600000,,,2290095100,1100,N,N,Deokdo Samgeori,39055,4163000000,Y,ckdejr12 ,2014-04-30 00:00:00.0,,2,4163033000,235,Y,德道三？路,トクトサムゴリ(三叉路),Nga ba Deokdo,N,"시내,마을",일반,쉘터
235000054,경기섬유종합지원센터,203956.6169400000,477477.7123300000,,,2350081000,1000,N,N,G-Textopia,53917,4163000000,Y,,2017-08-23 00:00:00.0,,1,4163051000,235,Y,京畿？？？合支援中心,京義？維？合支援センタ？,Trung tam h？ tr？ t？ng h？p nganh d？t t？nh Gyeonggi,N,시내,일반,표지판 있음
235000057,경기섬유종합지원센터,203956.6169400000,477538.8807900000,,,2350043200,1000,N,N,G-Textopia,53918,4163000000,Y,,2017-08-23 00:00:00.0,,1,4163051000,235,Y,京畿？？？合支援中心,京義？維？合支援センタ？,Trung tam h？ tr？ t？ng h？p nganh d？t t？nh Gyeonggi,N,시내,일반,표지판 있음
235000259,복지사거리.태영아파트,199219.3106900000,476040.8721500000,,,2350057200,1100,N,N,Bokji Sageori / Taeyoung Apartment ,39301,4163000000,Y,ckdejr12 ,2014-05-01 00:00:00.0,,2,4163025000,235,Y,福池十字路口、泰？公寓,ポクチサゴリ(十字路)、テヨンアパ？ト,Nga t？ Bokji. Chung c？ Taeyoung,N,"시내,마을",일반,쉘터
236000672,[폐지]군자동,214106.0000000000,501158.0000000000,12709.6820000000,3800.7830000000,2360032400,0000,N,N,Gunja-dong,40452,4165000000,Y,smchoi,2022-11-14 00:00:00.0,,0,4165035000,236,Y,君子洞,クンジャ洞,Ph？？ng Gunja-dong,N,미지정,일반,표지판 없음
236000673,[폐지]군자동,214106.2143400000,501146.2775800000,12709.6820000000,3800.7760000000,2360108700,0000,N,N,Gunja-dong,40515,4165000000,Y,smchoi,2022-11-14 00:00:00.0,,0,4165035000,236,Y,君子洞,クンジャ洞,Ph？？ng Gunja-dong,N,미지정,일반,표지판 없음
236000674,백운계곡,235577.6857100000,507675.4440300000,3804.2709000000,12724.3700000000,2360160300,1000,N,N,Baegun Valley,40514,4165000000,Y,smchoi,2023-06-23 00:00:00.0,,0,4165038000,236,Y,白云溪谷,ペグンゲゴク(？谷),Thung l？ng Baegun,N,시내,일반,표지판 없음
236000675,[폐지]상추동,214313.4284400000,499075.6105000000,12709.8210000000,3759.6570000000,2360032900,0000,C,N,Sangchu-dong,40451,4165000000,Y,smchoi,2021-03-25 00:00:00.0,,0,4165035000,236,Y,上楸洞,サンチュ洞,Ph？？ng Sangchu-dong,N,미지정,환승,표지판 없음
236000580,이동교3리.축석초교,210780.0000000000,475911.0000000000,,,2360062500,1000,N,N,Idonggyo 3-ri / Chuksuk Elementary School,40007,4165000000,Y,,2016-06-10 00:00:00.0,,2,4165025000,236,Y,二？？3里、祝石小？,イドンギョ3リ、チュクソク小？校,Idonggyo-ri 3. Tr？？ng ti？u h？c Chukseok,N,시내,일반,쉘터
236000584,고모1리,215214.6770800000,478432.8454400000,3748.4977000000,12710.4100000000,2360153700,1000,N,N,Gomo 1-ri,40599,4165000000,Y,smchoi,2022-04-28 00:00:00.0,,1,4165033000,236,Y,古毛1里,コモ1リ,Gomo-ri 1,N,시내,일반,표지판 있음
236000585,작은넋고개.진목4리,218474.0000000000,478606.0000000000,,,2360085200,1000,,N,Jageunneok-gogae / Jinmok 4-ri ,41233,4165000000,Y,00000000,2011-05-04 00:00:00.0,,1,4165032000,236,Y,小？？、？木4里,チャグンノッコゲ、チンモク4リ,D？c Jageunneok. Jinmok 4-ri,N,시내,,표지판 있음
236000587,진목1리.오림포,218708.0000000000,477923.0000000000,,,2360056000,1000,,N,Jinmok 1-ri / Orimpo,41254,4165000000,Y,b1240710,2010-04-16 00:00:00.0,,1,4165032000,236,Y,？木1里、伍林圃,チンモク1リ、オリムポ,Jinmok-ri 1. Orimpo,N,시내,,표지판 있음
236000589,진목3리.죽엽산,218719.0000000000,476567.0000000000,,,2360056000,1000,N,N,Jinmok 3-ri / Jugyeopsan,41256,4165000000,Y,ckdejr12 ,2015-06-23 00:00:00.0,,1,4165032000,236,Y,？木3里、竹？山,チンモク3リ、チュクヨプサン(山),Jinmok-ri 3. Nui Jugyeopsan,N,시내,일반,표지판 있음
236000592,내촌어린이집앞,220209.6447700000,476312.3198300000,,,2360067900,1000,,N,Naechon Childcare Center,41354,4165000000,Y,b1240710,2010-05-19 00:00:00.0,,1,4165032000,236,Y,？村托？所前,ネチョン保育園前,Tr？？c nha tr？ Naechon,N,시내,,표지판 있음
236000593,내5리,220275.7256500000,476932.4708500000,,,2360074400,1000,,N,Nae 5-ri,40572,4165000000,Y,prkseo03,2008-09-22 00:00:00.0,,2,4165032000,236,Y,？5里,ネ5リ,Nae-ri 5,N,시내,,쉘터
236000595,소학1리사기막,221424.4189200000,477858.0207700000,,,2360074800,1000,,N,Sohak 1-ri Sagimak,41392,4165000000,Y,00000000,2013-09-27 00:00:00.0,,2,4165032000,236,Y,巢？1里沙器幕,ソハク1リサギマク,"Sohak-ri 1, Sagimak",N,시내,,쉘터
236000597,소학1리,222022.0000000000,478120.0000000000,,,2360066000,1000,N,N,Sohak 1-ri ,41413,4165000000,Y,ckdejr12 ,2015-06-23 00:00:00.0,,2,4165032000,236,Y,巢？1里,ソハク1リ,Sohak-ri 1,N,시내,일반,쉘터
236000599,베어스타운,221137.9080700000,477132.1894400000,,,2360066400,1000,N,N,Bears Town,41384,4165000000,Y,ckdejr12 ,2015-06-23 00:00:00.0,,2,4165032000,236,Y,BEARS TOWN,ベア？ズタウン,Khu ngh？ d？？ng Bears town,N,시내,일반,쉘터
236000600,내5리,220286.0000000000,476929.0000000000,,,2360066700,1000,,N,Nae 5-ri ,40573,4165000000,Y,kyung486,2008-10-29 00:00:00.0,,1,4165032000,236,Y,？5里,ネ5リ,Nae-ri 5,N,시내,,표지판 있음
236000602,내1리.내촌파출소앞,219939.0746600000,475916.7589800000,12713.6260000000,3747.1320000000,2360056800,1010,N,N,Nae 1-ri / Naechon Police Box,41340,4165000000,Y,smchoi,2021-04-16 00:00:00.0,,2,4165032000,236,Y,？1里、？村派出所前,ネ1リ、ネチョン交番前,Nae-ri 1. Tr？？c tr？m c？nh sat Naechon,N,"시내,시외",일반,쉘터
235000640,토교장,197953.5055600000,487603.7469700000,3753.4624000000,12658.6400000000,2350013400,1100,N,N,Togyojang,39215,4163000000,Y,smchoi,2021-07-14 00:00:00.0,,2,4163032000,235,Y,土？？,トギョジャン,ch？ Togyo,N,"시내,마을",일반,쉘터
235000644,사단의무대앞,198151.3020000000,486898.2850500000,,,2350017200,1100,N,N,Military Medical Service,39969,4163000000,Y,00000000 ,2014-03-17 00:00:00.0,,1,4163032000,235,Y,？？？？？前,師？？務隊前,Tr？？c doanh tr？i s？ đoan quan đ？i ngh？a v？,N,"시내,마을",일반,표지판 있음
235000649,덕정초교앞,205376.4735900000,482639.1384900000,,,2350025500,1100,N,N,Deokjeong Elementary School,39896,4163000000,Y,,2018-10-15 00:00:00.0,,2,4163053000,235,Y,德亭小？前,トクチョン小？校前,Tr？？c tr？？ng ti？u h？c Deokjeong,N,"시내,마을",일반,쉘터
235000651,은현삼거리,201832.0787100000,485310.8449200000,,,2350104400,1100,N,N,Eunhyeon Samgeori,39851,4163000000,Y,00000000 ,2014-03-17 00:00:00.0,,1,4163031000,235,Y,？？三？路,ウンヒョンサムゴリ(三叉路),Nga ba Eunhyeon,N,"시내,마을",일반,표지판 있음
235000654,은현면행정복지센터,202054.2164800000,485788.8928900000,,,2350104700,1100,N,N,Eunhyeon-myeon Community Services Center,39850,4163000000,Y,,2019-03-08 00:00:00.0,,1,4163031000,235,Y,？？面社？中心,ウンヒョンミョン(面)住民センタ？,Trung tam d？ch v？ c？ng đ？ng huy？n Eunhyeon-myeon,N,"시내,마을",일반,표지판 있음
235000656,하패2리마을회관,202009.7350600000,487344.8398300000,,,2350110800,1100,N,N,Hapae 2-ri Community Center,39848,4163000000,Y,ckdejr12 ,2014-05-08 00:00:00.0,,0,4163031000,235,Y,下牌2里？村？？,ハペ2リ公民館,Nha v？n hoa thon Hapae-ri 2,N,"시내,마을",일반,표지판 없음
235000659,옥정체육공원,206225.2287600000,480641.1347600000,,,2350182600,1000,N,N,Okjeong Sports Park,39846,4163000000,Y,,2019-04-24 00:00:00.0,,2,4163055000,235,Y,玉井？育公？,オクチョン？育公園,Cong vien th？ thao Okjeong,N,시내,일반,쉘터
235000661,낙낙골,201583.8611300000,487975.3133600000,,,2350110400,1100,N,N,Naknakgol ,39915,4163000000,Y,00000000 ,2014-03-17 00:00:00.0,,0,4163031000,235,Y,？？谷,ナンナッコル,Naknakgol,N,"시내,마을",일반,표지판 없음
235000665,양주신협본점,198753.5048900000,480033.7335700000,3749.3705000000,12659.1900000000,2350184600,1100,N,N,Yangju Sinhyup Head Office,39914,4163000000,Y,smchoi,2021-11-10 00:00:00.0,,1,4163033000,235,Y,？州信？？行,ヤンジュシンヒョプ(信用協同組合)本店,Tr？ s？ chinh lien đoan tin d？ng Yangju ,N,"시내,마을",일반,표지판 있음
235000667,봉암주유소,200651.8750100000,489257.3147000000,,,2350154700,0100,N,N,Bongam Gas Station,39844,4163000000,Y,00000000 ,2014-03-12 00:00:00.0,,0,4163031000,235,Y,？岩加油站,ポンアムガソリンスタンド,Tr？m x？ng d？u Bongam,N,마을,일반,표지판 없음
235000670,서원마을,200954.8975600000,488540.4026900000,,,2350110200,1100,N,N,Seowon Maeul,39813,4163000000,Y,ckdejr12 ,2014-05-08 00:00:00.0,,0,4163031000,235,Y,？院村,ソウォンマウル,Lang Seowon maeul,N,"시내,마을",일반,표지판 없음
235000672,양주자이5단지,209472.0901700000,477379.3879200000,12706.4970000000,3747.9320000000,2350034900,1100,N,N,Yangju Xi Apartment 5-danji ,39800,4163000000,Y,smchoi,2021-07-30 00:00:00.0,,2,4163052000,235,Y,？州在宜5？,ヤンジュ·ザイ5？地,Khu t？ h？p Yangju Xi 5,N,"시내,마을",일반,쉘터
235001678,구암리정자,197260.4960800000,487131.8756400000,,,2350147200,0100,,N,Guam-ri Pavilion,53211,4163000000,,,2016-10-20 00:00:00.0,,,4163032000,235,Y,？岩里亭子,クアムリ·チョンジャ(あずま屋),V？ng lau Guam-ri ,N,마을,,
235000874,레이크우드골프장,207585.6762600000,475728.4111700000,3747.0414000000,12705.2100000000,2350035400,1100,N,N,Lakewood Golf Range,39657,4163000000,Y,smchoi,2019-11-04 00:00:00.0,,0,4163052000,235,Y,雷克伍德高？夫球？,レイクウッドゴルフ場,San gofl Lake Wood,N,"시내,마을",일반,표지판 없음
235000168,한거름,196631.9502600000,480289.2696300000,,,2350128400,1100,N,N,Hangeoreum,39102,4163000000,Y,00000000 ,2014-03-13 00:00:00.0,,0,4163033000,235,Y,？格霖,ハンゴルム,Hangeoreum,N,"시내,마을",일반,표지판 없음
235000178,남방동입구,202974.1094700000,474072.6025300000,,,2350046200,1000,N,N,Nambang-dong,39415,4163000000,Y,ckdejr12 ,2014-05-02 00:00:00.0,,2,4163051000,235,Y,南坊洞入口,ナムバン洞入口,L？i vao ph？？ng Nambang-dong,N,시내,일반,쉘터
235000180,복지그린빌라앞,199281.7350000000,476303.0005100000,,,2350044700,1100,N,N,Bokji Green Villa,39308,4163000000,Y,,2019-03-20 00:00:00.0,,2,4163025000,235,Y,福池格林？元？,ポクチグリ？ンヴィラ前,Tr？？c khu nha Bokji Green Villa,N,"시내,마을",일반,쉘터
235000182,세아1차아파트,199131.0000000000,477134.0000000000,12659.4520000000,3747.8030000000,2350053500,0100,N,N,SeA Apartment 1-cha,39297,4163000000,Y,smchoi,2020-02-20 00:00:00.0,,2,4163025000,235,Y,世？1期公寓,セア1次アパ？ト,Chung c？ Seah s？ 1,N,마을,일반,쉘터
235000184,양주소방서,198988.2143500000,476971.6381900000,3747.7152000000,12659.3500000000,2350070600,0100,N,N,Yangju Fire Station,39274,4163000000,Y,smchoi,2020-02-20 00:00:00.0,,1,4163025000,235,Y,？州消防局,ヤンジュ消防署,Trung tam phong chay ch？a chay Yangju,N,마을,일반,표지판 있음
235000185,세아1차아파트,199124.9717900000,477146.7844200000,3747.8099000000,12659.4400000000,2350070700,0100,N,N,SeA Apartment 1-cha,39298,4163000000,Y,smchoi,2020-02-20 00:00:00.0,,2,4163025000,235,Y,世？1期公寓,セア1次アパ？ト,Chung c？ Seah s？ 1,N,마을,일반,쉘터
235000188,대성사입구,200665.9056900000,476434.0030100000,3747.4246000000,12700.4900000000,2350145900,1100,N,N,Daeseongsa,39365,4163000000,Y,smchoi,2021-06-23 00:00:00.0,,2,4163025000,235,Y,大？寺入口,テソン寺入口,L？i vao chua đ？i thanh t？ ,N,"시내,마을",일반,쉘터
235000191,방아다리,199591.3130700000,476736.1643900000,,,2350044600,1100,N,N,Bandadari,39328,4163000000,Y,00000000 ,2014-03-13 00:00:00.0,,2,4163025000,235,Y,邦阿？,パンアダリ,C？u Banda,N,"시내,마을",일반,쉘터
235000192,복지리,199284.4056200000,476738.0277100000,,,2350044600,1100,N,N,Bokji-ri,39307,4163000000,Y,ckdejr12 ,2015-11-25 00:00:00.0,,2,4163025000,235,Y,福池里,ポクチリ,Bokji-ri ,N,"시내,마을",일반,쉘터
235000193,백석농협,199046.7047200000,476785.4361800000,,,2350067100,1100,N,N,Baekseok Nonghyup,39280,4163000000,Y,ckdejr12 ,2015-11-25 00:00:00.0,,2,4163025000,235,Y,白石？？,ペッソク農協,Nongyup chi nhanh Baekseok,N,"시내,마을",일반,쉘터
235000195,방앗간.작은오미,198658.2075000000,477227.4451500000,12659.1300000000,3747.8530000000,2350053900,1100,N,N, Mill / Jageun Omi,39252,4163000000,Y,smchoi,2019-11-06 00:00:00.0,,2,4163025000,235,Y,磨坊、小五美,パンアッカン(粉屋)、チャグンオミ,Nha kho. Jageun omi,N,"시내,마을",일반,쉘터
235001284,모래말,196409.6836500000,486564.4549700000,,,2350121700,0100,,N,Moraemal,39098,4163000000,,,2016-10-20 00:00:00.0,,,4163033000,235,Y,莫？村,モレマル,Moraemal,N,마을,,
235000577,옥정마을16단지,207895.6093300000,479531.9193200000,3749.0973000000,12705.4200000000,2350197800,1000,N,N,Okjeong Maeul 16-danji,39667,4163000000,Y,smchoi,2022-11-02 00:00:00.0,,2,4163056000,235,Y,玉井村16？,オクチョンマウル16？地,Khu t？ h？p lang Okjeong maeul 16,N,시내,일반,쉘터
235000579,유명식당,198922.5933100000,481363.0672000000,12659.3100000000,3750.0890000000,2350016200,0100,N,N,Yumyeong Restaurant,53149,4163000000,Y,smchoi,2021-07-14 00:00:00.0,,0,4163033000,235,Y,有名餐？,ユミョン食堂,Nha hang Yumyeong,N,마을,일반,표지판 없음
235000581,독바위공원,206720.1833300000,479782.7875300000,3749.2335000000,12704.6200000000,2350150700,1000,N,N,Dokbawi Park,39602,4163000000,Y,smchoi,2023-03-22 00:00:00.0,,2,4163056000,235,Y,？岩公？,トッパウィ公園,Cong vien Dokbawi,N,시내,일반,쉘터
235000582,급양대,205477.0000000000,483421.0000000000,,,2350027400,1000,N,N,Food Service Unit,39530,4163000000,Y,00000000 ,2014-03-17 00:00:00.0,,0,4163053000,235,Y,？？？,給養隊,B？ đ？i c？p d？？ng,N,시내,일반,표지판 없음
235000584,석우동마을회관,206296.9905500000,482900.1989500000,,,2350029000,1000,N,N,Seogu-dong Community Center,39571,4163000000,Y,00000000 ,2014-03-17 00:00:00.0,,0,4163053000,235,Y,石隅洞？村？？,ソグ洞公民館,Nha v？n hoa Seoku-dong,N,시내,일반,표지판 없음
235000589,e편한세상15단지,207371.3194400000,479393.5158200000,,,2350191100,1000,N,N,e-pyeonhansesang Apartment 15-danji,39427,4163000000,Y,,2019-04-01 00:00:00.0,,2,4163056000,235,Y,e翩？？？15？,eピョナンセサン15？地,Khu t？ h？p e-pyeonhansesang 15,N,시내,일반,쉘터
235000592,덕계역,204873.9347300000,479602.9252100000,3749.1369000000,12703.3600000000,2350200600,1100,N,N,Deokgye Station ,39891,4163000000,Y,smchoi,2021-05-28 00:00:00.0,,1,4163054000,235,Y,德溪站,トッケ？,Ga Deokgye,N,"시내,마을",일반,표지판 있음
235000593,귀율동,209137.0000000000,480977.0000000000,,,2350159300,1000,N,N,Gwiyul-dong,39739,4163000000,Y,00000000 ,2014-03-17 00:00:00.0,,0,4163056000,235,Y,？栗洞,クィユルトン,Ph？？ng Gwiyul-dong,N,시내,일반,표지판 없음
235000594,귀율동,209132.3344200000,480979.9723900000,,,2350159400,1000,N,N,Gwiyul-dong,39738,4163000000,Y,00000000 ,2014-03-17 00:00:00.0,,0,4163056000,235,Y,？栗洞,クィユルトン,Ph？？ng Gwiyul-dong,N,시내,일반,표지판 없음
235000598,새빛뜰공원,207446.3872300000,480438.3894900000,3749.5876000000,12705.1100000000,2350182500,1000,N,N,Saebitteul Park,39760,4163000000,Y,smchoi,2023-03-22 00:00:00.0,,2,4163056000,235,Y,？碧得公？,セビットゥル公園,Cong vien Saebit Ddeul,N,시내,일반,쉘터
235001612,건설지하수,202030.6758900000,486607.5712500000,,,2350105200,1100,,N,Undergroundwater Constructions,53298,4163000000,,,2016-10-20 00:00:00.0,,,4163031000,235,Y,建？地下水,建設地下水,Cong ty n？？c ng？m xay d？ng,N,"시내,마을",,
234000924,전원마을입구,217466.6857700000,431223.9451300000,3722.9750000000,12711.8700000000,2340147200,1000,N,N,Jeonwon Maeul,38900,4161000000,Y,smchoi,2021-07-26 00:00:00.0,,2,4161053000,234,Y,田？村入口,田園マウル入口,L？i vao lang jeonwon maeul,N,시내,일반,쉘터
234000925,오향리고개,233909.1159900000,429409.2310000000,12723.0120000000,3721.9660000000,2340140100,1000,N,N,Ohyan-ri Gogae,38899,4161000000,Y,smchoi,2020-05-13 00:00:00.0,,1,4161025900,234,Y,五香里？,オヒャンリゴゲ,D？c Ohyang-ri,N,시내,일반,표지판 있음
234000926,귀여3리.요골,228156.0000000000,446278.0000000000,,,2340007600,1000,N,N,Gwiyeo 3-ri / Yogol ,38790,4161000000,Y,00000000 ,2014-03-10 00:00:00.0,,2,4161035000,234,Y,？？3里、？谷,クィヨ3リ、ヨゴル,Gwiyeo-ri 3. Yogol,N,시내,일반,쉘터
234000927,유정마을회관,228455.0000000000,420762.0000000000,,,2340096500,1000,N,N,Yujeong Maeul Community Center,38583,4161000000,Y,00000000 ,2014-03-10 00:00:00.0,,0,4161033000,234,Y,柳井？村？？,ユジョン公民館,Nha v？n hoa thon Yujeong,N,시내,일반,표지판 없음
234000928,유정마을회관,228447.0000000000,420760.0000000000,,,2340025800,1000,N,N,Yujeong Maeul Community Center,38585,4161000000,Y,00000000 ,2014-03-10 00:00:00.0,,0,4161033000,234,Y,柳井？村？？,ユジョン公民館,Nha v？n hoa thon Yujeong,N,시내,일반,표지판 없음
236000242,삼정1리,211349.5302500000,495536.4293100000,,,2360099400,1000,N,N,Samjeong 1-ri,41018,4165000000,Y,ckdejr12 ,2014-10-08 00:00:00.0,,2,4165034000,236,Y,三政1里,サムジョン1リ,Samjeong-ri 1,N,시내,일반,쉘터
236000243,심배,212035.7530800000,494903.2061300000,,,2360105900,1000,N,N,Simbae,41019,4165000000,Y,ckdejr12 ,2014-10-08 00:00:00.0,,2,4165034000,236,Y,深杯,シムベ,Simbae,N,시내,일반,쉘터
236000245,갈월1리.칠월리고개,213848.0000000000,494985.0000000000,,,2360106100,1000,N,N,Garwol 1-ri / Chirwol-ri Gogae ,41034,4165000000,Y,ckdejr12 ,2015-06-15 00:00:00.0,,1,4165034000,236,Y,葛月1里、七月里？,カルォル1リ、チルォルリリゴゲ,Galwol-ri 1. D？c Chilwol-ri,N,시내,일반,표지판 있음
236000246,계류1리,215794.5357400000,494375.4178300000,,,2360106400,1100,N,N,Gyeryu1-ri ,41070,4165000000,Y,,2017-07-11 00:00:00.0,,2,4165034000,236,Y,溪流1里,ケリュ1リ,Gyeryu-ri 1,N,"시내,마을",일반,쉘터
236000248,소죽골입구,216100.8722200000,493828.9726300000,,,2360106500,1100,N,N,Sojukgol,41131,4165000000,Y,,2017-07-11 00:00:00.0,,0,4165034000,236,Y,小竹谷入口,ソジュッコル入口,L？i vao Sojukgol,N,"시내,마을",일반,표지판 없음
