기관명,분류,종별,주소,좌표X,좌표Y,전화번호,출처
아크짐,헬스장,헬스장,경기도 시흥시 목감우회로 51,126.861964428172,37.3822547656129,,공공데이터포털(상가업소정보)
핏디짐,헬스장,헬스장,경기도 시흥시 삼미시장2길 24,126.782633003671,37.4406026170719,,공공데이터포털(상가업소정보)
해피헬스데이,헬스장,헬스장,경기도 시흥시 거북섬둘레길 42,126.680681718189,37.3241034840264,,공공데이터포털(상가업소정보)
와우점핑다이어트,헬스장,헬스장,경기도 시흥시 도일로112번안길 24,126.785602322216,37.3423787270915,,공공데이터포털(상가업소정보)
마부위침피트니스,헬스장,헬스장,경기도 시흥시 대은로103번길 7,126.798630150399,37.4461811955472,,공공데이터포털(상가업소정보)
바디트랜스짐헬스PT,헬스장,헬스장,경기도 시흥시 은행로 130,126.800006779026,37.4427146322646,,공공데이터포털(상가업소정보)
바오핏,헬스장,헬스장,경기도 시흥시 진말로9번길 2,126.785273830436,37.3784642134263,,공공데이터포털(상가업소정보)
에스핏휘트니스,헬스장,헬스장,경기도 시흥시 호현로10번길 17,126.78507229543,37.4411296656283,,공공데이터포털(상가업소정보)
자이언트짐,헬스장,헬스장,경기도 시흥시 복지로 79,126.790662245185,37.4464736958861,,공공데이터포털(상가업소정보)
렛츠고동네점핑,헬스장,헬스장,경기도 시흥시 중심상가로 183,126.735735096447,37.3449358776737,,공공데이터포털(상가업소정보)
엠제이헬스,헬스장,헬스장,경기도 시흥시 거북섬로 116,126.67874662857,37.3201607471457,,공공데이터포털(상가업소정보)
건강한공간,헬스장,헬스장,경기도 시흥시 서울대학로264번길 44-4,126.728228950334,37.3671832105463,,공공데이터포털(상가업소정보)
짐무드배곧점,헬스장,헬스장,경기도 시흥시 서울대학로278번길 61,126.730675060522,37.3681889420436,,공공데이터포털(상가업소정보)
제이씨스포츠,헬스장,헬스장,경기도 시흥시 뱀내장터로 23,126.787408875641,37.4420258946318,,공공데이터포털(상가업소정보)
플라이휘트니스,헬스장,헬스장,경기도 시흥시 비둘기공원5길 7,126.790807086868,37.4431582245714,,공공데이터포털(상가업소정보)
트리플핏점핑하이장곡점,헬스장,헬스장,경기도 시흥시 진말로3번길 16,126.783649639379,37.3778845986181,,공공데이터포털(상가업소정보)
배곧베니스점핑앤힐링,헬스장,헬스장,경기도 시흥시 서울대학로278번길 61,126.730675060522,37.3681889420436,,공공데이터포털(상가업소정보)
리엠스포츠,헬스장,헬스장,경기도 시흥시 진말로 7,126.785263721513,37.3780497244689,,공공데이터포털(상가업소정보)
헤이점핑,헬스장,헬스장,경기도 시흥시 거북섬4길 16,126.683136879043,37.3224702105447,,공공데이터포털(상가업소정보)
국가대표송기석휘트니스,헬스장,헬스장,경기도 시흥시 비둘기공원1길 23,126.791094053827,37.4415549283462,,공공데이터포털(상가업소정보)
헬스,헬스장,헬스장,경기도 시흥시 삼미시장2길 29,126.783277074046,37.4406128099088,,공공데이터포털(상가업소정보)
태왕스페이스스포츠클럽,헬스장,헬스장,경기도 시흥시 시흥대로1074번길 5,126.79358385321,37.4319544907889,,공공데이터포털(상가업소정보)
비엔에이BNAFITNESS,헬스장,헬스장,경기도 시흥시 비둘기공원5길 16,126.790073522235,37.4428145389226,,공공데이터포털(상가업소정보)
최고점핑다이어트,헬스장,헬스장,경기도 시흥시 봉우재로 30,126.744479322315,37.3455677859237,,공공데이터포털(상가업소정보)
점핑하이,헬스장,헬스장,경기도 시흥시 장곡로37번길 7,126.784765392588,37.3785894324243,,공공데이터포털(상가업소정보)
점핑하이다이어트센터,헬스장,헬스장,경기도 시흥시 상직길 3,126.812578219784,37.3906474087332,,공공데이터포털(상가업소정보)
동국자산,헬스장,헬스장,경기도 시흥시 서울대학로278번길 61,126.730675060522,37.3681889420436,,공공데이터포털(상가업소정보)
CJY휘트니스클럽천재영,헬스장,헬스장,경기도 시흥시 함송로14번길 5-4,126.729224357189,37.3634912950187,,공공데이터포털(상가업소정보)
파워점핑다이어트,헬스장,헬스장,경기도 시흥시 승지로60번길 12,126.811650450066,37.3687871114539,,공공데이터포털(상가업소정보)
화인골프클럽,헬스장,헬스장,경기도 시흥시 산기대학로 105,126.721180377521,37.3469748317928,,공공데이터포털(상가업소정보)
디이엔스포츠,헬스장,헬스장,경기도 시흥시 호현로10번길 4,126.783737882241,37.4414786268428,,공공데이터포털(상가업소정보)
남스짐,헬스장,헬스장,경기도 시흥시 대은로 80,126.797403588274,37.4442419214237,,공공데이터포털(상가업소정보)
피트니스온,헬스장,헬스장,경기도 시흥시 은계번영길 13,126.802563448114,37.4373488879081,,공공데이터포털(상가업소정보)
능곡넘버원,헬스장,헬스장,경기도 시흥시 능곡번영길 30,126.806623090517,37.3702116281,,공공데이터포털(상가업소정보)
에스지코건강,헬스장,헬스장,경기도 시흥시 은계로 260,126.803154006692,37.4448372969622,,공공데이터포털(상가업소정보)
머슬짐,헬스장,헬스장,경기도 시흥시 은행로167번길 3,126.798202704922,37.4454416358996,,공공데이터포털(상가업소정보)
우리동네짐,헬스장,헬스장,경기도 시흥시 대은로103번길 7,126.798630150399,37.4461811955472,,공공데이터포털(상가업소정보)
체인지핏,헬스장,헬스장,경기도 시흥시 서울대학로264번길 26-32,126.72773432376,37.3666054177899,,공공데이터포털(상가업소정보)
머슬어택,헬스장,헬스장,경기도 시흥시 목감남서로 9-27,126.853436629627,37.3779466216154,,공공데이터포털(상가업소정보)
더조은파크골프,헬스장,헬스장,경기도 시흥시 정왕대로 178,126.733975665209,37.3478152208152,,공공데이터포털(상가업소정보)
현대휘티니스클럽,헬스장,헬스장,경기도 시흥시 진말로9번길 2,126.785273830436,37.3784642134263,,공공데이터포털(상가업소정보)
디이엔휘트니스,헬스장,헬스장,경기도 시흥시 수인로 3378,126.783772093561,37.441370567827,,공공데이터포털(상가업소정보)
벌브피티스튜디오,헬스장,헬스장,경기도 시흥시 수인로 3352,126.786408258467,37.4402310738343,,공공데이터포털(상가업소정보)
기천문,헬스장,헬스장,경기도 시흥시 경기과기대로 219,126.732646148234,37.3344499816113,,공공데이터포털(상가업소정보)
헬로우짐휘트니스,헬스장,헬스장,경기도 시흥시 정왕대로 230,126.738511247348,37.3449690772671,,공공데이터포털(상가업소정보)
튼튼운동센터,헬스장,헬스장,경기도 시흥시 대은로 92,126.798644783444,37.444937822561,,공공데이터포털(상가업소정보)
머슬원핏배곧,헬스장,헬스장,경기도 시흥시 서울대학로278번길 19-14,126.728658475831,37.3701665845063,,공공데이터포털(상가업소정보)
미라클댄스스튜디오,헬스장,헬스장,경기도 시흥시 진말로9번길 2,126.785273830436,37.3784642134263,,공공데이터포털(상가업소정보)
김명곤복싱다이어트짐,헬스장,헬스장,경기도 시흥시 연성로 88,126.813131639515,37.3906122437045,,공공데이터포털(상가업소정보)
비와이엔월곶복싱,헬스장,헬스장,경기도 시흥시 월곶중앙로 63,126.738065579162,37.3887758765294,,공공데이터포털(상가업소정보)
배곧댄스,헬스장,헬스장,경기도 시흥시 서울대학로278번길 61,126.730675060522,37.3681889420436,,공공데이터포털(상가업소정보)
핏불짐,헬스장,헬스장,경기도 시흥시 군자로 507,126.785290746722,37.344792917981,,공공데이터포털(상가업소정보)
비스타파크골프,헬스장,헬스장,경기도 시흥시 군자로10번길 22,126.760775456342,37.3812734373518,,공공데이터포털(상가업소정보)
로얄바디짐헬스PT,헬스장,헬스장,경기도 시흥시 은계번영길 21,126.803400008924,37.4371971098594,,공공데이터포털(상가업소정보)
커브스은행클럽,헬스장,헬스장,경기도 시흥시 대은로 82,126.797572634475,37.4444134035659,,공공데이터포털(상가업소정보)
언바운드짐헬스PT목감,헬스장,헬스장,경기도 시흥시 남왕길 30,126.860913662138,37.3826229540805,,공공데이터포털(상가업소정보)
피크짐24,헬스장,헬스장,경기도 시흥시 진말로9번길 2,126.785273830436,37.3784642134263,,공공데이터포털(상가업소정보)
모션메카닉,헬스장,헬스장,경기도 시흥시 함송로29번길 5,126.731277867368,37.3637662854464,,공공데이터포털(상가업소정보)
한국스포츠아카데미,헬스장,헬스장,경기도 시흥시 대은로 80,126.797403588274,37.4442419214237,,공공데이터포털(상가업소정보)
에프45배곧,헬스장,헬스장,경기도 시흥시 서울대학로278번길 21,126.728006167623,37.369480308487,,공공데이터포털(상가업소정보)
프리마베라컴퍼니시흥배곧지점,헬스장,헬스장,경기도 시흥시 배곧4로 87,126.733395655602,37.3745923703452,,공공데이터포털(상가업소정보)
일이삼Fitness,헬스장,헬스장,경기도 시흥시 중심상가로 149,126.73268126004,37.3468301837143,,공공데이터포털(상가업소정보)
샤랩피트니스헬스&PT배곧점,헬스장,헬스장,경기도 시흥시 서울대학로 99,126.711438947896,37.3592054186545,,공공데이터포털(상가업소정보)
바디원오원헬스피티배곧점,헬스장,헬스장,경기도 시흥시 배곧3로 80,126.729063530358,37.3705459428403,,공공데이터포털(상가업소정보)
골프존솔트,헬스장,헬스장,경기도 시흥시 인선길 128,126.780723857678,37.3822852111739,,공공데이터포털(상가업소정보)
세렌디PT,헬스장,헬스장,경기도 시흥시 서울대학로278번길 19-13,126.727742868995,37.3704888487814,,공공데이터포털(상가업소정보)
건강친구리라핏거모점,헬스장,헬스장,경기도 시흥시 군자로504번길 1,126.784545461811,37.3449447377982,,공공데이터포털(상가업소정보)
크로스핏트윈스,헬스장,헬스장,경기도 시흥시 함송로29번길 7,126.731412878103,37.3638927354986,,공공데이터포털(상가업소정보)
유니드짐장현동PT&헬스시흥,헬스장,헬스장,경기도 시흥시 시청로68번길 25,126.801782208662,37.3822142590648,,공공데이터포털(상가업소정보)
힙플렉스,헬스장,헬스장,경기도 시흥시 수인로3312번길 16,126.788713789441,37.4401090756938,,공공데이터포털(상가업소정보)
