sigun_nm,bizplc_nm,licensg_ymd,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,licensg_rtrcn_ymd,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,xcrd_vl,ycrd_vl,parmacy_bsn_ar,apnt_ymd
,보민약국,20090319,"경기도 시흥시 능곡로 174, 103호 (능곡동, 미래도프라자)",경기도 시흥시 능곡동 756번지 미래도프라자 103호,14995,37.3680609,126.8117244,,영업중,,031-435-8881,183253.065759354,429570.86915757,,
,보현약국,20081008,"경기도 시흥시 월곶중앙로14번길 86-1 (월곶동,1층)",경기도 시흥시 월곶동 991번지 11호 1층,14968,37.3935116,126.7404096,,폐업,20101020,031-317-9115,176947.54,432416.15,,
,보화약국,20040520,경기도 시흥시 신현로 27 (포동),경기도 시흥시 포동 5번지 39호,14957,37.40667,126.7864679,,영업중,,031-315-8154,181025.211268759,433858.631096414,,
,봄날약국,20170517,"경기도 시흥시 배곧4로 99, 109호 (정왕동, 로얄페스타)",경기도 시흥시 배곧동 76번지 로얄페스타 109호,15010,37.3740656,126.7342584,,폐업,20260531,031-432-7912,176392.102,430255.346,,
,봉약국,20030924,경기도 시흥시 봉우재로 14,경기도 시흥시 정왕동 1593-4번지,15057,37.3444242,126.7433769,,폐업,20100913,031-494-9797,,,,
,비타민약국,20101116,"경기도 시흥시 함송로 16 (정왕동, 미소프라자)",경기도 시흥시 정왕4동 1882번지 1호 미소프라자 102호,15020,37.3637596,126.729575,,폐업,20120607,,175974.682228517,429107.516992278,,
,비타민약국,20120612,"경기도 시흥시 함송로 16, 102호 (정왕동, 미소프라자)",경기도 시흥시 정왕동 1882번지 1호 미소프라자 102호,15020,37.3637596,126.729575,,폐업,20140107,,175974.682228517,429107.516992278,,
,사랑가득약국,20090313,"경기도 시흥시 삼미시장4길 8, 3층 (신천동)",경기도 시흥시 신천동 735번지 3호 3층,14948,37.4392389,126.7839545,,영업중,,031-311-1159,180812.231309267,437479.516724876,,
,사랑약국,20050411,경기도 시흥시 수인로 3372,경기도 시흥시 신천동 712번지 9호  303호,14910,37.4411251,126.7843434,,폐업,20100621,031-315-9925,,,,
,사랑약국,20120611,"경기도 시흥시 수인로 3372 (신천동, 211호 일부)",경기도 시흥시 신천동 712번지 9호 211호 일부,14910,37.4411251,126.7843434,,폐업,20130510,,180846.323596369,437687.850239716,,
,사랑약국,20100621,"경기도 시흥시 수인로 3372 (신천동,신천프라자빌딩 303호)",경기도 시흥시 신천동 712번지 9호 신천프라자빌딩 303호,14910,37.4411251,126.7843434,,폐업,20110807,031-315-9925,180846.323596369,437687.850239716,,
,사랑의약국,20090601,경기도 시흥시 정왕신길로49번길 19,경기도 시흥시 정왕4동 1886번지 4호 서해2차아파트 상가 110호,15021,37.3596616,126.7273133,,폐업,20100430,,175681.993724086,428768.375300457,,
,사랑의약국,20100430,,"경기도 시흥시 정왕4동 서해아파트2차 상가 110, 111호",15119,,,,폐업,20110228,,,,,
,사랑의약국,20040114,,경기도 시흥시 정왕4동 서해상가110호,15119,,,,폐업,20090601,031-432-7996,,,,
,삼미스타약국,20231130,"경기도 시흥시 수인로3381번길 13, 제이엘빌딩 102호 (신천동)",경기도 시흥시 신천동 740 제이엘빌딩,14948,37.4400704,126.7828387,,영업중,,031-312-8183,180707.311193707,437570.781399412,,
,삼보약국,20200109,"경기도 시흥시 비둘기공원7길 18, 하나 골드타워 302호 (대야동)",경기도 시흥시 대야동 562-1번지 하나골드타워 302호,14908,37.4444227,126.7930959,,폐업,20240630,031-311-0119,181619.770012954,438050.287590826,,
,삼성약국,19980611,"경기도 시흥시 정왕신길로139번길 5 (정왕동, 삼성아파트상가 109호)",경기도 시흥시 정왕동 삼성A109호,15026,37.353939,126.7344064,,폐업,20121025,031-432-6300,176370.62064782,428065.951869982,,
,삼성약국,20121025,경기도 시흥시 정왕신길로139번길 5 (정왕동),경기도 시흥시 정왕동 1872번지 5호,15026,37.353939,126.7344064,,폐업,20221101,031-432-6300,176370.62064782,428065.951869982,,
,삼성약국,20221101,"경기도 시흥시 정왕신길로139번길 5, 삼성아파트 상가동 1층 (정왕동)",경기도 시흥시 정왕동 1872-5 삼성아파트,15026,37.353939,126.7344064,,폐업,20240117,031-432-6300,176370.62064782,428065.951869982,,
,삼화약국,20100325,"경기도 시흥시 함송로29번길 5, 101호 (정왕동)",경기도 시흥시 정왕4동 1881번지 6호   101호,15020,37.3637706,126.7312688,,폐업,20110721,,176121.67012953,429115.249469861,,
,삼화약국,20110721,"경기도 시흥시 함송로29번길 5, 101호 (정왕동)",경기도 시흥시 정왕4동 1881번지 6호   101호호,15020,37.3637706,126.7312688,,영업중,,031-432-7563,176121.67012953,429115.249469861,,
,새들약국,20020722,경기도 시흥시 시흥대로1073번길 5 (신천동),경기도 시흥시 신천동 103번지 3호,14951,37.4317435,126.7920849,,영업중,,031-312-5760,181527.45131453,436640.502275815,,
,새로봄약국,20231018,"경기도 시흥시 중심상가4길 24, E 1빌딩 1층 104호 (정왕동)",경기도 시흥시 정왕동 1744-1 E 1빌딩,15066,37.3434928,126.7372898,,영업중,,031-432-4993,176649.024992834,426861.447601096,,
,새롬온누리약국,20170829,"경기도 시흥시 서울대학로278번길 21, 새롬프라자2 111호 (정왕동)",경기도 시흥시 정왕동 1771번지 1호 새롬프라자2,15011,37.3695093,126.7280367,,폐업,20191221,031-433-7573,175839.546983131,429749.989150418,,
,새보람약국,19880530,경기도 시흥시 매화2로 3 (매화동),경기도 시흥시 매화동 247번지 2호,14940,37.4158819,126.8138749,,폐업,20230720,031-313-5155,183448.271635276,434876.231362866,,
,새서울약국,20090831,"경기도 시흥시 정왕대로 56 (정왕동,세종월드프라자 205호)",경기도 시흥시 정왕3동 1861번지 1호 세종월드프라자 205호,15040,37.3545138,126.7230302,,폐업,20100212,,175389.394934101,428088.194136014,,
,새서울약국,20090403,"경기도 시흥시 정왕대로 56, 205호 (정왕동)",경기도 시흥시 정왕동 1861번지 1호   205호,15040,37.3545138,126.7230302,,폐업,20090602,,175389.394934101,428088.194136014,,
,새소망약국,20001204,경기도 시흥시 매화1로 3 (매화동),경기도 시흥시 매화동 199번지 1호,14940,37.4156165,126.8147474,,영업중,,031-313-2560,183527.688851212,434849.475873966,,
,새우리약국,20121129,"경기도 시흥시 비둘기공원로 10, 1층 103호 (대야동)",경기도 시흥시  532번지 1호 1층 103호,14912,37.443949,126.7907603,,영업중,,070-4239-9005,181414.40198377,437998.763759701,,
,새천년약국,20000803,경기도 시흥시 삼미시장1길 1 (신천동),경기도 시흥시 신천동 733번지 2호,14948,37.439818,126.7858028,,영업중,,031-312-2555,180973.305240362,437539.167278816,,
,샘샘약국,20240517,"경기도 시흥시 배곧1로 27-16, 상가4동 108호 (배곧동, 한라비발디캠퍼스2차)",경기도 시흥시 배곧동 245 한라비발디캠퍼스2차,15011,37.3617928,126.712871,,영업중,,031-319-3120,174692.009149631,428974.106106504,,
,샘온누리약국,20170110,"경기도 시흥시 목감우회로 39, 109호 (조남동)",경기도 시흥시 목감동 403-1번지 목감시티프라자 109호,14985,37.3819082,126.8602929,,폐업,20240929,031-439-5337,187567.97244628,431106.350304699,,
,샘온누리약국,20240930,"경기도 시흥시 목감우회로 39, 목감 시티프라자 109호 (목감동)",경기도 시흥시 목감동 403-1 목감 시티프라자,14985,37.3819082,126.8602929,,영업중,,031-439-5337,187567.97244628,431106.350304699,,
,서광약국,20030621,"경기도 시흥시 군자로 502 (거모동, 도원빌딩)",경기도 시흥시 거모동 산29-19,15071,37.3452482,126.7845431,,영업중,,031-491-3181,180839.768605205,427045.784224073,,
,서울목감약국,20191226,"경기도 시흥시 목감둘레로 253-7, 이지움 더테라스 2차 116호 (조남동)",경기도 시흥시 조남동 709번지 1호 이지움 더테라스 2차,14986,37.3802897,126.8610182,,폐업,20210413,031-503-7188,187620.8709605,430921.998928015,,
,서울약국,20130425,"경기도 시흥시 함송로 21, 105호 (정왕동)",경기도 시흥시 정왕동 1881번지 9호 굿모닝프라자 105호,15020,37.3637669,126.7307042,,영업중,,031-499-5001,176076.968056065,429112.630635893,,
,선약국,20220607,"경기도 시흥시 능곡군자로 54, 1층 105.106호 (능곡동)",경기도 시흥시 능곡동 898-2번지 1층 105.106호,14999,37.3695524,126.8062672,,폐업,20241108,031-8042-6965,182797.602815596,429736.612172713,,
,성균행복약국,20090803,"경기도 시흥시 수인로 3370 (신천동,4층)",경기도 시흥시 신천동 712번지 10호 4층,14910,37.4410007,126.7846385,,폐업,20100111,,180871.719597185,437674.121162492,,
,성균행복약국,20090130,"경기도 시흥시 수인로 3370 (신천동,4층)",경기도 시흥시 신천동 712번지 10호 4층,14910,37.4410007,126.7846385,,폐업,20090803,,180871.719597185,437674.121162492,,
,성모그린약국,20210611,"경기도 시흥시 은계호수로 31, 그린타워 113호 (은행동)",경기도 시흥시 은행동 611-1 그린타워,14923,37.444511,126.8034165,,폐업,20240530,070-7537-3699,182534.522918138,438060.268325518,,
,성원약국,20120801,"경기도 시흥시 정왕대로 220, 4층 (정왕동)",경기도 시흥시 정왕1동 1734번지 5호,15066,37.3454964,126.7376872,,폐업,20151101,031-499-0519,176685.558296454,427078.797135031,,
,성원약국,20151102,"경기도 시흥시 정왕대로 220, 408호 (정왕동, 우리메디칼센타)",경기도 시흥시 정왕동 1734번지 5호 우리메디칼센터 408호,15066,37.3454964,126.7376872,,영업중,,031-499-0519,176685.558296454,427078.797135031,,
,성원약국,20080704,"경기도 시흥시 정왕대로 220, 4층 (정왕동, 우리메디칼센타)",경기도 시흥시 정왕동 1734-5,15066,37.3454964,126.7376872,,폐업,20120801,031-499-0519,176685.558296454,427078.797135031,,
,세계로약국,20090810,"경기도 시흥시 대야로 7, 1층 (대야동)",경기도 시흥시 대야동 488번지 8호,14909,37.4443068,126.7888012,,폐업,20240228,031-312-6038,181238.400450615,438037.658013686,,
,세계로약국,20000609,경기도 시흥시 대야로 7 (대야동),경기도 시흥시 대야동 488번지 8호,14909,37.4443068,126.7888012,,폐업,20190329,031-312-6038,181238.400450615,438037.658013686,,
,세원약국,20030501,"경기도 시흥시 정왕천로 411-1 (정왕동, 세원약국)",경기도 시흥시 정왕본동1195-9,15052,37.344524,126.7519787,,영업중,,031-433-3208,177953.40348109,426972.360448708,,
,세일약국,20130401,"경기도 시흥시 수인로3325번길 6, 103호 (신천동)",경기도 시흥시 신천동 776번지 5호 103호,14950,37.438519,126.7886299,,폐업,20161101,031-404-4826,181222.724033623,437396.384558815,,
,세일약국,20111104,경기도 시흥시 수인로3325번길 6 (신천동),경기도 시흥시 신천동 776번지 5호,14950,37.438519,126.7886299,,폐업,20130401,031-404-4826,181222.724033623,437396.384558815,,
,세종약국,20030619,"경기도 시흥시 오이도어시장로 22 (정왕동, 미리온빌딩)",경기도 시흥시 정왕3동 2014-2,15015,37.3444762,126.6899754,,폐업,20150102,031-434-7200,172459.186837172,426983.572552093,,
,세종약국,20150102,경기도 시흥시 오이도어시장로 22 (정왕동),경기도 시흥시 정왕동 2014번지 2호,15015,37.3444762,126.6899754,,영업중,,031-432-7200,172459.186837172,426983.572552093,,
,센타약국,20160502,"경기도 시흥시 군자로 514, 1층 106~107호 (거모동, 거모프라자)",경기도 시흥시 거모동 1742-5번지 거모프라자 1층 106~107호,15070,37.3443304,126.7848002,,영업중,,031-491-0640,180857.638043409,426934.181180249,,
,센텀약국,20210225,"경기도 시흥시 마유로238번길 26, 1층 (정왕동)",경기도 시흥시 정왕동 1366-4,15079,37.3376271,126.7306774,,영업중,,031-432-6177,176013.580530478,426137.322631345,,
,센텀종로약국,20140804,경기도 시흥시 서촌상가1길 29 (정왕동),경기도 시흥시 정왕동 1730번지 7호,15036,37.3463312,126.7315821,,폐업,20160223,,176145.495067749,427177.665158462,,
,소나무약국,20150828,"경기도 시흥시 비둘기공원로 28, 2층 (대야동, 롯데마트 시흥점)",경기도 시흥시 대야동 542번지 롯데마트 2층,14912,37.4430368,126.7919559,,폐업,20170109,031-317-7255,181520.673307238,437898.181862031,,
,소나무약국,20170109,"경기도 시흥시 비둘기공원로 28, 2층 (대야동, 롯데마트 시흥점)",경기도 시흥시 대야동 542번지 롯데마트시흥점 2층,14912,37.4430368,126.7919559,,폐업,20240428,031-317-7255,181520.673307238,437898.181862031,,
,소나무약국,20140526,"경기도 시흥시 비둘기공원로 28, 2층 (대야동, 롯데마트시흥점)",경기도 시흥시 대야동 542번지 롯데마트 시흥점 2층,14912,37.4430368,126.7919559,,폐업,20150828,031-317-7255,181520.673307238,437898.181862031,,
,소망약국,20220825,"경기도 시흥시 시청로 74, 1층 107호 (장현동)",경기도 시흥시 장현동 538-3번지 1층 107호,14998,37.3809067,126.7996565,,폐업,20240814,031-311-0870,182187.786245929,430999.33497528,,
,손약국,20070501,경기도 시흥시 수인로 3370,경기도 시흥시 신천동 712번지 10호  4층,14910,37.4410007,126.7846385,,폐업,20090202,031-313-2683,,,,
,솔약국,20040310,,경기도 시흥시 정왕1동155-4,15009,,,,폐업,20090112,031-319-3386,,,,
,솔약국,20090112,"경기도 시흥시 정왕천로375번길 4-4, 1층 (정왕동, 송암빌딩)",경기도 시흥시 정왕동 1566번지 4호,15058,37.3421655,126.74962,,폐업,20190624,,177741.880085583,426712.764867463,,
,수약국,20120201,"경기도 시흥시 정왕대로 74, A동 202-1,203-1호 (정왕동, 트윈프라자)",경기도 시흥시 정왕동 1861번지 7호,15040,37.3534522,126.7247122,,영업중,,031-319-7588,175540.001660162,427970.715929448,,
,수약국,20100701,"경기도 시흥시 정왕대로 74, A동 202-1,203-호 (정왕동, 트윈프라자)","경기도 시흥시 정왕3동 1861번지 7호 트윈프라자A동 202-1, 203-1호",15040,37.3534522,126.7247122,,폐업,20120201,,175540.001660162,427970.715929448,,
,수약국,20050721,"경기도 시흥시 정왕대로 74, A동 2층 202-1~호 (정왕동, 트윈프라자)","경기도 시흥시 정왕3동 1861번지 7호 트윈프라자 A동 202-1, 203-1호",15040,37.3534522,126.7247122,,폐업,20100701,031-319-7588,175540.001660162,427970.715929448,,
,수정약국,20110805,"경기도 시흥시 수인로 3372, 303호 (신천동)",경기도 시흥시 신천동 712번지 9호 신천프라자 3층 303호,14910,37.4411251,126.7843434,,폐업,20111221,031-315-9925,180846.323596369,437687.850239716,,
,스마일약국,20131203,"경기도 시흥시 진말로9번길 2, 302호 (장곡동, 부석프라자)",경기도 시흥시  820번지 3호 부석프라자 302호,15002,37.378468,126.7852668,,폐업,20170510,031-317-9191,180903.089589895,430743.560929967,,
,스마일약국,20170510,"경기도 시흥시 진말로9번길 2, 302호 (장곡동, 부석프라자)",경기도 시흥시 장곡동 820-3번지 부석프라자 302호,15002,37.378468,126.7852668,,폐업,20240610,031-317-9191,180903.089589895,430743.560929967,,
,스마트약국,20220418,"경기도 시흥시 능곡번영길 22, 116호 (능곡동)",경기도 시흥시 능곡동 898-9번지 더나은프라자 116호,14999,37.3699045,126.8079016,,영업중,,031-311-1944,182922.65075394,430097.802602658,,
,스퀘어약국,20171108,"경기도 시흥시 서울외곽순환고속도로 105, 2층 (조남동)",경기도 시흥시 조남동 산 15번지 1호,14983,37.3838382,126.8554983,,폐업,20210820,070-4146-6666,187200.182942354,431598.431932023,,
,스타약국,20191205,"경기도 시흥시 서울대학로278번길 43-13, 105호 (배곧동)",경기도 시흥시 배곧동 200-1,15011,37.3692258,126.7301741,,영업중,,031-434-4477,176030.288800956,429720.002241336,,
,스타온누리약국,20220314,"경기도 시흥시 황고개로 528, 1층 102호 (장곡동)",경기도 시흥시 장곡동 260-21,14996,37.3779241,126.7892365,,영업중,,031-315-1233,181268.875221092,430651.776551747,,
,스틸약국,20080402,"경기도 시흥시 오이도로 21, 133호 (정왕동,스틸랜드 SB센터)",경기도 시흥시 정왕3동 2210번지 스틸랜드 SB센터  133호,15014,37.3462087,126.6981873,,폐업,20110527,031-8041-4310,173354.884787312,426990.403993901,,
,시민약국,20040902,경기도 시흥시 대야로 4,경기도 시흥시 대야동 490번지 1호,14909,37.4441637,126.7889947,,직권폐업,20090805,031-311-0695,,,,
,시장약국,20030502,,경기도 시흥시 정왕본동1202번지133.134,15119,,,,폐업,20101101,031-434-3398,,,,
,시화 이로운약국,20210625,"경기도 시흥시 정왕대로 210, E MART시화점 5층 (정왕동)",경기도 시흥시 정왕동 1734-2번지 E MART시화점 5층,15066,37.3459328,126.7368812,,폐업,20230419,031-433-8273,,,,
,시화늘푸른약국,20110426,"경기도 시흥시 중심상가로 312 (정왕동,101호)",경기도 시흥시 정왕1동 1782번지 1호 101호,15062,37.3375063,126.7469232,,폐업,20111010,,177501.708572764,426194.159476746,,
,시화라성약국,20050516,"경기도 시흥시 중심상가로 143, 101호 (정왕동, 선빌딩)",경기도 시흥시 정왕2동 1728-10(101호),15036,37.3470928,126.7322743,,영업중,,031-498-8704,176208.167294124,427262.359837002,,
,시화마트약국,20000521,"경기도 시흥시 정왕대로 210 (정왕동, 이마트 1층)",경기도 시흥시 정왕동 1734-1 2 3  이마트내,15066,37.3459328,126.7368812,,영업중,,031-497-4904,,,,
,시화메디칼약국,20090518,"경기도 시흥시 중심상가2길 2 (정왕동,씨드랜드 106호)",경기도 시흥시 정왕1동 1735번지 1호 씨드랜드 106호,15066,37.345971,126.7358196,,폐업,20110302,031-319-0627,176521.571239158,427133.262672374,,
,시화메디칼약국,19970714,경기도 시흥시 중심상가2길 2,경기도 시흥시 정왕동 1735-1 씨드랜드302,15066,37.345971,126.7358196,,폐업,20090518,031-319-0627,,,,
,시화메디칼약국,20170101,"경기도 시흥시 중심상가2길 2 (정왕동, 씨드랜드프라자)",경기도 시흥시 정왕동 1735번지 1호,15066,37.345971,126.7358196,,영업중,,031-319-0627,176521.571239158,427133.262672374,,
,시화메디칼약국,20110302,"경기도 시흥시 중심상가2길 2, 106호 (정왕동, 씨드랜드)",경기도 시흥시 정왕1동 1735번지 1호 씨드랜드 106호,15066,37.345971,126.7358196,,폐업,20170101,,176521.571239158,427133.262672374,,
,시화미소약국,20090817,"경기도 시흥시 정왕대로 74, A동 205호 (정왕동, 트윈프라자)",경기도 시흥시 정왕3동 1861번지 7호 트윈프라자 A동 205호,15040,37.3534522,126.7247122,,영업중,,031-319-8270,175540.001660162,427970.715929448,,
,시화미소약국,20080911,경기도 시흥시 정왕대로 74,경기도 시흥시 정왕동 1861-7 트윈플라자a동205,15040,37.3534522,126.7247122,,폐업,20090817,031-319-9115,,,,
,시화사랑약국,20090304,"경기도 시흥시 마유로 226 (정왕동,108.109.110호)",경기도 시흥시 정왕1동 1366번지 14호 108.109.110호,15079,37.3376764,126.7285659,,폐업,20091209,,175875.780062189,426217.270224591,,
,시화사랑약국,20080226,경기도 시흥시 마유로 226,경기도 시흥시 정왕동1366-14 파인힐오피스텔108.109.110,15079,37.3376764,126.7285659,,폐업,20090303,031-434-9570,,,,
,시화사랑약국,20161004,"경기도 시흥시 마유로 226 (정왕동, 파인힐 오피스텔)",경기도 시흥시 정왕동 1366-14번지 파인힐오피스텔,15079,37.3376764,126.7285659,,영업중,,031-434-9570,175875.780062189,426217.270224591,,
,시화사랑약국,20091208,"경기도 시흥시 마유로 226, 108~110호 (정왕동, 파인힐오피스텔)",경기도 시흥시 정왕1동 1366번지 14호 파인힐오피스텔 108~110호,15079,37.3376764,126.7285659,,폐업,20130225,,175875.780062189,426217.270224591,,
,시화사랑약국,20130225,"경기도 시흥시 마유로 226 (정왕동, 파인힐오피스텔 108~110호)",경기도 시흥시 정왕동 1366번지 14호 파인오피스텔 108~110호,15079,37.3376764,126.7285659,,폐업,20161004,031-434-9570,175875.780062189,426217.270224591,,
,시화센터약국,20200805,"경기도 시흥시 공단1대로 263, 스마트허브 N-CITY  107호 (정왕동)",경기도 시흥시 정왕동 1277-6번지 스마트허브N-CITY 107호,15079,37.3355169,126.7305296,,폐업,20210325,031-500-5860,176050.349785259,425977.252904172,,
,시화연합약국,20020810,"경기도 시흥시 정왕대로 56, 109호 (정왕동, 세종월드빌딩)",경기도 시흥시 정왕3동 1861-1,15040,37.3545138,126.7230302,,영업중,,031-499-5221,175389.394934101,428088.194136014,,
,시화제일약국,20201126,"경기도 시흥시 옥구천동로374번길 83, 송산빌딩 104호 (정왕동)",경기도 시흥시 정왕동 1842-1 송산빌딩,15034,37.3502986,126.7359789,,영업중,,031-319-1058,176535.093909137,427622.381673838,,
,시화청담약국,20200909,"경기도 시흥시 시화호수전원2길 46-1, 101호 (정왕동)",경기도 시흥시 정왕동 2769,15118,37.3180695,126.699739,,영업중,,031-319-1075,173315.282313983,424048.146098808,,
,시화큰사랑약국,20060519,경기도 시흥시 옥구상가2길 23,경기도 시흥시 정왕3동 1859-18(민우프라자101호),15040,37.3521959,126.722817,,폐업,20101215,031-488-8875,,,,
,시화프라자약국,20101201,"경기도 시흥시 군서마을로 36, 1층 (정왕동, 시화프라자약국)",경기도 시흥시 정왕1동 1212번지 9호,15052,37.3452818,126.7478278,,폐업,20130821,,177585.092674936,427059.104084318,,
,시화프라자약국,20130821,"경기도 시흥시 군서마을로 36, 1층 (정왕동)",경기도 시흥시 정왕동 1212번지 9호,15052,37.3452818,126.7478278,,영업중,,031-732-8979,177585.092674936,427059.104084318,,
,시화프라자약국,19961128,경기도 시흥시 군서마을로 36,경기도 시흥시 정왕동 1212-9,15052,37.3452818,126.7478278,,폐업,20101201,031-432-3759,,,,
,시흥365약국,20260701,"경기도 시흥시 평안상가4길 21, 101호 (정왕동)",경기도 시흥시 정왕동 1622-6,15062,37.3377771,126.7498217,,영업중,,,177773.535192366,426231.72750915,,
,시흥메가온누리약국,20260526,"경기도 시흥시 수인로3335번길 6, (주)티엔에프 1층 (신천동)",경기도 시흥시 신천동 768-2 (주)티엔에프,14950,37.4390884,126.787381,,영업중,,,181110.593052214,437453.130820697,,
,시흥센타약국,20031229,경기도 시흥시 군자로 514,경기도 시흥시 거모동 거모프라자1층,15070,37.3443304,126.7848002,,폐업,20100430,031-491-0640,,,,
,시흥약국,20201102,"경기도 시흥시 솔고개길 4-3, M Terrace 112호 (목감동)",경기도 시흥시 목감동 407 M Terrace,14985,37.382618,126.8615293,,영업중,,031-405-3977,187662.883248269,431192.704170737,,
,시흥프라자약국,20050905,경기도 시흥시 은행로 149 (은행동),경기도 시흥시 은행동 530번지 3호,14917,37.4444053,126.7992573,,폐업,20170101,031-311-5691,182166.217484567,438046.305078547,,
,시흥혜민프라자약국,20170102,경기도 시흥시 은행로 149 (은행동),경기도 시흥시 은행동 530-3번지,14917,37.4444053,126.7992573,,영업중,,031-311-5691,182166.217484567,438046.305078547,,
,신우주약국,20090123,"경기도 시흥시 비둘기공원로 8, 102호 (대야동, 메디칼빌딩)",경기도 시흥시 대야동 532번지 6호 메디칼빌딩 102,14912,37.4440554,126.7904654,,영업중,,031-504-7115,181386.230661978,438012.235791254,,
,신천그랜드약국,19870506,경기도 시흥시 복지로 55 (대야동),경기도 시흥시 대야동 469번지 6호,14905,37.4443378,126.7894566,,영업중,,031-312-0993,181298.956394933,438042.55917058,,
,신천종로약국,20190823,"경기도 시흥시 복지로 61, 1층 (대야동)",경기도 시흥시 대야동 469번지 1호,14905,37.444835,126.7897119,,영업중,,031-313-3880,181319.858379234,438099.520701505,,
,신천중앙약국,20061011,경기도 시흥시 수인로 3366,경기도 시흥시 신천동 711번지,14910,37.4408674,126.7849563,,폐업,20090112,031-313-0542,,,,
,신천중앙약국,20090112,경기도 시흥시 수인로 3366 (신천동),경기도 시흥시 신천동 711번지,14910,37.4408674,126.7849563,,폐업,20120227,,180900.325295085,437658.771184379,,
,신천중앙약국,20150309,"경기도 시흥시 수인로 3366, 102호 (신천동)",경기도 시흥시 신천동 711번지 102호,14910,37.4408674,126.7849563,,폐업,20180305,031-313-0542,180900.325295085,437658.771184379,,
,신천중앙약국,20120227,"경기도 시흥시 수인로 3366, 1층 (신천동, 삼영아트빌)",경기도 시흥시 신천동 711번지 삼영아트빌 1층,14910,37.4408674,126.7849563,,폐업,20150309,,180900.325295085,437658.771184379,,
,신천중앙약국,20201108,"경기도 시흥시 수인로 3366, 삼영아트빌 1층 (신천동)",경기도 시흥시 신천동 711 삼영아트빌,14910,37.4408674,126.7849563,,영업중,,031-313-0542,180900.325295085,437658.771184379,,
,신천큰사랑약국,20121105,경기도 시흥시 신천로80번길 2 (신천동),경기도 시흥시 신천동 853-1번지,14950,37.4372342,126.7863134,,영업중,,031-314-8276,181020.82621055,437255.81036359,,
,신천큰사랑약국,20061124,경기도 시흥시 신천로80번길 2 (신천동),경기도 시흥시 신천동 853번지 1호,14950,37.4372342,126.7863134,,폐업,20121105,031-314-8276,181020.82621055,437255.81036359,,
,신천푸른약국,20170215,"경기도 시흥시 수인로 3370, 4층 (신천동)",경기도 시흥시 신천동 712-10번지 4층,14910,37.4410007,126.7846385,,폐업,20190603,031-316-0645,180871.719597185,437674.121162492,,
,신천푸른약국,20131001,"경기도 시흥시 수인로 3370, 4층 (신천동)",경기도 시흥시 신천동 712번지 10호,14910,37.4410007,126.7846385,,폐업,20170215,031-316-0645,180871.719597185,437674.121162492,,
,신천프라임약국,20201231,"경기도 시흥시 포도원로116번길 25, 프라임지식산업센타 1동 1층 118호 (신천동)",경기도 시흥시 신천동 864-4 프라임지식산업센타,14952,37.4337538,126.7891158,,폐업,20210819,031-316-1145,181280.653820889,436857.813363818,,
,신천프라자약국,20030624,경기도 시흥시 수인로 3384,경기도 시흥시 신천동 712번지 9호,14910,37.4415775,126.7831296,,폐업,20110901,031-404-9311,,,,
,신천프라자약국,20180502,"경기도 시흥시 수인로 3372, 신천프라자 (신천동)",경기도 시흥시 신천동 712번지 9호 신천프라자,14910,37.4411251,126.7843434,,영업중,,031-404-9311,180846.323596369,437687.850239716,,
,신천프라자약국,20120313,"경기도 시흥시 수인로 3372, 102호 (신천동)",경기도 시흥시 신천동 712번지 9호 102호,14910,37.4411251,126.7843434,,폐업,20120614,,180846.323596369,437687.850239716,,
,신천프라자약국,20120614,"경기도 시흥시 수인로 3372 (신천동, 102호(일부))",경기도 시흥시 신천동 712번지 9호 102호(일부),14910,37.4411251,126.7843434,,폐업,20160823,031-404-9311,180846.323596369,437687.850239716,,
,신천프라자약국,20110901,"경기도 시흥시 수인로 3372, 102호 (신천동)",경기도 시흥시 신천동 712-9 102호,14910,37.4411251,126.7843434,,폐업,20120313,,180846.323596369,437687.850239716,,
,신천프라자약국,20160823,"경기도 시흥시 수인로 3372 (신천동, 신천프라자)",경기도 시흥시 신천동 712-9번지 신천프라자,14910,37.4411251,126.7843434,,폐업,20180502,031-404-9311,180846.323596369,437687.850239716,,
,신천햇빛약국,20260317,"경기도 시흥시 수인로 3370, 주신빌딩 1층 일부호 (신천동)",경기도 시흥시 신천동 712-10 주신빌딩,14910,37.4410007,126.7846385,,영업중,,031-312-8836,180871.719597185,437674.121162492,,
,신한겨레약국,20210810,"경기도 시흥시 옥구상가2길 4, 1층 118호 (정왕동, 로얄타운)",경기도 시흥시 정왕동 1861-4번지 로얄타운 1층 118호,15040,37.3539162,126.7239961,,영업중,,070-7554-5445,175472.915781436,428022.928984483,,
,신한겨례약국,20101028,"경기도 시흥시 옥구상가2길 4, 118호 (정왕동, 로얄빌딩)",경기도 시흥시 정왕3동 1861번지 4호 로얄빌딩 118,15040,37.3539162,126.7239961,,폐업,20120701,,175472.915781436,428022.928984483,,
,신한겨례약국,20120702,"경기도 시흥시 옥구상가2길 4, 118호 (정왕동, 로얄빌딩)",경기도 시흥시 정왕동 1861번지 4호,15040,37.3539162,126.7239961,,폐업,20210816,070-7554-5445,175472.915781436,428022.928984483,,
