sigun_nm,medchek_inst_nm,medchek_inst_detail_telno_dtls,medchek_rom_detail_telno_dtls,medchek_rom_detail_faxno_dtls,refine_road_nm_addr,refine_lotno_addr,refine_zipno,genrl_medchek_div_nm,orcvt_medchek_div_nm,infant_medchek_div_nm,stcan_medchek_div_nm,cocan_medchek_div_nm,cvccan_medchek_div_nm,brstcan_medchek_div_nm,lican_medchek_div_nm,refine_wgs84_lat,refine_wgs84_logt
시흥시,세종소아청소년과의원,031-433-0353,031-433-0353,031-433-0352,경기도 시흥시 함송로 24,경기도 시흥시 정왕동 1882-4번지 세종프라자 306호,15020,없음,없음,내원,없음,없음,없음,없음,없음,37.3632151301,126.7303936899
시흥시,세화주니어치과의원,031-313-2175,031-313-2175,031-313-2174,경기도 시흥시 대은로 83,경기도 시흥시 대야동 574번지 루비프라자 301호,14914,없음,내원,없음,없음,없음,없음,없음,없음,37.4449448662,126.7975226165
시흥시,소망치과의원,031-318-2873,031-318-2873,031-318-2873,경기도 시흥시 대은로 80,경기도 시흥시 은행동 536-3번지 하이런빌딩 301호,14917,없음,내원,없음,없음,없음,없음,없음,없음,37.4442501877,126.7974160629
시흥시,속사랑내과의원,031-496-8737,031-496-8737,031-496-8736,경기도 시흥시 정왕대로 56,경기도 시흥시 정왕동 1861-1번지 세종월드빌딩 2층 203호,15040,내원,없음,없음,내원,내원,없음,없음,내원,37.3545138727,126.7230302519
시흥시,송지연소아청소년과의원,031-494-8681,031-494-8681,031-494-5250,경기도 시흥시 군자로 514,경기도 시흥시 거모동 1742-5번지 거모프라자 302호,15070,없음,없음,내원,없음,없음,없음,없음,없음,37.3443304026,126.7848002767
시흥시,수치과의원,031-311-2879,031-311-2879,031-311-2979,경기도 시흥시 은행로 92,경기도 시흥시 은행동 547-7번지 평안교회 202호,14916,없음,내원,없음,없음,없음,없음,없음,없음,37.4397256236,126.7974583677
시흥시,스마일치과의원,031-314-8038,031-314-8038,031-314-8039,경기도 시흥시 수인로3395번길 14,경기도 시흥시 신천동 746-23번지 2층,14948,없음,내원,없음,없음,없음,없음,없음,없음,37.4403754905,126.7811176134
시흥시,시카고모아치과의원,031-313-2275,031-313-2275,031-313-2274,경기도 시흥시 대은로 81,경기도 시흥시 대야동 573-2번지 모비딕빌딩 7층,14914,없음,내원,없음,없음,없음,없음,없음,없음,37.4447000348,126.7972761971
시흥시,시카고치과의원,031-433-2275,031-433-2275,031-433-2276,경기도 시흥시 서울대학로264번길 44-4,경기도 시흥시 배곧동 231번지 에스프라자 2층 208호~210호,15011,없음,내원,없음,없음,없음,없음,없음,없음,37.3671759068,126.7282075179
시흥시,시화박산부인과의원,031-319-7862,031-319-7861,031-319-7873,경기도 시흥시 정왕대로 184,경기도 시흥시 정왕동 1726-4번지 한성타운 3층,15036,없음,없음,없음,없음,없음,내원,없음,없음,37.3474673039,126.7344157414
시흥시,시화성모의원,031-434-1119,031-434-1119,031-434-1121,경기도 시흥시 중심상가로 47,"경기도 시흥시 정왕동 1859-18번지 2,3층",15040,내원,없음,없음,내원,없음,없음,없음,없음,37.3524624534,126.7235933656
시흥시,시화센타치과의원,031-434-2828,031-434-2828,031-434-2825,경기도 시흥시 중심상가2길 12-2,경기도 시흥시 정왕동 1736-2번지 우성프라자 3층 302호,15066,없음,내원,없음,없음,없음,없음,없음,없음,37.3455426947,126.7364787738
시흥시,시화윤내과의원,031-431-4073,031-431-4073,031-431-4074,경기도 시흥시 옥구상가2길 3,경기도 시흥시 정왕동 1861-6번지 뉴스타프라자 306호,15040,내원,없음,없음,내원,없음,없음,없음,내원,37.3536757588,126.7244277101
시흥시,시흥공단치과의원,031-434-7528,031-434-7528,031-434-7529,경기도 시흥시 산기대학로 105,경기도 시흥시 정왕동 2166-1번지 (정왕동 한성스포츠센타) 1층,15081,없음,내원,없음,없음,없음,없음,없음,없음,37.3479730957,126.7221379802
시흥시,시흥내과의원,031-313-7800,031-313-7800,031-311-0708,경기도 시흥시 수인로 3366,경기도 시흥시 신천동 711번지 삼영아트빌 302호,14910,내원,없음,없음,내원,내원,없음,내원,내원,37.4408674826,126.7849563842
시흥시,시흥드림항유외과의원,031-316-5553,031-316-5553,031-316-5554,경기도 시흥시 능곡번영길 30,경기도 시흥시 능곡동 898-5번지 6층 607~609호,14999,내원,없음,없음,내원,내원,없음,내원,내원,37.3702036074,126.8066452799
시흥시,시흥본치과의원,031-311-2872,031-311-2872,031-311-2873,경기도 시흥시 은행로 149,경기도 시흥시 은행동 530-3번지,14917,없음,내원,없음,없음,없음,없음,없음,없음,37.4444053361,126.7992573088
시흥시,시흥사과나무치과의원,031-315-2845,031-315-2845,031-315-2846,경기도 시흥시 대은로 90,경기도 시흥시 은행동 532-1번지 4층 401~403호,14917,없음,내원,없음,없음,없음,없음,없음,없음,37.4446885904,126.7983841873
시흥시,시흥샛별소아치과치과의원,031-315-5275,031-315-5275,031-315-5276,경기도 시흥시 승지로59번길 12,경기도 시흥시 능곡동 722번지 시티타워 2층 208~209호,14995,없음,내원,없음,없음,없음,없음,없음,없음,37.3688925451,126.8090289918
시흥시,시흥시보건소정왕보건지소,031-310-5901,031-310-5926,031-310-5949,경기도 시흥시 정왕대로233번길 19,경기도 시흥시 정왕동 1799-5번지,15055,없음,없음,내원,없음,없음,없음,없음,없음,37.346720069,126.7401474512
시흥시,시흥양심치과의원,031-311-2870,031-311-2870,031-312-2872,경기도 시흥시 삼미시장1길 19,경기도 시흥시 신천동 738-2번지 늘푸른교회 A동 3층 302호,14948,없음,내원,없음,없음,없음,없음,없음,없음,37.4405908634,126.7839303247
시흥시,시흥우리치과의원,031-312-2875,031-315-2853,031-624-7275,경기도 시흥시 시청로 61,경기도 시흥시 장현동 540번지 새재마을대동아파트 상가동 201호,14998,없음,내원,없음,없음,없음,없음,없음,없음,37.379900869,126.8002758789
시흥시,시흥장곡역치과의원,031-314-2842,031-314-2842,031-315-2842,경기도 시흥시 황고개로 530,경기도 시흥시 장곡동 932-5번지 3층 302~303호,14996,없음,내원,없음,없음,없음,없음,없음,없음,37.3782036814,126.7892564912
시흥시,시흥조아치과의원,031-318-9916,031-318-9916,031-318-9914,경기도 시흥시 은행로 86,경기도 시흥시 은행동 547-4번지 경동프라자 302호,14916,없음,내원,없음,없음,없음,없음,없음,없음,37.4392911141,126.7971459146
시흥시,시흥치과의원,031-314-2828,031-314-2828,070-4758-9701,경기도 시흥시 삼미시장1길 17,경기도 시흥시 신천동 737번지,14948,없음,내원,없음,없음,없음,없음,없음,없음,37.4404130671,126.7843389729
시흥시,시흥퍼스트치과의원,031-431-2804,031-431-2804,070-7545-2804,경기도 시흥시 능곡번영길 30,경기도 시흥시 능곡동 898-5번지 4층 407~409호,14999,없음,내원,없음,없음,없음,없음,없음,없음,37.3702036074,126.8066452799
시흥시,시흥햇살좋은치과의원,031-404-3255,031-404-3255,031-404-3256,경기도 시흥시 비둘기공원로 28,경기도 시흥시 대야동 542번지 4층,14912,없음,내원,없음,없음,없음,없음,없음,없음,37.4430368253,126.7919559438
시흥시,시흥희망의료복지 사회적협동조합 희망의원,031-315-2580,031-315-2580,031-905-0396,경기도 시흥시 은행로167번길 6,"경기도 시흥시 대야동 579-3번지 청송빌딩 401호, 402(일부)호",14914,내원,없음,내원,내원,없음,없음,없음,내원,37.4456507069,126.79799083
시흥시,시흥희망의료복지 사회적협동조합 희망치과의원,031-311-9124,031-311-9124,031-905-0396,경기도 시흥시 은행로167번길 6,"경기도 시흥시 대야동 579-3번지 청송빌딩 402(일부)호, 403(일부)호",14914,없음,내원,없음,없음,없음,없음,없음,없음,37.4456507069,126.79799083
시흥시,신성철소아과의원,031-311-4265,031-311-4265,031-318-0356,경기도 시흥시 비둘기공원7길 18,경기도 시흥시 대야동 562-1번지 하나골드 3층,14908,없음,없음,내원,없음,없음,없음,없음,없음,37.444422726,126.793095982
시흥시,신천서울치과의원,031-404-2875,031-404-2875,031-404-2872,경기도 시흥시 신천로80번길 2,경기도 시흥시 신천동 853-1번지 신천메디칼센타 4층 401호,14950,없음,내원,없음,없음,없음,없음,없음,없음,37.4372342006,126.7863134992
시흥시,심플란트치과의원,031-430-2875,031-430-2828,031-430-2804,경기도 시흥시 공단1대로 244,경기도 시흥시 정왕동 1367-1번지 지원센터 205호,15103,없음,내원+출장,없음,없음,없음,없음,없음,없음,37.3347248053,126.7265416247
시흥시,아산드림소아청소년과의원,031-435-0505,031-435-0505,031-435-9977,경기도 시흥시 월곶중앙로70번길 3,경기도 시흥시 월곶동 1010-4번지 풍림프라자 310-2호,14964,없음,없음,내원,없음,없음,없음,없음,없음,37.3896123363,126.7381671017
시흥시,아산우리소아청소년과의원,031-311-5975,031-311-5975,031-311-7559,경기도 시흥시 은계로 353,경기도 시흥시 대야동 645번지 2층 201호,14907,없음,없음,내원,없음,없음,없음,없음,없음,37.4503080231,126.7945103518
시흥시,아이비소아청소년과의원,031-318-1357,031-318-1357,031-318-1358,경기도 시흥시 능곡번영길 24,경기도 시흥시 능곡동 898-7번지 두성타워 6층 608호,14999,없음,없음,내원,없음,없음,없음,없음,없음,37.3700640279,126.8074371254
시흥시,아이엔드소아청소년과의원,031-504-9598,031-504-9598,,경기도 시흥시 장현능곡로 9,"경기도 시흥시 장곡동 949-13번지 3층 302,303호",14996,없음,없음,내원,없음,없음,없음,없음,없음,37.3730075579,126.7915530584
시흥시,아이조은행복쑥쑥소아청소년과의원,031-439-0045,031-439-0045,031-439-0010,경기도 시흥시 목감남서로 9-15,"경기도 시흥시 조남동 657-2번지 태강플라자 501,502,503호",14988,없음,없음,내원,없음,없음,없음,없음,없음,37.3777190846,126.8524107573
시흥시,에덴산부인과의원,031-319-5275,031-319-5276,031-319-5277,경기도 시흥시 정왕대로 230,경기도 시흥시 정왕동 1734-7번지 제일프라자 402호,15066,없음,없음,없음,없음,없음,내원,없음,없음,37.3449788088,126.7384940896
시흥시,에덴치과의원,031-8041-8275,031-8041-8275,031-8041-8274,경기도 시흥시 오이도로 21,경기도 시흥시 정왕동 2210번지 스틸랜드SB센터 324호,15014,없음,내원,없음,없음,없음,없음,없음,없음,37.346208746,126.6981873285
시흥시,에이스치과의원,031-504-5000,031-504-5000,031-504-5002,경기도 시흥시 정왕대로 230,경기도 시흥시 정왕동 1734-7번지 제일프라자 309호,15066,없음,내원,없음,없음,없음,없음,없음,없음,37.3449788088,126.7384940896
시흥시,엘치과의원,031-315-2812,031-315-2812,031-315-5821,경기도 시흥시 신현로38번길 22-1,경기도 시흥시 포동 13번지 성문주택 2층,14957,없음,내원,없음,없음,없음,없음,없음,없음,37.4078380937,126.7843664762
시흥시,연성부부치과의원,031-317-7528,031-317-7528,031-317-7526,경기도 시흥시 인선길 77,경기도 시흥시 장곡동 805번지 숲속마을아파트 상가 203호,15002,없음,내원,없음,없음,없음,없음,없음,없음,37.3773145974,126.779370637
시흥시,연성치과의원,031-317-9575,031-317-9575,031-317-9576,경기도 시흥시 연성로 83-1,경기도 시흥시 하상동 376-1번지 하상프라자 201호,14977,없음,내원,없음,없음,없음,없음,없음,없음,37.3910419926,126.8126101925
시흥시,연세굿모닝치과의원,031-319-6890,031-319-6890,031-319-6899,경기도 시흥시 정왕신길로49번길 59,경기도 시흥시 정왕동 1882-10번지 덕경빌딩 2층,15020,없음,내원,없음,없음,없음,없음,없음,없음,37.3625913917,126.7301177462
시흥시,연세내과의원,031-311-6688,031-311-6688,031-311-6680,경기도 시흥시 수인로 3378,"경기도 시흥시 신천동 712-3번지 반석프라자 2,3층",14910,내원,없음,없음,내원,내원,내원,내원,내원,37.4413651639,126.7837872929
시흥시,연세대야S치과의원,031-401-7878,031-401-7878,031-401-7879,경기도 시흥시 복지로 90,"경기도 시흥시 대야동 568-1번지 CGV 201,202호",14908,없음,내원,없음,없음,없음,없음,없음,없음,37.4470010817,126.7916698675
시흥시,연세더바로병원,1599-5588,-1599-5588,031-503-3233,경기도 시흥시 수인로 3330,"경기도 시흥시 대야동 418-57번지 301호, 4~8층",14911,내원,없음,없음,내원,내원,내원,내원,내원,37.4394213382,126.7887796369
시흥시,연세더바로치과의원,031-8042-2877,031-8042-2877,031-8042-2870,경기도 시흥시 수인로 3330,경기도 시흥시 대야동 418-57번지 3층 302호,14911,없음,내원,없음,없음,없음,없음,없음,없음,37.4394213382,126.7887796369
시흥시,연세드림내과의원,031-316-8275,031-316-8275,031-316-8277,경기도 시흥시 은계번영길 1,"경기도 시흥시 은행동 646번지 태산W타워 4층 405~408호, 401~402호",14922,내원,없음,없음,내원,내원,내원,내원,내원,37.4365775346,126.8016249551
시흥시,연세바로치과의원,031-313-7522,031-313-7522,031-313-7521,경기도 시흥시 능곡번영길 22,경기도 시흥시 능곡동 898-9번지 3층 307~309호,14999,없음,내원,없음,없음,없음,없음,없음,없음,37.3699045006,126.8079016338
시흥시,연세베스트의원,031-488-9910,031-488-9910,070-4284-9910,경기도 시흥시 서울대학로278번길 19-13,경기도 시흥시 배곧동 191번지 시흥배곧 C1 호반 써밋플레이스 107동 2층 A206호~A208호,15011,없음,없음,내원,없음,없음,없음,없음,없음,37.3703857466,126.7269775004
시흥시,연세엘소아청소년과의원,031-414-1010,031-414-1010,031-414-1515,경기도 시흥시 목감남서로 9-19,경기도 시흥시 조남동 657-1번지 3층 303호,14988,없음,없음,내원,없음,없음,없음,없음,없음,37.3777841561,126.852771635
시흥시,연세우리내과의원,031-507-2479,031-507-2479,031-509-2479,경기도 시흥시 배곧3로 86,경기도 시흥시 배곧동 194-2번지 센터프라자2 3층 301호~302호,15011,내원,없음,없음,내원,내원,내원,내원,내원,37.3702222869,126.7295541408
시흥시,연세은혜산부인과의원,031-364-8175,031-364-8175,031-364-8176,경기도 시흥시 목감남서로 9-19,경기도 시흥시 조남동 657-1번지 301호,14988,없음,없음,없음,없음,없음,내원,없음,없음,37.3777841561,126.852771635
시흥시,연세조이소아청소년과의원,031-364-8375,031-364-8375,031-364-8376,경기도 시흥시 배곧1로 27-15,경기도 시흥시 배곧동 243번지 한라비발디캠퍼스 상가 2동 203호,15011,없음,없음,내원,없음,없음,없음,없음,없음,37.3636798562,126.7119931155
시흥시,연세탑의원,031-509-5075,031-509-5075,031-509-8085,경기도 시흥시 배곧4로 32-19,"경기도 시흥시 배곧동 128번지 3층 304호, 305호",15010,없음,없음,내원,없음,없음,없음,없음,없음,37.377285375,126.7262402995
시흥시,연세햇님소아청소년과의원,031-313-5688,031-313-5688,070-8804-0850,경기도 시흥시 황고개로 530,"경기도 시흥시 장곡동 932-5번지 센터프라자 3층 301호, 304호",14996,없음,없음,내원,없음,없음,없음,없음,없음,37.3782036814,126.7892564912
시흥시,연세행복치과의원,031-315-2804,031-315-2804,031-315-2805,경기도 시흥시 대은로 79,경기도 시흥시 대야동 573-3번지 남양빌딩 2층,14914,없음,내원,없음,없음,없음,없음,없음,없음,37.444590668,126.7970737316
시흥시,연세화이트치과의원,031-404-7575,031-404-7575,031-696-5975,경기도 시흥시 대은로 100,경기도 시흥시 은행동 528-1번지 삼은넥스타운 501호,14916,없음,내원,없음,없음,없음,없음,없음,없음,37.4452894217,126.7993847234
시흥시,열린내과의원,031-404-7533,031-404-7533,031-404-7531,,경기도 시흥시 은행동 528-1번지 넥스타운주상복합아파트 2층,14916,내원,없음,없음,내원,내원,없음,없음,내원,37.4452894217,126.7993847234
시흥시,열린치과의원,031-433-2811,031-433-2811,031-433-2812,경기도 시흥시 정왕대로 78,경기도 시흥시 정왕동 1861-8번지,15040,없음,내원,없음,없음,없음,없음,없음,없음,37.3532919711,126.7250075078
시흥시,예가치과의원,031-435-2879,031-435-2879,031-435-2878,경기도 시흥시 장현장곡로 6,경기도 시흥시 장곡동 932-1번지 4층 403~404호,14996,없음,내원,없음,없음,없음,없음,없음,없음,37.3789004089,126.7897017177
시흥시,예미담치과의원,031-499-7528,031-499-7528,031-499-7527,경기도 시흥시 배곧1로 27-16,경기도 시흥시 배곧동 245번지 한라비발디캠퍼스2차 2동 2층 205호,15011,없음,내원,없음,없음,없음,없음,없음,없음,37.3619447034,126.7140213156
시흥시,예진산부인과의원,031-431-1134,031-431-1134,031-499-5185,경기도 시흥시 정왕대로 78,"경기도 시흥시 정왕동 1861-8번지 B동 306호, 407호, 408호",15040,없음,없음,없음,없음,없음,내원,없음,없음,37.3532919711,126.7250075078
시흥시,예치과병원,031-432-0600,031-432-0600,031-432-0611,경기도 시흥시 마유로 330,경기도 시흥시 정왕동 1735-4번지 대하빌딩 3층,15066,없음,내원,없음,없음,없음,없음,없음,없음,37.3455261708,126.7353160708
시흥시,오케이치과의원,031-435-8275,031-435-8275,031-435-8276,경기도 시흥시 승지로60번길 25,경기도 시흥시 능곡동 762번지 송죽프라자 403호,14995,없음,내원,없음,없음,없음,없음,없음,없음,37.3679920221,126.8122671683
시흥시,올스마일치과의원,031-313-2804,031-313-2804,0505-282-2804,경기도 시흥시 은계번영길 13,경기도 시흥시 은행동 646-6번지 아리테타워 3층 303~304호,14922,없음,내원,없음,없음,없음,없음,없음,없음,37.4373401072,126.8025447826
시흥시,우리내과의원,031-404-4037,031-404-4037,031-404-4038,경기도 시흥시 수인로 3362,경기도 시흥시 신천동 711-2번지 태종빌딩 4층 일부층,14910,내원,없음,없음,내원,내원,없음,없음,내원,37.4406453692,126.7854898005
시흥시,우리들치과의원,031-475-2828,031-475-2828,031-475-2829,경기도 시흥시 목감남서로 9-19,경기도 시흥시 조남동 657-1번지 3층 301호(일부)~302호,14988,없음,내원,없음,없음,없음,없음,없음,없음,37.3777841561,126.852771635
시흥시,우리서울내과의원,031-8042-7559,031-8042-7559,031-8042-7560,경기도 시흥시 도일로124번길 2,"경기도 시흥시 거모동 1656-8번지 2층 203,204호",15069,내원,없음,없음,내원,내원,없음,없음,내원,37.3413519491,126.7841511593
시흥시,우리의원,031-506-1075,031-506-1075,031-506-0275,경기도 시흥시 인선길 21,경기도 시흥시 장곡동 904-2번지 노블레스빌딩 2~3층,15002,내원,없음,내원,없음,없음,없음,없음,없음,37.3769948971,126.7861053672
시흥시,원산부인과의원,031-315-7701,031-315-7701,031-318-7702,경기도 시흥시 능곡번영길 24,경기도 시흥시 능곡동 898-7번지 4층 405~407호,14999,없음,없음,없음,없음,없음,내원,없음,없음,37.3700640279,126.8074371254
시흥시,월곶바른치과의원,031-509-2800,031-509-2800,031-509-2810,경기도 시흥시 월곶중앙로 63,경기도 시흥시 월곶동 1014-1번지 2층,14963,없음,내원,없음,없음,없음,없음,없음,없음,37.388773396,126.7380626265
시흥시,은계새미소치과의원,031-311-1434,031-311-1434,031-311-1430,경기도 시흥시 은계번영길 23,경기도 시흥시 은행동 646-10번지 은계타운 3층 305호,14922,없음,내원,없음,없음,없음,없음,없음,없음,37.4371409352,126.8039256944
시흥시,은계스마트치과의원,031-504-5445,031-504-5445,031-504-5446,경기도 시흥시 은계번영길 1,경기도 시흥시 은행동 646번지 태산W타워 3층 305~307호,14922,없음,내원,없음,없음,없음,없음,없음,없음,37.4365775346,126.8016249551
시흥시,은계아이빛주니어치과의원,031-311-2275,031-311-2275,031-312-2275,경기도 시흥시 은계번영길 19,경기도 시흥시 은행동 646-8번지 은계 디스퀘어큐브 4층 405~407호,14922,없음,내원,없음,없음,없음,없음,없음,없음,37.4372709361,126.8030427925
시흥시,은계연세이비인후과의원,031-504-3100,031-504-3100,031-624-5075,경기도 시흥시 은계번영길 1,경기도 시흥시 은행동 646번지 태산W타워 5층 505~507호,14922,없음,없음,내원,없음,없음,없음,없음,없음,37.4365775346,126.8016249551
시흥시,은계탑내과의원,031-509-7577,031-509-7577,031-509-7576,경기도 시흥시 은계로 260,경기도 시흥시 은행동 611번지 우평 라비엔빌딩 4층 403~405호,14923,내원,없음,없음,내원,내원,내원,없음,내원,37.4448429301,126.8031421323
시흥시,은계퍼스트치과의원,031-504-7528,031-504-7528,031-624-9775,경기도 시흥시 은계번영길 11,경기도 시흥시 은행동 646-5번지 4층,14922,없음,내원,없음,없음,없음,없음,없음,없음,37.4374281699,126.8021935463
시흥시,은계하나내과의원,031-317-2111,031-317-2111,031-316-2110,경기도 시흥시 은계번영길 19,경기도 시흥시 은행동 646-8번지 은계 디스퀘어큐브 4층 403~404호,14922,내원,없음,없음,내원,내원,내원,내원,내원,37.4372709361,126.8030427925
시흥시,의료법인 남촌의료재단 시화병원,1811-7000,031-5189-0296,031-432-5863,경기도 시흥시 군자천로 381,경기도 시흥시 정왕동 1842-3번지 시화병원,15034,내원+출장,내원,내원,내원,내원,내원,내원,내원,37.3499087489,126.7370103825
시흥시,의료법인 록향의료재단 신천연합병원,031-310-6300,031-310-6327,031-310-6399,,"경기도 시흥시 대야동 469-3번지 복지로 61, 2층",14905,내원+출장,내원,없음,내원,내원,내원,내원,내원,37.4445266056,126.789375692
시흥시,의료법인 석경의료재단 센트럴병원,031-8041-3000,031-8041-3033,031-8041-3043,경기도 시흥시 공단1대로 237,경기도 시흥시 정왕동 1366-11번지 센트럴병원,15079,내원+출장,내원+출장,내원,내원,내원,내원,내원,내원,37.3366662115,126.7284520798
시흥시,이배진내과의원,031-317-8375,031-317-8375,031-317-8370,경기도 시흥시 진말로 20,"경기도 시흥시 장곡동 823-1번지 2층, 1층 일부층",15002,내원,없음,없음,내원,내원,없음,내원,내원,37.3791022015,126.7857917203
시흥시,이선수치과의원,031-482-2875,031-482-2875,031-403-7185,경기도 시흥시 수인로2421번길 109,경기도 시흥시 논곡동 160-31번지,14984,없음,내원,없음,없음,없음,없음,없음,없음,37.387344638,126.8604952347
시흥시,이연정내과의원,031-313-1900,031-313-1900,031-313-2999,경기도 시흥시 비둘기공원1길 25,경기도 시흥시 대야동 541-15번지 우곡프라자 202호,14912,내원,없음,없음,내원,없음,없음,없음,내원,37.4414915263,126.7912922384
시흥시,이지치과의원,031-315-3275,031-315-3275,031-507-5322,경기도 시흥시 수인로 3372,경기도 시흥시 신천동 712-9번지 신천프라자 5층 502호,14910,없음,내원,없음,없음,없음,없음,없음,없음,37.4411251667,126.7843434953
시흥시,이튼치과의원,031-433-2804,031-433-2804,031-433-2805,경기도 시흥시 함송로 24,경기도 시흥시 정왕동 1882-4번지 세종프라자 3층 305호,15020,없음,내원,없음,없음,없음,없음,없음,없음,37.3632151301,126.7303936899
시흥시,이화소아과의원,031-313-9696,031-313-9696,031-314-8866,경기도 시흥시 신천3길 25,경기도 시흥시 신천동 761-23번지,14948,없음,없음,내원,없음,없음,없음,없음,없음,37.4387401049,126.7834392791
시흥시,일어나병원,031-317-0111,031-317-0111,031-317-0133,경기도 시흥시 황고개로 472,경기도 시흥시 장곡동 949-9번지 2~5층,14996,내원,없음,없음,내원,내원,없음,없음,내원,37.373200974,126.7907380578
시흥시,임마누엘치과의원,031-432-2804,031-432-2804,031-432-2803,경기도 시흥시 봉우재로 10,경기도 시흥시 정왕동 1593-6번지 2층,15057,없음,내원,없음,없음,없음,없음,없음,없음,37.3441430376,126.743097478
시흥시,임플라인 치과의원,031-509-2875,031-509-2875,031-509-2877,경기도 시흥시 삼미시장1길 37,경기도 시흥시 신천동 743-2번지 405호,14948,없음,내원,없음,없음,없음,없음,없음,없음,37.4409700615,126.782547579
시흥시,장곡맑은위내과의원,031-507-1000,031-507-1000,031-507-1533,경기도 시흥시 황고개로 528,경기도 시흥시 장곡동 932-6번지 3층 301~305호,14996,내원,없음,없음,내원,내원,내원,내원,내원,37.3779241378,126.7892365395
시흥시,장미치과의원,031-318-6888,031-318-6888,031-318-6855,경기도 시흥시 시청로68번길 10,경기도 시흥시 장현동 545-5번지 봉빈빌딩 2층,14998,없음,내원,없음,없음,없음,없음,없음,없음,37.3809407911,126.8008422795
시흥시,장임선치과의원,031-319-2825,031-319-2825,031-319-2825,경기도 시흥시 오이도어시장로 22,경기도 시흥시 정왕동 2014-2번지 미리온빌딩 5층,15015,없음,내원,없음,없음,없음,없음,없음,없음,37.344476259,126.6899754757
시흥시,장현가정의학과의원,031-318-6347,031-318-6347,031-318-7348,경기도 시흥시 새재로7번길 6,"경기도 시흥시 장현동 544-6번지 1,2층",14998,없음,없음,내원,없음,없음,없음,없음,없음,37.3807344228,126.80100233
시흥시,장현탑치과의원,031-313-2878,031-313-2878,0508-957-2875,경기도 시흥시 장현능곡로 15,경기도 시흥시 장곡동 949-16번지 승호프라자 3층 302호,14996,없음,내원,없음,없음,없음,없음,없음,없음,37.3730020612,126.7921404063
시흥시,재)제일산업의학연구소부설녹색의원,031-432-5900,031-433-9241,031-433-9248,경기도 시흥시 중심상가로 334,"경기도 시흥시 정왕동 1780-1번지 3층.4층.5층 301호,401호,501호.502호",15062,내원+출장,없음,없음,없음,없음,없음,없음,없음,37.3362394504,126.7489791458
시흥시,정샘소아청소년과의원,031-413-5575,031-413-5575,031-624-5575,경기도 시흥시 목감남서로 9-27,경기도 시흥시 조남동 657번지 3층 306호,14988,없음,없음,내원,없음,없음,없음,없음,없음,37.3779410886,126.8534479825
시흥시,정왕연세소아청소년과의원,031-433-7533,031-433-7533,031-433-7532,경기도 시흥시 정왕대로 230,경기도 시흥시 정왕동 1734-7번지 제일프라자 3층 311호~312호,15066,없음,없음,내원,없음,없음,없음,없음,없음,37.3449788088,126.7384940896
시흥시,제일365소아청소년과의원,031-497-6063,031-497-6063,031-319-6469,경기도 시흥시 정왕대로 220,경기도 시흥시 정왕동 1734-5번지 우리메디칼센타 304호,15066,없음,없음,내원,없음,없음,없음,없음,없음,37.3454964064,126.7376872724
시흥시,제일내과의원,031-404-2228,031-404-2228,031-404-2229,경기도 시흥시 하중로 199,경기도 시흥시 하중동 856-6번지 2층,14976,내원,없음,없음,내원,없음,없음,없음,내원,37.393990191,126.8050253646
시흥시,조은내과의원,031-434-9700,031-434-9700,031-432-5182,경기도 시흥시 정왕대로 220,"경기도 시흥시 정왕동 1734-5번지 우리메디칼센타 4~5층, B1층 405호~407호, 501호~502호, B102호",15066,내원,없음,없음,내원,내원,내원,내원,내원,37.3454964064,126.7376872724
시흥시,좋은치과의원,031-316-7582,031-316-7582,031-316-7583,경기도 시흥시 수인로3409번길 35,경기도 시흥시 신천동 752-20번지 2층,14948,없음,내원,없음,없음,없음,없음,없음,없음,37.4387820384,126.7799572377
시흥시,중앙산부인과의원,031-313-3333,031-313-3333,031-313-3353,경기도 시흥시 복지로 77,경기도 시흥시 대야동 455-9번지,14905,내원,없음,없음,내원,내원,내원,내원,내원,37.4462370685,126.7905239447
시흥시,중앙소아청소년과의원,031-313-3331,031-313-3331,0507-075-9677,경기도 시흥시 대야로 34,경기도 시흥시 대야동 455-19번지 2층,14905,없음,없음,내원,없음,없음,없음,없음,없음,37.4461993873,126.7902529769
시흥시,지우개소아청소년과의원,031-431-4584,031-431-4588,031-497-4588,경기도 시흥시 정왕대로 78,경기도 시흥시 정왕동 1861-8번지 트윈프라자 3층 306호 일부호,15040,없음,없음,내원,없음,없음,없음,없음,없음,37.3532919711,126.7250075078
시흥시,참산부인과의원,031-314-6666,031-314-6666,031-312-6668,경기도 시흥시 신천천동로 7,"경기도 시흥시 신천동 766-1번지 두성빌딩 4,5층",14949,없음,없음,없음,없음,없음,내원,내원,없음,37.4391898299,126.7862610145
시흥시,참진의원,031-365-3619,031-365-3619,031-365-3618,경기도 시흥시 수인로3381번길 27,경기도 시흥시 신천동 759-7번지 2층,14948,내원,없음,없음,없음,없음,없음,없음,없음,37.4388888016,126.7826917941
시흥시,청치과의원,031-431-7528,031-431-7528,031-431-7527,경기도 시흥시 정왕천로411번길 62,경기도 시흥시 정왕동 1182-6번지 정산빌딩 2층,15052,없음,내원,없음,없음,없음,없음,없음,없음,37.3477794231,126.7465271105
