indutype_nm,cmpnm_nm,signgu_nm,emd_nm,roadnm_addr,lotno_addr,detail_addr,rprs_telno_info,opr_hr_info,sat_opr_hr,sun_opr_hr,restday_info,image_nm,dat_crtr_ymd,refine_wgs84_lat,refine_wgs84_logt
동물미용업,행복한요나네,의정부시,가능동,경기도 의정부시 평화로 663-1 1층,경기도 의정부시 가능동 31-21,1층,031-836-7814,08:00~20:00,08:00~20:00,08:00~20:00,,313103069031_1.jpeg,20221123,37.7510963935,127.0442001116
동물위탁관리업,그루메이트 Groomate,수원시 영통구,하동,"경기도 수원시 영통구 법조로149번길 202, 1층 일부 (하동)",경기도 수원시 영통구 하동 960-7 1층 일부,,0507-1344-5828,10:00~19:00,10:00~19:00,10:00~19:00,월,323101463024_1.jpeg,20221122,37.2937058652,127.0714006717
동물미용업,더팻마트,군포시,산본동,경기도 군포시 고산로 730,경기도 군포시 산본동 73번지,,031-398-3360,10:00~21:00,10:00~21:00,10:00~21:00,연중무휴,313116054009_1.jpeg,20221024,37.3740210773,126.9383362528
동물위탁관리업,강아지공간,용인시 수지구,죽전동,경기도 용인시 수지구 용구대로 2769 코디빌딩 2층 강아지공간 (죽전동),경기도 용인시 수지구 죽전동 876-6번지 코디빌딩 2층 강아지공간,,031-261-0969,,,,,323119355080_1.jpeg,20221205,37.3329003841,127.1084294981
동물미용업,멍멍이 이발관,고양시 덕양구,행신동,경기도 고양시 덕양구 충경로 87 1층,경기도 고양시 덕양구 행신동 783,1층,0507-1330-7444,10:00~19:00,10:00~19:00,10:00~19:00,일요일,313110166026_1.jpeg,20221120,37.6157120577,126.8393954181
동물미용업,라미펫살롱,화성시,향남읍,"경기도 화성시 향남읍 상신하길로144번길 32-13, 101호",경기도 화성시 향남읍 상신리 605-16,1층,031-352-8009,10:00~19:01,10:00~19:01,휴무,일요일,313124014140_1.jpeg,20221123,37.1037112888,126.8980228337
동물위탁관리업,튼튼동물병원,용인시 기흥구,보정동,경기도 용인시 기흥구 죽현로 29,경기도 용인시 기흥구 보정동 1266-6번지,,031-265-7505,09:00~20:30,09:00~18:00,,일요일,323119259024_1.jpeg,20221205,37.3195056189,127.1138712819
동물위탁관리업,제니스펫하우스(Jenny's pet house),안양시 동안구,비산동,경기도 안양시 동안구 관악대로 103 5층,경기도 안양시 만안구 비산동 550-1,5층,031-469-0976,10:00~19:00,10:00~19:00,,일요일,323104251009_1.jpeg,20221123,37.3991555099,126.9354258673
동물위탁관리업,펫 패밀리,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로 225 1층 101호 펫패밀리 (금곡동),경기도 수원시 권선구 금곡동 1115-4,,031-297-1479,10:00~22:00,10:00~22:00,10:00~22:00,연중무휴,323101265026_1.jpeg,20221205,37.2751534898,126.9548292556
동물미용업,개집,수원시 권선구,호매실동,"경기도 수원시 권선구 금호로 28, 1층 (호매실동)",경기도 수원시 권선구 호매실동 395-2,,031-293-5889,10:00~17:00,10:00~17:00,휴무,일,313101266073_1.jpeg,20221020,37.268618002,126.9547410345
동물위탁관리업,펫엘도라도,수원시 장안구,조원동,"경기도 수원시 장안구 정조로 988, 조원샤르망 1층 103호 (조원동)",경기도 수원시 장안구 조원동 675-4 조원샤르망 103호,,031-244-2004,10:30~19:30,10:30~19:30,10:30~19:30,연중무휴,323101160003_1.jpeg,20221122,37.2951173411,127.0100489774
동물위탁관리업,한빛 애견마을,양주시,광적면,경기 양주시 광적면 부흥로565번길 118-19,경기도 양주시 광적면 우고리 322-2,1층,0507-1399-7002,00:00~24:00,00:00~24:00,00:00~24:00,연중무휴,,,37.8290875877,126.9571313839
동물미용업,러브애견,광주시,오포읍,경기도 광주시 오포읍 양벌로 219,경기도 광주시 오포읍 양벌리 377-12번지,,031-763-6344+***-****-****,10:00~17:30,09:30~17:30,,,,,37.3774054146,127.2534971215
동물미용업,하남플러스동물병원,하남시,신장동,경기도 하남시 하남대로 792-1 소원빌딩,경기도 하남시 신장동 565-8번지,,031-792-8575,10:00~20:00,10:00~18:00,,일요일,313118053014_1.jpeg,20221120,37.5407057901,127.2094705972
동물위탁관리업,꿈의동물병원,안산시 단원구,고잔동,경기도 안산시 단원구 광덕1로 159,경기도 안산시 단원구 고잔동 718-5번지,,031-417-7581,10:00~20:00,10:00~19:00,,일요일,323109273004_1.jpeg,20221025,37.3081732462,126.8273242202
동물미용업,Dog&dog,김포시,풍무동,경기도 김포시 유현로238번길 47 1층 104호,경기도 김포시 풍무동 270-2번지,,0507-1387-4746,10:00~20:00,,,,313123054022_1.jpeg,20221031,37.6109625461,126.7336374412
동물미용업,멍화만사성,화성시,능동,"경기도 화성시 동탄지성로 143, 2층 (능동)",경기도 화성시 능동 1114-2,,0507-1430-9921,08:00~21:00,08:00~21:00,08:00~21:00,화요일,313124062019_1.jpeg,20221107,37.2095351376,127.0596042843
동물미용업,멍멍이와 야옹이,남양주시,화도읍,경기 남양주시 화도읍 경춘로 1815,경기도 남양주시 묵현리 241-6,1층,031-594-7879,09:00~19:00,09:00~19:00,09:00~19:00,,313113013046_1.jpeg,20221121,37.6564866867,127.2917359819
동물위탁관리업,미스터 페이머스(Mr. Famous),용인시 기흥구,보정동,경기도 용인시 기흥구 죽전로 15번길 19-9,경기도 용인시 기흥구 보정동 1181-2번지,,031-889-8680,09:00~20:00,09:00~20:00,09:00~20:00,,323119259019_1.jpeg,20221205,37.3222227441,127.1095797161
동물위탁관리업,놀아줄개,성남시 수정구,창곡동,경기도 성남시 수정구 위례광장로 320 아이에스센트럴타워 B1 106호,경기도 성남시 수정구 창곡동 509-2번지,B1 106호,***-****-****,08:00~19:00,,,토요일 일요일,323102168011_1.jpeg,20221205,37.4722444139,127.1426605976
동물미용업,애견백화점,수원시 팔달구,장안동,경기도 수원시 팔달구 정조로 873 (장안동),경기도 수원시 팔달구 장안동 72-1,,031-256-5090,10:00~19:30,10:00~19:30,10:00~19:30,월요일,313101372023_1.jpeg,20221029,37.2858997064,127.0152981195
동물미용업,맘동물병원,수원시 영통구,이의동,"경기도 수원시 영통구 센트럴타운로 85, cb12호 (이의동, Summit place 광교)",경기도 수원시 영통구 이의동 1332 Summit place 광교 cb12호,,031-548-1175,09:30~18:30,09:30~18:30,09:30~18:30,수,313101462058_1.jpeg,20221122,37.2915640479,127.0504732206
동물위탁관리업,웜웜,안산시 단원구,고잔동,경기도 안산시 단원구 이삭3길 64 1층,경기도 안산시 단원구 고잔동 759-7번지,,0507-1358-7597,10:00~20:00,10:00~20:00,10:00~20:00,화요일,323109273029_1.jpeg,20221109,37.3123387386,126.8403326835
동물미용업,그루멍,의정부시,호원동,경기도 의정부시 범골로35번길 56,경기도 의정부시 호원동 381-7,1층,0507-1393-8999,10:30~19:00,10:30~19:00,10:30~19:00,토요일,313103065029_1.jpeg,20221205,37.7277504501,127.0368308913
동물미용업,런던동물병원,부천시,송내동,경기도 부천시 경인로 102 (송내동),경기도 부천시 송내동 385,1층,032-611-0275,10:00~19:00,10:00~17:00,휴무,"일요일,월요일",313105092010_1.jpeg,20221103,37.4837594544,126.7667445988
동물미용업,아띠멍 애견미용,고양시 덕양구,지축동,경기도 고양시 덕양구 안진로 39 아띠멍 애견미용,경기도 고양시 덕양구 지축동 471-1,1층,***-****-****,10:00~19:00,10:00~19:00,10:00~19:00,월요일,313110156047_1.jpeg,20221123,37.64621946,126.917589346
동물위탁관리업,Dr.오즈동물병원,성남시 분당구,서현동,경기도 성남시 분당구 분당로263번길 39 레이디파크빌딩 (서현동),경기도 성남시 분당구 서현동 312-1번지,,031-701-8225,,,,,323102359014_1.jpeg,20221124,37.3720131506,127.1401888018
동물미용업,광교호수동물병원,용인시 수지구,상현동,"경기도 용인시 수지구 광교마을로 91 (상현동, 신우 프라자)",경기도 용인시 수지구 상현동 1130-2번지,,031-212-7515,,,,,313119357018_1.jpeg,20221205,37.2977468862,127.0746723919
동물미용업,애견나라,여주시,하동,경기도 여주시 우암로 42,경기도 여주시 하동 407-5번지,1층,031-881-0035,09:30~15:00,09:30~15:00,휴무,일요일,313128052012_1.jpeg,20221028,37.2954449951,127.6318957132
동물미용업,원 동물병원,오산시,원동,"경기도 오산시 대원로 37-1, 밀라노 (원동)",경기도 오산시 원동 758-8 밀라노,,031-374-1175,09:30~19:00,10:00~17:00,휴무,일요일,313114052034_1.jpeg,20221027,37.1465293173,127.0726379756
동물미용업,탑케어동물의료원,고양시 덕양구,화정동,경기도 고양시 덕양구 화신로272번길 5,경기도 고양시 덕양구 화정동 984-8,단독,031-1666-7501,00:00~24:00,00:00~24:00,00:00~24:00,,313110163002_1.jpeg,20221025,37.6312311266,126.831064195
동물위탁관리업,이지동물의료센터,부천시,역곡동,"경기도 부천시 부일로 712 조양시티프라자 1, 2, 4층",경기도 부천시 역곡동 49-5,1층,032-348-7975,00:00~24:00,00:00~24:00,00:00~24:00,연중무휴,323105088013_1.jpeg,20221026,37.4848338732,126.8089127096
동물미용업,베라미용,부천시,옥길동,"경기도 부천시 옥길로 14, 아이온타워 2층  (옥길동)",경기도 부천시 옥길동 765-1아이온타워,2층,0507-1330-9895,10:00~20:00,10:00~20:00,10:00~20:00,연중무휴,313105094121_1.jpeg,20221103,37.4607922089,126.8146633405
동물미용업,다듬다듬,성남시 분당구,이매동,경기도 성남시 분당구 성남대로779번길 52 신흥코아 (이매동),경기도 성남시 분당구 이매동 137-4번지,,***-****-****,,,,,313102361045_1.jpeg,20221205,37.3994961506,127.1228162422
동물미용업,강냥이와 친구들,용인시 처인구,포곡읍,경기도 용인시 처인구 포곡읍 포곡로 305,경기도 용인시 처인구 포곡읍 삼계리 485-11번지,,031-334-6950,09:00~16:00,09:00~16:00,09:00~16:00,월요일,313119111017_1.jpeg,20221205,37.2816425983,127.2331322814
동물미용업,펫살롱도그,성남시 분당구,야탑동,경기도 성남시 분당구 매화로48번길 8 101호 (야탑동),경기도 성남시 분당구 야탑동 292-6번지,,***-****-****,,,,,313102363016_1.jpeg,20221205,37.4116657403,127.1346203648
동물미용업,이쁘개 해줄개,남양주시,오남읍,경기 남양주시 오남읍 양지로278번길 35-3 109호(상록빌딩),경기도 남양주시 양지리 474-1,1층,0507-1321-5027,10:00~20:00,10:00~20:00,10:00~20:00,,313113015068_1.jpeg,20221106,37.701850749,127.196148819
동물미용업,D.C클럽,구리시,인창동,경기 구리시 동구릉로 75,경기도 구리시 인창동 527-73,1층,031-556-0442,09:00~23:00,09:00~23:00,09:00~23:00,연중무휴,,,37.6067909545,127.1342005101
동물미용업,슈나우펫,부천시,중동,경기 부천시 신흥로276번길 15 114호 슈나우펫,경기도 부천시 중동 1293-1,아파트하단,0507-1329-8149,09:30~21:00,09:30~21:00,12:00~21:00,화요일,313105090147_1.jpeg,20221101,37.5084787891,126.7762220399
동물미용업,도그앤 도그,부천시,괴안동,경기도 부천시 안곡로 34 (괴안동),경기도 부천시 괴안동 71-18,1층,032-345-1044,10:00~20:00,10:00~20:00,10:00~20:00,연중무휴,313105094113_1.jpeg,20221102,37.4789677752,126.8061279029
동물미용업,멍멍's 연구소,수원시 권선구,권선동,경기도 수원시 권선구 효원로230번길 24 102동 101-1호,경기도 수원시 권선구 권선동 1011-10 올림픽공원대우미래사랑102동,,031-222-8249,10:00~19:00,10:00~19:00,휴무,일요일,313101260018_1.jpeg,20221205,37.2617864267,127.0261777375
동물미용업,아토즈동물병원,성남시 분당구,백현동,경기도 성남시 분당구 판교역로 145 라스트리트 2동,경기도 성남시 분당구 백현동 530번지 알파리움2단지,2층 213호,031-8016-8206,08:00~21:00/08:00~20:00(월요일),08:00~21:00,08:00~21:00,,313102376098_1.jpeg,20220913,37.3944194263,127.1083469486
동물미용업,비타민동물메디컬센터,안양시 동안구,비산동,경기도 안양시 동안구 관악대로 267,경기도 안양시 동안구 비산동 1052-3,,031-465-7582,00:00~24:00,00:00~24:00,00:00~24:00,연중무휴,,20221205,37.4027155905,126.9526070845
동물위탁관리업,수지성복SL동물병원,용인시 수지구,성복동,"경기도 용인시 수지구 성복1로 62 KCC스위첸 101동 111, 112호",경기도 용인시 수지구 성복동 167번지 KCC스위첸,,031-272-8575,,,,,323119359071_1.jpeg,20221205,37.315209935,127.0730391713
동물위탁관리업,카페험프리즈,평택시,팽성읍,경기도 평택시 팽성읍 팽성남로 301,경기도 평택시 팽성읍 신대리 143-2,1층,031-691-1006,08:30~19:00,08:30~19:00,08:30~19:00,연중무휴,323107011078_1.jpeg,20221028,36.949688379,127.0062726467
동물미용업,발앤발,파주시,야당동,경기도 파주시 하우고개길 115,경기도 파주시 야당동 178-87,1층,031-946-8828,09:30~20:30,09:30~20:30,09:30~20:30,연중무휴,313120058055_1.jpeg,20221025,37.7104983096,126.7652308423
동물미용업,멍때리는강아지(산본점),군포시,산본동,경기도 군포시 산본로323번길 20-25 우정빌딩 2층,경기도 군포시 산본동 1138번지,,0507-1470-7808,10:00~20:00,10:00~20:00,10:00~20:00,연중무휴,313116061011_1.jpeg,20221128,37.3596445409,126.930877611
동물위탁관리업,위드유애견,남양주시,화도읍,경기 남양주시 화도읍 수레로 1004,경기도 남양주시 화도읍 차산리 775-2,1층,031-595-1148,09:00~19:00,09:00~19:00,09:00~19:00,,323113013015_1.jpeg,20221123,37.633535821,127.2953588274
동물미용업,인방동물의료센터,안양시 동안구,귀인동,경기도 안양시 동안구 귀인로 194,경기도 안양시 동안구 귀인동 901-2,,031-388-0075,09:00~19:00,09:00~19:00,09:00~19:00,연중무휴,313104261016_1.jpeg,20221205,37.3852303518,126.9607544459
동물미용업,위드독,시흥시,정왕동,"경기도 시흥시 마유로418번길 10, 롯데시네마 시화점 2층(정왕동)",경기도 시흥시 정왕동 2327-2번지,2층,031-434-2272,07:00~22:00,07:00~22:00,07:00~22:00,연중무휴,313115064029_1.jpeg,20221118,37.3514000851,126.7418503694
동물미용업,레인바우 시흥점,시흥시,포동,경기도 시흥시 신현로 127 (포동),경기도 시흥시 포동 20-4번지,,031-1877-1722,14:00~20:00,11:00~20:00,11:00~20:00,,313115053067_1.jpeg,20221121,37.4029159467,126.7768432025
동물위탁관리업,쏘캣(SO CAT),용인시 기흥구,보정동,경기도 용인시 기흥구 죽전로 3 메트로프라자 4층,경기도 용인시 기흥구 보정동 1195-1번지,메트로프라자 4층,***-****-****,09:30~20:00,09:30~20:00,09:30~20:00,연중무휴,323119259018_1.jpeg,20221205,37.3207609177,127.1091019589
동물위탁관리업,미사늘봄동물병원,하남시,망월동,경기도 하남시 미사강변북로30번길 104 (망월동,경기도 하남시 망월동 997-1번지,,031-793-8875,09:30~20:00,09:30~17:30,09:30~20:00,연중무휴,,,37.568582216,127.1839404
동물미용업,동현24시동물병원,광주시,송정동,경기도 광주시 경안천로 5,경기도 광주시 송정동 64-29번지,1층,031-768-7599,09:00~22:00,09:00~22:00,09:00~22:00,,313125055020_1.jpeg,20221120,37.4141697652,127.2608350467
동물미용업,사랑을줄개,파주시,문산읍,경기 파주시 문산읍 방촌로 1719-74 좋은빌딩 1층 108호,경기도 파주시 문산읍 당동리 890-2,1층,031-954-6789,10:00~19:00,10:00~19:00,10:00~19:00,"화요일, 수요일",313120011091_1.jpeg,20221108,37.8666629905,126.7835560013
동물미용업,나음동물병원,부천시,중동,"경기도 부천시 길주로 276, 무광오피스텔 (중동)",경기도 부천시 중동 1141-1 무광오피스텔,1층,032-323-7581,10:00~18:30,10:00~18:00,휴무,매주 일요일,313105090016_1.jpeg,20221027,37.5029598458,126.7728472713
동물미용업,털뭉치이발소,고양시 덕양구,향동동,경기도 고양시 덕양구 향기로 94 예광프라자 2층,경기도 고양시 덕양구 향동동 533,2층,0507-1437-2803,10:00~18:00,10:00~18:00,10:00~18:00,연중무휴,313110167067_1.jpeg,20221116,37.5982524478,126.8929621328
동물미용업,까까줄개,의정부시,용현동,경기도 의정부시 부용로219번길 17 경남프라자2 (용현동),경기도 의정부시 용현동 545-9 경남프라자2,1층,031-851-0067,,,,,313103059092_1.jpeg,20221205,37.7498536482,127.0809179516
동물위탁관리업,스터디독스쿨,남양주시,수동면,경기도 남양주시 수동면 비룡로586번길,경기도 남양주시 수동면 송천리 406-1,1층,070-4795-9111,09:00~23:00,09:00~23:00,09:00~23:00,,323113034058_1.jpeg,20221123,37.6912433879,127.3255433075
동물미용업,그루밍쇼,의정부시,가능동,경기도 의정부시 가능동 652-40,"경기도 의정부시 가능로 53, 1층 (가능동)",1층,031-878-9981,10:00~19:00,10:00~19:00,10:00~19:00,연중무휴,313103068084_1.jpeg,20221205,37.7468499953,127.0369616015
동물미용업,참누리종합동물병원,시흥시,대야동,"경기도 시흥시 대은로 81, 모비딕빌딩 (대야동)",경기도 시흥시 대야동 573-2번지,,031-312-0075,09:00~22:00,09:00~22:00,09:00~20:00,연중무휴,313115051063_1.jpeg,20221104,37.4447000348,126.7972761971
동물위탁관리업,서서동물의료센터,하남시,풍산동,"경기도 하남시 미사강변대로 84 미사탑프라자 204호, 205호",경기도 하남시 풍산동 504번지,2층,031-8027-6991,09:00~22:00,09:00~22:00,09:00~22:00,연중무휴,323118061001_1.jpeg,20221025,37.5573982216,127.1880069952
동물미용업,목감시티동물병원,시흥시,조남동,경기도 시흥시 목감둘레로 253-24 (조남동),경기도 시흥시 조남동 707-1,1층,031-504-7559,09:30~20:00,09:30~20:00,09:30~20:00,수요일,313115056020_1.jpeg,20221101,37.380972798,126.8606510065
동물미용업,아루몽,화성시,오산동,"경기도 화성시 동탄광역환승로 63, 상가동 125호 (오산동, 동탄역 반도유보라 아이비파크)",경기도 화성시 오산동 971 상가동 125호,1층,***-****-****,10:00~19:00,10:00~19:00,휴무,일요일,313124070113_1.jpeg,20221103,37.2041870914,127.0889462847
동물미용업,모모살롱,의정부시,낙양동,경기도 의정부시 송양로 23,경기도 의정부시 낙양동 756,1층,0507-1368-9778,10:00~20:00,10:00~20:00,10:00~20:00,일요일,313103071051_1.jpeg,20221205,37.7523286269,127.1086930152
동물미용업,새금촌애견미용,파주시,금촌동,경기도 파주시 가나무로 109,경기도 파주시 금촌동 106,1층,031-942-4223,10:00~18:00,10:00~18:00,10:00~18:00,수요일,313120053090_1.jpeg,20221102,37.7543235169,126.7774436117
동물미용업,지켜줄개,남양주시,별내동,경기도 남양주시 별내중앙로 84 동익미라벨 제3901동 제1층 2-1호,경기도 남양주시 별내동 1060,1층,***-****-****,11:00~19:00,11:00~19:00,,"월요일,목요일,일요일",313113057071_1.jpeg,20221129,37.650210867,127.120644968
동물미용업,멍멍&야옹,안산시 상록구,이동,경기도 안산시 상록구 석호로 46 1층,경기도 안산시 상록구 이동 694-3번지 1층,,031-501-5859,10:00~22:00,10:00~22:00,10:00~22:00,연중무휴,313109174016_1.jpeg,20221022,37.3073028192,126.8473391281
동물미용업,정수동물병원,안양시 동안구,평촌동,경기도 안양시 동안구 흥안대로456번길 11,경기도 안양시 동안구 평촌동 69-1,,031-425-7580,09:30~20:00,09:30~19:00,,일요일,313104259033_1.jpeg,20221205,37.3947563734,126.9764688457
동물미용업,세브란스 동물병원,용인시 수지구,풍덕천동,경기도 용인시 수지구 풍덕천로 135 (풍덕천동),경기도 용인시 수지구 풍덕천동 713-6번지,,031-263-7588,,,,,313119351062_1.jpeg,20221205,37.3238103038,127.096478643
동물미용업,바버독,고양시 덕양구,관산동,경기도 고양시 덕양구 통일로 763 a동 1층,경기도 고양시 덕양구 관산동 188-1,1층,0507-1412-4021,10:00~19:00,10:00~19:00,10:00~19:00,,313110160038_1.jpeg,20221123,37.6873302586,126.8654136668
동물위탁관리업,댕댕몽 애견샵,남양주시,별내동,경기 남양주시 불암로109번길 2 204호,경기도 남양주시 별내동 1100-3,2층,0507-1310-8793,07:50~21:00,07:50~21:00,07:50~21:00,,323113057019_1.jpeg,20221124,37.6508934382,127.1115838133
동물위탁관리업,웰니스동물병원,성남시 분당구,정자동,경기도 성남시 분당구 불정로 134,경기도 성남시 분당구 정자동 211 이마트,이마트 2층,031-711-1911,10:00~21:00,10:00~21:00,10:00~21:00,,323102352062_1.jpeg,20220921,37.3587980632,127.1197565645
동물미용업,유폴24시 애견셀프목욕 & 애견카페,수원시 팔달구,인계동,경기도 수원시 팔달구 권광로142번길 31 2층,경기도 수원시 팔달구 인계동 1126-9,2층,,00:00~24:00,00:00~24:00,00:00~24:00,연중무휴,313101356016_1.jpeg,20221020,37.259939524,127.0332263926
동물미용업,꽃이랑개랑,가평군,설악면,경기 가평군 설악면 한서로 206,경기도 가평군 설악면 위곡리 783-3,1층,0507-1325-8140,10:00~19:00,10:00~19:00,10:00~19:00,"일요일,월요일",,,37.6687568296,127.5128018248
동물미용업,샤샤살롱,평택시,용이동,경기도 평택시 용죽2로 68(용이동),경기도 평택시 용이동 674-3,2층,0507-1305-3822,10:00~18:00,10:00~19:00,10:00~19:00,월요일,313107065065_1.jpeg,20221109,36.9947968757,127.1274765218
동물미용업,할리우드펫,남양주시,오남읍,경기 남양주시 오남읍 양지로 371,경기도 남양주시 양지리 749-2,1층,***-****-****,09:30~20:00,09:30~20:00,09:30~20:00,월요일,313113015074_1.jpeg,20221121,37.7073018533,127.1884914584
동물미용업,프롬몽쥬,고양시 일산동구,장항동,경기도 고양시 일산동구 무궁화로 42-28 102-1호,경기도 고양시 일산동구 장항동 776,1층,0507-1395-0319,10:00~20:30,10:00~20:30,10:00~20:30,연중무휴,313110359043_1.jpeg,20221108,37.662215482,126.769720619
동물위탁관리업,꾸미개,하남시,창우동,경기도 하남시 대청로 119-1 부영아파트상가동,경기도 하남시 창우동 518번지,,031-795-7274,09:00~19:00,09:00~19:00,09:00~19:00,,,,37.5396820154,127.2261367922
동물위탁관리업,퍼피스카우트,용인시 처인구,모현읍,경기도 용인시 처인구 모현읍 왕담로 23-1,경기도 용인시 처인구 모현읍 왕산리 359-2번지,,0507-1332-2562,11:00~23:50,11:00~23:50,11:00~23:50,화요일,323119112099_1.jpeg,20221122,37.3226022802,127.2540825603
동물미용업,사랑네 애견미용 호텔,안산시 단원구,고잔동,경기도 안산시 단원구 광덕대로 130 폴리타운 A동114호,경기도 안산시 단원구 고잔동 775번지,,***-****-****,09:30~20:00,09:30~20:00,09:30~20:00,연중무휴,313109273005_1.jpeg,20221109,37.3081200142,126.8306536124
동물위탁관리업,페페로미아,화성시,반송동,경기도 화성시 동탄반송1길 48-1 1층,경기도 화성시 반송동 3-3,1층,031-8058-6148,10:00~21:00,10:00~21:00,10:00~21:00,연중무휴,323124061032_1.jpeg,20221110,37.2113627236,127.0638650534
동물미용업,수인펫,성남시 수정구,태평동,경기도 성남시 수정구 시민로 193  (태평동),경기도 성남시 수정구 태평동 7331-2번지,1층,031-755-0577,10:30~19:30,10:30~19:30,10:30~19:30,화요일,313102157001_1.jpeg,20221205,37.4451828847,127.1418510133
동물미용업,꼬꼬멍,부천시,원미동,"경기도 부천시 부천로122번길 55,1층 (원미동)",경기도 부천시 원미동 86-12,1층,0507-1377-1184,10:00~19:00,10:00~19:00,10:00~19:00,월요일,313105088102_1.jpeg,20221026,37.4948331818,126.7882205397
동물미용업,나의 반려견,수원시 장안구,천천동,경기도 수원시 장안구 정자로20번길 11 나의 반려견,경기도 수원시 장안구 천천동 506-14,,0507-1303-2318,10:00~18:00,10:00~18:00,10:00~18:00,연중무휴,313101162040_1.jpeg,20221205,37.2997195607,126.9795767763
동물위탁관리업,강아지분양고양이분양 퍼피앤유,하남시,망월동,"경기도 하남시 미사강변중앙로 190 3층 361호 (망월동, 하남미사 롯데캐슬 스타)",경기도 하남시 망월동 1099번지 3층 361호,,***-****-****,10:00~22:00,10:00~22:00,10:00~22:00,연중무휴,,,37.5638044993,127.1905392982
동물미용업,유니스펫살롱,안양시 동안구,호계동,경기도 안양시 동안구 경수대로 434 호계 이편한세상아파트 상가A동 205호,경기도 안양시 동안구 호계동 813,,***-****-****,10:00~19:00,10:00~19:00,,일요일,313104264044_1.jpeg,20221205,37.3623674731,126.9618553791
동물미용업,참누리 동물병원,용인시 수지구,상현동,"경기도 용인시 수지구 만현로 110 (상현동, 원희캐슬프라자)",경기도 용인시 수지구 상현동 254-14번지,,031-264-7525,,,,,313119358022_1.jpeg,20221205,37.3067600253,127.0846083156
동물미용업,용인센트럴동물병원,용인시 처인구,김량장동,경기도 용인시 처인구 백옥대로 1058 남곡빌딩 1층,경기도 용인시 처인구 김량장동 12-15번지,,031-321-7510,10:00~19:00,10:00~18:00,,일요일,313119151003_1.jpeg,20221205,37.2302816668,127.2104967874
동물위탁관리업,퍼피루미,포천시,소흘읍,"경기도 포천시 소흘읍 송우로40번길 6, 1층",경기도 포천시 소흘읍 송우리 209-6,1층,***-****-****,00:00~24:00,00:00~24:00,00:00~24:00,연중무휴,323127011003_1.jpeg,20221205,37.8288561139,127.1446068125
동물미용업,마마스미독 강아지분양 일산점,고양시 일산동구,식사동,경기도 고양시 일산동구 위시티3로 73-1 1층,경기도 고양시 일산동구 식사동 1575,1층,0507-1324-5142,00:00~24:00,00:00~24:00,00:00~24:00,연중무휴,313110351046_1.jpeg,20221111,37.6746029112,126.8137901273
동물미용업,독앤샵,성남시 수정구,창곡동,경기도 성남시 수정구 위례광장로 36 위례역푸르지오 4단지 4A 112호,경기도 성남시 수정구 창곡동 565번지,4단지 4A 112호,***-****-****,11:00~19:00,11:00~19:00,11:00~19:00,,313102168031_1.jpeg,20221205,37.468437105,127.1414913108
동물미용업,청담펫살롱,평택시,비전동,"경기도 평택시 비전5로 10, 가로수센트럴돔상가 2층 2015호 (비전동)",경기도 평택시 비전동 1104,,0507-1358-1066,10:00~19:00,10:00~19:00,휴무,일요일,313107062021_1.jpeg,20221025,36.9992291365,127.112518542
동물미용업,토평동물병원,구리시,수택동,경기 구리시 장자대로 80,경기도 구리시 수택동 874-3,2층,031-566-5800,10:00~19:00,10:00~18:00,,일요일,,,37.5872837887,127.139404303
동물위탁관리업,101애견미용,구리시,수택동,경기 구리시 원수택로52번길 25,경기도 구리시 수택동 472-5,1층,***-****-****,10:00~19:00,10:00~19:00,휴무,일요일,,,37.5957936075,127.1427276333
동물위탁관리업,휴먼앤독,화성시,서신면,경기도 화성시 서신면 안벼슬길102번길 181,경기도 화성시 서신면 사곳리 4-4,1층,,00:00~24:00,00:00~24:00,00:00~24:00,연중무휴,323124037069_1.jpeg,20221116,37.1562374233,126.7425986034
동물위탁관리업,cafe WAL,수원시 권선구,곡반정동,"경기도 수원시 권선구 곡선로50번길 5-3, 4층 (곡반정동)",경기도 수원시 권선구 곡반정동 563-1,,0507-1402-4856,13:00~22:00,13:00~22:00,13:00~22:00,연중무휴,323101261007_1.jpeg,20221205,37.2385634265,127.0299421521
동물미용업,그루냥 그루멍,광주시,탄벌동,경기도 광주시 포돌이로 62 1층 그루냥그루멍,경기도 광주시 탄벌동 74-1번지,1층,031-798-9870,10:00~18:00,10:00~18:00,10:00~18:00,월요일,313125057066_1.jpeg,20221117,37.4142611612,127.2442116452
동물위탁관리업,스칸디동물병원,성남시 수정구,창곡동,"경기도 성남시 수정구 위례광장로 70 (창곡동, 아트리버푸르지오)",경기도 성남시 수정구 창곡동 530번지,,031-759-7579,10:00~19:00,10:00~19:00,12:00~17:00,화요일,323102168013_1.jpeg,20221205,37.4707257194,127.1412089643
동물미용업,눈부시개,하남시,망월동,경기도 하남시 미사강변동로84번길 29 210호,경기도 하남시 망월동 1129-2번지,,031-792-7575,10:00~22:00,10:00~22:00,,일요일,313118062029_1.jpeg,20221118,37.5632475595,127.194731113
동물위탁관리업,빙고 애견카페,화성시,반월동,경기도 화성시 영통로 23 (반월동),경기도 화성시 반월동 135-10,3층,0507-1317-2973,11:30~20:30,12:00~20:00,12:00~20:00,,323124055038_1.jpeg,20221030,37.2327814913,127.064260282
