개방자치단체코드,관리번호,구분명,근거법령명,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,화장실소유구분명,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
4010000,202440100000101829,개방화장실,법제3조제13호,시흥시생활체육회,"경기도 시흥시 서해안로 1589 (대야동, 시흥시체육관)",경기도 시흥시 대야동 377-27,10,12,0,0,0,0,9,0,0,경기도 시흥시 주민센터(장곡동),0313104751,정시,09:00-18:00,201505,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:13
4010000,202440100000101830,개방화장실,법제3조제16호-영제3조제1항제5호,시흥시외국인복지센터 공중화장실,경기도 시흥시 공단1대로259번길 5,경기도 시흥시 정왕동 1366-6,2,4,0,0,0,0,3,0,0,경기도 시흥시 외국인주민과,0313102643,미개방,(평일)09:00-18:00+(일요일)09:00-18:00,200708,공공기관-지방자치단체,수세식,Y,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:13
4010000,202440100000101831,개방화장실,법제3조제16호-영제3조제1항제5호,시흥시 다-가치유스센터 공중화장실,경기도 시흥시 군서로50번길 6-1,경기도 시흥시 정왕동 1206-13,5,1,0,0,0,0,3,0,0,경기도 시흥시 외국인주민과,0313103005,정시,09:00-17:00,201902,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:13
4010000,202440100000101832,개방화장실,법제3조제16호-영제3조제1항제3호,시흥시청 본관,"경기도 시흥시 시청로 20 (장현동, 시흥시청)",경기도 시흥시 장현동 300,3,6,1,0,0,0,3,1,0,경기도 시흥시 회계과,0313106163,정시,00:09-18:00,199707,공공기관-지방자치단체,수세식,N,Y,여자화장실,Y,Y,여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:13
4010000,202440100000101834,개방화장실,법제3조제13호,시흥시체육관,경기도 시흥시 서해안로 1589,경기도 시흥시 대야동 377-27,7,12,1,1,3,0,9,0,2,시흥도시공사,03180840140,정시,09:00-18:00,201501,공공기관-국가공공기관,수세식,N,Y,장애인화장실+여자화장실,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:13
4010000,202440100000101835,개방화장실,법제3조제13호,시흥어울림 국민체육센터,경기도 시흥시 정왕대로 233번길 33,경기도 시흥시 정왕동 1800-6,10,11,5,0,2,0,21,4,2,시흥도시공사,0313107863,정시,09:00-18:00,201910,공공기관-지방자치단체,수세식,N,Y,장애인화장실+여자화장실,Y,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:13
4010000,202440100000101836,개방화장실,법제3조제16호-영제3조제1항제1호,시흥연성동우체국,경기도 시흥시 장곡로54번길 42,경기도 시흥시 장곡동 793-2,0,1,1,0,0,0,1,0,0,시흥우체국,03180412753,정시,09:00-18:00,200002,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:13
4010000,202440100000101837,개방화장실,법제3조제16호-영제3조제1항제1호,시흥우체국,경기도 시흥시 공단1대로 241,경기도 시흥시 정왕동 1366-10,2,3,1,0,0,0,2,1,0,시흥우체국,03180412753,정시,19:00-18:00,200011,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:13
4010000,202440100000101839,개방화장실,법제3조제16호-영제3조제1항제1호,시흥정왕동우체국,경기도 시흥시 군서마을로 32,경기도 시흥시 정왕동 1213,0,0,1,0,0,0,1,1,0,시흥우체국,03180412753,정시,09:00-18:00,199512,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:13
4010000,202440100000101851,공중화장실,법제3조제5호,신천공원 화장실,경기도 시흥시 포도원로 109번길 9,경기도 시흥시 신천동 57,4,2,1,0,0,0,8,1,0,경기도 시흥시 공원과,0313103870,상시,,201510,공공기관-지방자치단체,수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101852,개방화장실,법제3조제16호-영제3조제1항제4호,신천도서관,경기도 시흥시 신천로 89-18,경기도 시흥시 신천동 765-5,4,2,0,0,0,2,4,0,0,경기도 시흥시 신천도서관,0313105243,정시,10:00-22:00,201101,공공기관-지방자치단체,수세식,N,Y,장애인화장실,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101858,개방화장실,법제3조제16호-영제3조제1항제1호,신천파출소,"경기도 시흥시 신천로100번안길 15 (신천동, 신천파출소)",경기도 시흥시 신천동 772-24,1,1,0,0,0,0,1,0,0,시흥경찰서,0313140112,상시,,199202,공공기관-국가공공기관,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101860,개방화장실,법제3조제16호-영제3조제1항제1호,신현동주민센터,"경기도 시흥시 신현로 46 (포동, 신현동주민센터)",경기도 시흥시 포동 20-33,2,2,1,0,0,0,2,1,0,경기도 시흥시 주민센터(신현동),0313104374,정시,09:00-18:00,199210,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,Y,남자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101862,개방화장실,법제3조제13호,실내배드민턴체육관,"경기도 시흥시 역전로 50 (정왕동, 시흥시 배드민턴장)",경기도 시흥시 정왕동 2158,2,2,1,0,0,0,2,1,0,경기도 시흥시 주민센터(장곡동),0313104751,정시,07:00-22:00,201907,공공기관-지방자치단체,수세식,N,N,,Y,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101871,공중화장실,법제3조제5호,연꽃어린이공원 화장실,경기도 시흥시 하상동 367,경기도 시흥시 하상동 367,1,1,0,0,0,0,1,0,0,경기도 시흥시 공원과,0313103871,상시,,201911,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101872,개방화장실,법제3조제16호-영제3조제1항제1호,연성동주민센터,"경기도 시흥시 새재로 30 (장현동, 연성주민센터)",경기도 시흥시 장현동 272-9,1,2,0,0,0,0,2,0,0,경기도 시흥시 주민센터(연성동),0313104709,정시,09:00-18:00,200401,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101873,개방화장실,법제3조제16호-영제3조제1항제4호,연성센터 공중화장실,"경기도 시흥시 새재로 29 (장현동, 시흥소방서 연성119안전센터)",경기도 시흥시 장현동 548-5,2,1,0,0,0,0,2,0,0,시흥소방서,0313100532,상시,,201605,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101876,공중화장실,법제3조제5호,영모재공원 화장실,경기도 시흥시 능골길26,경기도 시흥시 능곡동 617,2,1,1,0,0,1,2,1,0,경기도 시흥시 공원과,0313103870,상시,,200807,공공기관-지방자치단체,수세식,N,Y,여자화장실,Y,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101877,개방화장실,법제3조제17호-영제3조제2항제1호,아브뉴프랑 레드,경기도 시흥시 서울대학로278번길 8,경기도 시흥시 배곧동 214,4,8,1,1,0,0,8,2,0,아브뉴프랑관리단,0314335554,상시,,201906,민간,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101878,공중화장실,법제3조제5호,오이도기념공원,경기도 시흥시 오이도로 332,경기도 시흥시 정왕동 2022-6,3,3,1,0,0,0,7,1,0,시흥도시공사,0314886909,상시,,199912,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,Y,여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101879,공중화장실,법제3조제5호,오이도선사유적공원,경기도 시흥시 정왕동 1072-4,경기도 시흥시 정왕동 1072-4,4,5,1,0,0,0,10,1,0,시흥도시공사,0314886909,상시,,199912,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,Y,여자화장실,202309,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101880,공중화장실,법제3조제5호,오이도선사유적공원(전망대),경기도 시흥시 오이도로 97,경기도 시흥시 정왕동 1089-1,2,2,0,0,0,0,4,0,0,시흥도시공사,0314886909,상시,,199912,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,Y,여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101881,공중화장실,법제3조제5호,오이도선사유적공원(주차장),경기도 시흥시 정왕동 988,경기도 시흥시 정왕동 988,1,2,1,0,0,0,3,1,0,시흥도시공사,0314886909,상시,,199912,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,Y,여자화장실,202309,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101882,공중화장실,법제3조제5호,오이도선사유적공원(후문),경기도 시흥시 정왕동 1078-8,경기도 시흥시 정왕동 1078-8,1,3,1,0,0,0,4,1,0,시흥도시공사,0314886909,상시,,199912,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,Y,여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101883,개방화장실,법제3조제17호-영제3조제2항제1호,아브뉴프랑 블루,경기도 시흥시 서울대학로264번길 25,경기도 시흥시 배곧동 219,4,8,1,1,0,0,8,2,0,아브뉴프랑관리단,0314335554,상시,,201906,민간,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101884,개방화장실,법제3조제17호-영제3조제2항제1호,아브뉴프랑 옐로우,경기도 시흥시 서울대학로 278번길 34,경기도 시흥시 배곧동 216,4,8,1,1,0,0,8,2,0,아브뉴프랑관리단,0314335554,상시,,201906,민간,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101885,개방화장실,법제3조제8호,오이도역,경기도 시흥시 역전로 430 (정왕동),경기도 시흥시 정왕동 878,3,3,1,0,0,1,8,1,0,경기도 시흥시 한국철도공사,0313197788,정시,04:30-00:30,200007,공공기관-국가공공기관,수세식,N,Y,장애인화장실+여자화장실,Y,Y,여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101887,공중화장실,법제3조제5호,옥구공원 2주차장,"경기도 시흥시 서해안로 277 (정왕동, 론볼 경기장 운영센터)",경기도 시흥시 정왕동 2138,3,5,0,0,0,0,5,0,0,경기도 시흥시 공원과,0313103862,상시,,199812,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,Y,여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101888,공중화장실,법제3조제5호,옥구공원 3주차장,"경기도 시흥시 서해안로 277 (정왕동, 론볼 경기장 운영센터)",경기도 시흥시 정왕동 2138,2,5,0,0,0,0,4,0,0,경기도 시흥시 공원과,0313103862,상시,,199812,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,Y,여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101889,공중화장실,법제3조제5호,옥구공원 숲속교실,"경기도 시흥시 서해안로 277 (정왕동, 론볼 경기장 운영센터)",경기도 시흥시 정왕동 2138,2,2,0,0,0,0,2,0,0,경기도 시흥시 공원과,0313103862,상시,,199812,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101890,공중화장실,법제3조제5호,옥구공원관리사무실,"경기도 시흥시 서해안로 277 (정왕동, 론볼 경기장 운영센터)",경기도 시흥시 정왕동 2138,3,3,1,0,0,1,7,1,0,경기도 시흥시 공원과,0313103862,상시,,199812,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,Y,여자화장실,202406,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101891,공중화장실,법제3조제16호-영제3조제1항제1호,옥구지구대,"경기도 시흥시 정왕대로118번길 1 (정왕동, 옥구지구대)",경기도 시흥시 정왕동 1849-7,1,1,0,0,0,0,1,0,0,시흥경찰서,0314990112,상시,,200808,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101896,공중화장실,법제3조제5호,웃터골공원 화장실,경기도 시흥시 대은로 104번길 15,경기도 시흥시 은행동 600,1,1,0,0,0,0,2,0,0,경기도 시흥시 공원과,0313103870,상시,,199812,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101897,공중화장실,법제3조제11호,원창 롯데제2주유소,"경기도 시흥시 금오로 304 (과림동, GS남경주유소)",경기도 시흥시 과림동 678-1,1,2,0,0,0,0,2,0,0,개인,0236665189,정시,06:00-23:00,200509,민간,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101898,개방화장실,법제3조제16호-영제3조제1항제4호,월곶도서관,경기도 시흥시 월곶해안로161번길 7,경기도 시흥시 월곶동 1012,3,6,2,0,0,0,8,1,0,경기도 시흥시 중앙도서관,0313105254,정시,09:00-22:00,200907,공공기관-지방자치단체,수세식,Y,Y,장애인화장실,N,Y,여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101899,공중화장실,법제3조제16호-영제3조제1항제3호,월곶동문화센터,경기도 시흥시 월곶해안로 161번길 7(월곶동),경기도 시흥시 월곶동 1012,1,2,1,0,0,0,3,1,0,경기도 시흥시 주민센터(월곶동),0313104774,정시,09:00-18:00,201502,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101900,개방화장실,법제3조제16호-영제3조제1항제1호,월곶동주민센터,"경기도 시흥시 월곶중앙로 54 (월곶동, 월곶자율방범대)",경기도 시흥시 월곶동 1006-1,2,3,1,0,0,0,2,1,0,경기도 시흥시 주민센터(월곶동),0313104774,정시,09:00-18:00,201502,공공기관-지방자치단체,수세식,N,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101901,개방화장실,법제3조제8호,월곶역,"경기도 시흥시 월곶중앙로14번길 56 (월곶동, 월곶역)",경기도 시흥시 월곶동 992-8,8,11,1,0,0,0,19,1,1,경기도 시흥시 한국철도공사,03180775511,정시,05:00-00:30,201206,공공기관-국가공공기관,수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101902,개방화장실,법제3조제13호,월곶역체육시설,경기도 시흥시 월곶중앙로 14번길 64,경기도 시흥시 월곶동 520-89,1,1,0,0,0,0,1,0,0,시흥도시공사,03180840165,정시,09:00-18:00,201502,공공기관-국가공공기관,수세식,N,Y,남자화장실+여자화장실,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101903,개방화장실,법제3조제17호-영제3조제2항제1호,아브뉴프랑 오렌지,경기도 시흥시 서울대학로278번길 26,경기도 시흥시 배곧동 215,4,8,1,1,0,0,8,2,0,아브뉴프랑관리단,0314335554,상시,,201906,민간,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101904,개방화장실,법제3조제17호-영제3조제2항제1호,아브뉴프랑 퍼플,경기도 시흥시 서울대학로 264번길 7,경기도 시흥시 배곧동 220,4,8,1,1,0,0,8,2,0,아브뉴프랑관리단,0314335554,상시,,201906,민간,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101905,공중화장실,법제3조제5호,은계숲생태공원 화장실,경기도 시흥시 은계로 300,경기도 시흥시 대야동 674,2,4,1,0,0,0,8,1,0,경기도 시흥시 공원과,0313103893,상시,,201905,공공기관-지방자치단체,수세식,N,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101906,공중화장실,법제3조제5호,은계중앙공원 화장실,경기도 시흥시 은행동 56-1,경기도 시흥시 은행동 56-1,2,4,1,0,0,0,8,1,0,경기도 시흥시 공원과,0313103893,상시,,201905,공공기관-지방자치단체,수세식,N,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101907,공중화장실,법제3조제5호,은계호수공원 화장실,경기도 시흥시 은계중앙로 214,경기도 시흥시 은행동 601-191,2,4,1,0,0,0,8,1,0,경기도 시흥시 공원과,0313103893,상시,,201905,공공기관-지방자치단체,수세식,N,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101908,개방화장실,법제3조제16호-영제3조제1항제1호,은행동주민센터,"경기도 시흥시 수인로3247번길 25 (은행동, 은행동주민센터)",경기도 시흥시 은행동 113-9,6,8,1,0,1,0,9,2,1,경기도 시흥시 주민센터(은행동),0313104391,정시,09:00-18:00,201001,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101909,공중화장실,법제3조제16호-영제3조제1항제3호,은행센터 공중화장실,"경기도 시흥시 대은로 4 (은행동, 시흥소방서)",경기도 시흥시 은행동 559-1,2,3,0,0,0,0,1,0,0,시흥소방서,0313100512,상시,,201202,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101910,개방화장실,법제3조제16호-영제3조제1항제1호,은행파출소,"경기도 시흥시 은행로 148 (은행동, 시흥경찰서은행지구대)",경기도 시흥시 은행동 541-1,1,1,0,0,0,0,1,0,0,시흥경찰서,0313180112,상시,,201905,공공기관-국가공공기관,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101911,개방화장실,법제3조제16호-영제3조제1항제1호,장곡동주민센터,"경기도 시흥시 인선길 14 (장곡동, 장곡동 주민센터)",경기도 시흥시 장곡동 344,6,9,1,0,0,0,15,1,0,경기도 시흥시 주민센터(장곡동),0313104754,정시,09:00-18:00,202307,공공기관-지방자치단체,수세식,N,Y,여자화장실,Y,Y,여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101912,공중화장실,법제3조제16호-영제3조제1항제1호,장곡지구대,"경기도 시흥시 장곡로54번길 25-14 (장곡동, 장곡지구대)",경기도 시흥시 장곡동 793-3,1,1,0,0,0,0,1,0,0,시흥경찰서,0313170112,상시,,200001,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101914,공중화장실,법제3조제5호,젊음과패기공원,경기도 시흥시 정왕대로233번길 21-1,경기도 시흥시 정왕동 1800-5,2,3,0,0,0,0,3,0,0,경기도 시흥시 공원과,0313103864,상시,,199812,공공기관-지방자치단체,수세식,N,Y,장애인화장실+여자화장실,Y,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101915,개방화장실,법제3조제16호-영제3조제1항제1호,정왕1동주민센터,경기도 시흥시 정왕대로298번길 15,경기도 시흥시 정왕동 1785-3,3,3,1,0,0,0,3,0,0,경기도 시흥시 주민센터(정왕1동),0313104543,정시,09:00-18:00,200503,공공기관-지방자치단체,수세식,N,Y,장애인화장실+여자화장실,Y,Y,여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101916,개방화장실,법제3조제16호-영제3조제1항제1호,정왕2동주민센터,"경기도 시흥시 정왕대로 122 (정왕동, 정왕2동주민센터)",경기도 시흥시 정왕동 1849-1,2,3,1,0,1,0,4,1,1,경기도 시흥시 주민센터(정왕2동),0313104581,정시,09:00-18:00,200404,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,남자화장실+여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101917,개방화장실,법제3조제16호-영제3조제1항제3호,정왕3동행정복지센터 공중화장실,경기도 시흥시 정왕대로53번길 38,경기도 시흥시 정왕동 1866-1,7,7,1,0,0,0,8,1,1,경기도 시흥시 정왕3동 행정복지센터,0313104604,정시,09:00-18:00,201608,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,Y,여자화장실,202007,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101918,개방화장실,법제3조제16호-영제3조제1항제1호,정왕4동주민센터,"경기도 시흥시 함송로29번길 23 (정왕동, 정왕4동 주민센터)",경기도 시흥시 정왕동 1878-13,4,4,0,0,0,0,4,0,0,경기도 시흥시 주민센터(정왕4동),0313104634,정시,09:00-18:00,200501,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,,202405,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101920,개방화장실,법제3조제13호,정왕배드민턴장,경기도 시흥시 역전로 50,경기도 시흥시 정왕동 2158,4,4,2,2,2,0,4,2,2,시흥도시공사,03180840165,정시,09:00-18:00,200912,공공기관-국가공공기관,수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101921,공중화장실,법제3조제16호-영제3조제1항제1호,정왕보건지소,"경기도 시흥시 정왕대로233번길 19 (정왕동, 정왕보건소)",경기도 시흥시 정왕동 1799-5,7,9,2,0,0,0,14,2,0,경기도 시흥시 정왕보건지소,0313105901,정시,09:00-18:00,200211,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101922,개방화장실,법제3조제16호-영제3조제1항제1호,정왕본동주민센터,"경기도 시흥시 역전로 228 (정왕동, 정왕본동주민센터)",경기도 시흥시 정왕동 2149-3,2,3,1,1,0,0,3,1,0,경기도 시흥시 주민센터(정왕본동),0313104523,정시,09:00-18:00,200812,공공기관-지방자치단체,수세식,N,Y,장애인화장실+여자화장실,Y,Y,여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101923,공중화장실,법제3조제16호-영제3조제1항제1호,정왕센터 공중화장실,"경기도 시흥시 공단1대로259번길 1 (정왕동, 정왕 119안전센터)",경기도 시흥시 정왕동 1366-7,2,2,0,0,0,0,1,0,0,시흥소방서,0313100522,상시,,200403,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101924,개방화장실,법제3조제16호-영제3조제1항제4호,정왕어린이도서관,경기도 시흥시 정왕시장길 45,경기도 시흥시 정왕동 1212-8,2,2,1,0,1,0,6,1,1,경기도 시흥시 중앙도서관,0313105197,정시,09:00-18:00,200911,공공기관-지방자치단체,수세식,Y,N,,N,Y,여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101925,개방화장실,법제3조제8호,정왕역,경기도 시흥시 마유로 418번길 15,경기도 시흥시 정왕동 2324-2,4,5,1,0,0,0,4,1,0,경기도 시흥시 한국철도공사,03180775511,정시,04:30-00:30,200007,공공기관-국가공공기관,수세식,N,Y,장애인화장실+여자화장실,N,Y,여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101926,개방화장실,법제3조제13호,정왕육상경기장,경기도 시흥시 역전로 2,경기도 시흥시 정왕동 2160,3,3,0,1,0,0,3,0,0,시흥도시공사,03180840165,정시,09:00-18:00,201406,공공기관-국가공공기관,수세식,N,Y,장애인화장실+여자화장실,Y,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101928,개방화장실,법제3조제13호,정왕전용탁구장,경기도 시흥시 역전로 50,경기도 시흥시 정왕동 2158,1,1,1,0,0,0,3,1,0,시흥도시공사,03180840165,정시,09:00-18:00,200301,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,Y,장애인화장실+남자화장실+여자화장실,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101931,공중화장실,법제3조제5호,정왕중앙공원,경기도 시흥시 옥구천동로374번길 88,경기도 시흥시 정왕동 1845-1,2,3,1,0,0,0,3,0,0,경기도 시흥시 공원과,0313103862,상시,,199812,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101932,공중화장실,법제3조제16호-영제3조제1항제1호,정왕지구대,"경기도 시흥시 정왕신길로 216 (정왕동, 정왕파출소)",경기도 시흥시 정왕동 1800-10,1,1,0,0,0,0,1,0,0,시흥경찰서,0314334112,상시,,200605,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101933,공중화장실,법제3조제16호-영제3조제1항제4호,정왕평생학습관,경기도 시흥시 정왕대로 233번길 21,경기도 시흥시 정왕동 1800-7,10,15,4,0,1,4,25,5,1,시흥도시공사,03180840158,정시,09:00-18:00,200301,공공기관-국가공공기관,수세식,Y,Y,장애인화장실,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101940,공중화장실,법제3조제16호-영제3조제1항제1호,주차장 공중화장실,경기도 시흥시 월곶해안로 188,경기도 시흥시 월곶동 1020-1,4,6,1,0,0,1,8,1,0,경기도 시흥시 하수관리과,0313106163,상시,,200007,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,Y,남자화장실+여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
4010000,202440100000101941,공중화장실,법제3조제5호,죽율체육공원,경기도 시흥시 죽율동 610,경기도 시흥시 죽율동 610,2,3,1,0,0,0,5,1,1,경기도 시흥시 공원과,0313103864,상시,,202201,공공기관-지방자치단체,수세식,N,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:14
