librry_nm,sido_nm,signgu_nm,librry_type_nm,close_day_info,opr_bgng_hr,opr_end_hr,temp_1_cont,temp_2_cont,temp_3_cont,temp_cont,read_seat_cnt,book_data_cnt,contuatn_publctn_data_cnt,nonbook_data_cnt,loan_posbl_volm_cnt,loan_posbl_day_cnt,refine_road_nm_addr,opr_inst_nm,librry_telno,plot_ar,buldng_ar,hmpg_addr,refine_wgs84_lat,refine_wgs84_logt,dat_crtr_ymd,sigun_nm
느티나무작은도서관,경기도,군포시,작은도서관,토+일+법정공휴일,14:00,17:00,00:00,00:00,00:00,00:00,40,4650,3,0,3,14,경기도 군포시 송부로291번길29,부곡2단지관리사무소,070-4237-5124,,100.14,,37.3242474,126.9445981,20251125,군포시
토리작은도서관,경기도,군포시,작은도서관,토+일+법정공휴일,14:00,18:00,00:00,00:00,00:00,00:00,33,5033,20,0,3,14,경기도 군포시 송부로273번길27,부곡3단지운영위원회,031-461-8886,,87.23,,37.3247104,126.9404863,20251125,군포시
큰꿈작은도서관,경기도,군포시,작은도서관,일+법정휴일,11:00,18:00,13:00,18:00,00:00,00:00,25,6713,2,0,3,7,"경기도 군포시 송부로 36, 백산프라자 403호",큰교회,031-406-0243,,100.0,,37.3156089,126.9184605,20251125,군포시
큰나무작은도서관,경기도,군포시,작은도서관,월+일+법정공휴일,10:00,18:00,10:00,18:00,00:00,00:00,40,3300,6,0,5,14,"경기도 군포시 금당로 59-3, 2층",큰나무교회,031-458-4393,,152.19,www.gpbtc.co.kr,37.35302763,126.9397887,20251125,군포시
하늘정원작은도서관,경기도,군포시,작은도서관,토+일+법정공휴일,11:00,19:00,00:00,00:00,00:00,00:00,40,3392,4,0,5,14,"경기도 군포시 군포로476번길 2, 3층",정원지역아동센터,031-394-9184,,141.1,,37.3486495,126.9443742,20251125,군포시
해오름문고,경기도,군포시,작은도서관,금+토+일+법정공휴일,14:00,18:00,00:00,00:00,00:00,00:00,10,2530,0,0,2,7,경기도 군포시 용호1로21번길15,용호대림e편한세상관리사무소,031-391-0820,,50.0,,37.342974,126.9366123,20251125,군포시
삼성마을5단지작은도서관,경기도,군포시,작은도서관,일+법정공휴일,13:00,17:00,10:00,12:00,00:00,00:00,37,5114,0,0,7,14,경기도 군포시 번영로200번길31,아파트입주자대표위,031-687-8782,,58.0,,37.3347496,126.9305619,20251125,군포시
어린이도서관,경기도,군포시,공공도서관,매주금요일+국가지정공휴일+설날연휴+추석연휴,09:00,18:00,09:00,18:00,09:00,18:00,289,111053,12,4969,10,14,경기도 군포시 고산로677번길 21,경기도 군포시청,031-390-8680,1037.0,2687.0,http://www.gunpolib.go.kr,37.37215635,126.932147,20251125,군포시
부곡도서관,경기도,군포시,공공도서관,매주월요일+국가지정공휴일+설날연휴+추석연휴,09:00,22:00,09:00,18:00,09:00,18:00,344,96944,52,2514,10,14,경기도 군포시 송부로221번길 3-10 (부곡동),경기도 군포시청,031-390-4094,3500.3,2010.21,http://www.gunpolib.go.kr,37.32410156,126.9356586,20251125,군포시
당동도서관,경기도,군포시,공공도서관,매주월요일+국가지정공휴일+설날연휴+추석연휴,09:00,22:00,09:00,18:00,09:00,18:00,379,102825,55,5131,10,14,경기도 군포시 산본로197번길 36 (당동),경기도 군포시청,031-390-8810,1037.0,1751.0,http://www.gunpolib.go.kr,37.35371548,126.945168,20251125,군포시
산본도서관,경기도,군포시,공공도서관,매주월요일+국가지정공휴일+설날연휴+추석연휴,09:00,22:00,09:00,18:00,09:00,18:00,851,189278,94,16750,10,14,경기도 군포시 광정로 96,경기도 군포시청,031-395-4316,3914.0,5448.0,http://www.gunpolib.go.kr,37.36158178,126.9287049,20251125,군포시
책놀이터작은도서관,경기도,군포시,작은도서관,토+일+법정공휴일,13:00,18:00,00:00,00:00,00:00,00:00,22,8927,3,0,3,7,경기도 군포시 삼성로 31,아파트입주자대표위,031-396-1103,,109.0,,37.3376796,126.9301936,20251125,군포시
당정문화도서관,경기도,군포시,작은도서관,토+일+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,100,47551,17,90,7,14,경기도 군포시 한세로56번길 12,군포문화원,031-429-5577,,307.0,http://www.gpmunhwa.or.kr/,37.3472245,126.9548334,20251125,군포시
금정작은도서관,경기도,군포시,작은도서관,토+일+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,27,7284,0,0,3,14,경기도 군포시 금산로 35,금정동주민자치위원회,031-390-8699,,63.0,,37.36540019,126.9392714,20251125,군포시
율곡마을작은도서관,경기도,군포시,작은도서관,토+법정공휴일,13:00,17:00,00:00,00:00,14:00,16:00,19,6474,0,0,3,14,경기도 군포시 오금로43,율곡마을관리사무소,031-344-6566,,60.5,,37.3524557,126.9309585,20251125,군포시
사랑이있는작은도서관,경기도,군포시,작은도서관,토+법정공휴일,10:00,18:00,00:00,00:00,10:00,15:00,40,5911,1,0,2,14,경기도 군포시 금당로 164,토브침례교회,031-429-0400,,117.3,,37.36016225,126.943476,20251125,군포시
사랑이꽃피는작은도서관,경기도,군포시,작은도서관,일+법정공휴일,10:00,18:00,10:00,18:00,00:00,00:00,45,6628,2,0,5,7,경기도 군포시 군포로 508,늘푸른교회,031-457-7942,,99.0,,37.35153812,126.9451153,20251125,군포시
양곡도서관,경기도,김포시,공공도서관,매주 금요일+일요일을 제외한 법정공휴일,09:00,22:00,09:00,17:00,09:00,17:00,161,112191,91,2077,20,14,경기도 김포시 양촌읍 양곡4로197번길 40,경기도 김포시,031-5186-4830,2095.0,1702.0,http://www.gimpo.go.kr/lib/index.do,37.6616235,126.6314373,20260312,김포시
모담도서관,경기도,김포시,공공도서관,매주 월요일+일요일을 제외한 법정공휴일,09:00,22:00,09:00,17:00,09:00,17:00,409,88883,225,561,7,14,경기도 김포시 모담공원로118,경기도 김포시,031-5186-3950,8874.0,8682.0,http://www.gimpo.go.kr/lib/index.do,37.6493504,126.6896544,20260312,김포시
마산도서관,경기도,김포시,공공도서관,매주 월요일+일요일을 제외한 법정공휴일,09:00,22:00,09:00,17:00,09:00,17:00,372,73541,80,0,7,14,경기도 김포시 김포한강7로22번길 174-6,경기도 김포시,031-5186-4890,4250.0,3408.0,http://www.gimpo.go.kr/lib/index.do,37.64242826,126.6396941,20260312,김포시
풍무도서관,경기도,김포시,공공도서관,매주 월요일+일요일을 제외한 법정공휴일,09:00,22:00,09:00,17:00,09:00,17:00,313,126524,96,0,7,14,경기도 김포시 풍무로146번길 101(풍무동),경기도 김포시,031-5186-4870,1530.0,3982.0,http://www.gimpo.go.kr/lib/index.do,37.60821711,126.7296092,20260312,김포시
장기도서관,경기도,김포시,공공도서관,매주 금요일+일요일을 제외한 법정공휴일,09:00,22:00,09:00,17:00,09:00,17:00,465,173532,108,39086,7,14,경기도 김포시 김포한강2로 42(장기동),경기도 김포시,031-5186-4680,2993.0,5865.0,http://www.gimpo.go.kr/lib/index.do,37.64176517,126.6766167,20260312,김포시
고촌도서관,경기도,김포시,공공도서관,매주 금요일+일요일을 제외한 법정공휴일,09:00,22:00,09:00,17:00,09:00,17:00,162,105014,86,448,20,14,경기도 김포시 고촌읍 장차로 14,경기도 김포시,031-5186-4850,2850.0,3079.0,http://www.gimpo.go.kr/lib/index.do,37.60328556,126.7708991,20260312,김포시
통진도서관,경기도,김포시,공공도서관,매주 월요일+일요일을 제외한 법정공휴일,07:00,22:00,07:00,22:00,07:00,22:00,406,173404,97,4843,20,14,경기도 김포시 통진읍 조강로 132,경기도 김포시,031-5186-4980,6313.0,4080.0,http://www.gimpo.go.kr/lib/index.do,37.693983,126.5920603,20260312,김포시
호평도서관,경기도,남양주시,공공도서관,둘째·넷째 월요일+1월 1일+설날·추석 연휴(대체공휴일 포함),09:00,22:00,09:00,22:00,09:00,22:00,286,68141,40,721,20,14,경기도 남양주시 천마산로 67,경기도 남양주시청,031-590-8340,788.0,1956.0,http://lib.nyj.go.kr/hp,37.66764367,127.2480045,20260311,남양주시
별내도서관,경기도,남양주시,공공도서관,둘째·넷째 금요일+1월 1일+설날·추석 연휴(대체공휴일 포함),09:00,22:00,09:00,22:00,09:00,22:00,329,115918,41,5151,20,14,경기도 남양주시 별내면 청학로 86-1,경기도 남양주시청,031-590-8808,2501.0,3215.0,http://lib.nyj.go.kr/bnae,37.7083499,127.1178283,20260311,남양주시
진접도서관,경기도,남양주시,공공도서관,첫째·셋째 월요일+1월 1일+설날·추석 연휴(대체공휴일 포함),09:00,22:00,09:00,22:00,09:00,22:00,614,105090,43,1797,20,14,경기도 남양주시 진접읍 금강로 1554-11,경기도 남양주시청,031-590-5310,3250.0,4426.0,http://lib.nyj.go.kr/jinjeop,37.7296018,127.1941965,20260311,남양주시
와부도서관,경기도,남양주시,공공도서관,둘째·넷째 금요일+1월 1일+설날·추석 연휴(대체공휴일 포함),09:00,22:00,09:00,22:00,09:00,22:00,430,143416,50,6221,20,14,경기도 남양주시 와부읍 월문천로 43,경기도 남양주시청,031-590-8920,3920.0,4010.0,http://lib.nyj.go.kr/waboo,37.5856854,127.2174983,20260311,남양주시
화도도서관,경기도,남양주시,공공도서관,첫째·셋째 금요일+1월 1일+설날·추석 연휴(대체공휴일 포함),09:00,22:00,09:00,22:00,09:00,22:00,328,119076,40,3167,20,14,경기도 남양주시 화도읍 수레로1260번길 33,경기도 남양주시청,031-590-4587,596.0,2667.0,http://lib.nyj.go.kr/hwado,37.6501371,127.3058147,20260311,남양주시
진건도서관,경기도,남양주시,공공도서관,둘째·넷째 금요일+1월 1일+설날·추석 연휴(대체공휴일 포함),09:00,22:00,09:00,22:00,09:00,22:00,263,99101,54,4222,20,14,경기도 남양주시 진건읍 진건오남로 41-25,경기도 남양주시청,031-590-8260,1322.0,2848.0,http://lib.nyj.go.kr/jingeon,37.6551356,127.1774389,20260311,남양주시
별빛도서관,경기도,남양주시,공공도서관,첫째·셋째 월요일+1월 1일+설날·추석 연휴(대체공휴일 포함),09:00,22:00,09:00,22:00,09:00,22:00,596,95544,54,1479,20,14,경기도 남양주시 별내중앙로 102,경기도 남양주시청,031-590-5349,4200.0,6638.0,http://lib.nyj.go.kr/bbit,37.65093701,127.1203257,20260311,남양주시
이석영뉴미디어도서관,경기도,남양주시,공공도서관,둘째·넷째 금요일+1월 1일+설날·추석 연휴(대체공휴일 포함),09:00,22:00,09:00,18:00,09:00,18:00,615,57772,71,1376,20,14,경기도 남양주시 화도읍 맷돌로 84,사단법인 문화현상,031-595-8390,1843.0,4877.0,http://lib.nyj.go.kr/lsy,37.65815984,127.2995319,20260311,남양주시
평내도서관,경기도,남양주시,공공도서관,첫째·셋째 월요일+1월 1일+설날·추석 연휴(대체공휴일 포함),09:00,22:00,09:00,22:00,09:00,22:00,303,120935,42,2629,20,14,경기도 남양주시 의안로 134,경기도 남양주시청,031-590-8562,3172.0,6307.0,http://lib.nyj.go.kr/pynae,37.6417431,127.2388903,20260311,남양주시
정약용도서관,경기도,남양주시,공공도서관,첫째·셋째 금요일+1월 1일+설날·추석 연휴(대체공휴일 포함),09:00,22:00,09:00,18:00,09:00,18:00,560,201595,58,10615,20,14,경기도 남양주시 다산중앙로82번안길 138,경기도 남양주시청,031-590-2587,21501.0,12807.0,http://lib.nyj.go.kr/jyy,37.61215767,127.1673571,20260311,남양주시
진접푸른숲도서관,경기도,남양주시,공공도서관,둘째·넷째 월요일+1월 1일+설날·추석 연휴(대체공휴일 포함),09:00,22:00,09:00,22:00,09:00,22:00,549,101518,48,2126,20,14,경기도 남양주시 진접읍 해밀예당2로 35,경기도 남양주시청,031-590-5330,6663.0,5352.0,http://lib.nyj.go.kr/jinjeopgw,37.7156893,127.1929216,20260311,남양주시
오남도서관,경기도,남양주시,공공도서관,첫째·셋째 금요일+1월 1일+설날·추석 연휴(대체공휴일 포함),09:00,22:00,09:00,22:00,09:00,22:00,312,118543,58,3170,20,14,경기도 남양주시 오남읍 양지로240번길 12,경기도 남양주시청,031-590-8531,3000.0,5454.0,http://lib.nyj.go.kr/onam,37.6979608,127.1978694,20260311,남양주시
퇴계원도서관,경기도,남양주시,공공도서관,둘째·넷째 월요일+1월 1일+설날·추석 연휴(대체공휴일 포함),09:00,22:00,09:00,22:00,09:00,22:00,256,90578,37,2387,20,14,경기도 남양주시 퇴계원읍 도제원로 12,경기도 남양주시청,031-590-3910,1012.0,2893.0,http://lib.nyj.go.kr/toegyewon,37.6491214,127.1452884,20260311,남양주시
어수정작은도서관,경기도,동두천시,작은도서관,토+일+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,40,4159,7,0,10,14,경기도 동두천시 중앙로 283,경기도 동두천시청 도서문화사업소,031-860-3275,,114.0,http://lib.ddc.go.kr/,37.90677664,127.0541529,20251107,동두천시
동두천꿈나무정보도서관,경기도,동두천시,공공도서관,금+일+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,156,141286,55,3767,10,14,경기도 동두천시 지행로 38,경기도 동두천시청 도서문화사업소,031-860-3281,1300.0,2149.0,http://lib.ddc.go.kr/,37.89215013,127.0513977,20251107,동두천시
동두천오르빛도서관,경기도,동두천시,공공도서관,금+일+법정공휴일,09:00,21:00,09:00,18:00,00:00,00:00,149,23849,14,0,10,14,경기도 동두천시 동두천로 314,경기도 동두천시청 도서문화사업소,031-860-2702,3036.0,2596.0,http://lib.ddc.go.kr/,37.909685,127.056529,20251107,동두천시
종합운동장지혜의등대,경기도,동두천시,작은도서관,금+일+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,80,13197,8,0,10,14,경기도 동두천시 어등로 50,경기도 동두천시청 도서문화사업소,031-860-3295,128580.0,396.0,http://lib.ddc.go.kr/,37.89938432,127.0696877,20251107,동두천시
동두천시립도서관,경기도,동두천시,공공도서관,자료실(월+법정공휴일)/학습실(1월1일+설연휴+추석연휴),08:00,22:00,08:00,22:00,08:00,18:00,316,191956,44,2677,10,14,경기도 동두천시 상패로 60,경기도 동두천시청 도서문화사업소,031-860-3261,3368.0,2670.0,http://lib.ddc.go.kr/,37.90668936,127.047626,20251107,동두천시
남산모루작은도서관,경기도,동두천시,작은도서관,일+월+법정공휴일,10:00,19:00,10:00,19:00,00:00,00:00,30,4722,5,0,10,14,경기도 동두천시 상패로 138,경기도 동두천시청 도서문화사업소,031-866-7970,,135.0,http://lib.ddc.go.kr/,37.91211561,127.0513424,20251107,동두천시
동화도서관,경기도,부천시,공공도서관,일+월+국가지정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,138,62586,17,0,5,14,경기도 부천시 원미구 장말로 107(상동),경기도 부천시청,032-625-4650,,617.0,www.bcl.go.kr,37.49478344,126.7542142,20250625,부천시
원미도서관,경기도,부천시,공공도서관,"월+국가지정공휴일(일요일제외, 단 일요일이 다른 법정공휴일과 겹치는 경우에는 휴관함)",07:00,22:00,07:00,22:00,09:00,17:00,646,233060,49,10972,5,14,경기도 부천시 원미구 소사로 456(원미동),경기도 부천시청,032-625-4723,4961.0,4396.0,www.bcl.go.kr,37.4979854,126.7990398,20250625,부천시
상동어울마당작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,50,10120,0,11,5,14,경기도 부천시 원미구 석천로16번길 50,사회복지법인 양지바른,032-612-5615,,243.18,www.bcl.go.kr,37.48887035,126.7623236,20250625,부천시
사랑나무가족도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,10:00,19:00,00:00,00:00,00:00,00:00,47,15674,0,0,5,14,경기도 부천시 원미구 계남로 336,한국노총 부천김포지역지부,032-661-3034,,160.0,www.bcl.go.kr,37.50072679,126.7828947,20250625,부천시
소사칙칙폭폭도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,11:00,20:00,00:00,00:00,00:00,00:00,13,1564,0,0,5,14,"경기도 부천시 원미구 소사로284, 서해선/1호선 소사역(7번 출구)",경기도 부천시청,032-625-9789,,33.06,www.bcl.go.kr,37.48316913,126.7949785,20250625,부천시
시정담벼락 작은도서관,경기도,부천시,작은도서관,연중무휴,06:00,21:00,06:00,21:00,07:00,21:00,58,18932,2,0,5,14,경기도 부천시 원미구 길주로 210,경기도 부천시청,032-625-4505,,589.09,www.bcl.go.kr,37.50358103,126.7653372,20250625,부천시
약대신나는가족도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,29,16355,0,0,5,14,경기도 부천시 원미구 수도로 44,더봄복지사회적협동조합,032-682-5800,,105.0,www.bcl.go.kr,37.51330628,126.7713111,20250625,부천시
아름드리도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,33,16432,0,0,5,14,경기도 부천시 오정구 삼작로 52,사회복지법인 대한예수회장로교총회 한국장로교복지재단,032-323-3160,,85.0,www.bcl.go.kr,37.51975033,126.7664762,20250625,부천시
햇살이가득한작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,36,18952,0,0,5,14,경기도 부천시 원미구 부천로90번길 51,새마을문고중앙회 부천시지부,032-652-3172,,193.0,www.bcl.go.kr,37.49226693,126.7876698,20250625,부천시
진말책향기작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,36,12238,0,0,5,14,경기도 부천시 원미구 장말로351번길 9,지역사회교육 사회적협동조합,032-661-8366,,141.96,www.bcl.go.kr,37.49092729,126.7806083,20250625,부천시
행복한작은도서관,경기도,부천시,작은도서관,일+국가지정공휴일,10:00,20:00,09:00,13:00,00:00,00:00,31,16421,0,206,5,14,경기도 부천시 오정구 상오정로 10,사단법인 일과사람,032-679-2907,,141.0,www.bcl.go.kr,37.52400682,126.785059,20250625,부천시
숲속작은도서관,경기도,부천시,작은도서관,일+월+국가지정공휴일,11:00,20:00,10:00,19:00,00:00,00:00,30,11897,0,0,5,14,경기도 부천시 원미구 소향로 162,경기도 부천시청,032-625-4555,,140.09,www.bcl.go.kr,37.5006043,126.7637161,20250625,부천시
신흥어울마당작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,79,9652,2,19,5,14,경기도 부천시 오정구 삼작로 109,경기도 부천시청,032-625-4691,,411.85,www.bcl.go.kr,37.52045991,126.7733416,20250625,부천시
상동역칙칙폭폭작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,11:00,20:00,00:00,00:00,00:00,00:00,15,8901,0,0,5,14,경기도 부천시 원미구 길주로 지하 104,경기도 부천시청,032-625-4786,,52.5,www.bcl.go.kr,37.50580985,126.753187,20250625,부천시
도란도란작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,50,23854,0,0,5,14,경기도 부천시 오정구 고리울로 79,사회복지법인 행복복지재단,032-679-9702,,161.0,www.bcl.go.kr,37.52706253,126.8248197,20250625,부천시
신중동역칙칙폭폭작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,11:00,20:00,00:00,00:00,00:00,00:00,22,9769,0,0,5,14,경기도 부천시 원미구 길주로 지하 314,경기도 부천시청,032-625-4787,,100.59,www.bcl.go.kr,37.50296419,126.7764902,20250625,부천시
복사꽃필무렵작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,40,17266,0,0,5,14,경기도 부천시 소사구 성주로249번길 19,사회복지법인 기독교대한감리회사회복지재단 부천제일교회,032-665-6053,,140.6,www.bcl.go.kr,37.48066277,126.7801796,20250625,부천시
시온열린작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,128,20641,0,4,5,14,경기도 부천시 소사구 은성로 172-20,시온고등학교,032-340-0194,,290.0,www.bcl.go.kr,37.47148659,126.8051061,20250625,부천시
북부도서관,경기도,부천시,공공도서관,"월+국가지정공휴일(일요일제외, 단 일요일이 다른 법정공휴일과 겹치는 경우에는 휴관함)",07:00,22:00,07:00,22:00,09:00,17:00,480,134681,44,12247,5,14,경기도 부천시 원미구 삼작로301번길 5(도당동),경기도 부천시청,032-625-4605,7317.0,2974.0,www.bcl.go.kr,37.52080153,126.7941356,20250625,부천시
꿈여울도서관,경기도,부천시,공공도서관,"금+국가지정공휴일(일요일제외, 단 일요일이 다른 법정공휴일과 겹치는 경우에는 휴관함)",09:00,21:00,09:00,17:00,09:00,17:00,376,128881,54,4740,5,14,경기도 부천시 오정구 까치로 103(작동),경기도 부천시청,032-625-4680,1027.0,3907.0,www.bcl.go.kr,37.51542744,126.8055849,20250625,부천시
도당도서관,경기도,부천시,공공도서관,일+월+국가지정공휴일,10:00,19:00,10:00,19:00,00:00,00:00,120,35183,29,0,5,14,경기도 부천시 원미구 부천로 360(도당동),경기도 부천시청,032-625-4500,2411.0,414.0,www.bcl.go.kr,37.5161009,126.7851703,20250625,부천시
오정도서관,경기도,부천시,공공도서관,"금+국가지정공휴일(일요일제외, 단 일요일이 다른 법정공휴일과 겹치는 경우에는 휴관함)",07:00,22:00,07:00,22:00,09:00,17:00,373,101337,42,656,5,14,경기도 부천시 오정구 성오로 172(오정동),경기도 부천시청,032-625-4106,16615.0,2305.0,www.bcl.go.kr,37.52834862,126.7960259,20250625,부천시
역곡밝은도서관,경기도,부천시,공공도서관,"토+국가지정공휴일(일요일제외, 단 일요일이 다른 법정공휴일과 겹치는 경우에는 휴관함)",10:00,19:00,00:00,00:00,09:00,17:00,0,9593,12,0,5,14,경기도 부천시 소사구 경인로536번길 37(괴안동),경기도 부천시청,,,620.35,www.bcl.go.kr,37.484466,126.815922,20250625,부천시
민들레홀씨작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,42,16466,0,0,5,14,경기도 부천시 원미구 상동로117번길 48,사회복지법인 룸비니,032-322-9702,,186.0,www.bcl.go.kr,37.50822292,126.7508681,20250625,부천시
글마루작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,40,15151,0,0,5,14,경기도 부천시 소사구 경인옛로38번길 41,새마을문고중앙회 부천시지부,032-346-3451,,187.0,www.bcl.go.kr,37.47891414,126.7964001,20250625,부천시
한울빛도서관,경기도,부천시,공공도서관,"금+국가지정공휴일(일요일제외, 단 일요일이 다른 법정공휴일과 겹치는 경우에는 휴관함)",07:00,22:00,07:00,22:00,09:00,17:00,577,135845,39,7073,5,14,경기도 부천시 소사구 소사로 107(소사본동),경기도 부천시청,032-625-4670,1053.0,3200.0,www.bcl.go.kr,37.46794208,126.7966443,20250625,부천시
꿈꾸는새싹작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,42,22441,0,0,5,14,경기도 부천시 오정구 성오로149번길 18,사회복지법인 룸비니,032-676-3012,,140.0,www.bcl.go.kr,37.52591798,126.7977992,20250625,부천시
역곡도서관,경기도,부천시,공공도서관,"월+국가지정공휴일(일요일제외, 단 일요일이 다른 법정공휴일과 겹치는 경우에는 휴관함)",07:00,22:00,07:00,22:00,09:00,17:00,260,53968,59,384,5,14,경기도 부천시 원미구 지봉로51번길 54(역곡동),경기도 부천시청,032-625-4594,2380.0,1494.0,www.bcl.go.kr,37.48833198,126.8019489,20250625,부천시
수주도서관,경기도,부천시,공공도서관,"월+국가지정공휴일(일요일제외, 단 일요일이 다른 법정공휴일과 겹치는 경우에는 휴관함)",07:00,22:00,07:00,22:00,09:00,17:00,683,65750,83,243,5,14,경기도 부천시 오정구 고리울로8번길 77(고강동),경기도 부천시청,032-625-4331,3443.0,6196.0,www.bcl.go.kr,37.52430111,126.81865,20250625,부천시
책마루도서관,경기도,부천시,공공도서관,"월+국가지정공휴일(일요일제외, 단 일요일이 다른 법정공휴일과 겹치는 경우에는 휴관함)",09:00,18:00,09:00,17:00,09:00,17:00,258,112535,23,6331,5,14,경기도 부천시 원미구 심중로 121(중동),경기도 부천시청,032-625-4645,595.0,1593.0,www.bcl.go.kr,37.49396903,126.7701055,20250625,부천시
상동도서관,경기도,부천시,공공도서관,"금+국가지정공휴일(일요일제외, 단 일요일이 다른 법정공휴일과 겹치는 경우에는 휴관함)",07:00,22:00,07:00,22:00,09:00,17:00,690,176796,52,4700,5,14,경기도 부천시 원미구 상이로 12(상동),경기도 부천시청,032-625-4705,5486.0,5426.0,www.bcl.go.kr,37.49013977,126.7447508,20250625,부천시
별빛마루도서관,경기도,부천시,공공도서관,"월+국가지정공휴일(일요일제외, 단 일요일이 다른 법정공휴일과 겹치는 경우에는 휴관함)",07:00,22:00,07:00,22:00,09:00,17:00,781,80100,57,0,5,14,경기도 부천시 소사구 옥길로 105(옥길동),경기도 부천시청,032-625-9780,6164.0,6206.0,www.bcl.go.kr,37.46671548,126.8210704,20250625,부천시
심곡도서관,경기도,부천시,공공도서관,"월+국가지정공휴일(일요일제외, 단 일요일이 다른 법정공휴일과 겹치는 경우에는 휴관함)",07:00,18:00,07:00,18:00,09:00,17:00,450,159531,24,8099,5,14,경기도 부천시 소사구 성무로 24(심곡본동),경기도 부천시청,032-625-4588,3553.0,2450.0,www.bcl.go.kr,37.48035202,126.7839472,20250625,부천시
꿈빛도서관,경기도,부천시,공공도서관,"월+국가지정공휴일(일요일제외, 단 일요일이 다른 법정공휴일과 겹치는 경우에는 휴관함)",07:00,22:00,07:00,22:00,09:00,17:00,442,199280,28,8589,5,14,경기도 부천시 원미구 신흥로275번길 19(중동),경기도 부천시청,032-625-4622,6259.0,4055.0,www.bcl.go.kr,37.50811617,126.7737125,20250625,부천시
송내도서관,경기도,부천시,공공도서관,"금+국가지정공휴일(일요일제외, 단 일요일이 다른 법정공휴일과 겹치는 경우에는 휴관함)",07:00,22:00,07:00,18:00,09:00,17:00,391,115241,33,709,5,14,경기도 부천시 소사구 경인로92번길 33(송내동),경기도 부천시청,032-625-4515,,3920.0,www.bcl.go.kr,37.48250488,126.766558,20250625,부천시
태평1동,경기도,성남시,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,23,9453,2,312,6,14,경기도 성남시 수정구 모란로 88 (태평1동),주민센터,031-729-5993,,85.0,https://www.snlib.go.kr/small,37.440764,127.126143,20250828,성남시
중원도서관,경기도,성남시,공공도서관,첫째 주 금+셋째 주 금+신정+설 연휴+추석 연휴,07:00,23:00,07:00,23:00,07:00,23:00,1193,303783,80,9595,6,14,경기도 성남시 중원구 원터로 17번길 46(성남동),성남도시개발공사,031-752-3913,8264.0,13164.0,https://www.snlib.go.kr/jw,37.430228,127.140164,20250828,성남시
논골도서관,경기도,성남시,공공도서관,월+법정공휴일,09:00,20:00,09:00,18:00,09:00,18:00,76,17028,11,0,6,14,경기도 성남시 수정구 논골로 23번길 2,경기도 성남시,031-729-4440,190.0,286.0,https://www.snlib.go.kr/ng,37.456196,127.159974,20250828,성남시
판교도서관,경기도,성남시,공공도서관,둘째 주 금+넷째 주 금+1월1일+설 연휴+추석 연휴,07:00,23:00,07:00,23:00,07:00,23:00,523,202343,91,2721,6,14,경기도 성남시 분당구 판교공원로 4길 27(판교동),경기도 성남시,031-729-4900,946887.3,4505.84,https://www.snlib.go.kr/pg,37.3918984696,127.0908706731,20250828,성남시
무지개도서관,경기도,성남시,공공도서관,첫째 주 월+셋째 주 월+신정+설 연휴+추석 연휴,09:00,22:00,07:00,22:00,07:00,22:00,130,49062,28,0,6,14,경기도 성남시 분당구 구미로 111(구미동),경기도 성남시,031-729-4770,750.0,775.11,https://www.snlib.go.kr/mjg,37.339621,127.120829,20250828,성남시
